Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_multistate_run3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3980025895
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_multistate_run3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	2
	TVarNode	5	Sheep Goat Cow Buffalo Pronghorn 
	TRecNode	4	Porpoise Dolphin FKWhale Whale 
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 10.00 
        qGD - exp 10.00 
Node reconstruction / fossilisation:
	Node VarNode TVarNode
	Node RecNode TRecNode
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	VarNode P(D)	VarNode P(G)	RecNode P(D)	RecNode P(G)	
34000	-8.420681	456	11.192835	5.863087	0.369147	0.630853	0.992822	0.007178	0.031226	0.968774	
35000	-8.574178	217	10.907034	2.509961	0.406418	0.593582	--	--	0.041286	0.958714	
36000	-8.673313	120	17.209313	9.058441	0.472583	0.527417	--	--	0.095918	0.904082	
37000	-8.282799	111	18.860448	14.588048	0.452905	0.547095	0.815030	0.184970	0.077576	0.922424	
38000	-7.845387	310	6.726250	3.325738	0.254497	0.745503	--	--	0.012023	0.987977	
39000	-7.836593	417	5.608632	6.302115	0.141533	0.858467	0.985486	0.014514	0.012445	0.987555	
40000	-8.041674	468	4.841677	7.356196	0.184362	0.815638	--	--	0.013907	0.986093	
41000	-7.622115	1	7.950020	7.150821	0.235234	0.764766	0.974361	0.025639	0.027363	0.972637	
42000	-9.059995	104	3.064582	1.892749	0.091255	0.908745	0.990689	0.009311	0.002903	0.997097	
43000	-7.199647	135	4.109044	4.650357	0.169301	0.830699	--	--	0.006241	0.993759	
44000	-8.339585	167	2.122559	8.711919	0.051267	0.948733	0.595597	0.404403	0.002638	0.997362	
45000	-10.248039	450	4.873142	16.873309	0.228504	0.771496	0.551072	0.448928	0.028208	0.971792	
46000	-9.361481	307	10.799221	0.683093	0.663884	0.336116	--	--	0.043400	0.956600	
47000	-10.437695	34	26.170350	8.056508	0.492283	0.507717	0.829325	0.170675	0.335582	0.664418	
48000	-8.033647	21	12.392674	5.798182	0.408791	0.591209	0.972562	0.027438	0.082898	0.917102	
49000	-8.231838	400	18.721567	6.621992	0.363808	0.636192	0.991169	0.008831	0.082170	0.917830	
50000	-8.866821	223	16.348870	4.895913	0.422057	0.577943	0.879173	0.120827	0.089105	0.910895	
51000	-7.322992	224	10.193246	8.831461	0.286840	0.713160	0.990318	0.009682	0.015633	0.984367	
52000	-9.088308	231	16.069350	21.840520	0.492066	0.507934	--	--	0.134997	0.865003	
53000	-8.902681	377	7.475914	0.961987	0.537195	0.462805	--	--	0.000898	0.999102	
54000	-8.303863	331	5.992486	11.560443	0.300453	0.699547	0.710843	0.289157	0.022313	0.977687	
55000	-7.769894	111	6.660147	4.507833	0.234016	0.765984	0.894275	0.105725	0.011420	0.988580	
56000	-7.710608	72	10.817796	7.327253	0.400146	0.599854	--	--	0.052017	0.947983	
57000	-8.975992	297	14.082928	3.293524	0.470431	0.529569	0.994997	0.005003	0.133836	0.866164	
58000	-8.491907	242	7.642851	1.793816	0.305613	0.694387	0.992878	0.007122	0.016068	0.983932	
59000	-8.837649	119	10.693053	3.353850	0.419843	0.580157	0.986384	0.013616	0.039495	0.960505	
60000	-8.249318	205	9.624747	14.304937	0.387696	0.612304	0.717275	0.282725	0.051677	0.948323	
61000	-7.452293	46	9.441733	9.641230	0.251228	0.748772	0.978576	0.021424	0.022318	0.977682	
62000	-7.826744	187	4.421874	3.648431	0.102078	0.897922	0.729358	0.270642	0.005543	0.994457	
63000	-9.610745	168	19.920707	7.120483	0.477740	0.522260	--	--	0.076343	0.923657	
64000	-8.368674	372	8.074538	3.321494	0.277445	0.722555	--	--	0.018728	0.981272	
65000	-9.132732	441	3.432517	5.069797	0.106750	0.893250	0.984326	0.015674	0.004382	0.995618	
66000	-8.052221	108	3.719150	5.172838	0.166674	0.833326	0.885925	0.114075	0.006777	0.993223	
67000	-8.666114	78	5.903533	13.485574	0.207045	0.792955	--	--	0.021790	0.978210	
68000	-7.565276	125	4.649653	2.651630	0.181627	0.818373	--	--	0.001754	0.998246	
69000	-9.000705	91	17.443978	13.982115	0.479650	0.520350	--	--	0.261410	0.738590	
70000	-8.585961	224	8.653464	21.038187	0.311074	0.688926	0.954538	0.045462	0.013783	0.986217	
71000	-8.063703	345	10.102500	5.732457	0.345383	0.654617	0.870344	0.129656	0.067407	0.932593	
72000	-7.796501	393	10.344774	7.886320	0.349092	0.650908	0.950215	0.049785	0.045808	0.954192	
73000	-9.947603	481	23.129682	8.730272	0.492508	0.507492	0.970629	0.029371	0.074828	0.925172	
74000	-9.105338	373	0.692207	6.577164	0.006817	0.993183	--	--	0.000193	0.999807	
75000	-7.597254	278	2.228373	3.525849	0.039433	0.960567	0.993077	0.006923	0.001342	0.998658	
76000	-8.139982	93	10.979309	16.063046	0.392660	0.607340	0.727137	0.272863	0.050207	0.949793	
77000	-10.349746	146	13.119560	0.410604	0.775964	0.224036	0.999642	0.000358	0.084645	0.915355	
78000	-8.315185	365	7.501747	8.983075	0.311935	0.688065	0.667650	0.332350	0.031964	0.968036	
79000	-8.116479	240	1.946648	6.598173	0.032525	0.967475	0.621729	0.378271	0.001572	0.998428	
80000	-7.436341	465	7.112885	6.765581	0.293422	0.706578	--	--	0.019768	0.980232	
81000	-8.133187	386	8.623083	4.513363	0.230568	0.769432	--	--	0.024822	0.975178	
82000	-7.288896	342	6.574643	8.092525	0.275366	0.724634	0.949130	0.050870	0.031489	0.968511	
83000	-8.134067	169	13.200285	6.565317	0.434409	0.565591	0.969744	0.030256	0.085877	0.914123	
84000	-9.076517	230	1.394442	4.242859	0.019294	0.980706	0.903787	0.096213	0.001518	0.998482	
85000	-7.548280	107	8.347199	7.149704	0.328556	0.671444	0.865509	0.134491	0.030214	0.969786	
86000	-8.157097	209	14.290287	6.908217	0.388079	0.611921	0.960928	0.039072	0.005112	0.994888	
87000	-7.749410	195	9.517225	5.188917	0.275265	0.724735	--	--	0.046150	0.953850	
88000	-8.618841	53	0.982330	4.085571	0.006270	0.993730	0.946837	0.053163	0.001762	0.998238	
89000	-8.925184	293	5.749091	15.599349	0.348453	0.651547	0.903037	0.096963	0.007951	0.992049	
90000	-8.003056	270	2.113174	6.793816	0.051886	0.948114	--	--	0.000734	0.999266	
91000	-7.545450	139	4.959881	4.092598	0.180108	0.819892	--	--	0.014094	0.985906	
92000	-7.989184	294	4.240190	8.460999	0.205493	0.794507	0.929736	0.070264	0.021794	0.978206	
93000	-8.111896	267	14.592016	9.107210	0.406322	0.593678	0.955834	0.044166	0.114635	0.885365	
94000	-7.076490	428	2.612578	4.845952	0.041059	0.958941	0.983251	0.016749	0.003836	0.996164	
95000	-7.442221	135	6.706064	8.915056	0.298856	0.701144	--	--	0.017221	0.982779	
96000	-7.858336	191	3.938577	4.308135	0.061476	0.938524	0.699407	0.300593	0.000960	0.999040	
97000	-7.920542	322	8.215310	10.139569	0.336229	0.663771	0.737000	0.263000	0.035306	0.964694	
98000	-8.010934	467	6.826621	4.608848	0.182682	0.817318	0.987235	0.012765	0.025647	0.974353	
99000	-8.738463	148	10.371377	4.720156	0.434769	0.565231	--	--	0.037912	0.962088	
100000	-8.061408	349	15.089600	10.699608	0.398355	0.601645	0.965169	0.034831	0.062552	0.937448	
101000	-7.781623	112	12.259837	13.544576	0.393774	0.606226	0.971381	0.028619	0.032226	0.967774	
102000	-7.525356	385	7.717738	5.674895	0.302426	0.697574	--	--	0.044507	0.955493	
103000	-7.970824	58	1.822287	4.872126	0.022792	0.977208	0.757916	0.242084	0.001170	0.998830	
104000	-8.199091	474	8.111498	12.981996	0.326511	0.673489	--	--	0.046387	0.953613	
105000	-10.274491	213	27.156667	11.481335	0.479202	0.520798	0.766482	0.233518	0.130494	0.869506	
106000	-9.098950	293	9.316983	0.737771	0.643223	0.356777	0.999795	0.000205	0.015506	0.984494	
107000	-8.396609	58	13.789510	14.039162	0.407751	0.592249	0.790183	0.209817	0.065792	0.934208	
108000	-10.753576	188	12.303821	0.949126	0.573927	0.426073	--	--	0.029849	0.970151	
109000	-8.190318	202	10.146300	3.035444	0.491010	0.508990	0.995773	0.004227	0.052034	0.947966	
110000	-8.021796	350	1.684651	3.422175	0.045753	0.954247	0.977599	0.022401	0.000629	0.999371	
111000	-8.245853	145	6.502476	1.305052	0.276667	0.723333	0.961781	0.038219	0.016356	0.983644	
112000	-8.224485	100	8.540510	2.825229	0.399466	0.600534	--	--	0.028106	0.971894	
113000	-7.366123	145	1.429043	3.810310	0.018524	0.981476	0.675966	0.324034	0.000865	0.999135	
114000	-7.895123	130	9.586530	12.672954	0.354433	0.645567	--	--	0.031325	0.968675	
115000	-8.521272	330	11.944532	3.168853	0.447564	0.552436	0.871655	0.128345	0.017932	0.982068	
116000	-7.761965	147	4.114068	3.880577	0.148338	0.851662	0.992072	0.007928	0.002906	0.997094	
117000	-7.807936	197	4.726306	3.964906	0.179005	0.820995	0.977980	0.022020	0.007215	0.992785	
118000	-8.034789	466	7.848806	4.107347	0.266696	0.733304	0.978532	0.021468	0.011565	0.988435	
119000	-8.358242	380	8.159352	12.577205	0.278447	0.721553	0.941110	0.058890	0.041675	0.958325	
120000	-8.403723	12	5.995596	14.561223	0.300872	0.699128	0.757823	0.242177	0.001842	0.998158	
121000	-7.546098	482	3.325203	5.309003	0.088219	0.911781	0.984103	0.015897	0.008174	0.991826	
122000	-8.541424	161	5.630231	11.587116	0.293741	0.706259	--	--	0.022217	0.977783	
123000	-7.317520	12	4.416129	7.785777	0.169245	0.830755	0.816199	0.183801	0.000865	0.999135	
124000	-7.694652	469	3.207963	5.329487	0.051952	0.948048	0.942097	0.057903	0.005863	0.994137	
125000	-7.780924	172	6.292401	5.287797	0.207711	0.792289	--	--	0.019274	0.980726	
126000	-10.597077	139	4.019582	0.188044	0.700657	0.299343	--	--	0.008631	0.991369	
127000	-8.104029	474	5.035475	8.875462	0.191124	0.808876	--	--	0.018308	0.981692	
128000	-8.004571	332	13.071878	12.829869	0.404175	0.595825	--	--	0.015235	0.984765	
129000	-7.962315	265	8.127395	2.448115	0.371847	0.628153	--	--	0.045283	0.954717	
130000	-7.993487	113	3.015929	4.924671	0.062244	0.937756	0.976075	0.023925	0.003389	0.996611	
131000	-7.448028	112	10.706044	7.944735	0.341616	0.658384	0.988966	0.011034	0.023422	0.976578	
132000	-7.590807	66	10.693102	8.728874	0.322512	0.677488	0.958563	0.041437	0.050128	0.949872	
133000	-7.444420	2	5.056447	4.201374	0.208943	0.791057	0.981157	0.018843	0.027162	0.972838	
134000	-8.416600	407	4.660728	10.826191	0.288526	0.711474	--	--	0.034263	0.965737	
135000	-8.259089	411	8.538569	7.340239	0.359584	0.640416	0.812084	0.187916	0.037740	0.962260	
136000	-9.527335	464	24.058026	12.688334	0.451473	0.548527	0.565994	0.434006	0.238993	0.761007	
137000	-8.235451	388	12.890137	12.956596	0.441092	0.558908	--	--	0.067547	0.932453	
138000	-7.716513	132	10.008584	11.574217	0.338847	0.661153	0.978708	0.021292	0.013610	0.986390	
139000	-8.260526	73	6.886856	12.523983	0.240065	0.759935	0.864747	0.135253	0.030010	0.969990	
140000	-7.474052	141	3.906753	5.249936	0.042840	0.957160	0.981563	0.018437	0.006732	0.993268	
141000	-9.499093	61	17.041218	5.246896	0.375079	0.624921	0.976504	0.023496	0.089935	0.910065	
142000	-7.621845	471	6.055727	4.470669	0.153329	0.846671	0.975126	0.024874	0.024738	0.975262	
143000	-7.994218	13	9.104300	7.660301	0.292726	0.707274	--	--	0.028070	0.971930	
144000	-7.709181	39	7.937539	7.874548	0.287514	0.712486	0.957989	0.042011	0.051796	0.948204	
145000	-9.880183	21	5.469370	18.087207	0.348023	0.651977	0.778142	0.221858	0.032701	0.967299	
146000	-8.032949	493	2.700989	1.951291	0.079267	0.920733	0.986439	0.013561	0.004736	0.995264	
147000	-7.433998	224	8.563981	5.031420	0.255157	0.744843	0.996413	0.003587	0.010644	0.989356	
148000	-8.454506	74	9.413645	13.217101	0.365751	0.634249	0.841217	0.158783	0.024042	0.975958	
149000	-8.652739	275	7.668317	1.134064	0.522519	0.477481	--	--	0.024821	0.975179	
150000	-8.313078	263	3.938203	7.493356	0.125857	0.874143	0.845973	0.154027	0.007498	0.992502	
151000	-7.593582	482	3.282437	3.896329	0.084941	0.915059	0.990925	0.009075	0.007681	0.992319	
152000	-8.012523	248	6.293478	6.392602	0.195146	0.804854	--	--	0.041544	0.958456	
153000	-7.523550	350	8.685967	6.709498	0.360208	0.639792	0.973911	0.026089	0.016758	0.983242	
154000	-8.476569	431	5.707182	14.307089	0.227108	0.772892	0.916248	0.083752	0.009159	0.990841	
155000	-8.021148	243	6.033239	2.028119	0.340952	0.659048	0.955371	0.044629	0.013901	0.986099	
156000	-8.942069	405	5.994413	15.275417	0.285271	0.714729	0.885647	0.114353	0.030937	0.969063	
157000	-8.116172	477	9.208994	7.192896	0.343006	0.656994	0.934281	0.065719	0.048835	0.951165	
158000	-7.355931	112	6.598784	7.073431	0.224703	0.775297	0.988717	0.011283	0.009384	0.990616	
159000	-8.111852	68	4.930232	8.365336	0.157335	0.842665	--	--	0.011710	0.988290	
160000	-7.623795	46	6.388900	10.241917	0.164843	0.835157	0.969245	0.030755	0.011131	0.988869	
161000	-7.892461	312	4.436629	3.894329	0.116037	0.883963	0.812183	0.187817	0.013679	0.986321	
162000	-8.701714	164	2.740177	10.202454	0.111370	0.888630	--	--	0.005803	0.994197	
163000	-8.211308	315	8.746052	8.522229	0.316904	0.683096	--	--	0.033978	0.966022	
164000	-8.331384	62	2.696829	8.341745	0.071901	0.928099	--	--	0.003108	0.996892	
165000	-8.130082	223	9.784986	3.688017	0.333925	0.666075	0.875564	0.124436	0.038107	0.961893	
166000	-8.963775	455	2.514998	2.574710	0.094996	0.905004	--	--	0.002040	0.997960	
167000	-8.146029	206	11.303423	5.211878	0.393131	0.606869	0.987244	0.012756	0.026900	0.973100	
168000	-8.032957	290	2.630331	2.272468	0.056906	0.943094	--	--	0.004414	0.995586	
169000	-8.097709	149	9.222536	5.760675	0.220477	0.779523	0.974137	0.025863	0.053828	0.946172	
170000	-9.286762	304	21.104372	16.090714	0.481876	0.518124	--	--	0.223524	0.776476	
171000	-8.794558	219	23.565116	13.286927	0.460605	0.539395	--	--	0.182751	0.817249	
172000	-9.777531	48	13.348900	1.427536	0.477811	0.522189	--	--	0.090457	0.909543	
173000	-7.785540	359	8.306469	9.619564	0.361513	0.638487	0.905328	0.094672	0.018440	0.981560	
174000	-7.691020	96	13.711968	7.042050	0.381096	0.618904	0.985692	0.014308	0.075267	0.924733	
175000	-8.894435	76	1.011950	5.668773	0.008263	0.991737	--	--	0.000172	0.999828	
176000	-7.480668	125	2.446704	3.471857	0.071375	0.928625	--	--	0.000315	0.999685	
177000	-8.330522	92	7.191490	2.405282	0.177130	0.822870	0.997575	0.002425	0.035774	0.964226	
178000	-8.009064	9	5.041235	9.331601	0.196897	0.803103	--	--	0.009125	0.990875	
179000	-8.600642	200	8.424648	1.438692	0.412742	0.587258	0.999093	0.000907	0.010561	0.989439	
180000	-8.510041	443	5.080170	1.177780	0.447895	0.552105	--	--	0.025150	0.974850	
181000	-8.805155	161	12.547593	17.616349	0.456748	0.543252	--	--	0.093383	0.906617	
182000	-7.966222	163	4.535570	4.819552	0.145484	0.854516	--	--	0.003265	0.996735	
183000	-7.842506	312	7.733403	6.333957	0.243452	0.756548	0.809169	0.190831	0.039184	0.960816	
184000	-7.581054	389	5.917239	4.654861	0.127895	0.872105	0.990345	0.009655	0.006473	0.993527	
185000	-7.461969	283	3.615269	6.463772	0.090371	0.909629	--	--	0.009703	0.990297	
186000	-8.109181	452	10.457271	6.929140	0.358462	0.641538	--	--	0.037509	0.962491	
187000	-8.253516	338	13.738821	10.176265	0.370299	0.629701	0.913554	0.086446	0.094943	0.905057	
188000	-8.176813	248	4.244333	6.935998	0.116025	0.883975	--	--	0.021293	0.978707	
189000	-7.799860	283	1.682908	4.197408	0.020692	0.979308	--	--	0.002089	0.997911	
190000	-7.325403	333	6.011506	6.500808	0.268615	0.731385	0.982368	0.017632	0.008122	0.991878	
191000	-10.419444	249	0.604217	4.155972	0.002227	0.997773	--	--	0.000438	0.999562	
192000	-7.471679	156	4.494908	5.228737	0.132649	0.867351	0.994607	0.005393	0.014177	0.985823	
193000	-7.351524	96	7.688257	6.627212	0.248439	0.751561	0.982183	0.017817	0.028131	0.971869	
194000	-7.455236	66	4.627520	6.550248	0.123683	0.876317	0.957217	0.042783	0.010630	0.989370	
195000	-7.711806	205	7.484008	6.242014	0.281933	0.718067	0.822481	0.177519	0.028723	0.971277	
196000	-7.811463	48	9.596442	7.612306	0.298871	0.701129	--	--	0.060182	0.939818	
197000	-8.855962	406	11.206779	2.052157	0.487033	0.512967	--	--	0.048349	0.951651	
198000	-8.342552	104	3.785604	3.900132	0.098605	0.901395	0.969613	0.030387	0.004536	0.995464	
199000	-8.616669	487	13.899470	18.330470	0.465637	0.534363	0.832614	0.167386	0.090344	0.909656	
200000	-7.792778	412	4.279315	9.100102	0.142995	0.857005	0.749505	0.250495	0.009134	0.990866	
201000	-8.203893	196	15.353211	19.001377	0.425300	0.574700	--	--	0.065662	0.934338	
202000	-7.814739	379	12.329145	7.758632	0.380237	0.619763	0.682466	0.317534	0.065637	0.934363	
203000	-7.902884	413	3.905795	4.282444	0.100338	0.899662	--	--	0.008163	0.991837	
204000	-9.262901	119	1.315641	7.319918	0.025579	0.974421	0.754321	0.245679	0.000815	0.999185	
205000	-8.615526	477	6.547545	12.681078	0.281040	0.718960	0.812770	0.187230	0.030691	0.969309	
206000	-7.858861	429	15.769417	10.420793	0.420999	0.579001	0.953609	0.046391	0.116428	0.883572	
207000	-8.823878	240	12.622471	21.463882	0.432760	0.567240	0.724955	0.275045	0.071870	0.928130	
208000	-7.823489	383	6.709833	8.701762	0.285422	0.714578	0.640518	0.359482	0.028069	0.971931	
209000	-11.626397	298	25.762538	3.848796	0.478295	0.521705	0.990979	0.009021	0.271828	0.728172	
210000	-8.148333	356	4.611547	4.160522	0.240916	0.759084	0.964045	0.035955	0.030353	0.969647	
211000	-9.285976	214	1.220851	8.911292	0.012403	0.987597	--	--	0.000477	0.999523	
212000	-7.300095	321	9.086559	6.431587	0.374469	0.625531	--	--	0.028454	0.971546	
213000	-7.989712	214	6.172243	9.434104	0.194953	0.805047	--	--	0.010676	0.989324	
214000	-7.959323	30	1.103907	3.546124	0.012682	0.987318	--	--	0.000826	0.999174	
215000	-8.565161	354	8.744299	2.685574	0.441150	0.558850	--	--	0.037322	0.962678	
216000	-7.781467	36	5.371197	3.102726	0.216995	0.783005	--	--	0.004667	0.995333	
217000	-7.637191	331	11.108166	8.368565	0.410953	0.589047	0.844100	0.155900	0.059183	0.940817	
218000	-8.474828	284	8.490032	4.030530	0.317098	0.682902	0.982559	0.017441	0.051079	0.948921	
219000	-7.882946	413	4.316480	4.368014	0.118326	0.881674	--	--	0.009884	0.990116	
220000	-7.472449	446	7.028056	6.975951	0.239201	0.760799	0.981751	0.018249	0.033111	0.966889	
221000	-7.802430	375	3.231224	4.462512	0.061057	0.938943	--	--	0.005887	0.994113	
222000	-8.309194	145	13.762076	5.164070	0.394354	0.605646	0.907224	0.092776	0.070160	0.929840	
223000	-7.483699	428	2.514927	8.438469	0.046254	0.953746	0.953316	0.046684	0.003900	0.996100	
224000	-7.829428	130	7.299961	11.111917	0.286254	0.713746	--	--	0.018096	0.981904	
225000	-8.216377	150	7.382046	8.753734	0.228160	0.771840	--	--	0.025837	0.974163	
226000	-8.710228	274	5.830692	14.997448	0.215982	0.784018	0.601344	0.398656	0.031805	0.968195	
227000	-8.100910	131	9.180620	3.588132	0.326001	0.673999	--	--	0.023651	0.976349	
228000	-10.992055	114	2.850607	23.188751	0.155140	0.844860	0.566524	0.433476	0.002854	0.997146	
229000	-9.587262	287	10.861662	0.536985	0.676311	0.323689	--	--	0.044604	0.955396	
230000	-8.931324	468	5.673949	0.945185	0.452873	0.547127	--	--	0.016045	0.983955	
231000	-7.887945	358	7.115142	7.060391	0.270517	0.729483	0.938710	0.061290	0.014682	0.985318	
232000	-7.447397	21	4.318538	4.721768	0.170219	0.829781	0.965236	0.034764	0.014545	0.985455	
233000	-8.139398	34	3.088641	2.554069	0.131355	0.868645	0.809159	0.190841	0.015783	0.984217	
234000	-8.007525	3	9.405118	13.162057	0.311579	0.688421	0.881157	0.118843	0.020011	0.979989	
235000	-8.691386	115	5.302630	1.526673	0.365498	0.634502	0.893180	0.106820	0.007578	0.992422	
236000	-7.643328	138	11.114716	7.941551	0.353669	0.646331	0.973725	0.026275	0.030629	0.969371	
237000	-7.675065	321	2.551619	3.898002	0.090152	0.909848	--	--	0.002430	0.997570	
238000	-7.809771	484	1.820245	5.122362	0.035121	0.964879	0.941239	0.058761	0.002325	0.997675	
239000	-8.079922	451	8.090251	2.905303	0.293170	0.706830	0.980499	0.019501	0.046884	0.953116	
240000	-8.285154	175	9.917770	5.928166	0.347353	0.652647	0.817447	0.182553	0.073571	0.926429	
241000	-7.538034	66	5.753395	3.607411	0.156338	0.843662	0.987636	0.012364	0.014957	0.985043	
242000	-8.045569	114	14.535317	5.563273	0.387482	0.612518	0.945174	0.054826	0.043776	0.956224	
243000	-7.361580	30	8.179744	7.987953	0.331356	0.668644	--	--	0.041015	0.958985	
244000	-7.636076	124	10.122867	7.174752	0.376316	0.623684	0.965592	0.034408	0.051782	0.948218	
245000	-7.606552	2	6.229605	7.284405	0.272901	0.727099	0.955190	0.044810	0.042483	0.957517	
246000	-8.116377	70	3.564631	4.028923	0.104919	0.895081	0.959386	0.040614	0.004499	0.995501	
247000	-8.596234	408	9.034407	14.010525	0.359804	0.640196	0.625676	0.374324	0.039665	0.960335	
248000	-8.632155	427	12.244870	15.720260	0.422270	0.577730	0.863817	0.136183	0.072303	0.927697	
249000	-7.609074	344	6.314121	8.428928	0.183833	0.816167	0.704765	0.295235	0.015508	0.984492	
250000	-8.979728	364	7.375393	16.314408	0.266949	0.733051	0.609891	0.390109	0.128673	0.871327	
251000	-7.692040	404	6.066571	4.793367	0.265958	0.734042	0.946558	0.053442	0.026389	0.973611	
252000	-8.578897	304	4.882617	7.612753	0.211651	0.788349	--	--	0.020993	0.979007	
253000	-8.546005	124	17.285769	8.166034	0.456702	0.543298	0.963312	0.036688	0.123632	0.876368	
254000	-7.648977	290	3.336965	3.714291	0.085645	0.914355	--	--	0.007271	0.992729	
255000	-8.062445	139	13.653038	6.995309	0.413529	0.586471	--	--	0.083965	0.916035	
256000	-7.971786	3	3.991650	9.008462	0.106520	0.893480	0.879438	0.120562	0.003756	0.996244	
257000	-8.170394	313	11.250847	2.023009	0.341899	0.658101	--	--	0.052599	0.947401	
258000	-8.653925	387	4.819057	4.594133	0.149203	0.850797	0.602209	0.397791	0.008011	0.991989	
259000	-8.218362	117	16.199527	9.111819	0.458993	0.541007	--	--	0.185846	0.814154	
260000	-8.023479	380	4.395258	5.183693	0.109481	0.890519	0.983262	0.016738	0.011379	0.988621	
261000	-8.406815	145	5.915021	1.063054	0.275784	0.724216	0.966390	0.033610	0.013541	0.986459	
