Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_multistate_run4.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1840406959
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_multistate_run4.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	2
	TVarNode	5	Sheep Goat Cow Buffalo Pronghorn 
	TRecNode	4	Porpoise Dolphin FKWhale Whale 
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 10.00 
        qGD - exp 10.00 
Node reconstruction / fossilisation:
	Node VarNode TVarNode
	Node RecNode TRecNode
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	VarNode P(D)	VarNode P(G)	RecNode P(D)	RecNode P(G)	
1073000	-8.225318	163	4.682377	8.010122	0.161152	0.838848	--	--	0.003933	0.996067	
1074000	-7.637064	377	3.015330	3.892306	0.074186	0.925814	--	--	0.000112	0.999888	
1075000	-7.727715	8	7.768182	6.828869	0.345763	0.654237	--	--	0.007186	0.992814	
1076000	-7.438142	349	6.474021	7.222911	0.193628	0.806372	0.976829	0.023171	0.012915	0.987085	
1077000	-9.313819	303	20.499847	11.056791	0.490989	0.509011	0.904404	0.095596	0.109149	0.890851	
1078000	-7.331787	428	3.050306	2.556085	0.053949	0.946051	0.995626	0.004374	0.004903	0.995097	
1079000	-8.683853	102	2.585476	1.198922	0.077306	0.922694	0.994693	0.005307	0.002098	0.997902	
1080000	-7.860317	72	4.989856	2.370674	0.229956	0.770044	--	--	0.011924	0.988076	
1081000	-8.873522	369	12.473271	2.253002	0.463342	0.536658	--	--	0.059176	0.940824	
1082000	-8.064755	239	13.190108	12.116057	0.451057	0.548943	0.968045	0.031955	0.050827	0.949173	
1083000	-8.909419	375	2.474237	11.335611	0.054645	0.945355	--	--	0.004117	0.995883	
1084000	-8.053230	155	9.891026	7.369812	0.297812	0.702188	0.973439	0.026561	0.011002	0.988998	
1085000	-8.578527	322	15.593348	6.408148	0.433204	0.566796	0.878695	0.121305	0.097809	0.902191	
1086000	-7.981755	214	11.724295	12.914542	0.361081	0.638919	--	--	0.034588	0.965412	
1087000	-7.654063	294	3.987743	6.166992	0.170040	0.829960	0.956744	0.043256	0.018155	0.981845	
1088000	-8.075113	75	4.718173	8.682762	0.216962	0.783038	--	--	0.012431	0.987569	
1089000	-7.776404	237	4.317194	5.340845	0.099000	0.901000	0.887937	0.112063	0.006481	0.993519	
1090000	-9.354505	186	0.615642	4.332995	0.003671	0.996329	0.928227	0.071773	0.000317	0.999683	
1091000	-10.409991	249	23.293840	3.923107	0.495432	0.504568	--	--	0.244138	0.755862	
1092000	-9.125007	291	4.896835	15.488140	0.224422	0.775578	--	--	0.005859	0.994141	
1093000	-7.618181	412	5.553324	8.631718	0.197404	0.802596	0.794309	0.205691	0.014951	0.985049	
1094000	-9.339828	361	4.426757	1.025919	0.258250	0.741750	--	--	0.004246	0.995754	
1095000	-8.087126	39	5.952648	10.082570	0.229306	0.770694	0.924242	0.075758	0.033519	0.966481	
1096000	-7.735008	394	6.245690	4.204992	0.210673	0.789327	--	--	0.015901	0.984099	
1097000	-7.445484	138	4.040793	3.270050	0.111302	0.888698	0.991371	0.008629	0.004179	0.995821	
1098000	-7.670453	357	13.242261	9.959987	0.322235	0.677765	--	--	0.065566	0.934434	
1099000	-9.495599	457	2.522865	14.827063	0.064120	0.935880	--	--	0.002157	0.997843	
1100000	-9.228403	498	16.199110	7.027479	0.448790	0.551210	--	--	0.163599	0.836401	
1101000	-7.769941	438	8.263120	5.392287	0.258923	0.741077	0.857206	0.142794	0.021966	0.978034	
1102000	-8.427758	255	18.947942	10.564635	0.444980	0.555020	--	--	0.131987	0.868013	
1103000	-8.424183	5	0.992418	5.116295	0.008703	0.991297	0.837706	0.162294	0.001018	0.998982	
1104000	-8.114510	486	9.507164	12.806625	0.345776	0.654224	--	--	0.053179	0.946821	
1105000	-8.234256	417	12.337099	13.484804	0.356785	0.643215	0.961659	0.038341	0.056858	0.943142	
1106000	-9.386778	488	1.863026	9.868875	0.075473	0.924527	0.792525	0.207475	0.001029	0.998971	
1107000	-9.445833	142	27.735269	18.896934	0.497262	0.502738	--	--	0.157434	0.842566	
1108000	-8.241936	255	10.359100	2.578672	0.421461	0.578539	--	--	0.045883	0.954117	
1109000	-7.601808	40	15.198581	8.455128	0.421550	0.578450	0.887891	0.112109	0.033842	0.966158	
1110000	-9.029901	371	13.384287	3.951574	0.431278	0.568722	0.967526	0.032474	0.045255	0.954745	
1111000	-8.733939	253	2.682965	2.775582	0.050697	0.949303	0.974191	0.025809	0.002616	0.997384	
1112000	-9.410488	71	13.432795	2.706813	0.460922	0.539078	--	--	0.053710	0.946290	
1113000	-7.995106	170	2.125558	4.219865	0.036275	0.963725	--	--	0.001492	0.998508	
1114000	-8.044128	2	4.665871	1.585204	0.251956	0.748044	0.996950	0.003050	0.021801	0.978199	
1115000	-7.736914	9	5.344159	5.525888	0.187232	0.812768	--	--	0.009501	0.990499	
1116000	-8.369527	270	16.418651	5.664313	0.438491	0.561509	--	--	0.030549	0.969451	
1117000	-7.703011	476	4.636395	6.324049	0.085286	0.914714	0.975155	0.024845	0.008051	0.991949	
1118000	-8.405895	164	3.675921	10.282815	0.165505	0.834495	--	--	0.010131	0.989869	
1119000	-9.017287	361	5.368261	14.397229	0.294534	0.705466	--	--	0.007942	0.992058	
1120000	-7.905837	6	11.576538	8.390301	0.335997	0.664003	0.823547	0.176453	0.018794	0.981206	
1121000	-7.736157	147	5.834548	9.345314	0.226496	0.773504	0.969083	0.030917	0.006339	0.993661	
1122000	-8.174841	443	10.414495	4.954205	0.433907	0.566093	--	--	0.093347	0.906653	
1123000	-8.120084	190	19.712821	14.585143	0.447810	0.552190	--	--	0.122611	0.877389	
1124000	-8.224993	195	2.291763	1.544397	0.033659	0.966341	--	--	0.002964	0.997036	
1125000	-7.285268	232	7.054498	4.114261	0.244924	0.755076	0.984285	0.015715	0.038851	0.961149	
1126000	-9.800671	403	0.329298	3.596739	0.001895	0.998105	0.312067	0.687933	0.000111	0.999889	
1127000	-8.301203	452	6.517968	12.074939	0.271684	0.728316	--	--	0.017789	0.982211	
1128000	-8.612947	34	15.301821	16.109516	0.481944	0.518056	0.677537	0.322463	0.245407	0.754593	
1129000	-7.254597	59	4.779241	5.386422	0.149337	0.850663	0.882088	0.117912	0.008098	0.991902	
1130000	-7.962397	255	9.397331	12.049917	0.331588	0.668412	--	--	0.047140	0.952860	
1131000	-8.534537	116	2.271664	5.103947	0.033758	0.966242	0.894955	0.105045	0.001652	0.998348	
1132000	-8.906934	79	14.152702	0.687113	0.817751	0.182249	0.999786	0.000214	0.040377	0.959623	
1133000	-9.907683	382	0.389588	7.415469	0.001911	0.998089	--	--	0.000035	0.999965	
1134000	-7.232097	320	5.300135	5.022421	0.161694	0.838306	--	--	0.023513	0.976487	
1135000	-7.653514	89	11.434859	4.136804	0.413886	0.586114	--	--	0.053073	0.946927	
1136000	-8.970250	416	1.251341	2.449259	0.024252	0.975748	0.975300	0.024700	0.001160	0.998840	
1137000	-9.475424	26	20.544251	4.680733	0.469277	0.530723	0.989128	0.010872	0.094593	0.905407	
1138000	-8.202233	477	9.974596	8.628384	0.359201	0.640799	0.913488	0.086512	0.057373	0.942627	
1139000	-8.645363	404	20.149515	11.533107	0.468985	0.531015	0.911625	0.088375	0.195186	0.804814	
1140000	-8.532018	44	8.803704	10.402766	0.290001	0.709999	0.542315	0.457685	0.032708	0.967292	
1141000	-7.565749	47	10.369185	7.075590	0.310377	0.689623	--	--	0.028867	0.971133	
1142000	-8.495509	213	10.959029	13.808736	0.395488	0.604512	0.640153	0.359847	0.035297	0.964703	
1143000	-9.567791	362	4.467534	0.591884	0.627046	0.372954	--	--	0.008959	0.991041	
1144000	-7.842272	137	4.937117	5.284144	0.175486	0.824514	0.747760	0.252240	0.022023	0.977977	
1145000	-7.866875	161	7.882459	7.174390	0.335499	0.664501	--	--	0.036041	0.963959	
1146000	-7.422172	112	8.247545	8.833799	0.287112	0.712888	0.984796	0.015204	0.014655	0.985345	
1147000	-8.703102	143	20.407390	16.498174	0.485581	0.514419	--	--	0.206353	0.793647	
1148000	-8.373550	42	1.705872	4.542164	0.025364	0.974636	--	--	0.003719	0.996281	
1149000	-8.485661	142	2.008656	4.178244	0.069172	0.930828	--	--	0.000930	0.999070	
1150000	-8.870334	20	1.447828	2.724849	0.016565	0.983435	--	--	0.001139	0.998861	
1151000	-8.263265	333	2.919353	9.082532	0.129573	0.870427	0.950008	0.049992	0.002088	0.997912	
1152000	-7.796084	390	3.058117	5.979295	0.114793	0.885207	0.952297	0.047703	0.008106	0.991894	
1153000	-8.009897	2	7.034108	10.573398	0.326844	0.673156	0.921743	0.078257	0.056712	0.943288	
1154000	-8.908151	481	14.545024	5.201428	0.468261	0.531739	0.988262	0.011738	0.034688	0.965312	
1155000	-8.458673	310	12.634266	5.354126	0.374318	0.625682	--	--	0.038436	0.961564	
1156000	-7.962217	236	11.468237	10.207793	0.402939	0.597061	0.858786	0.141214	0.059450	0.940550	
1157000	-7.685389	283	4.039409	8.525163	0.118354	0.881646	--	--	0.012608	0.987392	
1158000	-9.461844	405	31.125029	18.712905	0.491358	0.508642	0.883713	0.116287	0.325975	0.674025	
1159000	-7.885745	489	2.929211	5.825254	0.091014	0.908986	0.980480	0.019520	0.003057	0.996943	
1160000	-10.224775	304	3.907676	0.529908	0.460601	0.539399	--	--	0.011508	0.988492	
1161000	-7.775199	105	4.412613	7.344792	0.110522	0.889478	--	--	0.011349	0.988651	
1162000	-7.170433	135	5.426210	3.838576	0.243431	0.756569	--	--	0.010416	0.989584	
1163000	-7.545402	114	5.713605	2.852516	0.177869	0.822131	0.946079	0.053921	0.007724	0.992276	
1164000	-8.717740	97	4.084969	6.021308	0.167716	0.832284	0.943057	0.056943	0.011029	0.988971	
1165000	-9.724658	38	16.398221	2.103418	0.519778	0.480222	--	--	0.077201	0.922799	
1166000	-7.980023	269	11.652628	5.751984	0.304808	0.695192	--	--	0.012354	0.987646	
1167000	-8.304601	138	14.313308	17.629584	0.440646	0.559354	0.911537	0.088463	0.054886	0.945114	
1168000	-8.693596	257	2.357430	9.896343	0.067625	0.932375	--	--	0.001597	0.998403	
1169000	-8.282422	458	1.620153	4.037762	0.022812	0.977188	0.972282	0.027718	0.000768	0.999232	
1170000	-8.869076	398	2.736706	10.129306	0.065442	0.934558	--	--	0.002184	0.997816	
1171000	-7.688073	159	8.008854	6.694585	0.293412	0.706588	0.945192	0.054808	0.026827	0.973173	
1172000	-8.076655	127	8.317798	12.116188	0.306281	0.693719	0.523990	0.476010	0.020283	0.979717	
1173000	-7.391034	243	6.287439	5.602328	0.314551	0.685449	0.889283	0.110717	0.016403	0.983597	
1174000	-8.537510	165	4.531700	2.384044	0.197077	0.802923	0.871795	0.128205	0.009566	0.990434	
1175000	-8.068417	50	3.719148	5.343673	0.110248	0.889752	--	--	0.009375	0.990625	
1176000	-8.086082	228	5.236653	4.087838	0.200152	0.799848	0.988609	0.011391	0.032353	0.967647	
1177000	-8.358823	302	11.400963	18.808964	0.380092	0.619908	--	--	0.027442	0.972558	
1178000	-8.138927	364	12.259296	9.600086	0.340567	0.659433	0.785049	0.214951	0.198344	0.801656	
1179000	-8.449203	52	7.033452	13.526532	0.329651	0.670349	--	--	0.039330	0.960670	
1180000	-8.506369	202	11.602674	2.427508	0.558724	0.441276	0.997513	0.002487	0.064057	0.935943	
1181000	-8.078758	383	2.053216	3.581926	0.046437	0.953563	0.597956	0.402044	0.002588	0.997412	
1182000	-7.610739	56	3.169100	2.881765	0.067282	0.932718	0.992390	0.007610	0.007187	0.992813	
1183000	-8.641391	363	10.386204	2.734879	0.479068	0.520932	--	--	0.050415	0.949585	
1184000	-7.482032	25	7.717754	5.321683	0.258655	0.741345	--	--	0.041708	0.958292	
1185000	-8.491337	389	9.956981	1.408266	0.524001	0.475999	0.999366	0.000634	0.016341	0.983659	
1186000	-9.836227	265	0.421948	2.032937	0.001521	0.998479	--	--	0.000171	0.999829	
1187000	-7.535108	86	7.102337	3.304978	0.228039	0.771961	0.991122	0.008878	0.029442	0.970558	
1188000	-8.010353	33	8.413665	9.574900	0.357277	0.642723	0.821823	0.178177	0.044699	0.955301	
1189000	-8.884184	374	1.057027	5.551896	0.018318	0.981682	0.953719	0.046281	0.000750	0.999250	
1190000	-7.991981	101	11.984602	5.100174	0.397466	0.602534	0.987791	0.012209	0.053308	0.946692	
1191000	-8.623764	212	12.714046	17.056582	0.374123	0.625877	0.890710	0.109290	0.087919	0.912081	
1192000	-8.020670	85	2.986828	9.837837	0.065168	0.934832	0.830322	0.169678	0.005206	0.994794	
1193000	-9.399997	144	25.639265	17.138674	0.492249	0.507751	--	--	0.235791	0.764209	
1194000	-7.394519	189	10.544861	8.447456	0.414856	0.585144	--	--	0.058372	0.941628	
1195000	-8.586845	217	6.566717	13.037675	0.268274	0.731726	--	--	0.019738	0.980262	
1196000	-9.397472	15	4.260152	13.902107	0.166416	0.833584	0.456970	0.543030	0.005493	0.994507	
1197000	-8.234589	453	10.721718	15.458637	0.350553	0.649447	0.760947	0.239053	0.039973	0.960027	
1198000	-9.649280	155	16.651834	2.935853	0.486562	0.513438	0.996355	0.003645	0.031596	0.968404	
1199000	-7.520038	319	10.133387	7.864538	0.398724	0.601276	0.988161	0.011839	0.063228	0.936772	
1200000	-9.296651	67	3.764528	13.911948	0.156070	0.843930	0.959795	0.040205	0.008128	0.991872	
1201000	-9.344881	357	12.796042	1.372416	0.497355	0.502645	--	--	0.053662	0.946338	
1202000	-7.936127	182	5.893481	3.596461	0.298911	0.701089	--	--	0.007843	0.992157	
1203000	-8.167957	327	11.110890	8.859344	0.375774	0.624226	--	--	0.060364	0.939636	
1204000	-7.825549	173	3.299782	6.106240	0.085927	0.914073	0.772519	0.227481	0.005178	0.994822	
1205000	-10.389173	454	0.220411	3.331892	0.000747	0.999253	--	--	0.000046	0.999954	
1206000	-7.895017	374	10.925751	4.853821	0.423402	0.576598	0.992665	0.007335	0.056411	0.943589	
1207000	-9.131819	250	11.477876	2.079035	0.413277	0.586723	0.996858	0.003142	0.024804	0.975196	
1208000	-7.589308	240	3.527130	4.424258	0.083402	0.916598	0.809850	0.190150	0.004841	0.995159	
1209000	-7.808310	141	5.315938	3.028188	0.078664	0.921336	0.994737	0.005263	0.011518	0.988482	
1210000	-10.342293	267	13.745518	0.845489	0.655298	0.344702	0.999461	0.000539	0.090305	0.909695	
1211000	-8.311470	266	3.938176	2.185657	0.168473	0.831527	0.944028	0.055972	0.012820	0.987180	
1212000	-9.887836	260	5.397797	17.594731	0.375979	0.624021	--	--	0.012405	0.987595	
1213000	-7.349079	63	9.821235	5.375328	0.252328	0.747672	0.989954	0.010046	0.031721	0.968279	
1214000	-8.449537	287	3.405200	1.487528	0.109291	0.890709	--	--	0.005228	0.994772	
1215000	-8.616943	103	12.573176	4.103001	0.386923	0.613077	--	--	0.106427	0.893573	
1216000	-7.810466	225	3.700461	8.074631	0.172409	0.827591	0.923904	0.076096	0.005068	0.994932	
1217000	-8.695177	424	14.382134	4.776202	0.440480	0.559520	--	--	0.170485	0.829515	
1218000	-8.204302	217	2.821589	3.368821	0.059428	0.940572	--	--	0.003040	0.996960	
1219000	-8.306732	481	10.852354	11.618938	0.456591	0.543409	0.945029	0.054971	0.023821	0.976179	
1220000	-8.595012	209	1.482956	4.275206	0.014705	0.985295	0.916155	0.083845	0.000021	0.999979	
1221000	-8.062563	413	5.103269	8.205766	0.165970	0.834030	--	--	0.014880	0.985120	
1222000	-8.029233	218	9.683146	4.352479	0.296747	0.703253	--	--	0.064503	0.935497	
1223000	-8.681774	253	3.659519	9.721237	0.098674	0.901326	0.827384	0.172616	0.005457	0.994543	
1224000	-7.857553	174	3.806222	8.078117	0.101481	0.898519	0.682746	0.317254	0.000249	0.999751	
1225000	-9.524261	5	0.900354	10.238053	0.010061	0.989939	0.588003	0.411997	0.000998	0.999002	
1226000	-8.040895	3	2.311517	6.667705	0.038432	0.961568	0.884904	0.115096	0.001242	0.998758	
1227000	-7.974698	420	8.063305	12.002625	0.261514	0.738486	0.920915	0.079085	0.035582	0.964418	
1228000	-7.779072	307	9.393046	9.241024	0.355137	0.644863	--	--	0.040986	0.959014	
1229000	-7.553380	412	2.550343	5.416153	0.054832	0.945168	0.766140	0.233860	0.003023	0.996977	
1230000	-8.119186	358	11.513408	6.414326	0.377234	0.622766	0.961498	0.038502	0.035221	0.964779	
1231000	-7.557021	79	6.684558	2.654706	0.306316	0.693684	0.995814	0.004186	0.010805	0.989195	
1232000	-8.823521	232	18.475503	5.424519	0.439043	0.560957	0.981591	0.018409	0.174737	0.825263	
1233000	-7.603926	114	4.791815	2.631835	0.138785	0.861215	0.942524	0.057476	0.005502	0.994498	
1234000	-8.647331	257	1.473067	2.569423	0.022616	0.977384	--	--	0.000553	0.999447	
1235000	-8.030595	246	7.213329	7.152384	0.292727	0.707273	0.973535	0.026465	0.019525	0.980475	
1236000	-7.253070	63	8.524782	6.856565	0.214257	0.785743	0.983839	0.016161	0.025181	0.974819	
1237000	-7.438029	446	7.157106	6.268106	0.244263	0.755737	0.985123	0.014877	0.033641	0.966359	
1238000	-7.769783	367	9.597667	5.096968	0.321536	0.678464	--	--	0.022562	0.977438	
1239000	-8.362004	96	3.532349	1.463644	0.110743	0.889257	0.998208	0.001792	0.005925	0.994075	
1240000	-9.016369	416	2.231656	8.806126	0.108148	0.891852	0.854202	0.145798	0.004258	0.995742	
1241000	-8.247379	397	3.717341	9.126356	0.141606	0.858394	0.926813	0.073187	0.004007	0.995993	
1242000	-7.364583	138	7.254806	5.268435	0.241485	0.758515	0.985080	0.014920	0.013324	0.986676	
1243000	-9.630813	221	11.057741	0.818550	0.638409	0.361591	--	--	0.034905	0.965095	
1244000	-8.363015	426	2.261683	4.559378	0.040555	0.959445	0.707253	0.292747	0.003634	0.996366	
1245000	-8.597281	10	0.782492	6.156697	0.007955	0.992045	0.726896	0.273104	0.000548	0.999452	
1246000	-7.805633	209	5.719095	4.863966	0.173365	0.826635	0.964278	0.035722	0.000521	0.999479	
1247000	-7.683583	332	5.588359	3.605873	0.179766	0.820234	--	--	0.002335	0.997665	
1248000	-7.646080	314	3.550007	4.524316	0.116786	0.883214	0.988728	0.011272	0.007707	0.992293	
1249000	-7.736078	446	4.208906	6.829638	0.121434	0.878566	0.975544	0.024456	0.012940	0.987060	
1250000	-8.734875	193	7.005048	15.215012	0.318400	0.681600	0.904891	0.095109	0.011948	0.988052	
1251000	-9.410956	24	2.240475	9.711077	0.117583	0.882417	0.773074	0.226926	0.003690	0.996310	
1252000	-8.019869	211	11.653616	5.220524	0.433494	0.566506	0.968276	0.031724	0.069854	0.930146	
1253000	-9.111403	337	3.368956	1.739089	0.166601	0.833399	0.882114	0.117886	0.006003	0.993997	
1254000	-7.920850	129	1.945808	4.997346	0.027363	0.972637	0.958775	0.041225	0.001330	0.998670	
1255000	-7.815377	120	6.736059	4.402169	0.335980	0.664020	--	--	0.018486	0.981514	
1256000	-7.997559	51	10.835785	5.057537	0.394730	0.605270	--	--	0.040196	0.959804	
1257000	-8.570865	481	1.617949	2.246025	0.051177	0.948823	0.990858	0.009142	0.000504	0.999496	
1258000	-9.412280	1	0.389910	2.660574	0.000940	0.999060	0.946756	0.053244	0.000071	0.999929	
1259000	-7.988980	6	9.087017	11.990795	0.299061	0.700939	0.719913	0.280087	0.012602	0.987398	
1260000	-8.710896	292	14.150105	6.340973	0.373748	0.626252	0.952917	0.047083	0.084120	0.915880	
1261000	-7.624667	482	5.615639	3.328445	0.201085	0.798915	0.995343	0.004657	0.020551	0.979449	
1262000	-9.241030	41	18.089903	5.312695	0.441758	0.558242	0.987009	0.012991	0.097021	0.902979	
1263000	-7.785137	328	3.989416	5.159428	0.119950	0.880050	--	--	0.009671	0.990329	
1264000	-7.836811	106	5.891228	8.127554	0.199283	0.800717	--	--	0.012420	0.987580	
1265000	-7.994414	192	4.127455	3.040260	0.166755	0.833245	--	--	0.005592	0.994408	
1266000	-7.802489	215	6.193950	3.193051	0.305949	0.694051	0.980648	0.019352	0.018806	0.981194	
1267000	-8.395138	458	23.298846	14.772020	0.471735	0.528265	0.960423	0.039577	0.122140	0.877860	
1268000	-7.722945	378	6.430156	3.058396	0.258555	0.741445	0.991547	0.008453	0.020716	0.979284	
1269000	-7.340734	500	2.975317	4.844701	0.052076	0.947924	--	--	0.003859	0.996141	
1270000	-8.417787	393	5.167984	11.799551	0.222883	0.777117	0.864767	0.135233	0.014021	0.985979	
1271000	-8.577828	196	12.031124	1.741720	0.533225	0.466775	--	--	0.033253	0.966747	
1272000	-8.144653	348	6.817627	2.825846	0.199678	0.800322	--	--	0.012596	0.987404	
1273000	-8.619063	422	7.200600	4.653229	0.407187	0.592813	0.964642	0.035358	0.032275	0.967725	
1274000	-8.144678	119	7.625987	5.435526	0.322724	0.677276	0.959191	0.040809	0.022604	0.977396	
1275000	-7.628877	420	9.091554	7.057239	0.285270	0.714730	0.969160	0.030840	0.039567	0.960433	
1276000	-8.213987	68	6.066077	2.713548	0.261642	0.738358	--	--	0.015098	0.984902	
1277000	-8.529364	326	0.983172	3.116226	0.005505	0.994495	--	--	0.000089	0.999911	
1278000	-9.104923	112	15.120137	1.699393	0.476550	0.523450	0.999542	0.000458	0.039944	0.960056	
1279000	-8.337802	453	2.190093	7.952519	0.032628	0.967372	0.665601	0.334399	0.001792	0.998208	
1280000	-8.224650	93	16.730246	14.347624	0.443454	0.556546	0.791707	0.208293	0.094239	0.905761	
1281000	-7.859219	345	5.088246	4.014595	0.175082	0.824918	0.846655	0.153345	0.019394	0.980606	
1282000	-8.316870	367	3.160505	9.660742	0.100999	0.899001	--	--	0.002973	0.997027	
1283000	-10.201284	318	1.194821	2.194106	0.006846	0.993154	0.508768	0.491232	0.001360	0.998640	
1284000	-7.750274	403	5.089299	5.867818	0.264576	0.735424	0.777974	0.222026	0.023690	0.976310	
1285000	-8.246836	477	4.705056	2.747015	0.222867	0.777133	0.983557	0.016443	0.013394	0.986606	
1286000	-8.035917	130	15.347784	11.453601	0.427871	0.572129	--	--	0.071523	0.928477	
1287000	-8.004513	72	5.312249	1.990179	0.261603	0.738397	--	--	0.013283	0.986717	
1288000	-8.755128	445	21.297952	17.278089	0.475016	0.524984	0.960473	0.039527	0.139285	0.860715	
1289000	-7.326266	40	7.391205	3.530772	0.254747	0.745253	0.924951	0.075049	0.008243	0.991757	
1290000	-8.084656	202	8.459031	11.243594	0.356998	0.643002	0.943702	0.056298	0.045395	0.954605	
1291000	-7.877246	113	9.016453	9.357051	0.294680	0.705320	0.965889	0.034111	0.028948	0.971052	
1292000	-8.580822	105	3.651406	12.156257	0.105464	0.894536	--	--	0.009035	0.990965	
1293000	-8.840654	353	1.416605	6.909069	0.013688	0.986312	0.896005	0.103995	0.001102	0.998898	
1294000	-8.882553	136	3.002936	11.133145	0.089039	0.910961	--	--	0.003527	0.996473	
1295000	-8.046269	118	12.210965	9.608621	0.415394	0.584606	0.927427	0.072573	0.036171	0.963829	
1296000	-8.498069	291	4.569320	11.013425	0.172145	0.827855	--	--	0.004743	0.995257	
1297000	-10.042408	245	15.162460	34.595987	0.479433	0.520567	0.657736	0.342264	0.140211	0.859789	
1298000	-8.698339	398	24.691796	15.208758	0.471562	0.528438	--	--	0.112580	0.887420	
1299000	-7.767783	394	4.137197	4.046673	0.113843	0.886157	--	--	0.007373	0.992627	
1300000	-9.651841	44	8.201017	1.673878	0.323861	0.676139	0.885633	0.114367	0.024272	0.975728	
1301000	-9.437008	224	2.013792	1.227795	0.037343	0.962657	0.999434	0.000566	0.000589	0.999411	
1302000	-8.412637	24	2.666990	2.433317	0.092645	0.907355	0.982730	0.017270	0.004139	0.995861	
1303000	-9.475930	66	0.444842	2.011921	0.001298	0.998702	0.960880	0.039120	0.000096	0.999904	
1304000	-8.890998	158	16.898171	22.888007	0.481696	0.518304	--	--	0.145925	0.854075	
1305000	-9.453348	205	27.960349	19.805075	0.492500	0.507500	0.755365	0.244635	0.232623	0.767377	
1306000	-8.155967	77	8.020473	2.444257	0.443078	0.556922	0.947194	0.052806	0.019726	0.980274	
1307000	-8.426431	123	4.874870	2.798062	0.133945	0.866055	0.996115	0.003885	0.014745	0.985255	
1308000	-8.701562	185	4.790649	6.304673	0.212484	0.787516	--	--	0.030998	0.969002	
1309000	-7.535858	243	4.116414	3.391519	0.205394	0.794606	0.901646	0.098354	0.006980	0.993020	
1310000	-8.472394	17	7.310642	7.967593	0.215596	0.784404	--	--	0.020410	0.979590	
1311000	-8.762936	344	14.886433	3.334167	0.390015	0.609985	0.922658	0.077342	0.064631	0.935369	
1312000	-10.041258	355	0.475014	1.442601	0.001265	0.998735	0.983718	0.016282	0.000096	0.999904	
1313000	-7.894619	21	3.646911	7.395316	0.152194	0.847806	0.915760	0.084240	0.011769	0.988231	
1314000	-8.707105	14	2.180755	3.465263	0.051664	0.948336	0.500437	0.499563	0.001071	0.998929	
1315000	-7.972249	252	10.822677	4.490302	0.392691	0.607309	0.984598	0.015402	0.066850	0.933150	
1316000	-7.628527	232	3.468372	2.270873	0.095878	0.904122	0.991462	0.008538	0.010018	0.989982	
1317000	-8.012079	280	7.772504	4.172603	0.287231	0.712769	0.877633	0.122367	0.036217	0.963783	
1318000	-7.945737	352	7.217274	8.480866	0.339040	0.660960	--	--	0.044741	0.955259	
1319000	-8.718279	169	1.061052	1.833359	0.013731	0.986269	0.932346	0.067654	0.000717	0.999283	
1320000	-8.001358	445	8.289512	5.141638	0.315704	0.684296	0.994049	0.005951	0.022781	0.977219	
1321000	-7.971496	484	6.389156	2.249065	0.270168	0.729832	0.995458	0.004542	0.023494	0.976506	
1322000	-8.181880	442	6.814727	3.963868	0.289198	0.710802	0.960763	0.039237	0.021163	0.978837	
1323000	-7.905266	312	8.529464	5.204883	0.266015	0.733985	0.849224	0.150776	0.045028	0.954972	
1324000	-8.050221	107	3.878794	8.457553	0.156093	0.843907	0.740197	0.259803	0.007429	0.992571	
1325000	-8.510693	341	7.579487	14.506857	0.339165	0.660835	--	--	0.032146	0.967854	
1326000	-7.947323	338	4.476364	3.827711	0.105809	0.894191	0.967817	0.032183	0.012203	0.987797	
1327000	-9.262868	303	15.437491	3.911218	0.463081	0.536919	0.985023	0.014977	0.060645	0.939355	
1328000	-8.750441	363	13.646100	18.549350	0.446469	0.553531	--	--	0.102510	0.897490	
1329000	-8.771863	193	1.741624	6.811962	0.030249	0.969751	0.937558	0.062442	0.000694	0.999306	
1330000	-7.586481	469	6.029784	5.405107	0.151691	0.848309	0.963607	0.036393	0.019563	0.980437	
1331000	-7.852285	180	6.406917	5.259179	0.199230	0.800770	0.955651	0.044349	0.006620	0.993380	
1332000	-8.569996	378	4.741673	1.269525	0.291158	0.708842	0.998120	0.001880	0.011296	0.988704	
1333000	-7.755457	80	3.662141	3.388667	0.091675	0.908325	0.966694	0.033306	0.013927	0.986073	
1334000	-7.999367	246	8.466710	6.487295	0.332537	0.667463	0.979449	0.020551	0.026479	0.973521	
1335000	-9.413634	359	2.837496	0.636860	0.583019	0.416981	0.989223	0.010777	0.001891	0.998109	
