Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_multistate_run2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1107730964
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_multistate_run2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	2
	TVarNode	5	Sheep Goat Cow Buffalo Pronghorn 
	TRecNode	4	Porpoise Dolphin FKWhale Whale 
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 10.00 
        qGD - exp 10.00 
Node reconstruction / fossilisation:
	Node VarNode TVarNode
	Node RecNode TRecNode
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	VarNode P(D)	VarNode P(G)	RecNode P(D)	RecNode P(G)	
5551000	-7.816784	47	12.701910	11.367422	0.375425	0.624575	--	--	0.044906	0.955094	
5552000	-8.364499	231	3.260439	5.212784	0.155251	0.844749	--	--	0.006228	0.993772	
5553000	-8.284898	315	9.816500	5.355909	0.328625	0.671375	--	--	0.039059	0.960941	
5554000	-7.509711	378	7.014242	5.892442	0.238718	0.761282	0.973329	0.026671	0.025783	0.974217	
5555000	-8.576028	432	19.286653	11.301543	0.445747	0.554253	--	--	0.093886	0.906114	
5556000	-9.999511	41	4.162748	0.390587	0.573675	0.426325	0.999863	0.000137	0.007128	0.992872	
5557000	-8.850943	360	8.471772	0.503213	0.618088	0.381912	0.999929	0.000071	0.019629	0.980371	
5558000	-8.418222	388	4.445498	11.581395	0.227057	0.772943	--	--	0.010682	0.989318	
5559000	-7.743476	139	3.114235	3.467036	0.089107	0.910893	--	--	0.005785	0.994215	
5560000	-8.251424	115	5.661031	2.410493	0.290535	0.709465	0.850287	0.149713	0.008757	0.991243	
5561000	-8.132979	448	3.575135	3.677957	0.170013	0.829987	--	--	0.003389	0.996611	
5562000	-8.064169	225	13.836981	6.049256	0.438287	0.561713	0.979074	0.020926	0.054262	0.945738	
5563000	-7.652681	357	8.694398	12.148705	0.233985	0.766015	--	--	0.034207	0.965793	
5564000	-9.068939	145	19.670373	8.168298	0.454039	0.545961	0.871794	0.128206	0.129690	0.870310	
5565000	-8.271417	490	4.113030	7.310173	0.166096	0.833904	0.620485	0.379515	0.009551	0.990449	
5566000	-7.540831	310	6.503539	5.609929	0.209616	0.790384	--	--	0.011755	0.988245	
5567000	-8.256884	447	3.355950	11.146324	0.055173	0.944827	0.697200	0.302800	0.006520	0.993480	
5568000	-7.760208	205	4.936696	7.373377	0.186649	0.813351	0.736065	0.263935	0.013865	0.986135	
5569000	-8.368421	44	4.205331	3.373300	0.099937	0.900063	0.670330	0.329670	0.007297	0.992703	
5570000	-7.215213	135	6.767927	3.778396	0.302260	0.697740	--	--	0.015744	0.984256	
5571000	-7.706316	118	8.704503	5.526611	0.333558	0.666442	0.965704	0.034296	0.017365	0.982635	
5572000	-10.196954	255	3.863607	0.211005	0.781730	0.218270	--	--	0.007231	0.992769	
5573000	-7.815487	278	18.110437	8.043391	0.442089	0.557911	0.991920	0.008080	0.068925	0.931075	
5574000	-8.186216	67	14.734982	11.863783	0.424928	0.575072	0.985762	0.014238	0.092266	0.907734	
5575000	-7.639500	58	4.767890	5.865673	0.134305	0.865695	0.853731	0.146269	0.007986	0.992014	
5576000	-8.607022	346	14.326088	2.958392	0.437886	0.562114	0.946272	0.053728	0.086778	0.913222	
5577000	-8.067324	369	15.183388	9.195659	0.419981	0.580019	--	--	0.091762	0.908238	
5578000	-7.662634	267	3.121960	2.322327	0.071831	0.928169	0.990665	0.009335	0.006766	0.993234	
5579000	-7.764554	415	3.552795	3.509752	0.109303	0.890697	--	--	0.009077	0.990923	
5580000	-8.387749	100	9.847126	15.435765	0.373497	0.626503	--	--	0.045360	0.954640	
5581000	-7.944591	471	5.000313	2.557386	0.132529	0.867471	0.990070	0.009930	0.016684	0.983316	
5582000	-7.131055	295	2.603202	4.878190	0.034196	0.965804	0.542360	0.457640	0.002105	0.997895	
5583000	-8.288385	168	12.062868	12.014572	0.448719	0.551281	--	--	0.035246	0.964754	
5584000	-7.434834	431	5.539205	3.692513	0.155381	0.844619	0.992786	0.007214	0.007185	0.992815	
5585000	-9.002319	54	23.956631	18.282342	0.492985	0.507015	--	--	0.177096	0.822904	
5586000	-7.988904	373	3.303854	2.333334	0.095636	0.904364	--	--	0.003960	0.996040	
5587000	-8.033942	11	3.952539	5.922463	0.123940	0.876060	--	--	0.009575	0.990425	
5588000	-8.583370	324	8.151573	12.183635	0.396649	0.603351	0.588400	0.411600	0.038262	0.961738	
5589000	-7.754937	469	9.881417	9.129412	0.278439	0.721561	0.934106	0.065894	0.051509	0.948491	
5590000	-7.610885	283	12.970892	10.643641	0.380920	0.619080	--	--	0.098276	0.901724	
5591000	-7.631783	169	4.744169	3.262797	0.215021	0.784979	0.968642	0.031358	0.013537	0.986463	
5592000	-7.601436	429	11.772684	5.990951	0.368323	0.631677	0.980364	0.019636	0.070216	0.929784	
5593000	-7.696494	102	9.365547	11.490517	0.313264	0.686736	0.875787	0.124213	0.028251	0.971749	
5594000	-8.381783	231	5.201516	8.195672	0.292618	0.707382	--	--	0.016120	0.983880	
5595000	-8.144863	495	5.438286	8.805274	0.334371	0.665629	0.902621	0.097379	0.003884	0.996116	
5596000	-8.710486	493	4.197707	12.409079	0.209942	0.790058	0.832223	0.167777	0.014543	0.985457	
5597000	-8.977962	70	5.044419	12.797382	0.233918	0.766082	0.784685	0.215315	0.010624	0.989376	
5598000	-9.496928	276	0.919211	9.472903	0.008020	0.991980	0.295365	0.704635	0.000818	0.999182	
5599000	-8.135109	71	3.048513	4.210815	0.099625	0.900375	--	--	0.003234	0.996766	
5600000	-8.393169	253	6.865611	2.456880	0.259637	0.740363	0.990561	0.009439	0.015705	0.984295	
5601000	-8.041286	79	5.937040	1.491972	0.392656	0.607344	0.998519	0.001481	0.008460	0.991540	
5602000	-8.446568	496	7.049378	3.862237	0.242274	0.757726	0.761358	0.238642	0.030261	0.969739	
5603000	-7.510561	134	8.793844	9.123567	0.347719	0.652281	0.759002	0.240998	0.014969	0.985031	
5604000	-8.452196	341	18.648468	11.532110	0.457126	0.542874	--	--	0.128232	0.871768	
5605000	-7.990523	157	8.806392	2.827532	0.472149	0.527851	--	--	0.025601	0.974399	
5606000	-9.081303	103	2.983290	10.999327	0.107141	0.892859	--	--	0.011572	0.988428	
5607000	-8.519547	98	16.032256	9.332131	0.439674	0.560326	0.963125	0.036875	0.090694	0.909306	
5608000	-7.985044	488	4.428353	2.417447	0.240453	0.759547	0.987825	0.012175	0.004721	0.995279	
5609000	-8.138474	164	4.621501	2.431983	0.172989	0.827011	--	--	0.012782	0.987218	
5610000	-9.138137	369	21.932996	25.101683	0.485292	0.514708	--	--	0.191309	0.808691	
5611000	-7.886107	271	2.719990	3.387128	0.055443	0.944557	--	--	0.002959	0.997041	
5612000	-7.861542	444	11.152550	6.943496	0.372258	0.627742	0.963957	0.036043	0.085269	0.914731	
5613000	-8.435967	449	5.098647	9.377890	0.185082	0.814918	0.936504	0.063496	0.025807	0.974193	
5614000	-8.141079	20	8.439692	12.412858	0.316535	0.683465	--	--	0.039501	0.960499	
5615000	-7.780981	296	6.124763	2.403638	0.238977	0.761023	--	--	0.007585	0.992415	
5616000	-8.524638	63	22.299605	10.015408	0.419132	0.580868	0.982717	0.017283	0.130313	0.869687	
5617000	-8.614432	482	19.038137	19.051730	0.469918	0.530082	0.937418	0.062582	0.182463	0.817537	
5618000	-7.505366	12	12.017629	7.188194	0.389977	0.610023	0.892969	0.107031	0.007459	0.992541	
5619000	-7.566944	321	4.441491	2.892529	0.185139	0.814861	--	--	0.006970	0.993030	
5620000	-7.770929	145	10.775566	9.296113	0.367936	0.632064	0.813850	0.186150	0.050018	0.949982	
5621000	-7.795083	59	5.360656	2.305244	0.201802	0.798198	0.954238	0.045762	0.009507	0.990493	
5622000	-7.736315	232	1.966986	4.965448	0.029349	0.970651	0.944723	0.055277	0.003631	0.996369	
5623000	-7.947858	234	9.232901	4.786386	0.321860	0.678140	--	--	0.015926	0.984074	
5624000	-9.030917	114	1.792924	13.030392	0.039832	0.960168	0.582938	0.417062	0.000968	0.999032	
5625000	-7.124437	295	6.248201	6.398305	0.151851	0.848149	0.659048	0.340952	0.012100	0.987900	
5626000	-8.932566	238	14.692214	16.242445	0.446520	0.553480	0.858119	0.141881	0.148150	0.851850	
5627000	-8.215520	280	11.425197	11.259580	0.367688	0.632312	0.762344	0.237656	0.079896	0.920104	
5628000	-11.708951	135	47.145983	14.067599	0.498386	0.501614	--	--	0.294551	0.705449	
5629000	-8.025683	491	5.421738	1.741162	0.273294	0.726706	--	--	0.029817	0.970183	
5630000	-7.847356	299	3.494525	4.098842	0.130611	0.869389	--	--	0.007711	0.992289	
5631000	-7.738105	222	5.996577	8.076916	0.178133	0.821867	0.793063	0.206937	0.007010	0.992990	
5632000	-8.734216	470	4.456281	2.184298	0.130341	0.869659	--	--	0.016759	0.983241	
5633000	-8.034744	190	2.864528	4.810007	0.051531	0.948469	--	--	0.003729	0.996271	
5634000	-9.293935	490	1.268093	7.063529	0.022113	0.977887	0.361891	0.638109	0.000968	0.999032	
5635000	-8.819111	292	17.052575	11.664987	0.427565	0.572435	0.881529	0.118471	0.121896	0.878104	
5636000	-7.871159	421	2.518842	6.324816	0.071592	0.928408	0.945725	0.054275	0.002664	0.997336	
5637000	-7.931033	293	7.722860	11.213318	0.368040	0.631960	0.952475	0.047525	0.012895	0.987105	
5638000	-8.563916	452	2.445365	2.256529	0.057647	0.942353	--	--	0.002254	0.997746	
5639000	-8.513281	159	9.668289	16.439030	0.385506	0.614494	0.854642	0.145358	0.044541	0.955459	
5640000	-7.611028	32	7.793343	4.809466	0.312392	0.687608	--	--	0.016517	0.983483	
5641000	-8.082600	330	3.821057	3.821332	0.141457	0.858543	0.681949	0.318051	0.001027	0.998973	
5642000	-9.018823	334	2.995577	14.990955	0.082455	0.917545	--	--	0.002342	0.997658	
5643000	-9.173148	460	28.269042	32.017068	0.495003	0.504997	--	--	0.227216	0.772784	
5644000	-8.809444	15	3.124073	3.145683	0.074072	0.925928	0.744636	0.255364	0.002281	0.997719	
5645000	-7.760731	62	9.888586	8.483273	0.354481	0.645519	--	--	0.035545	0.964455	
5646000	-8.652138	476	16.837043	20.272725	0.401139	0.598861	0.891115	0.108885	0.103229	0.896771	
5647000	-9.445666	15	8.707131	2.353044	0.366847	0.633153	0.909173	0.090827	0.016052	0.983948	
5648000	-7.945719	331	4.737976	1.851253	0.368100	0.631900	0.929676	0.070324	0.011548	0.988452	
5649000	-9.634332	424	15.489248	2.685214	0.492913	0.507087	--	--	0.178825	0.821175	
5650000	-8.208366	222	4.919152	11.860815	0.155622	0.844378	0.678108	0.321892	0.005105	0.994895	
5651000	-7.665223	321	2.676931	3.606376	0.095031	0.904969	--	--	0.002651	0.997349	
5652000	-7.429090	189	9.772708	9.413373	0.408599	0.591401	--	--	0.052528	0.947472	
5653000	-8.479794	462	13.760970	7.914275	0.370569	0.629431	--	--	0.103171	0.896829	
5654000	-10.194717	70	39.381280	33.632498	0.498950	0.501050	0.690979	0.309021	0.313213	0.686787	
5655000	-7.861684	269	4.197124	8.433574	0.091568	0.908432	--	--	0.001721	0.998279	
5656000	-7.597352	388	5.540552	5.494791	0.233231	0.766769	--	--	0.013949	0.986051	
5657000	-7.919161	196	4.327720	3.460811	0.124319	0.875681	--	--	0.005001	0.994999	
5658000	-7.919864	193	9.734504	7.667136	0.345517	0.654483	0.979041	0.020959	0.019657	0.980343	
5659000	-8.056262	100	5.583245	3.099375	0.240325	0.759675	--	--	0.012956	0.987044	
5660000	-8.265081	322	1.864716	2.079600	0.034292	0.965708	0.785758	0.214242	0.001665	0.998335	
5661000	-7.560597	310	2.697852	4.747392	0.050133	0.949867	--	--	0.002155	0.997845	
5662000	-7.967143	42	10.489547	9.610685	0.374738	0.625262	--	--	0.111579	0.888421	
5663000	-8.463662	223	4.288802	1.971006	0.148036	0.851964	0.872175	0.127825	0.008200	0.991800	
5664000	-7.671621	109	8.317769	4.635607	0.333416	0.666584	0.840333	0.159667	0.045049	0.954951	
5665000	-9.296088	265	13.447532	1.079060	0.644598	0.355402	--	--	0.093902	0.906098	
5666000	-7.250982	18	4.624563	8.074232	0.091442	0.908558	0.659109	0.340891	0.005373	0.994627	
5667000	-7.830785	214	9.449876	9.430589	0.297658	0.702342	--	--	0.022705	0.977295	
5668000	-8.176827	61	7.082031	8.514520	0.191660	0.808340	0.928579	0.071421	0.020173	0.979827	
5669000	-7.814567	220	7.326117	7.247368	0.263811	0.736189	--	--	0.022031	0.977969	
5670000	-8.088955	147	4.216044	2.463164	0.196045	0.803955	0.996729	0.003271	0.002973	0.997027	
5671000	-7.804779	437	7.788111	5.279350	0.309586	0.690414	0.954027	0.045973	0.004083	0.995917	
5672000	-8.150812	320	2.993707	1.585789	0.081465	0.918535	--	--	0.007408	0.992592	
5673000	-8.249963	226	1.971865	3.391835	0.045966	0.954034	0.841935	0.158065	0.003847	0.996153	
5674000	-8.342684	253	14.858064	11.646878	0.400965	0.599035	0.904606	0.095394	0.070472	0.929528	
5675000	-7.418715	314	6.194643	5.025885	0.246274	0.753726	0.990608	0.009392	0.022101	0.977899	
5676000	-7.692396	26	5.255813	5.070933	0.183935	0.816065	0.976970	0.023030	0.009005	0.990995	
5677000	-7.976707	129	1.938527	6.004430	0.028759	0.971241	0.943811	0.056189	0.001345	0.998655	
5678000	-8.382309	236	12.082998	3.388065	0.412356	0.587644	0.956205	0.043795	0.057266	0.942734	
5679000	-8.164184	251	5.936353	6.927067	0.203473	0.796527	--	--	0.008590	0.991410	
5680000	-8.473914	36	19.032625	11.598346	0.445132	0.554868	--	--	0.069849	0.930151	
5681000	-8.269607	218	7.686750	2.434954	0.278128	0.721872	--	--	0.041803	0.958197	
5682000	-8.521427	340	10.643386	12.001067	0.420383	0.579617	0.796254	0.203746	0.035662	0.964338	
5683000	-9.225900	388	2.235361	12.134669	0.097675	0.902325	--	--	0.002959	0.997041	
5684000	-8.460998	462	11.847294	13.140973	0.367763	0.632237	--	--	0.092039	0.907961	
5685000	-8.576903	31	14.659694	9.279438	0.430431	0.569569	0.955185	0.044815	0.083608	0.916392	
5686000	-8.538347	443	11.740293	12.443375	0.457013	0.542987	--	--	0.131335	0.868665	
5687000	-7.576332	18	8.213622	12.290952	0.223732	0.776268	0.672610	0.327390	0.016921	0.983079	
5688000	-8.893653	218	18.988992	10.668836	0.426861	0.573139	--	--	0.189266	0.810734	
5689000	-7.965323	278	3.281728	10.494518	0.111340	0.888660	0.961743	0.038257	0.003214	0.996786	
5690000	-7.942222	100	3.372920	5.937983	0.089349	0.910651	--	--	0.005267	0.994733	
5691000	-7.685733	421	11.933965	10.500378	0.405928	0.594072	0.946174	0.053826	0.050672	0.949328	
5692000	-7.806444	109	5.503918	7.159688	0.243796	0.756204	0.696901	0.303099	0.022992	0.977008	
5693000	-7.599096	303	6.269920	6.997132	0.337526	0.662474	0.943818	0.056182	0.011687	0.988313	
5694000	-7.632103	2	8.710291	6.309250	0.344843	0.655157	0.970954	0.029046	0.071236	0.928764	
5695000	-8.747564	19	4.124850	2.322542	0.152539	0.847461	0.856857	0.143143	0.010844	0.989156	
5696000	-8.303113	461	3.906267	3.636757	0.131625	0.868375	--	--	0.016528	0.983472	
5697000	-8.557005	389	16.359752	2.731164	0.490994	0.509006	0.998281	0.001719	0.040896	0.959104	
5698000	-8.407836	95	5.955133	2.912988	0.219864	0.780136	0.996020	0.003980	0.017037	0.982963	
5699000	-7.772611	379	8.515710	4.453443	0.301551	0.698449	0.732150	0.267850	0.032594	0.967406	
5700000	-8.556134	300	1.045894	4.569107	0.021178	0.978822	0.531202	0.468798	0.000831	0.999169	
5701000	-7.890444	257	3.369367	3.981890	0.106638	0.893362	--	--	0.002879	0.997121	
5702000	-7.884291	100	7.553235	4.311572	0.302450	0.697550	--	--	0.023161	0.976839	
5703000	-8.146955	92	4.318360	2.360257	0.075588	0.924412	0.996658	0.003342	0.014184	0.985816	
5704000	-8.085542	445	8.750045	4.492647	0.335519	0.664481	0.995625	0.004375	0.024924	0.975076	
5705000	-8.153900	48	1.222204	3.846656	0.010029	0.989971	--	--	0.001025	0.998975	
5706000	-8.094318	357	14.422790	5.502836	0.338342	0.661658	--	--	0.069651	0.930349	
5707000	-7.857547	45	5.869109	3.609299	0.215017	0.784983	--	--	0.021851	0.978149	
5708000	-8.225520	49	1.288333	7.707733	0.010367	0.989633	--	--	0.001099	0.998901	
5709000	-7.374223	500	11.030985	7.833875	0.313013	0.686987	--	--	0.046589	0.953411	
5710000	-8.230918	402	10.193928	2.938142	0.375799	0.624201	--	--	0.039785	0.960215	
5711000	-7.730865	104	8.441061	6.828764	0.268648	0.731352	0.952926	0.047074	0.021706	0.978294	
5712000	-7.581087	147	6.365340	8.183740	0.244599	0.755401	0.976649	0.023351	0.007348	0.992652	
5713000	-8.641524	81	13.628647	5.525967	0.425803	0.574197	--	--	0.130066	0.869934	
5714000	-8.481625	363	10.387134	3.528752	0.438041	0.561959	--	--	0.051197	0.948803	
5715000	-8.004988	203	2.184473	5.203944	0.039782	0.960218	--	--	0.005633	0.994367	
5716000	-7.967319	416	4.139946	3.430574	0.191486	0.808514	0.983219	0.016781	0.011999	0.988001	
5717000	-8.793682	313	3.561157	12.921588	0.090169	0.909831	--	--	0.007589	0.992411	
5718000	-8.019696	102	10.212529	15.118190	0.353237	0.646763	0.827842	0.172158	0.034789	0.965211	
5719000	-8.302300	189	13.394467	3.007721	0.443269	0.556731	--	--	0.077131	0.922869	
5720000	-7.935253	406	9.236778	5.663003	0.381979	0.618021	--	--	0.036874	0.963126	
5721000	-8.364212	429	2.320777	3.216829	0.042307	0.957693	0.980077	0.019923	0.003549	0.996451	
5722000	-7.845968	37	6.832017	6.175379	0.227049	0.772951	0.979894	0.020106	0.042026	0.957974	
5723000	-8.074482	408	10.416597	6.377758	0.351817	0.648183	0.813337	0.186663	0.043227	0.956773	
5724000	-8.394258	389	24.799402	11.056927	0.425520	0.574480	0.979244	0.020756	0.088888	0.911112	
5725000	-7.889920	297	9.329039	6.006939	0.380095	0.619905	0.981748	0.018252	0.078785	0.921215	
5726000	-7.916203	143	5.885461	4.302898	0.290609	0.709391	--	--	0.025896	0.974104	
5727000	-8.016221	267	0.958976	2.891078	0.006751	0.993249	0.961054	0.038946	0.000687	0.999313	
5728000	-8.118834	65	7.700111	10.681399	0.272743	0.727257	0.954446	0.045554	0.088419	0.911581	
5729000	-8.415489	149	3.978123	10.334756	0.068111	0.931889	0.879367	0.120633	0.013714	0.986286	
5730000	-8.026244	409	5.968964	9.309548	0.285579	0.714421	0.906857	0.093143	0.034397	0.965603	
5731000	-7.756911	124	10.288345	3.869570	0.364067	0.635933	0.988991	0.011009	0.049738	0.950262	
5732000	-9.106518	241	1.614072	10.269739	0.032503	0.967497	0.916775	0.083225	0.004225	0.995775	
5733000	-9.511718	133	6.936382	0.911246	0.364658	0.635342	--	--	0.051240	0.948760	
5734000	-8.711411	376	1.215055	6.268681	0.010932	0.989068	0.909631	0.090369	0.000586	0.999414	
5735000	-7.754403	373	7.195133	2.877348	0.271272	0.728728	--	--	0.018358	0.981642	
5736000	-7.813507	161	7.464473	5.064665	0.318007	0.681993	--	--	0.031242	0.968758	
5737000	-8.169210	128	4.259315	4.917395	0.089618	0.910382	0.908014	0.091986	0.007186	0.992814	
5738000	-7.850039	211	8.390961	7.904688	0.364297	0.635703	0.924653	0.075347	0.042628	0.957372	
5739000	-7.690222	157	8.615511	7.650096	0.384113	0.615887	--	--	0.027031	0.972969	
5740000	-7.902721	394	3.021765	8.051376	0.067642	0.932358	--	--	0.004430	0.995570	
5741000	-7.565028	96	4.859515	7.310026	0.144252	0.855748	0.970498	0.029502	0.012329	0.987671	
5742000	-8.052074	334	11.469833	13.332372	0.353475	0.646525	--	--	0.030085	0.969915	
5743000	-10.042245	393	27.604060	9.316308	0.479929	0.520071	0.947629	0.052371	0.199652	0.800348	
5744000	-8.206957	210	8.815105	10.669007	0.384054	0.615946	--	--	0.093753	0.906247	
5745000	-8.255859	261	8.232268	12.562865	0.320514	0.679486	0.841477	0.158523	0.038596	0.961404	
5746000	-7.840911	54	8.972033	4.283043	0.350170	0.649830	--	--	0.029537	0.970463	
5747000	-8.106930	370	9.419108	10.443345	0.370332	0.629668	--	--	0.065223	0.934777	
5748000	-8.411819	94	21.142018	14.958060	0.451676	0.548324	--	--	0.228238	0.771762	
5749000	-11.289301	373	1.331045	16.108650	0.052877	0.947123	--	--	0.000886	0.999114	
5750000	-8.807683	323	2.586915	6.138443	0.038575	0.961425	0.803117	0.196883	0.002882	0.997118	
5751000	-10.059539	380	32.815910	14.448433	0.482251	0.517749	0.948348	0.051652	0.269963	0.730037	
5752000	-7.548811	79	13.500278	5.393576	0.409277	0.590723	0.988414	0.011586	0.040019	0.959981	
5753000	-9.098569	111	15.439248	2.663224	0.463999	0.536001	0.967826	0.032174	0.048644	0.951356	
5754000	-7.933165	373	5.420593	2.182804	0.206616	0.793384	--	--	0.010463	0.989537	
5755000	-10.416226	230	30.211937	13.844414	0.490231	0.509769	0.871751	0.128249	0.289033	0.710967	
5756000	-8.011658	92	3.889720	2.836186	0.056844	0.943156	0.994819	0.005181	0.011813	0.988187	
5757000	-7.581415	93	10.707444	6.314418	0.330050	0.669950	0.906605	0.093395	0.040333	0.959667	
5758000	-8.583372	202	3.648205	8.760831	0.149373	0.850627	0.930816	0.069184	0.009473	0.990527	
5759000	-8.218339	357	9.159257	17.732936	0.278903	0.721097	--	--	0.041555	0.958445	
5760000	-7.844196	73	7.315657	9.236200	0.238706	0.761294	0.919234	0.080766	0.030914	0.969086	
5761000	-8.108581	343	8.824898	8.061458	0.382497	0.617503	0.952961	0.047039	0.043566	0.956434	
5762000	-8.341089	401	6.448208	10.914763	0.252259	0.747741	0.785407	0.214593	0.018983	0.981017	
5763000	-9.785189	47	30.542121	11.248362	0.478758	0.521242	--	--	0.168797	0.831203	
5764000	-8.104644	132	8.395792	2.784654	0.308409	0.691591	0.998563	0.001437	0.008656	0.991344	
5765000	-8.145873	261	8.649938	11.728247	0.325960	0.674040	0.857981	0.142019	0.041298	0.958702	
5766000	-8.906873	93	10.280115	22.327285	0.416138	0.583862	0.632755	0.367245	0.050434	0.949566	
5767000	-8.884736	441	7.248620	12.539173	0.302254	0.697746	0.952693	0.047307	0.020970	0.979030	
5768000	-8.785967	34	13.156938	3.955127	0.443098	0.556902	0.891812	0.108188	0.165945	0.834055	
5769000	-7.792115	322	7.773952	8.935996	0.314807	0.685193	0.753294	0.246706	0.031086	0.968914	
5770000	-9.480637	198	6.878772	0.389871	0.726488	0.273512	0.999897	0.000103	0.019383	0.980617	
5771000	-8.449244	383	3.776751	1.612276	0.189516	0.810484	0.854246	0.145754	0.008074	0.991926	
5772000	-7.852707	69	7.361815	5.202690	0.242778	0.757222	--	--	0.022494	0.977506	
5773000	-8.540964	75	2.395325	8.143084	0.085280	0.914720	--	--	0.003390	0.996610	
5774000	-8.164888	4	9.237516	2.556899	0.425306	0.574694	--	--	0.043883	0.956117	
5775000	-8.487427	312	9.039004	13.743205	0.323909	0.676091	0.680002	0.319998	0.059969	0.940031	
5776000	-8.595497	415	9.590856	2.427033	0.362192	0.637808	--	--	0.052507	0.947493	
5777000	-7.919526	430	4.465615	6.037040	0.250454	0.749546	0.921366	0.078634	0.008067	0.991933	
5778000	-9.051740	249	13.162191	2.212682	0.551778	0.448222	--	--	0.118900	0.881100	
5779000	-7.710504	94	9.265208	6.174033	0.280260	0.719740	--	--	0.069113	0.930887	
5780000	-8.015258	335	2.782597	6.592748	0.089457	0.910543	0.947330	0.052670	0.004676	0.995324	
5781000	-8.374304	448	15.137318	11.160363	0.458253	0.541747	--	--	0.053287	0.946713	
5782000	-7.999031	51	9.951772	4.314059	0.384534	0.615466	--	--	0.034242	0.965758	
5783000	-8.325960	196	2.912966	8.995373	0.059651	0.940349	--	--	0.002565	0.997435	
5784000	-8.240575	299	17.685082	13.833301	0.460270	0.539730	--	--	0.143231	0.856769	
5785000	-8.205672	463	4.038364	4.816373	0.153884	0.846116	0.956368	0.043632	0.016960	0.983040	
5786000	-7.889464	111	6.559091	3.497884	0.241803	0.758197	0.917566	0.082434	0.010908	0.989092	
5787000	-9.035233	298	14.439284	15.961263	0.452370	0.547630	0.860428	0.139572	0.176310	0.823690	
5788000	-7.206535	342	9.088244	8.393156	0.350994	0.649006	0.954059	0.045941	0.054631	0.945369	
5789000	-8.061496	297	11.271928	7.057002	0.409776	0.590224	0.977874	0.022126	0.106784	0.893216	
5790000	-7.819419	446	5.210464	8.754618	0.172566	0.827434	0.967369	0.032631	0.020153	0.979847	
5791000	-8.160629	433	6.945771	3.890000	0.345861	0.654139	--	--	0.024073	0.975927	
5792000	-9.329203	480	0.976233	9.278583	0.012867	0.987133	0.851154	0.148846	0.000089	0.999911	
5793000	-10.194441	81	0.450652	4.858157	0.001745	0.998255	--	--	0.000280	0.999720	
5794000	-8.351668	91	7.953761	8.138130	0.371114	0.628886	--	--	0.088835	0.911165	
5795000	-7.908928	124	11.482437	9.968594	0.414087	0.585913	0.942562	0.057438	0.067776	0.932224	
5796000	-8.171511	194	15.614694	17.347734	0.419249	0.580751	--	--	0.125994	0.874006	
5797000	-7.770054	320	13.886093	11.715119	0.404795	0.595205	--	--	0.127331	0.872669	
5798000	-7.986517	406	10.427560	6.367012	0.405495	0.594505	--	--	0.046182	0.953818	
5799000	-7.751587	299	12.515450	9.174156	0.415255	0.584745	--	--	0.081398	0.918602	
5800000	-7.820473	482	1.942824	4.130995	0.032269	0.967731	0.984650	0.015350	0.002822	0.997178	
5801000	-8.022301	395	10.006119	7.495580	0.317123	0.682877	0.924483	0.075517	0.037027	0.962973	
5802000	-8.728991	371	14.859868	6.463956	0.432515	0.567485	0.935390	0.064610	0.056301	0.943699	
5803000	-8.099843	245	13.357620	6.643319	0.410724	0.589276	0.908408	0.091592	0.070991	0.929009	
5804000	-7.729022	393	6.312910	3.937413	0.220178	0.779822	0.979957	0.020043	0.017409	0.982591	
5805000	-8.348707	350	15.197899	15.594349	0.463356	0.536644	0.907542	0.092458	0.053451	0.946549	
5806000	-8.231911	488	2.626453	6.356683	0.102696	0.897304	0.909103	0.090897	0.001858	0.998142	
5807000	-12.712635	369	28.238148	2.152816	0.503871	0.496129	--	--	0.195148	0.804852	
5808000	-8.287151	343	4.421379	3.440355	0.255418	0.744582	0.983157	0.016843	0.011488	0.988512	
5809000	-8.204376	22	12.572960	6.593912	0.319670	0.680330	--	--	0.039471	0.960529	
5810000	-7.758099	351	3.204040	4.687667	0.072991	0.927009	--	--	0.003810	0.996190	
5811000	-7.602773	359	8.549210	5.316774	0.398557	0.601443	0.954805	0.045195	0.017851	0.982149	
5812000	-8.431161	167	13.547253	21.127710	0.445884	0.554116	0.719490	0.280510	0.090710	0.909290	
5813000	-8.130392	372	15.035029	11.899592	0.364242	0.635758	--	--	0.067703	0.932297	
5814000	-7.813866	101	12.145472	8.113128	0.395686	0.604314	0.971406	0.028594	0.057436	0.942564	
5815000	-8.406953	129	1.560918	7.978597	0.021870	0.978130	0.897209	0.102791	0.000912	0.999088	
