Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_multistate_run1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            891445382
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_multistate_run1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	2
	TVarNode	5	Sheep Goat Cow Buffalo Pronghorn 
	TRecNode	4	Porpoise Dolphin FKWhale Whale 
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 10.00 
        qGD - exp 10.00 
Node reconstruction / fossilisation:
	Node VarNode TVarNode
	Node RecNode TRecNode
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	VarNode P(D)	VarNode P(G)	RecNode P(D)	RecNode P(G)	
18000	-9.291586	309	3.971684	1.038671	0.186454	0.813546	--	--	0.005828	0.994172	
19000	-7.590997	321	4.528479	7.840453	0.236194	0.763806	--	--	0.008037	0.991963	
20000	-9.336881	83	13.062820	3.737800	0.452170	0.547830	0.881103	0.118897	0.133906	0.866094	
21000	-8.516479	271	18.976912	10.634477	0.449644	0.550356	--	--	0.122756	0.877244	
22000	-7.984635	136	8.282752	2.890560	0.332544	0.667456	--	--	0.021133	0.978867	
23000	-7.846373	209	9.451432	5.291780	0.300987	0.699013	0.969833	0.030167	0.001814	0.998186	
24000	-7.701667	39	6.978854	7.452569	0.253358	0.746642	0.958609	0.041391	0.041118	0.958882	
25000	-8.363981	270	19.410989	10.987180	0.464253	0.535747	--	--	0.042454	0.957546	
26000	-9.461396	493	5.961608	0.180650	0.795744	0.204256	0.999922	0.000078	0.020715	0.979285	
27000	-8.118044	206	6.108966	8.874438	0.259855	0.740145	0.952043	0.047957	0.009332	0.990668	
28000	-7.707576	194	10.204649	11.377562	0.318477	0.681523	--	--	0.060107	0.939893	
29000	-7.747815	303	8.053233	3.908332	0.364951	0.635049	0.982492	0.017508	0.017887	0.982113	
30000	-8.210258	161	10.478711	4.869138	0.390898	0.609102	--	--	0.055290	0.944710	
31000	-7.951960	49	6.265139	13.630757	0.190424	0.809576	--	--	0.025192	0.974808	
32000	-8.133121	61	7.410838	4.395320	0.187459	0.812541	0.976613	0.023387	0.020109	0.979891	
33000	-9.054817	151	0.735462	4.317135	0.004290	0.995710	--	--	0.000445	0.999555	
34000	-7.745734	51	10.063181	7.084197	0.377790	0.622210	--	--	0.036635	0.963365	
35000	-7.950169	426	7.160260	8.824942	0.258881	0.741119	0.775252	0.224748	0.034237	0.965763	
36000	-8.210093	475	9.618133	15.746831	0.353304	0.646696	0.902238	0.097762	0.029528	0.970472	
37000	-7.670993	240	3.883857	6.662486	0.105993	0.894007	0.756670	0.243330	0.006128	0.993872	
38000	-7.465285	84	11.449598	10.206904	0.373907	0.626093	0.971399	0.028601	0.019789	0.980211	
39000	-8.502846	21	16.079515	7.231334	0.447704	0.552296	0.962375	0.037625	0.119916	0.880084	
40000	-7.957016	476	9.650169	3.664330	0.265320	0.734680	0.993627	0.006373	0.030474	0.969526	
41000	-8.394700	229	7.401434	1.259248	0.402365	0.597635	0.946116	0.053884	0.005961	0.994039	
42000	-8.019007	469	12.477053	11.804671	0.343655	0.656345	0.911146	0.088854	0.079926	0.920074	
43000	-9.364343	15	16.991535	8.721636	0.425096	0.574904	0.810983	0.189017	0.058293	0.941707	
44000	-8.648339	99	10.964658	0.538918	0.840153	0.159847	0.990285	0.009715	0.025794	0.974206	
45000	-8.316779	292	3.084798	4.977898	0.068200	0.931800	0.921472	0.078528	0.005137	0.994863	
46000	-8.660118	111	2.152570	7.777868	0.041507	0.958493	0.616813	0.383187	0.001404	0.998596	
47000	-9.375957	4	5.765712	0.249636	0.893557	0.106443	--	--	0.018052	0.981948	
48000	-7.327916	18	5.243158	9.206750	0.115422	0.884578	0.655444	0.344556	0.006962	0.993038	
49000	-7.411904	93	7.252134	4.424042	0.229809	0.770191	0.924095	0.075905	0.019438	0.980562	
50000	-7.851156	151	6.552115	5.339022	0.213552	0.786448	--	--	0.029754	0.970246	
51000	-8.763723	122	11.959255	15.683114	0.408046	0.591954	--	--	0.126511	0.873489	
52000	-8.745584	97	8.536992	11.368803	0.374200	0.625800	0.903506	0.096494	0.046180	0.953820	
53000	-9.103024	387	18.790820	9.343414	0.424915	0.575085	0.712205	0.287795	0.090132	0.909868	
54000	-9.324891	69	18.515966	5.335338	0.434196	0.565804	--	--	0.103378	0.896622	
55000	-7.805553	43	4.552880	1.984815	0.274727	0.725273	0.995253	0.004747	0.013424	0.986576	
56000	-8.546365	220	1.232008	3.818275	0.013803	0.986197	--	--	0.000657	0.999343	
57000	-8.259786	98	9.325292	3.528142	0.331611	0.668389	0.991535	0.008465	0.033001	0.966999	
58000	-8.474937	162	5.419533	3.383640	0.186314	0.813686	--	--	0.017434	0.982566	
59000	-7.915152	170	3.428288	8.443251	0.101374	0.898626	--	--	0.004102	0.995898	
60000	-7.496733	306	8.391061	6.484908	0.215558	0.784442	--	--	0.028605	0.971395	
61000	-9.020239	283	13.061812	1.576754	0.413189	0.586811	--	--	0.083586	0.916414	
62000	-9.836168	396	1.023958	1.200276	0.033619	0.966381	--	--	0.000474	0.999526	
63000	-7.928998	102	3.980447	10.141188	0.114803	0.885197	0.837653	0.162347	0.005660	0.994340	
64000	-7.798903	93	2.251650	6.340992	0.045464	0.954536	0.729032	0.270968	0.002184	0.997816	
65000	-7.912825	378	16.740261	7.779448	0.425076	0.574924	0.967055	0.032945	0.112152	0.887848	
66000	-8.262412	94	2.632053	6.750869	0.044033	0.955967	--	--	0.007796	0.992204	
67000	-8.327723	218	5.369205	1.924665	0.189198	0.810802	--	--	0.021767	0.978233	
68000	-7.619868	174	8.619400	10.757768	0.298452	0.701548	0.771426	0.228574	0.001712	0.998288	
69000	-8.362669	471	14.830797	6.487343	0.358909	0.641091	0.965350	0.034650	0.111727	0.888273	
70000	-7.944620	137	10.667006	8.584348	0.372529	0.627471	0.766744	0.233256	0.085924	0.914076	
71000	-8.459391	187	18.869558	14.630325	0.431011	0.568989	0.681618	0.318382	0.092545	0.907455	
72000	-8.207907	67	13.161745	13.789026	0.416004	0.583996	0.980234	0.019766	0.079871	0.920129	
73000	-8.241514	194	1.751816	2.592955	0.017677	0.982323	--	--	0.001913	0.998087	
74000	-7.439384	283	8.553205	9.636063	0.287867	0.712133	--	--	0.049641	0.950359	
75000	-8.185106	114	18.300237	16.783657	0.450899	0.549101	0.850202	0.149798	0.073381	0.926619	
76000	-9.689637	432	27.415589	10.157670	0.473053	0.526947	--	--	0.156303	0.843697	
77000	-8.036752	410	10.798990	7.141131	0.397251	0.602749	--	--	0.025915	0.974085	
78000	-7.379528	480	7.028944	7.054147	0.268511	0.731489	0.979949	0.020051	0.004338	0.995662	
79000	-7.906591	153	5.413577	4.340677	0.211167	0.788833	--	--	0.013927	0.986073	
80000	-8.396074	10	14.884830	12.129434	0.445572	0.554428	0.858114	0.141886	0.126560	0.873440	
81000	-7.718978	26	4.474670	6.563407	0.155547	0.844453	0.959007	0.040993	0.006835	0.993165	
82000	-7.517807	72	6.620017	6.286810	0.292763	0.707237	--	--	0.021830	0.978170	
83000	-8.969314	301	20.614689	17.380874	0.482485	0.517515	--	--	0.055023	0.944977	
84000	-8.726504	25	3.178733	10.597360	0.087333	0.912667	--	--	0.009723	0.990277	
85000	-8.810536	89	20.758583	5.712814	0.468739	0.531261	--	--	0.135500	0.864500	
86000	-8.068067	167	6.110989	2.333343	0.203664	0.796336	0.941054	0.058946	0.016952	0.983048	
87000	-9.220706	310	0.967390	1.311429	0.009382	0.990618	--	--	0.000268	0.999732	
88000	-8.371216	195	1.828007	10.693133	0.031242	0.968758	--	--	0.002397	0.997603	
89000	-9.057497	412	5.068668	0.811713	0.389402	0.610598	0.976516	0.023484	0.010472	0.989528	
90000	-8.112586	79	21.380198	13.843385	0.456629	0.543371	0.944720	0.055280	0.092668	0.907332	
91000	-8.220256	246	11.614743	8.266359	0.391315	0.608685	0.972404	0.027596	0.050837	0.949163	
92000	-8.153668	223	13.734125	13.348889	0.400852	0.599148	0.690160	0.309840	0.078460	0.921540	
93000	-8.509742	355	7.295908	2.407101	0.282867	0.717133	0.995653	0.004347	0.019744	0.980256	
94000	-7.370954	412	4.488797	4.787172	0.141400	0.858600	0.858205	0.141795	0.009059	0.990941	
95000	-8.394081	115	1.846784	5.993082	0.033393	0.966607	0.463721	0.536279	0.001025	0.998975	
96000	-8.725547	406	12.476262	18.004290	0.466523	0.533477	--	--	0.076642	0.923358	
97000	-9.386060	87	3.727306	14.506227	0.117267	0.882733	0.809264	0.190736	0.003748	0.996252	
98000	-10.814044	166	0.362697	9.895349	0.001411	0.998589	--	--	0.000177	0.999823	
99000	-8.081524	487	12.906823	6.830071	0.421865	0.578135	0.962193	0.037807	0.066740	0.933260	
100000	-8.601777	254	4.218337	8.828571	0.188527	0.811473	--	--	0.008888	0.991112	
101000	-8.518405	448	6.034652	2.126681	0.374920	0.625080	--	--	0.008929	0.991071	
102000	-8.017622	198	9.006914	12.672979	0.392580	0.607420	0.932279	0.067721	0.040454	0.959546	
103000	-8.648416	319	9.677202	0.360813	0.853594	0.146406	0.999969	0.000031	0.049680	0.950320	
104000	-8.177061	353	10.090715	5.205491	0.320322	0.679678	0.986403	0.013597	0.043919	0.956081	
105000	-7.741713	117	6.514977	4.894759	0.281488	0.718512	--	--	0.044219	0.955781	
106000	-7.679987	373	11.420538	5.900783	0.375803	0.624197	--	--	0.046058	0.953942	
107000	-7.977783	59	14.748788	6.614293	0.409649	0.590351	0.931822	0.068178	0.062435	0.937565	
108000	-8.546036	358	1.873227	5.226378	0.034138	0.965862	0.896484	0.103516	0.001066	0.998934	
109000	-8.065323	223	12.780078	6.855514	0.369650	0.630350	0.812503	0.187497	0.062885	0.937115	
110000	-7.614553	47	3.124394	4.830026	0.061869	0.938131	--	--	0.002729	0.997271	
111000	-8.901336	243	5.352059	14.515279	0.357442	0.642558	0.737375	0.262625	0.015285	0.984715	
112000	-8.611821	57	8.003538	1.957229	0.266301	0.733699	--	--	0.033602	0.966398	
113000	-8.211894	417	2.665813	7.268046	0.045771	0.954229	0.965892	0.034108	0.003081	0.996919	
114000	-10.164454	416	19.375687	2.900011	0.491703	0.508297	0.994879	0.005121	0.152817	0.847183	
115000	-7.839375	296	11.713611	4.994321	0.375185	0.624815	--	--	0.026318	0.973682	
116000	-8.364430	240	1.575953	7.074620	0.022737	0.977263	0.556392	0.443608	0.001045	0.998955	
117000	-7.452731	43	3.844565	4.360095	0.197446	0.802554	0.976801	0.023199	0.010363	0.989637	
118000	-7.400045	46	9.641828	8.014169	0.249171	0.750829	0.984774	0.015226	0.022536	0.977464	
119000	-7.747462	199	3.522344	2.586116	0.140241	0.859759	--	--	0.004344	0.995656	
120000	-8.173024	370	13.036805	9.485089	0.421046	0.578954	--	--	0.107071	0.892929	
121000	-7.637529	474	6.335972	4.857527	0.249076	0.750924	--	--	0.025179	0.974821	
122000	-8.305402	31	11.487117	7.117041	0.381080	0.618920	0.967703	0.032297	0.054835	0.945165	
123000	-8.242881	31	3.732170	2.845999	0.113066	0.886934	0.985952	0.014048	0.006598	0.993402	
124000	-7.315324	84	8.166377	5.398530	0.288451	0.711549	0.989918	0.010082	0.009874	0.990126	
125000	-7.820528	489	12.669678	9.219310	0.417242	0.582758	0.980640	0.019360	0.049111	0.950889	
126000	-10.226474	448	2.722810	14.917216	0.181331	0.818669	--	--	0.002561	0.997439	
127000	-8.629219	393	1.130312	4.028464	0.012305	0.987695	0.915642	0.084358	0.000615	0.999385	
128000	-7.748575	269	10.306052	8.838881	0.282465	0.717535	--	--	0.010135	0.989865	
129000	-7.809155	205	3.883492	6.878770	0.132893	0.867107	0.707038	0.292962	0.008763	0.991237	
130000	-9.263498	113	3.878842	1.070279	0.121029	0.878971	0.999043	0.000957	0.005076	0.994924	
131000	-8.280069	220	13.642505	13.514107	0.422736	0.577264	--	--	0.071999	0.928001	
132000	-9.257013	78	10.995838	1.858110	0.419573	0.580427	--	--	0.047080	0.952920	
133000	-8.208385	350	3.521893	9.653125	0.174494	0.825506	0.916643	0.083357	0.003072	0.996928	
134000	-8.336618	54	1.071787	4.445280	0.018221	0.981779	--	--	0.000470	0.999530	
135000	-9.118046	386	1.822764	13.406119	0.031296	0.968704	--	--	0.001518	0.998482	
136000	-7.755117	86	1.674629	3.164013	0.022745	0.977255	0.974648	0.025352	0.001845	0.998155	
137000	-7.651099	57	6.221514	8.552656	0.143521	0.856479	--	--	0.025124	0.974876	
138000	-8.007679	334	12.025712	8.561107	0.345952	0.654048	--	--	0.030711	0.969289	
139000	-8.410774	339	11.671916	3.072189	0.477021	0.522979	0.994395	0.005605	0.056249	0.943751	
140000	-7.519545	299	8.232599	5.015073	0.354036	0.645964	--	--	0.037724	0.962276	
141000	-9.074369	139	3.837368	13.514691	0.199670	0.800330	--	--	0.011161	0.988839	
142000	-7.849477	236	8.774278	7.607499	0.341210	0.658790	0.873625	0.126375	0.036260	0.963740	
143000	-7.550923	56	5.944912	7.062357	0.182763	0.817237	0.973536	0.026464	0.025954	0.974046	
144000	-9.078925	26	0.981573	8.830052	0.014617	0.985383	0.790448	0.209552	0.000372	0.999628	
145000	-8.408557	471	4.222804	11.462207	0.101986	0.898014	0.861185	0.138815	0.015214	0.984786	
146000	-7.791550	51	5.575405	8.755995	0.251519	0.748481	--	--	0.013037	0.986963	
147000	-8.775326	147	12.163662	1.692363	0.613909	0.386091	0.999146	0.000854	0.022530	0.977470	
148000	-9.654044	433	27.937340	17.193395	0.497167	0.502833	--	--	0.238954	0.761046	
149000	-7.699908	379	7.576645	7.772396	0.266594	0.733406	0.596058	0.403942	0.028510	0.971490	
150000	-9.397867	119	8.097506	19.794820	0.415039	0.584961	0.737363	0.262637	0.033228	0.966772	
151000	-7.602248	489	9.820161	8.138690	0.370247	0.629753	0.983089	0.016911	0.031096	0.968904	
152000	-9.491508	81	1.012921	5.562748	0.009373	0.990627	--	--	0.001417	0.998583	
153000	-7.119430	400	4.219339	8.443093	0.061966	0.938034	0.982734	0.017266	0.006284	0.993716	
154000	-7.895092	488	3.241853	4.111481	0.133894	0.866106	0.961232	0.038768	0.002665	0.997335	
155000	-7.904204	209	4.263293	6.662545	0.113129	0.886871	0.925666	0.074334	0.000262	0.999738	
156000	-9.262232	401	0.575290	5.191208	0.003001	0.996999	0.617002	0.382998	0.000129	0.999871	
157000	-8.095164	155	9.579376	5.555049	0.299105	0.700895	0.984384	0.015616	0.009818	0.990182	
158000	-8.281396	151	5.247575	10.381382	0.190372	0.809628	--	--	0.022648	0.977352	
159000	-7.709638	476	8.609727	8.591793	0.213265	0.786735	0.968150	0.031850	0.027133	0.972867	
160000	-8.207346	3	3.020299	2.681466	0.071088	0.928912	0.981880	0.018120	0.001943	0.998057	
161000	-7.738338	201	6.741135	6.880137	0.216998	0.783002	0.717903	0.282097	0.027310	0.972690	
162000	-7.870213	5	2.181544	4.148414	0.040807	0.959193	0.939804	0.060196	0.004607	0.995393	
163000	-8.671143	403	1.316198	1.710710	0.028204	0.971796	0.797805	0.202195	0.001614	0.998386	
164000	-8.039612	202	5.946603	3.548865	0.323662	0.676338	0.991403	0.008597	0.020700	0.979300	
165000	-7.543342	296	5.801289	3.124963	0.214875	0.785125	--	--	0.006907	0.993093	
166000	-7.845705	431	12.915709	6.926791	0.361616	0.638384	0.983676	0.016324	0.037862	0.962138	
167000	-9.088938	390	21.345634	20.230215	0.490688	0.509312	0.853319	0.146681	0.232753	0.767247	
168000	-7.671288	192	7.178906	6.780668	0.312324	0.687676	--	--	0.017325	0.982675	
169000	-7.936667	170	2.320690	4.396867	0.043041	0.956959	--	--	0.001779	0.998221	
170000	-7.718005	164	13.465670	10.667759	0.430693	0.569307	--	--	0.094369	0.905631	
171000	-8.713140	170	1.896359	10.824881	0.044504	0.955496	--	--	0.001346	0.998654	
172000	-9.410162	101	25.513126	40.766178	0.496433	0.503567	0.743143	0.256857	0.226785	0.773215	
173000	-8.623018	101	11.193326	2.164872	0.465879	0.534121	0.997589	0.002411	0.045142	0.954858	
174000	-7.943800	187	6.230755	10.951749	0.186336	0.813664	0.577100	0.422900	0.012147	0.987853	
175000	-7.981026	65	10.749474	7.883171	0.336554	0.663446	0.978451	0.021549	0.132129	0.867871	
176000	-7.918163	333	4.327483	1.790629	0.193103	0.806897	0.998061	0.001939	0.003992	0.996008	
177000	-7.195319	12	8.445725	4.131942	0.314112	0.685888	0.925553	0.074447	0.003361	0.996639	
178000	-7.815443	421	14.030208	9.702717	0.426023	0.573977	0.954237	0.045763	0.065089	0.934911	
179000	-9.589540	23	3.512000	12.867716	0.271649	0.728351	--	--	0.003842	0.996158	
180000	-8.391192	498	5.938656	2.443782	0.366160	0.633840	--	--	0.030589	0.969411	
181000	-10.053389	262	10.098812	29.762142	0.470259	0.529741	--	--	0.057544	0.942456	
182000	-7.831747	469	2.413166	4.852745	0.029933	0.970067	0.937837	0.062163	0.003328	0.996672	
183000	-7.672644	296	7.336377	3.028762	0.276081	0.723919	--	--	0.010784	0.989216	
184000	-9.013139	356	6.483518	12.868032	0.395404	0.604596	0.826027	0.173973	0.070455	0.929545	
185000	-7.731149	334	3.203667	5.789993	0.063424	0.936576	--	--	0.002332	0.997668	
186000	-8.655491	418	14.202740	12.195312	0.385580	0.614420	0.844504	0.155496	0.123195	0.876805	
187000	-9.791397	251	27.608078	12.750905	0.476217	0.523783	--	--	0.137479	0.862521	
188000	-7.538382	164	9.788302	7.123949	0.359234	0.640766	--	--	0.053619	0.946381	
189000	-10.540685	241	1.975348	0.291484	0.125834	0.874166	0.999924	0.000076	0.004425	0.995575	
190000	-7.952442	394	12.660932	10.304726	0.372993	0.627007	--	--	0.059875	0.940125	
191000	-7.380228	84	7.414027	4.284188	0.269920	0.730080	0.993198	0.006802	0.008090	0.991910	
192000	-8.367533	14	4.948474	5.137163	0.193768	0.806232	0.588354	0.411646	0.005523	0.994477	
193000	-7.901999	86	12.656776	9.458196	0.388203	0.611797	0.954514	0.045486	0.089617	0.910383	
194000	-8.281205	277	8.183217	11.025514	0.320404	0.679596	0.723280	0.276720	0.050450	0.949550	
195000	-7.438728	283	6.791472	9.008502	0.229561	0.770439	--	--	0.032881	0.967119	
196000	-7.979841	215	4.060634	6.172667	0.137928	0.862072	0.917615	0.082385	0.009384	0.990616	
197000	-7.506216	224	5.814850	9.352502	0.151950	0.848050	0.986595	0.013405	0.005404	0.994596	
198000	-8.038823	339	11.955984	9.968883	0.456571	0.543429	0.951059	0.048941	0.066425	0.933575	
199000	-7.655697	480	11.560857	5.699688	0.379553	0.620447	0.989862	0.010138	0.011173	0.988827	
200000	-8.340155	96	2.618654	1.737710	0.053791	0.946209	0.996751	0.003249	0.003343	0.996657	
201000	-8.298637	376	12.041957	9.287918	0.350280	0.649720	0.968067	0.031933	0.040124	0.959876	
202000	-7.731617	357	5.759202	11.244357	0.139593	0.860407	--	--	0.016229	0.983771	
203000	-7.591945	344	8.875539	9.336694	0.268069	0.731931	0.739981	0.260019	0.029310	0.970690	
204000	-8.540972	356	3.072448	5.237562	0.155304	0.844696	0.926888	0.073112	0.015268	0.984732	
205000	-9.423031	138	5.631222	18.816412	0.300385	0.699615	0.872729	0.127271	0.010167	0.989833	
206000	-8.300606	399	11.959249	10.939681	0.360295	0.639705	--	--	0.085018	0.914982	
207000	-8.033053	270	7.454828	13.302107	0.329967	0.670033	--	--	0.009172	0.990828	
208000	-8.233959	363	6.645793	5.133528	0.284289	0.715711	--	--	0.024417	0.975583	
209000	-8.264735	463	8.786313	9.356574	0.343039	0.656961	0.919355	0.080645	0.074155	0.925845	
210000	-10.553292	487	3.848867	18.636844	0.274482	0.725518	0.680163	0.319837	0.009970	0.990030	
211000	-6.972698	428	5.994565	7.602100	0.172244	0.827756	0.978584	0.021416	0.020130	0.979870	
212000	-10.403227	317	27.500616	7.547493	0.487286	0.512714	0.957754	0.042246	0.202502	0.797498	
213000	-8.635936	242	13.454225	4.491880	0.368431	0.631569	0.969499	0.030501	0.046741	0.953259	
214000	-8.142986	101	3.798083	8.898311	0.141297	0.858703	0.932330	0.067670	0.007369	0.992631	
215000	-9.026669	17	3.044433	3.507874	0.056134	0.943866	--	--	0.003584	0.996416	
216000	-8.007949	100	2.943926	4.733671	0.069394	0.930606	--	--	0.003949	0.996051	
217000	-8.038138	277	8.913240	3.972414	0.363001	0.636999	0.896572	0.103428	0.048498	0.951502	
218000	-9.152253	37	16.079349	2.504410	0.494060	0.505940	0.997875	0.002125	0.144283	0.855717	
219000	-8.241899	411	7.824918	7.130521	0.339811	0.660189	0.807559	0.192441	0.032301	0.967699	
220000	-9.436977	115	1.056409	9.664373	0.014822	0.985178	0.250111	0.749889	0.000363	0.999637	
221000	-8.670048	141	2.207651	13.129468	0.019926	0.980074	0.871874	0.128126	0.002662	0.997338	
222000	-7.668159	76	5.203802	5.072898	0.154689	0.845311	--	--	0.004567	0.995433	
223000	-8.244181	492	7.140697	5.811815	0.330214	0.669786	0.765635	0.234365	0.052122	0.947878	
224000	-8.440671	2	14.030589	14.780287	0.453983	0.546017	0.896991	0.103009	0.164627	0.835373	
225000	-7.999749	458	4.514660	9.470565	0.156722	0.843278	0.947796	0.052204	0.006268	0.993732	
226000	-8.986631	234	1.349542	7.730284	0.028146	0.971854	--	--	0.000376	0.999624	
227000	-7.870310	66	9.854470	12.856103	0.330885	0.669115	0.919283	0.080717	0.047337	0.952663	
228000	-8.026539	402	8.079908	9.557568	0.293662	0.706338	--	--	0.029773	0.970227	
229000	-8.174871	222	13.106658	12.887320	0.380245	0.619755	0.795294	0.204706	0.032394	0.967606	
230000	-8.440815	469	2.578277	2.140636	0.037921	0.962079	0.987173	0.012827	0.003549	0.996451	
231000	-8.364285	179	7.052546	4.290586	0.267757	0.732243	0.968076	0.031924	0.027652	0.972348	
232000	-8.177355	258	7.961714	13.972373	0.322310	0.677690	--	--	0.021726	0.978274	
233000	-8.212950	292	3.919456	4.014592	0.095175	0.904825	0.955235	0.044765	0.007982	0.992018	
234000	-8.948718	110	16.472294	22.108630	0.481014	0.518986	--	--	0.163086	0.836914	
235000	-8.032153	187	6.809185	2.736073	0.223982	0.776018	0.835297	0.164703	0.012583	0.987417	
236000	-7.868013	234	9.144800	5.625454	0.323894	0.676106	--	--	0.015882	0.984118	
237000	-7.585765	48	5.878049	5.820891	0.171396	0.828604	--	--	0.023636	0.976364	
238000	-8.534340	421	2.450691	1.426886	0.061272	0.938728	0.996376	0.003624	0.002282	0.997718	
239000	-7.904511	326	9.545038	5.364271	0.267487	0.732513	--	--	0.009525	0.990475	
240000	-7.685603	239	5.853462	4.754682	0.263311	0.736689	0.992212	0.007788	0.009892	0.990108	
241000	-9.157034	451	7.478407	16.963625	0.336379	0.663621	0.704067	0.295933	0.058544	0.941456	
242000	-8.948029	57	23.692935	15.981040	0.448113	0.551887	--	--	0.223495	0.776505	
243000	-7.903108	282	5.818056	4.743395	0.239273	0.760727	0.972405	0.027595	0.006381	0.993619	
244000	-7.613300	215	9.199511	5.904648	0.349693	0.650307	0.953604	0.046396	0.039704	0.960296	
245000	-8.346617	267	16.675283	10.886962	0.431812	0.568188	0.942865	0.057135	0.141790	0.858210	
246000	-8.325506	243	7.520853	1.823717	0.411975	0.588025	0.966276	0.033724	0.020803	0.979197	
247000	-7.984500	475	3.611538	8.613924	0.098820	0.901180	0.927226	0.072774	0.004286	0.995714	
248000	-7.511797	400	13.250458	5.812170	0.288951	0.711049	0.993155	0.006845	0.046947	0.953053	
249000	-9.359834	386	4.810445	1.074352	0.162671	0.837329	--	--	0.007900	0.992100	
250000	-7.810364	242	10.174374	7.091606	0.306667	0.693333	0.929161	0.070839	0.029618	0.970382	
251000	-9.003048	498	3.566570	9.134064	0.127245	0.872755	--	--	0.014803	0.985197	
252000	-8.373858	384	1.887765	3.091550	0.030531	0.969469	0.965914	0.034086	0.003008	0.996992	
253000	-9.413394	190	10.431650	26.612543	0.414858	0.585142	--	--	0.059883	0.940117	
254000	-8.038100	320	11.558848	2.501739	0.415916	0.584084	--	--	0.081641	0.918359	
255000	-8.399687	236	4.838398	1.952859	0.219329	0.780671	0.946442	0.053558	0.011001	0.988999	
256000	-7.604735	240	3.694919	5.661248	0.093909	0.906091	0.777068	0.222932	0.005442	0.994558	
257000	-10.246507	178	0.775449	11.280481	0.009957	0.990043	0.509584	0.490416	0.000163	0.999837	
258000	-7.874000	69	4.585654	5.996417	0.136811	0.863189	--	--	0.009547	0.990453	
259000	-8.652328	155	16.104103	16.128632	0.414242	0.585758	0.908686	0.091314	0.038104	0.961896	
260000	-8.487464	131	8.797164	15.694252	0.292597	0.707403	--	--	0.027193	0.972807	
261000	-7.498709	229	2.964796	4.340092	0.069271	0.930729	0.703522	0.296478	0.001096	0.998904	
262000	-7.980969	164	4.283469	8.575907	0.182168	0.817832	--	--	0.012904	0.987096	
