Default schedule
Rate	83.33
Tree Move	16.67
Rate Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
828	0.322464	172	0.843023	3.632268	828	0.322464	0.412000	0.459090	
832	0.320913	168	0.785714	3.632268	832	0.320913	0.399000	0.450507	
821	0.322777	179	0.826816	3.632268	821	0.322777	0.413000	0.445819	
795	0.314465	205	0.780488	3.632268	795	0.314465	0.410000	0.441840	
858	0.337995	142	0.809859	3.632268	858	0.337995	0.405000	0.438156	
827	0.315599	173	0.797688	3.632268	827	0.315599	0.399000	0.434597	
826	0.303874	174	0.804598	3.632268	826	0.303874	0.391000	0.430964	
841	0.323424	159	0.874214	3.632268	841	0.323424	0.411000	0.429429	
846	0.336879	154	0.798701	3.632268	846	0.336879	0.408000	0.427898	
832	0.358173	168	0.833333	3.632268	832	0.358173	0.438000	0.428571	
855	0.369591	145	0.827586	3.632268	855	0.369591	0.436000	0.429036	
811	0.327990	189	0.809524	3.632268	811	0.327990	0.419000	0.428445	
828	0.344203	172	0.819767	3.632268	828	0.344203	0.426000	0.428310	
846	0.366430	154	0.759740	3.632268	846	0.366430	0.427000	0.428241	
837	0.362007	163	0.754601	3.632268	837	0.362007	0.426000	0.428129	
821	0.349574	179	0.810056	3.632268	821	0.349574	0.432000	0.428313	
846	0.340426	154	0.805195	3.632268	846	0.340426	0.412000	0.427571	
829	0.299156	171	0.801170	3.632268	829	0.299156	0.385000	0.425721	
830	0.325301	170	0.752941	3.632268	830	0.325301	0.398000	0.424566	
823	0.360875	177	0.785311	3.632268	823	0.360875	0.436000	0.425023	
805	0.326708	195	0.805128	3.632268	805	0.326708	0.420000	0.424830	
851	0.366627	149	0.812081	3.632268	851	0.366627	0.433000	0.425132	
814	0.356265	186	0.806452	3.632268	814	0.356265	0.440000	0.425663	
831	0.322503	169	0.763314	3.632268	831	0.322503	0.397000	0.424675	
849	0.315665	151	0.801325	3.632268	849	0.315665	0.389000	0.423486	
847	0.350649	153	0.745098	3.632268	847	0.350649	0.411000	0.423083	
829	0.287093	171	0.754386	3.632268	829	0.287093	0.367000	0.421331	
843	0.303677	157	0.840764	3.632268	843	0.303677	0.388000	0.420321	
838	0.319809	162	0.790123	3.632268	838	0.319809	0.396000	0.419605	
813	0.312423	187	0.802139	3.632268	813	0.312423	0.404000	0.419159	
849	0.358068	151	0.801325	3.632268	849	0.358068	0.425000	0.419322	
844	0.327014	156	0.762821	3.632268	844	0.327014	0.395000	0.418664	
836	0.336124	164	0.823171	3.632268	836	0.336124	0.416000	0.418594	
821	0.314251	179	0.821229	3.632268	821	0.314251	0.405000	0.418246	
835	0.353293	165	0.781818	3.632268	835	0.353293	0.424000	0.418390	
836	0.339713	164	0.768293	3.632268	836	0.339713	0.410000	0.418185	
823	0.360875	177	0.728814	3.632268	823	0.360875	0.426000	0.418371	
838	0.353222	162	0.820988	3.632268	838	0.353222	0.429000	0.418618	
830	0.359036	170	0.723529	3.632268	830	0.359036	0.421000	0.418672	
831	0.333333	169	0.810651	3.632268	831	0.333333	0.414000	0.418568	
846	0.338061	154	0.863636	3.632268	846	0.338061	0.419000	0.418578	
803	0.389788	197	0.781726	3.632268	803	0.389788	0.467000	0.419608	
836	0.363636	164	0.804878	3.632268	836	0.363636	0.436000	0.419950	
843	0.319098	157	0.802548	3.632268	843	0.319098	0.395000	0.419440	
864	0.373843	136	0.757353	3.632268	864	0.373843	0.426000	0.419572	
834	0.334532	166	0.783133	3.632268	834	0.334532	0.409000	0.419364	
843	0.349941	157	0.764331	3.632268	843	0.349941	0.415000	0.419280	
839	0.327771	161	0.782609	3.632268	839	0.327771	0.401000	0.418935	
834	0.351319	166	0.807229	3.632268	834	0.351319	0.427000	0.419085	
832	0.295673	168	0.833333	3.632268	832	0.295673	0.386000	0.418483	
838	0.300716	162	0.833333	3.632268	838	0.300716	0.387000	0.417921	
818	0.320293	182	0.857143	3.632268	818	0.320293	0.418000	0.417922	
833	0.363745	167	0.790419	3.632268	833	0.363745	0.435000	0.418217	
828	0.316425	172	0.877907	3.632268	828	0.316425	0.413000	0.418129	
807	0.302354	193	0.829016	3.632268	807	0.302354	0.404000	0.417893	
840	0.347619	160	0.825000	3.632268	840	0.347619	0.424000	0.417993	
826	0.361985	174	0.879310	3.632268	826	0.361985	0.452000	0.418542	
809	0.315204	191	0.816754	3.632268	809	0.315204	0.411000	0.418422	
837	0.360812	163	0.840491	3.632268	837	0.360812	0.439000	0.418743	
828	0.328502	172	0.738372	3.632268	828	0.328502	0.399000	0.418440	
840	0.322619	160	0.756250	3.632268	840	0.322619	0.392000	0.418039	
833	0.334934	167	0.838323	3.632268	833	0.334934	0.419000	0.418053	
827	0.330109	173	0.757225	3.632268	827	0.330109	0.404000	0.417847	
833	0.334934	167	0.784431	3.632268	833	0.334934	0.410000	0.417733	
847	0.350649	153	0.843137	3.632268	847	0.350649	0.426000	0.417851	
834	0.316547	166	0.801205	3.632268	834	0.316547	0.397000	0.417557	
817	0.324357	183	0.825137	3.632268	817	0.324357	0.416000	0.417536	
843	0.325030	157	0.808917	3.632268	843	0.325030	0.401000	0.417309	
851	0.346651	149	0.805369	3.632268	851	0.346651	0.415000	0.417278	
832	0.343750	168	0.875000	3.632268	832	0.343750	0.433000	0.417488	
806	0.326303	194	0.798969	3.632268	806	0.326303	0.418000	0.417495	
830	0.320482	170	0.911765	3.632268	830	0.320482	0.421000	0.417540	
820	0.350000	180	0.822222	3.632268	820	0.350000	0.435000	0.417764	
