Options:
Model:                           Discrete: Independent
Tree File Name:                  Primates.trees
Data File Name:                  Primates.txt
Log File Name:                   Primates_discrete_independent.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            777135391
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   Primates_discrete_independent.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      500
     Taxa:                       60
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
748000	-44.461478	252	0.285313	5.030774	0.579973	1.370039	0.040067	0.065887	0.338089	0.555957	
749000	-45.004035	63	1.607202	6.213299	3.037568	3.802914	0.388283	0.187733	0.285801	0.138183	
750000	-40.124277	204	1.442186	4.962128	2.412435	0.269418	0.607291	0.001479	0.390279	0.000950	
751000	-40.341756	69	0.734502	0.774335	3.521288	1.477821	0.825888	0.139201	0.029876	0.005035	
752000	-39.781622	458	1.638168	5.597508	3.169332	1.871328	0.600556	0.050007	0.322578	0.026860	
753000	-40.801375	307	1.123986	6.054813	2.481070	2.202425	0.425991	0.095756	0.390480	0.087774	
754000	-42.423221	253	0.431376	4.777333	1.645776	0.966218	0.137300	0.009485	0.798081	0.055135	
755000	-42.676642	50	0.137067	3.805032	3.642635	1.804003	0.056077	0.012738	0.758813	0.172371	
756000	-42.496416	312	1.121808	0.112719	6.041640	4.036024	0.714766	0.285064	0.000122	0.000049	
757000	-40.764416	163	0.582973	2.029549	3.135160	1.700777	0.718386	0.067745	0.195438	0.018430	
758000	-43.039010	411	2.114733	6.518404	0.978343	2.010956	0.214713	0.250645	0.246680	0.287961	
759000	-39.869852	187	0.712687	3.559765	3.441161	2.096428	0.564292	0.101218	0.283617	0.050873	
760000	-41.596050	327	1.511511	3.076988	4.903201	3.731147	0.381060	0.235971	0.236510	0.146458	
761000	-44.736070	332	0.784257	5.472250	3.166540	6.492018	0.139051	0.151447	0.339614	0.369888	
762000	-43.005840	267	1.835160	3.929476	3.199814	5.263294	0.359217	0.291523	0.192796	0.156464	
763000	-42.517966	68	0.825512	1.285396	7.521451	7.050134	0.676068	0.314518	0.006425	0.002989	
764000	-41.503113	399	2.201992	4.600964	3.701802	2.325791	0.597262	0.095410	0.264996	0.042332	
765000	-41.911845	112	0.493988	3.559146	3.346467	4.079759	0.107396	0.111751	0.382667	0.398186	
766000	-42.327817	27	1.394701	3.957146	5.058877	1.071489	0.689373	0.035177	0.262077	0.013373	
767000	-42.927386	225	0.257655	6.065492	3.493633	2.249160	0.076824	0.016297	0.748168	0.158711	
768000	-40.649787	359	1.896387	0.289633	2.657870	2.294903	0.826418	0.172221	0.001127	0.000235	
769000	-41.983928	246	2.462534	0.777755	2.693995	1.771114	0.791234	0.185439	0.018898	0.004429	
770000	-41.453629	25	1.143872	3.414784	1.436099	1.567423	0.573158	0.110124	0.265673	0.051045	
771000	-44.745359	459	0.161590	4.787266	4.906974	2.716668	0.022419	0.007911	0.716763	0.252907	
772000	-43.638128	197	2.650000	1.750083	1.846909	2.255823	0.717738	0.200909	0.063561	0.017792	
773000	-41.852418	475	1.019782	3.185803	4.128335	1.109769	0.675870	0.036182	0.273316	0.014632	
774000	-43.117626	383	1.425588	1.896307	1.863943	4.335113	0.335427	0.535299	0.049800	0.079474	
775000	-46.259899	218	3.594252	1.137225	3.935880	0.720403	0.942807	0.018699	0.037745	0.000749	
776000	-42.734120	291	2.069159	5.702996	3.303540	3.059757	0.339062	0.173140	0.322907	0.164890	
777000	-39.806230	97	0.518320	1.545867	3.430854	1.471324	0.871009	0.068799	0.055786	0.004406	
778000	-41.385442	161	1.226274	1.425735	6.382015	3.676956	0.610891	0.312645	0.050579	0.025885	
779000	-42.504035	285	1.328133	4.281760	4.106455	1.113117	0.554204	0.033295	0.389124	0.023377	
780000	-41.989876	423	0.620620	2.756085	4.398129	3.636095	0.590327	0.213314	0.144238	0.052120	
781000	-49.427436	190	5.150307	9.973953	1.842473	6.218599	0.215963	0.295832	0.206009	0.282196	
782000	-43.361630	194	1.541767	1.040408	4.192290	3.793335	0.575873	0.374070	0.030345	0.019711	
783000	-43.620051	91	1.341377	5.854966	2.032951	3.263108	0.343864	0.186630	0.304332	0.165174	
784000	-44.704432	245	2.152842	4.311436	8.877910	6.221520	0.382661	0.308480	0.171005	0.137854	
785000	-41.277920	458	0.819141	1.493517	1.317009	2.688524	0.712072	0.247985	0.029626	0.010318	
786000	-46.037536	385	0.545930	7.037864	2.323641	6.697084	0.150850	0.158011	0.337558	0.353581	
787000	-43.032293	166	2.027716	2.675637	1.682248	2.550978	0.536791	0.261587	0.135560	0.066061	
788000	-41.808807	497	1.862495	2.624414	2.710336	2.230681	0.686719	0.156009	0.128158	0.029115	
789000	-45.608203	424	1.263053	0.736667	7.723387	8.523315	0.518318	0.469113	0.006598	0.005971	
790000	-40.576186	371	1.499301	5.297968	2.173691	1.821838	0.523799	0.071888	0.355520	0.048793	
791000	-42.387953	312	1.131052	2.671723	6.576486	6.497312	0.526277	0.356104	0.070151	0.047468	
792000	-42.825661	26	2.348758	2.494253	3.861048	5.163650	0.542994	0.328474	0.080085	0.048446	
793000	-43.519586	357	0.204786	5.740097	5.217700	1.478800	0.054668	0.006606	0.837517	0.101209	
794000	-41.858437	352	2.368795	3.540914	3.813362	2.858149	0.696893	0.128880	0.147035	0.027192	
795000	-43.507266	209	2.636732	1.437318	2.480968	1.007523	0.920857	0.029671	0.047928	0.001544	
796000	-41.014811	69	1.558423	4.423510	4.497094	2.394334	0.429694	0.157392	0.302216	0.110698	
797000	-43.098694	424	0.938921	0.711819	1.744755	4.312985	0.533152	0.455296	0.006231	0.005321	
798000	-41.243236	245	0.490800	1.792372	3.746838	3.849686	0.575840	0.298812	0.082525	0.042823	
799000	-44.584729	142	1.067747	8.429801	3.972411	3.245287	0.231208	0.126726	0.414743	0.227323	
800000	-39.283321	43	1.947931	2.171678	1.603334	0.357620	0.904030	0.002924	0.092746	0.000300	
801000	-40.913913	161	1.114858	2.186037	5.041275	1.022609	0.782127	0.048619	0.159348	0.009906	
802000	-42.542624	414	1.510001	5.225531	3.997036	4.349938	0.621963	0.147074	0.186793	0.044170	
803000	-42.635434	421	0.818661	0.985618	2.018532	4.035088	0.587607	0.384318	0.016974	0.011102	
804000	-44.366122	285	2.044459	3.193565	6.130349	2.315022	0.554532	0.176991	0.203520	0.064958	
805000	-40.021477	124	1.176618	1.842294	2.223770	3.317380	0.571434	0.348433	0.049780	0.030353	
806000	-43.012840	136	0.940362	0.610440	1.720516	4.491623	0.470664	0.523012	0.002995	0.003328	
807000	-42.205548	215	0.861003	4.062364	3.205197	4.031234	0.344609	0.183763	0.307600	0.164028	
808000	-42.082307	270	1.642443	1.588579	3.170384	3.788732	0.646492	0.282396	0.049493	0.021619	
809000	-44.055765	9	0.330745	7.316442	1.294893	3.942589	0.014040	0.032675	0.286505	0.666780	
810000	-41.957350	282	1.374194	5.305650	2.127530	2.432911	0.522213	0.117674	0.293890	0.066224	
811000	-43.076899	137	1.042059	1.780528	0.998103	0.613293	0.880559	0.016292	0.101275	0.001874	
812000	-40.912121	204	2.187281	3.562186	4.169544	0.765841	0.726024	0.017938	0.249864	0.006173	
813000	-42.464145	267	1.808882	6.547368	2.836514	1.000181	0.452224	0.012327	0.521241	0.014208	
814000	-41.640091	357	1.093067	4.519307	1.902393	1.169854	0.451442	0.050566	0.447830	0.050162	
815000	-38.984128	359	0.766570	3.017938	2.908451	1.962709	0.647222	0.090588	0.229999	0.032192	
816000	-41.791679	133	0.931876	2.632818	3.128040	2.244819	0.579576	0.160143	0.203933	0.056349	
817000	-39.487765	201	0.528900	2.862475	3.050085	2.123230	0.629886	0.090127	0.244939	0.035047	
818000	-40.382237	312	0.620168	2.172905	1.019299	1.706984	0.669235	0.241681	0.065449	0.023636	
819000	-42.442174	314	1.201327	0.877422	1.842476	3.246744	0.518969	0.437924	0.023379	0.019728	
820000	-42.855088	357	2.470556	3.028712	4.751792	2.731077	0.552954	0.200670	0.180773	0.065604	
821000	-41.949412	69	1.765145	3.330249	4.300094	5.569911	0.373697	0.304686	0.177167	0.144449	
822000	-41.039830	359	0.589385	7.749728	1.825687	1.341414	0.224077	0.018433	0.699915	0.057576	
823000	-44.019001	498	2.293000	2.484656	2.514079	4.970894	0.554157	0.363148	0.049957	0.032738	
824000	-43.956759	39	2.745761	0.482864	2.491611	0.826066	0.956862	0.034204	0.008625	0.000308	
825000	-41.672595	282	1.599040	2.392968	3.567367	3.666080	0.662932	0.232284	0.077596	0.027189	
826000	-44.980356	384	1.756990	1.025930	2.085816	0.464326	0.957691	0.006382	0.035689	0.000238	
827000	-43.702022	474	3.357630	7.632685	3.123573	1.416691	0.520771	0.031456	0.422267	0.025506	
828000	-42.782788	191	1.114229	5.806903	4.994088	2.325312	0.364671	0.090492	0.436517	0.108320	
829000	-40.796539	354	0.775435	1.253323	3.457326	0.035016	0.923406	0.000056	0.076534	0.000005	
830000	-37.907625	43	1.368015	2.016790	2.966489	1.241625	0.879882	0.039850	0.076790	0.003478	
831000	-43.604314	424	2.486506	7.044629	4.447723	3.542226	0.386239	0.156547	0.325347	0.131867	
832000	-42.197605	8	1.424053	3.279436	2.470735	2.028042	0.617257	0.101598	0.241410	0.039735	
833000	-41.606840	485	2.261764	4.723578	1.850769	1.815989	0.543957	0.098292	0.303000	0.054751	
834000	-43.601823	161	0.631940	5.554622	8.011658	3.940356	0.250009	0.146859	0.379946	0.223186	
835000	-42.074314	411	1.794915	6.740464	2.247060	2.540755	0.262631	0.172578	0.340828	0.223962	
836000	-44.113511	261	2.767940	9.569495	3.274279	1.141556	0.516194	0.019209	0.447929	0.016668	
837000	-40.073741	68	1.692985	3.375956	4.608024	3.402607	0.806794	0.095534	0.087332	0.010341	
838000	-42.777678	233	1.234215	1.668520	1.766226	0.257282	0.950011	0.000965	0.048974	0.000050	
839000	-41.988990	263	0.041726	2.969512	2.801511	2.038190	0.005022	0.000635	0.882658	0.111684	
840000	-40.421922	58	1.407421	1.689873	4.749530	1.919472	0.851227	0.091431	0.051780	0.005562	
841000	-41.215122	226	0.531564	1.782425	3.880499	0.833211	0.900291	0.014597	0.083754	0.001358	
842000	-47.293221	491	4.300589	0.792087	3.211716	0.948349	0.943487	0.033041	0.022677	0.000794	
843000	-41.627188	68	2.798491	0.601117	3.447433	1.739187	0.975757	0.022507	0.001697	0.000039	
844000	-42.839856	374	1.154750	3.604484	6.604598	2.633435	0.576973	0.155662	0.210558	0.056807	
845000	-43.460235	120	2.211781	6.102036	4.033060	2.379358	0.534540	0.093028	0.317224	0.055208	
846000	-41.689547	69	1.729042	1.925247	3.279291	0.192328	0.835560	0.002238	0.161768	0.000433	
847000	-41.335826	444	1.074743	1.470500	4.651410	2.282484	0.865907	0.102492	0.028257	0.003345	
848000	-40.929742	339	1.216995	2.327438	3.472026	2.405492	0.687344	0.165445	0.118652	0.028560	
849000	-41.158798	45	1.313607	4.987435	3.123934	2.608115	0.408595	0.169770	0.297871	0.123764	
850000	-43.953186	144	0.982893	1.849746	7.472217	3.884309	0.535358	0.349680	0.069540	0.045422	
851000	-41.086908	124	1.033110	3.382082	4.715352	3.327058	0.477172	0.212282	0.214930	0.095617	
852000	-40.268687	282	1.088476	4.022313	3.417940	0.139144	0.722250	0.000417	0.277173	0.000160	
853000	-42.952975	177	2.685777	2.995123	1.962834	2.858367	0.494738	0.278476	0.145108	0.081678	
854000	-43.105245	420	1.223885	4.856423	1.853750	4.192089	0.213330	0.240365	0.256875	0.289430	
855000	-40.821180	458	3.035047	5.782125	3.256257	1.342366	0.634708	0.025840	0.326173	0.013279	
856000	-44.482772	371	3.216898	6.979875	3.506324	4.708239	0.396858	0.196295	0.272207	0.134640	
857000	-41.577579	307	0.552857	1.259274	2.676893	4.776248	0.578087	0.353620	0.042373	0.025920	
858000	-42.475593	414	2.085201	3.218486	5.413156	0.799100	0.903850	0.005751	0.089828	0.000572	
859000	-44.011392	23	1.750640	0.383614	2.134162	1.498134	0.888395	0.109841	0.001570	0.000194	
860000	-43.532631	251	1.828982	2.830492	0.895208	3.684246	0.181980	0.583811	0.055657	0.178553	
861000	-48.387367	144	5.498993	7.502662	2.143294	4.000395	0.300181	0.233363	0.262436	0.204020	
862000	-42.461939	414	1.520142	0.152181	2.954605	0.388235	0.998845	0.001031	0.000124	0.000000	
863000	-42.066630	312	0.870942	3.336221	7.131814	3.723294	0.576795	0.216992	0.149842	0.056371	
864000	-43.518539	178	1.106881	1.560882	2.180222	2.883296	0.586208	0.324712	0.057326	0.031754	
865000	-41.114607	97	1.627410	0.374449	4.228550	1.725623	0.893149	0.103983	0.002569	0.000299	
866000	-42.223016	433	1.459440	5.382530	2.643980	4.578906	0.281507	0.219850	0.279983	0.218660	
867000	-41.066223	310	2.226607	4.338761	1.913363	2.544477	0.476447	0.184485	0.244424	0.094644	
868000	-42.691554	481	2.023094	3.429329	1.073839	4.635578	0.382562	0.430890	0.087733	0.098815	
869000	-40.610432	159	0.655540	2.003326	3.432666	1.731353	0.839062	0.065015	0.089025	0.006898	
870000	-43.392366	381	1.047233	5.788499	3.826829	2.063204	0.285936	0.072186	0.512496	0.129382	
871000	-41.983814	261	1.047158	1.902347	4.154866	2.149210	0.818361	0.111314	0.061905	0.008420	
872000	-42.952609	45	0.602144	4.143147	5.400982	5.530269	0.263052	0.204772	0.299236	0.232940	
873000	-41.256080	45	0.842917	1.925400	1.116547	3.022928	0.378463	0.490549	0.057046	0.073941	
874000	-46.245666	154	4.544229	4.271406	2.760700	2.598044	0.408331	0.213036	0.248819	0.129814	
875000	-41.757069	458	0.388539	7.903972	2.142694	1.382507	0.252830	0.011276	0.704476	0.031418	
876000	-44.639884	310	3.559663	7.468685	4.545744	0.764147	0.531575	0.017187	0.437106	0.014133	
877000	-41.375616	183	2.654311	1.593895	1.939921	1.788277	0.783943	0.165145	0.042053	0.008859	
878000	-42.322793	298	0.902841	2.349787	4.756938	3.178626	0.635845	0.227241	0.100866	0.036048	
879000	-43.475458	199	2.107044	3.234405	2.906265	4.929139	0.410823	0.333121	0.141400	0.114656	
880000	-41.996056	319	0.739861	6.238779	3.491664	2.242551	0.333395	0.043905	0.550240	0.072461	
881000	-44.181831	482	1.118637	3.587733	1.927029	6.044507	0.365037	0.392596	0.116776	0.125592	
882000	-44.002904	51	0.212888	3.642448	6.042461	3.879016	0.030689	0.019850	0.576546	0.372916	
883000	-42.660426	397	1.057730	0.483925	4.530648	2.166198	0.809690	0.182476	0.006393	0.001441	
884000	-41.039301	183	1.236198	4.794063	3.000727	4.838524	0.338451	0.243681	0.242948	0.174920	
885000	-44.876896	96	1.610338	7.089361	2.515263	1.936639	0.348588	0.068764	0.486649	0.095999	
886000	-39.291237	43	0.961140	0.092320	2.283163	0.520810	0.992958	0.006898	0.000142	0.000001	
887000	-38.732045	43	0.751722	0.447495	3.895635	0.659423	0.984521	0.012249	0.003190	0.000040	
888000	-45.219574	219	0.455114	5.672919	3.177169	0.860363	0.184005	0.004956	0.789769	0.021270	
889000	-43.061066	59	0.443374	4.471020	5.651898	3.135783	0.179142	0.077580	0.518665	0.224614	
890000	-42.030401	498	1.148812	4.520146	2.026608	1.702702	0.569978	0.069484	0.321362	0.039176	
891000	-39.796454	230	1.280755	1.072989	2.011398	1.064869	0.940574	0.034253	0.024289	0.000885	
892000	-41.442424	389	0.893006	1.480064	2.498442	3.686927	0.527507	0.392588	0.045811	0.034094	
893000	-40.257959	423	1.147001	3.982413	2.772069	0.486161	0.700354	0.003669	0.294434	0.001543	
894000	-39.980438	31	2.069190	2.765552	2.542016	0.985283	0.801160	0.027492	0.165663	0.005685	
895000	-40.926657	307	1.503848	3.345129	4.699017	3.375341	0.534112	0.203892	0.189613	0.072383	
896000	-41.418193	427	1.637478	4.491071	2.860111	2.076341	0.556550	0.095756	0.296654	0.051040	
897000	-40.525970	327	0.981573	4.604992	2.203296	3.129279	0.211396	0.159957	0.357863	0.270784	
898000	-42.668421	458	1.581865	1.522111	6.500441	4.857865	0.635760	0.324959	0.025994	0.013287	
899000	-41.783649	117	1.353694	2.553603	1.857717	0.281197	0.707170	0.004233	0.286880	0.001717	
900000	-43.007952	177	2.836990	5.186367	3.249799	3.386637	0.408116	0.204617	0.257943	0.129324	
901000	-44.291373	273	2.458772	4.244366	1.921374	0.114717	0.715642	0.000166	0.284126	0.000066	
902000	-41.128864	208	1.052374	4.247997	4.701759	5.000373	0.339962	0.213377	0.274421	0.172240	
903000	-44.808333	405	0.155084	4.755462	5.603450	7.306798	0.015873	0.013538	0.523827	0.446761	
904000	-40.851600	339	1.224935	1.645755	3.293302	2.251710	0.765420	0.163694	0.058397	0.012489	
905000	-42.040535	314	2.231990	4.912702	4.106769	1.988157	0.400563	0.106190	0.389888	0.103360	
906000	-42.373567	386	0.972111	3.992348	5.280652	4.942878	0.333448	0.222304	0.266546	0.177701	
907000	-41.092042	489	0.809182	0.792819	2.349051	1.500183	0.946967	0.045765	0.006933	0.000335	
908000	-41.896488	260	0.627285	4.649768	3.838720	0.001207	0.359416	0.000000	0.640584	0.000000	
909000	-40.033882	404	1.549617	0.869451	2.907944	1.697946	0.905774	0.080013	0.013060	0.001154	
910000	-39.523812	43	1.972226	4.469190	2.034333	2.022476	0.586039	0.093296	0.276626	0.044038	
911000	-42.563762	232	1.205671	2.036090	5.858690	1.812968	0.787091	0.115236	0.085200	0.012474	
912000	-39.364773	97	1.267333	2.572516	3.238536	1.913719	0.740090	0.103011	0.137729	0.019170	
913000	-39.945808	312	1.358558	1.864608	4.171250	1.085588	0.912273	0.035566	0.050204	0.001957	
914000	-44.468402	344	2.715754	7.673898	2.280922	1.141611	0.497121	0.026501	0.452269	0.024110	
915000	-41.998273	313	1.228425	5.857885	3.509160	2.057692	0.499246	0.053054	0.404694	0.043006	
916000	-41.971770	389	1.956898	2.211689	2.450173	2.777836	0.568718	0.289087	0.094274	0.047921	
917000	-43.707172	452	1.290447	5.180059	1.114535	0.984367	0.444940	0.083240	0.397462	0.074358	
918000	-43.451801	405	0.779390	3.518441	1.116381	2.985132	0.218835	0.284492	0.215942	0.280732	
919000	-43.283787	42	2.293267	1.699059	1.742786	0.399327	0.895048	0.005683	0.098642	0.000626	
920000	-39.178953	58	1.485561	3.238996	2.997392	1.651486	0.754688	0.054083	0.178441	0.012788	
921000	-44.240975	197	0.536957	5.716086	4.479112	4.546950	0.181458	0.091898	0.482357	0.244286	
922000	-44.542303	76	2.629889	6.061967	2.204244	4.180914	0.279957	0.261093	0.237475	0.221474	
923000	-42.636479	298	1.156313	6.630382	3.401131	2.868256	0.418113	0.118840	0.360564	0.102483	
924000	-41.135839	13	0.364876	1.778369	3.449616	0.737652	0.888906	0.017524	0.091761	0.001809	
925000	-44.934807	357	3.482448	9.016087	2.524719	2.760066	0.337811	0.169818	0.327657	0.164714	
926000	-44.099501	6	0.696711	3.451816	3.390402	6.107746	0.319777	0.269877	0.222536	0.187810	
927000	-42.786670	371	0.190393	4.208459	1.848116	3.233120	0.111569	0.048160	0.586920	0.253351	
928000	-40.741224	86	0.818327	1.428057	2.894521	0.576154	0.912794	0.012125	0.074097	0.000984	
929000	-40.276963	201	2.260816	2.569083	3.115587	1.881630	0.772373	0.087294	0.126083	0.014250	
930000	-41.998975	74	0.296830	4.042645	2.685677	1.206987	0.212311	0.009122	0.746493	0.032074	
931000	-41.578972	386	0.704786	2.036683	3.238008	4.321907	0.500669	0.321285	0.108452	0.069595	
932000	-43.101611	152	2.346822	4.593133	3.793028	4.073007	0.475832	0.203208	0.224910	0.096050	
933000	-43.093695	463	2.127112	5.207479	4.099578	2.686772	0.475465	0.129124	0.310963	0.084449	
934000	-41.645571	355	0.795384	3.681376	3.798138	4.546977	0.216402	0.193401	0.311661	0.278535	
935000	-40.132578	440	1.167182	0.384782	2.788235	2.606469	0.763432	0.232728	0.002943	0.000897	
936000	-41.446234	58	0.636134	6.038627	2.641751	3.805793	0.354113	0.125709	0.383896	0.136282	
937000	-43.811877	350	1.969039	3.606225	4.154523	2.436885	0.533909	0.142221	0.255745	0.068125	
938000	-44.738597	72	1.257290	4.402898	4.210817	5.496389	0.359411	0.234793	0.245451	0.160346	
939000	-42.822106	13	2.530403	4.704394	4.165097	2.504359	0.562873	0.121031	0.260157	0.055940	
940000	-40.222037	394	1.644167	1.110014	2.900277	1.093924	0.952443	0.027570	0.019425	0.000562	
941000	-42.712972	214	0.460591	1.849229	2.742697	3.028298	0.487167	0.265522	0.160069	0.087243	
942000	-42.199381	466	1.445811	3.138654	1.634316	1.242660	0.719793	0.038612	0.229294	0.012300	
943000	-42.957933	444	0.375053	5.316290	2.970511	4.102570	0.228178	0.080505	0.511021	0.180296	
944000	-43.087684	62	1.347443	5.266881	3.893125	4.115573	0.261830	0.189679	0.318070	0.230421	
945000	-43.270519	406	0.380841	4.421079	2.292805	2.765142	0.134996	0.066985	0.533365	0.264654	
946000	-41.881868	69	0.306185	5.371483	4.153442	3.087370	0.140567	0.069911	0.527280	0.262243	
947000	-41.080471	86	1.561857	1.079424	1.961350	1.808788	0.780741	0.188052	0.025149	0.006058	
948000	-47.039784	230	1.491644	3.475038	11.510591	6.665885	0.415333	0.351461	0.126316	0.106890	
949000	-44.905335	151	3.488608	3.210941	3.117819	4.236969	0.546272	0.251530	0.138449	0.063749	
950000	-42.249758	48	2.114527	2.781683	4.103332	4.334387	0.638489	0.250077	0.080072	0.031362	
951000	-43.324658	411	0.190530	0.888886	1.713350	2.410841	0.421896	0.337528	0.133651	0.106925	
952000	-40.147529	43	2.096396	3.925373	4.985671	1.428775	0.685048	0.046725	0.251100	0.017127	
953000	-40.762931	230	1.224454	4.628809	4.337863	0.752171	0.628215	0.012010	0.353027	0.006749	
954000	-40.483606	440	0.864845	2.102576	1.666625	0.256981	0.868309	0.001592	0.129861	0.000238	
955000	-44.124918	226	3.528705	2.568767	3.250107	2.707798	0.692362	0.158880	0.120993	0.027765	
956000	-41.840912	226	1.931756	2.086652	3.392566	3.423985	0.667743	0.242569	0.065790	0.023899	
957000	-43.290960	224	1.531868	5.661642	3.411937	4.217813	0.309054	0.208164	0.288477	0.194305	
958000	-41.956716	13	2.012413	1.935130	1.353949	0.372646	0.908872	0.003840	0.086920	0.000367	
959000	-41.626191	366	0.835483	3.300264	2.228875	2.543373	0.536295	0.141745	0.254654	0.067306	
960000	-44.792127	291	2.283864	0.620418	2.652642	5.027802	0.465351	0.526728	0.003715	0.004205	
961000	-41.267516	379	2.224455	2.940625	1.029488	2.818099	0.230510	0.524303	0.074877	0.170310	
962000	-42.773299	138	0.356365	7.286605	3.160064	3.070898	0.064354	0.027766	0.634234	0.273646	
963000	-41.083045	245	1.310611	1.890072	5.259531	3.603320	0.622783	0.280683	0.066544	0.029991	
964000	-41.628083	424	1.323729	1.260228	2.558626	0.917496	0.937338	0.024388	0.037304	0.000971	
965000	-42.053036	413	1.630958	5.967068	3.990224	3.184902	0.423352	0.147550	0.318197	0.110901	
966000	-43.134612	157	1.347359	2.235198	1.723970	4.654760	0.354305	0.428725	0.098174	0.118795	
967000	-42.207110	214	0.682944	2.418979	2.529713	2.528664	0.488552	0.215762	0.205105	0.090582	
968000	-42.850926	415	1.858813	3.329528	2.333630	2.050527	0.581034	0.160289	0.202745	0.055931	
969000	-41.724035	196	1.994086	1.594921	2.165537	0.057336	0.935137	0.000065	0.064793	0.000004	
970000	-40.744189	198	2.054136	6.003834	2.537094	1.450364	0.509834	0.023706	0.445734	0.020726	
971000	-42.902605	109	0.758046	2.199919	2.713926	5.558136	0.501876	0.352643	0.085444	0.060037	
972000	-40.099503	458	1.121394	2.731427	3.661610	3.399847	0.683074	0.186405	0.102539	0.027982	
973000	-42.551966	411	0.527109	3.327301	2.513882	5.916341	0.136275	0.173162	0.304122	0.386442	
974000	-46.021111	28	2.466753	1.765706	3.658193	0.849232	0.812732	0.043736	0.136202	0.007330	
975000	-41.129629	307	2.024528	4.819384	2.112009	1.633159	0.563212	0.080274	0.312039	0.044475	
976000	-40.624582	27	1.178935	2.760043	2.140313	1.545317	0.757066	0.084308	0.142731	0.015895	
977000	-43.396938	81	0.116499	7.060892	2.407175	3.770477	0.016068	0.004350	0.770871	0.208710	
978000	-45.072941	324	1.021417	3.132459	0.392665	4.950310	0.042824	0.522130	0.032977	0.402069	
979000	-42.282637	358	1.655971	1.924668	2.387772	2.529449	0.638832	0.246061	0.083099	0.032008	
980000	-41.276875	7	0.823286	1.900933	2.542130	4.711888	0.419902	0.391685	0.097482	0.090931	
981000	-40.444054	411	0.427653	3.378454	2.605835	2.504445	0.153479	0.087205	0.484200	0.275117	
982000	-43.946318	331	1.489944	4.613405	3.772187	0.241915	0.600816	0.000419	0.398488	0.000278	
983000	-41.953040	257	0.887984	1.569973	5.047439	1.071868	0.873511	0.055598	0.066650	0.004242	
984000	-40.325165	481	1.387440	2.170688	1.610215	2.544973	0.730158	0.187188	0.065788	0.016866	
985000	-43.177999	246	1.724896	3.680665	3.640825	6.277603	0.352930	0.311432	0.178302	0.157337	
986000	-42.245444	138	1.622070	5.738653	4.274189	1.987617	0.408742	0.071659	0.442092	0.077506	
987000	-41.619620	389	0.861914	2.270038	3.835715	3.718462	0.512297	0.290164	0.126111	0.071429	
988000	-41.706872	357	1.084398	6.081365	3.191443	2.500743	0.303876	0.108715	0.432630	0.154778	
989000	-39.931662	230	1.189653	2.194333	2.006709	2.973644	0.670535	0.220776	0.081767	0.026922	
990000	-41.548242	30	1.221932	4.897872	4.020384	3.706846	0.354405	0.194371	0.291405	0.159819	
991000	-40.570231	245	0.709031	2.588893	3.243014	3.024134	0.565951	0.224345	0.150174	0.059530	
992000	-42.196593	479	2.348467	2.554830	5.208125	2.951005	0.692639	0.179639	0.101418	0.026303	
993000	-45.453019	301	2.337577	4.362130	7.890848	6.843908	0.418238	0.305636	0.159539	0.116586	
994000	-41.203427	90	1.821168	2.147588	1.057717	1.887877	0.479497	0.346149	0.101257	0.073097	
995000	-41.750821	447	0.456465	1.763076	2.687325	1.087181	0.684292	0.046118	0.252568	0.017022	
996000	-41.616773	489	0.824518	3.382253	4.799145	1.689548	0.711513	0.039994	0.235269	0.013224	
997000	-39.507431	31	1.040061	3.976673	2.089980	0.540585	0.705642	0.006808	0.284803	0.002748	
998000	-42.182976	478	0.931817	6.610305	4.288444	1.168404	0.393821	0.019260	0.559554	0.027365	
999000	-43.233507	171	1.798971	6.685927	3.223944	3.630194	0.395064	0.160096	0.316558	0.128282	
1000000	-41.956662	340	0.938263	1.810982	3.154677	5.175722	0.536780	0.372272	0.053703	0.037245	
1001000	-45.242521	104	2.118533	6.613695	1.491860	3.630001	0.306808	0.249215	0.244982	0.198995	
1002000	-42.746463	187	0.228524	2.476080	5.024947	5.475110	0.333180	0.202335	0.288988	0.175497	
1003000	-44.502550	278	0.730410	1.962561	1.184079	4.328868	0.378869	0.487810	0.058282	0.075040	
1004000	-40.728289	198	0.646845	2.651144	2.288882	3.867183	0.462142	0.250597	0.186261	0.101000	
1005000	-41.623111	474	1.804863	3.666458	2.983856	3.627980	0.534685	0.222123	0.171815	0.071377	
