Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_fossilised_run3.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1584410474
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_fossilised_run3.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	1
	FNode	5	Sheep Goat Cow Buffalo Pronghorn 
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - uniform 0.00 100.00 
        qGD - uniform 0.00 100.00 
Node reconstruction / fossilisation:
	Fossil Node01 FNode D 
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	Node01 P(D)	Node01 P(G)	
114000	-9.493614	442	23.519034	12.257036	0.485790	0.514210	1.000000	0.000000	
115000	-8.034277	299	15.213822	8.030198	0.441375	0.558625	1.000000	0.000000	
116000	-8.603944	121	6.810209	15.827301	0.352241	0.647759	1.000000	0.000000	
117000	-8.881951	31	10.677272	16.918698	0.422888	0.577112	1.000000	0.000000	
118000	-10.678755	243	69.752265	82.177251	0.500000	0.500000	1.000000	0.000000	
119000	-10.279584	292	23.542739	40.770921	0.494312	0.505688	1.000000	0.000000	
120000	-7.730041	331	8.617134	9.407347	0.368821	0.631179	1.000000	0.000000	
121000	-11.136312	237	65.451757	57.317741	0.499818	0.500182	1.000000	0.000000	
122000	-11.065298	307	91.450067	86.577049	0.500000	0.500000	1.000000	0.000000	
123000	-7.748159	101	8.160399	3.495477	0.335687	0.664313	1.000000	0.000000	
124000	-11.455681	363	26.898879	77.343690	0.499795	0.500205	1.000000	0.000000	
125000	-10.108821	77	48.199676	47.392279	0.499856	0.500144	1.000000	0.000000	
126000	-7.549559	101	8.516283	6.265731	0.322586	0.677414	1.000000	0.000000	
127000	-10.263567	31	31.248811	49.361266	0.499574	0.500426	1.000000	0.000000	
128000	-8.785213	31	16.609350	13.337314	0.458206	0.541794	1.000000	0.000000	
129000	-7.377612	447	5.700568	7.273889	0.117512	0.882488	1.000000	0.000000	
130000	-8.154970	319	2.608292	4.015221	0.091124	0.908876	1.000000	0.000000	
131000	-10.472551	182	36.639715	23.994637	0.499436	0.500564	1.000000	0.000000	
132000	-10.116650	137	34.880375	38.270854	0.498879	0.501121	1.000000	0.000000	
133000	-11.244063	65	53.397426	32.344571	0.499179	0.500821	1.000000	0.000000	
134000	-8.976220	328	13.448793	18.843853	0.450651	0.549349	1.000000	0.000000	
135000	-9.267094	402	7.328188	17.952747	0.329770	0.670230	1.000000	0.000000	
136000	-10.832084	291	45.872687	83.694673	0.499983	0.500017	1.000000	0.000000	
137000	-9.076101	230	13.202739	17.067921	0.445661	0.554339	1.000000	0.000000	
138000	-10.493542	319	55.127744	81.184449	0.499997	0.500003	1.000000	0.000000	
139000	-8.972250	483	21.733844	19.581105	0.463834	0.536166	1.000000	0.000000	
140000	-8.539611	396	7.530836	0.955355	0.708632	0.291368	1.000000	0.000000	
141000	-11.147520	174	81.978744	61.380857	0.499981	0.500019	1.000000	0.000000	
142000	-9.297795	390	22.966402	17.424135	0.490571	0.509429	1.000000	0.000000	
143000	-10.541555	48	44.866750	39.097091	0.499001	0.500999	1.000000	0.000000	
144000	-8.696352	99	17.408026	4.285549	0.488341	0.511659	1.000000	0.000000	
145000	-10.723291	370	49.712293	88.946759	0.499997	0.500003	1.000000	0.000000	
146000	-9.099401	317	5.216146	13.944201	0.281302	0.718698	1.000000	0.000000	
147000	-7.857086	367	12.784410	11.688054	0.405089	0.594911	1.000000	0.000000	
148000	-10.352799	284	28.962472	27.457575	0.496731	0.503269	1.000000	0.000000	
149000	-10.831516	259	55.380296	83.684399	0.499974	0.500026	1.000000	0.000000	
150000	-8.038652	355	9.200802	9.748667	0.301064	0.698936	1.000000	0.000000	
151000	-7.912896	40	18.396057	11.527902	0.454548	0.545452	1.000000	0.000000	
152000	-9.119029	7	6.900080	16.649236	0.369658	0.630342	1.000000	0.000000	
153000	-7.796807	79	17.209737	13.085429	0.432328	0.567672	1.000000	0.000000	
154000	-10.678471	243	49.288691	84.717501	0.500000	0.500000	1.000000	0.000000	
155000	-8.423595	121	15.298100	18.740002	0.468393	0.531607	1.000000	0.000000	
156000	-8.044642	308	7.479244	4.643116	0.248630	0.751370	1.000000	0.000000	
157000	-10.553217	300	42.352190	44.120940	0.499971	0.500029	1.000000	0.000000	
158000	-10.257620	396	28.204434	13.122626	0.488894	0.511106	1.000000	0.000000	
159000	-9.100817	373	26.478885	19.626894	0.491626	0.508374	1.000000	0.000000	
160000	-11.961976	26	5.587146	35.073231	0.425004	0.574996	1.000000	0.000000	
161000	-8.479289	338	13.722814	16.005015	0.392613	0.607387	1.000000	0.000000	
162000	-8.338120	4	6.905661	13.016791	0.246365	0.753635	1.000000	0.000000	
163000	-10.719588	457	65.241143	87.465270	0.499977	0.500023	1.000000	0.000000	
164000	-10.844501	98	70.468867	95.857527	0.500000	0.500000	1.000000	0.000000	
165000	-8.528009	99	8.753082	0.565393	0.806666	0.193334	1.000000	0.000000	
166000	-8.354926	406	14.752886	10.843415	0.461124	0.538876	1.000000	0.000000	
167000	-9.963014	46	53.776537	61.043072	0.499157	0.500843	1.000000	0.000000	
168000	-7.763379	41	10.138114	10.288823	0.357005	0.642995	1.000000	0.000000	
169000	-8.577926	267	5.514186	14.429316	0.231417	0.768583	1.000000	0.000000	
170000	-9.863147	353	29.335965	19.613925	0.480081	0.519919	1.000000	0.000000	
171000	-9.125594	266	7.841497	15.119761	0.401538	0.598462	1.000000	0.000000	
172000	-7.631481	174	11.399600	10.580622	0.361870	0.638130	1.000000	0.000000	
173000	-10.366416	26	44.066692	61.978464	0.499942	0.500058	1.000000	0.000000	
174000	-8.911268	421	6.246595	17.017671	0.336951	0.663049	1.000000	0.000000	
175000	-7.820358	106	10.370635	6.771584	0.336592	0.663408	1.000000	0.000000	
176000	-9.731194	36	25.071551	37.849768	0.491411	0.508589	1.000000	0.000000	
177000	-9.565221	96	25.193621	41.538849	0.494416	0.505584	1.000000	0.000000	
178000	-10.257671	265	18.353548	47.680878	0.496638	0.503362	1.000000	0.000000	
179000	-11.011916	343	60.731008	70.882017	0.499993	0.500007	1.000000	0.000000	
180000	-8.548613	400	19.437673	5.400301	0.374170	0.625830	1.000000	0.000000	
181000	-10.771215	324	41.042331	38.804473	0.499812	0.500188	1.000000	0.000000	
182000	-8.540427	296	14.692098	21.306215	0.465923	0.534077	1.000000	0.000000	
183000	-11.463669	39	83.395690	54.116674	0.499992	0.500008	1.000000	0.000000	
184000	-11.743815	317	25.722979	72.219044	0.499880	0.500120	1.000000	0.000000	
185000	-10.109787	341	26.918121	49.111541	0.499098	0.500902	1.000000	0.000000	
186000	-8.236928	280	10.277765	10.661405	0.345196	0.654804	1.000000	0.000000	
187000	-9.400781	132	36.233627	32.585909	0.497017	0.502983	1.000000	0.000000	
188000	-8.557861	77	9.232168	17.340996	0.404786	0.595214	1.000000	0.000000	
189000	-8.366923	360	16.944214	18.824778	0.406392	0.593608	1.000000	0.000000	
190000	-8.749011	54	18.151412	8.510909	0.467025	0.532975	1.000000	0.000000	
191000	-10.862554	228	55.325107	43.048798	0.499970	0.500030	1.000000	0.000000	
192000	-8.099058	46	11.029534	2.979590	0.304685	0.695315	1.000000	0.000000	
193000	-9.464343	2	24.536672	18.587463	0.490310	0.509690	1.000000	0.000000	
194000	-7.978325	244	5.696775	6.352210	0.187420	0.812580	1.000000	0.000000	
195000	-10.115928	211	10.552212	27.696177	0.472565	0.527435	1.000000	0.000000	
196000	-9.335715	467	20.783759	30.299942	0.462646	0.537354	1.000000	0.000000	
197000	-8.326628	303	13.423406	7.845747	0.460507	0.539493	1.000000	0.000000	
198000	-7.678104	264	7.568886	7.653335	0.303577	0.696423	1.000000	0.000000	
199000	-8.208779	199	15.838281	9.452578	0.462621	0.537379	1.000000	0.000000	
200000	-9.105092	81	12.801425	2.329587	0.513987	0.486013	1.000000	0.000000	
201000	-8.239105	469	15.329533	8.709851	0.376801	0.623199	1.000000	0.000000	
202000	-8.705809	147	15.961593	3.955502	0.478118	0.521882	1.000000	0.000000	
203000	-9.881785	90	19.489183	4.871198	0.452743	0.547257	1.000000	0.000000	
204000	-10.109970	123	10.642816	0.374944	0.766292	0.233708	1.000000	0.000000	
205000	-11.900938	180	75.236832	48.014546	0.499970	0.500030	1.000000	0.000000	
206000	-9.157578	410	18.314493	20.492498	0.487251	0.512749	1.000000	0.000000	
207000	-8.499837	232	14.076234	17.617015	0.431580	0.568420	1.000000	0.000000	
208000	-9.758297	469	25.556595	35.232150	0.485642	0.514358	1.000000	0.000000	
209000	-7.763481	39	10.679065	7.547820	0.356029	0.643971	1.000000	0.000000	
210000	-11.078787	469	51.516406	96.419105	0.499944	0.500056	1.000000	0.000000	
211000	-9.719924	428	15.379327	33.383315	0.470483	0.529517	1.000000	0.000000	
212000	-10.368833	149	29.870885	11.464346	0.448446	0.551554	1.000000	0.000000	
213000	-10.704074	288	54.655364	59.906924	0.499997	0.500003	1.000000	0.000000	
214000	-9.237404	468	17.737507	6.762887	0.447367	0.552633	1.000000	0.000000	
215000	-7.963999	465	12.781674	11.764430	0.426098	0.573902	1.000000	0.000000	
216000	-9.605923	106	30.649021	30.173766	0.492461	0.507539	1.000000	0.000000	
217000	-8.425525	73	9.324735	14.633095	0.322738	0.677262	1.000000	0.000000	
218000	-9.629325	228	21.328225	25.613091	0.492942	0.507058	1.000000	0.000000	
219000	-8.939823	303	16.378899	6.672551	0.473357	0.526643	1.000000	0.000000	
220000	-9.107220	89	13.559292	25.890014	0.463915	0.536085	1.000000	0.000000	
221000	-10.690351	301	22.853549	60.943981	0.499651	0.500349	1.000000	0.000000	
222000	-9.956095	472	16.879997	2.842392	0.466356	0.533644	1.000000	0.000000	
223000	-8.337691	103	13.007540	7.469741	0.395950	0.604050	1.000000	0.000000	
224000	-7.605792	186	11.232242	5.878156	0.392244	0.607756	1.000000	0.000000	
225000	-8.674839	53	6.842505	13.043369	0.268461	0.731539	1.000000	0.000000	
226000	-11.472312	312	81.118080	68.882358	0.499992	0.500008	1.000000	0.000000	
227000	-8.362120	186	18.979673	14.572475	0.461672	0.538328	1.000000	0.000000	
228000	-10.955885	275	49.040182	83.464554	0.499999	0.500001	1.000000	0.000000	
229000	-10.728185	382	52.359203	72.768093	0.499982	0.500018	1.000000	0.000000	
230000	-8.652425	408	10.888727	14.913114	0.397027	0.602973	1.000000	0.000000	
231000	-8.838306	444	5.412389	0.965253	0.322257	0.677743	1.000000	0.000000	
232000	-7.958141	53	10.071203	7.920433	0.328923	0.671077	1.000000	0.000000	
233000	-7.769508	458	5.677039	9.090566	0.204757	0.795243	1.000000	0.000000	
234000	-9.481386	43	26.265396	16.460823	0.496998	0.503002	1.000000	0.000000	
235000	-8.804272	251	18.165135	16.384176	0.449998	0.550002	1.000000	0.000000	
236000	-10.596919	156	25.156949	56.972371	0.497999	0.502001	1.000000	0.000000	
237000	-10.150181	183	34.656113	42.635992	0.495553	0.504447	1.000000	0.000000	
238000	-8.143431	397	16.473069	11.480886	0.450255	0.549745	1.000000	0.000000	
239000	-9.873866	148	32.409734	29.624421	0.496419	0.503581	1.000000	0.000000	
240000	-10.262752	288	31.608995	30.439945	0.499209	0.500791	1.000000	0.000000	
241000	-9.765303	227	14.620135	31.847712	0.483514	0.516486	1.000000	0.000000	
242000	-7.865539	270	14.176629	7.796007	0.419737	0.580263	1.000000	0.000000	
243000	-10.303218	25	40.776875	36.145313	0.496820	0.503180	1.000000	0.000000	
244000	-9.706102	173	23.851993	32.294797	0.491684	0.508316	1.000000	0.000000	
245000	-9.616108	235	19.804102	30.267699	0.491937	0.508063	1.000000	0.000000	
246000	-8.527850	165	5.086855	10.943473	0.185040	0.814960	1.000000	0.000000	
247000	-8.118211	210	10.877662	5.057770	0.412004	0.587996	1.000000	0.000000	
248000	-10.697078	203	71.788827	74.799006	0.499991	0.500009	1.000000	0.000000	
249000	-7.539485	360	8.712787	4.069501	0.244274	0.755726	1.000000	0.000000	
250000	-7.051159	400	9.300639	6.962035	0.200752	0.799248	1.000000	0.000000	
251000	-11.245720	50	1.349356	15.174324	0.029789	0.970211	1.000000	0.000000	
252000	-8.729969	215	19.809876	20.766848	0.469020	0.530980	1.000000	0.000000	
253000	-8.144431	100	3.042186	6.574553	0.076816	0.923184	1.000000	0.000000	
254000	-7.740441	350	11.193095	6.981436	0.406870	0.593130	1.000000	0.000000	
255000	-7.654436	63	10.295885	12.211583	0.277715	0.722285	1.000000	0.000000	
256000	-8.356614	445	14.577007	14.119996	0.435450	0.564550	1.000000	0.000000	
257000	-10.520549	263	16.498277	37.131635	0.488505	0.511495	1.000000	0.000000	
258000	-7.563948	390	6.265813	4.779198	0.275405	0.724595	1.000000	0.000000	
259000	-9.436800	443	9.691678	18.298213	0.460577	0.539423	1.000000	0.000000	
260000	-8.461971	36	9.100153	1.768126	0.491767	0.508233	1.000000	0.000000	
261000	-10.400398	212	32.369954	50.271370	0.496644	0.503356	1.000000	0.000000	
262000	-9.610579	96	36.987549	22.378121	0.494027	0.505973	1.000000	0.000000	
263000	-10.951505	368	68.141135	67.965601	0.499973	0.500027	1.000000	0.000000	
264000	-7.783938	55	9.162944	6.448634	0.291221	0.708779	1.000000	0.000000	
265000	-8.925669	136	21.580737	21.252269	0.474570	0.525430	1.000000	0.000000	
266000	-8.473524	286	13.874042	5.303708	0.412226	0.587774	1.000000	0.000000	
267000	-9.201660	462	0.363766	4.550494	0.000866	0.999134	1.000000	0.000000	
268000	-8.151622	233	16.736487	13.651128	0.413317	0.586683	1.000000	0.000000	
269000	-10.630765	389	71.277087	45.057669	0.498538	0.501462	1.000000	0.000000	
270000	-11.370014	180	61.484775	44.520085	0.499881	0.500119	1.000000	0.000000	
271000	-10.937930	491	72.753543	96.388661	0.499999	0.500001	1.000000	0.000000	
272000	-7.936860	349	13.527763	11.436047	0.381999	0.618001	1.000000	0.000000	
273000	-9.237241	435	23.161040	17.609914	0.486534	0.513466	1.000000	0.000000	
274000	-8.930663	109	17.753143	17.166875	0.478519	0.521481	1.000000	0.000000	
275000	-8.648467	168	14.711483	7.578370	0.454433	0.545567	1.000000	0.000000	
276000	-10.629887	18	56.567558	59.442895	0.499307	0.500693	1.000000	0.000000	
277000	-9.817187	87	31.383783	44.428797	0.495793	0.504207	1.000000	0.000000	
278000	-12.469156	177	43.706722	13.615459	0.498543	0.501457	1.000000	0.000000	
279000	-10.307892	214	52.331648	67.705028	0.499860	0.500140	1.000000	0.000000	
280000	-7.844828	320	14.618422	11.894758	0.413529	0.586471	1.000000	0.000000	
281000	-7.525573	59	7.816233	10.245165	0.291802	0.708198	1.000000	0.000000	
282000	-9.395734	259	27.383150	27.338827	0.488651	0.511349	1.000000	0.000000	
283000	-8.784159	315	15.871195	14.277328	0.442281	0.557719	1.000000	0.000000	
284000	-9.178075	333	29.000431	24.607922	0.497341	0.502659	1.000000	0.000000	
285000	-10.292530	233	11.837784	33.553529	0.434255	0.565745	1.000000	0.000000	
286000	-10.443967	267	34.072772	15.254038	0.490957	0.509043	1.000000	0.000000	
287000	-8.832271	232	16.821044	21.173848	0.458999	0.541001	1.000000	0.000000	
288000	-9.690729	341	31.256756	16.305129	0.492493	0.507507	1.000000	0.000000	
289000	-9.853761	118	30.254972	32.963568	0.498239	0.501761	1.000000	0.000000	
290000	-7.689225	167	8.979052	4.697157	0.289285	0.710715	1.000000	0.000000	
291000	-8.747686	263	14.618351	15.599382	0.440948	0.559052	1.000000	0.000000	
292000	-9.682573	423	17.424125	29.560277	0.477369	0.522631	1.000000	0.000000	
293000	-8.428427	424	11.603571	14.826421	0.421884	0.578116	1.000000	0.000000	
294000	-8.598632	136	14.489425	18.949432	0.436787	0.563213	1.000000	0.000000	
295000	-10.313068	95	43.849613	73.799741	0.499643	0.500357	1.000000	0.000000	
296000	-8.190031	399	6.875436	5.474721	0.218100	0.781900	1.000000	0.000000	
297000	-8.196464	397	16.883104	10.406118	0.450406	0.549594	1.000000	0.000000	
298000	-7.509150	130	8.139467	7.833383	0.299545	0.700455	1.000000	0.000000	
299000	-8.417412	63	12.992077	20.210963	0.367038	0.632962	1.000000	0.000000	
300000	-8.150007	194	3.409170	9.098841	0.077975	0.922025	1.000000	0.000000	
301000	-8.891920	343	17.810421	14.720831	0.472239	0.527761	1.000000	0.000000	
302000	-10.218642	286	48.141745	41.799057	0.498246	0.501754	1.000000	0.000000	
303000	-7.633688	478	3.674228	4.831845	0.113426	0.886574	1.000000	0.000000	
304000	-8.118928	440	11.979342	7.106066	0.396651	0.603349	1.000000	0.000000	
305000	-8.950522	180	0.673803	6.390615	0.004288	0.995712	1.000000	0.000000	
306000	-9.998304	28	24.724060	41.148407	0.493903	0.506097	1.000000	0.000000	
307000	-11.672644	196	99.465033	73.622360	0.499995	0.500005	1.000000	0.000000	
308000	-10.593974	445	47.127690	84.677518	0.499985	0.500015	1.000000	0.000000	
309000	-9.577347	104	21.681776	38.304728	0.485355	0.514645	1.000000	0.000000	
310000	-7.467232	86	8.424830	6.099271	0.280482	0.719518	1.000000	0.000000	
311000	-11.163400	44	72.720170	88.425673	0.499991	0.500009	1.000000	0.000000	
