Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_fossilised_run2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            4251987733
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_fossilised_run2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	1
	FNode	5	Sheep Goat Cow Buffalo Pronghorn 
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - uniform 0.00 100.00 
        qGD - uniform 0.00 100.00 
Node reconstruction / fossilisation:
	Fossil Node01 FNode D 
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	Node01 P(D)	Node01 P(G)	
6377000	-10.698315	55	48.254026	60.479963	0.499784	0.500216	1.000000	0.000000	
6378000	-8.556597	148	5.047194	7.478337	0.223323	0.776677	1.000000	0.000000	
6379000	-8.763789	206	14.475209	19.711542	0.463194	0.536806	1.000000	0.000000	
6380000	-10.489740	479	45.064959	51.934635	0.499720	0.500280	1.000000	0.000000	
6381000	-8.001293	490	9.309178	9.811476	0.372657	0.627343	1.000000	0.000000	
6382000	-7.376118	412	4.926686	5.504069	0.161384	0.838616	1.000000	0.000000	
6383000	-10.029480	115	23.751656	42.586317	0.496560	0.503440	1.000000	0.000000	
6384000	-10.814238	374	57.583551	42.990940	0.499985	0.500015	1.000000	0.000000	
6385000	-8.568748	327	13.572151	13.799001	0.429360	0.570640	1.000000	0.000000	
6386000	-11.051375	262	49.589933	27.247042	0.499680	0.500320	1.000000	0.000000	
6387000	-8.363263	344	16.205846	18.157224	0.426091	0.573909	1.000000	0.000000	
6388000	-8.028787	95	8.931129	10.453862	0.280549	0.719451	1.000000	0.000000	
6389000	-7.363094	313	9.914055	6.535502	0.265092	0.734908	1.000000	0.000000	
6390000	-7.989903	427	8.562361	5.491190	0.304259	0.695741	1.000000	0.000000	
6391000	-9.706600	395	27.505782	24.420535	0.486463	0.513537	1.000000	0.000000	
6392000	-9.210042	17	14.683699	21.281359	0.406750	0.593250	1.000000	0.000000	
6393000	-9.656043	403	15.580397	24.847685	0.491608	0.508392	1.000000	0.000000	
6394000	-9.988818	101	41.988637	50.775632	0.499634	0.500366	1.000000	0.000000	
6395000	-8.282954	137	13.311664	6.169966	0.409612	0.590388	1.000000	0.000000	
6396000	-9.544802	225	25.467174	9.187765	0.487265	0.512735	1.000000	0.000000	
6397000	-8.507382	352	10.826650	12.472256	0.436635	0.563365	1.000000	0.000000	
6398000	-9.703654	117	27.824895	10.622524	0.491072	0.508928	1.000000	0.000000	
6399000	-11.420921	99	88.465739	72.383332	0.499994	0.500006	1.000000	0.000000	
6400000	-7.349332	89	6.161656	4.599081	0.251637	0.748363	1.000000	0.000000	
6401000	-11.018251	367	90.876253	92.531722	0.500000	0.500000	1.000000	0.000000	
6402000	-10.862623	122	49.277426	56.170922	0.499908	0.500092	1.000000	0.000000	
6403000	-10.435648	97	42.513091	26.895921	0.499537	0.500463	1.000000	0.000000	
6404000	-8.556649	316	4.096572	13.270809	0.133997	0.866003	1.000000	0.000000	
6405000	-10.593892	411	42.023543	41.514308	0.499708	0.500292	1.000000	0.000000	
6406000	-7.463062	333	9.596084	5.272443	0.369463	0.630537	1.000000	0.000000	
6407000	-11.585769	491	34.815934	93.149100	0.499969	0.500031	1.000000	0.000000	
6408000	-8.962506	83	1.496211	4.614368	0.042390	0.957610	1.000000	0.000000	
6409000	-7.796463	164	8.589405	3.811584	0.320726	0.679274	1.000000	0.000000	
6410000	-8.259582	158	12.239485	4.190070	0.407327	0.592673	1.000000	0.000000	
6411000	-10.967914	116	69.550451	56.149701	0.499893	0.500107	1.000000	0.000000	
6412000	-8.081349	117	5.596186	8.921950	0.264299	0.735701	1.000000	0.000000	
6413000	-8.358837	328	11.330358	6.630445	0.367675	0.632325	1.000000	0.000000	
6414000	-8.685955	398	20.628079	22.659783	0.471572	0.528428	1.000000	0.000000	
6415000	-11.351357	116	33.550071	6.245979	0.484685	0.515315	1.000000	0.000000	
6416000	-10.829373	263	33.373292	11.579514	0.490546	0.509454	1.000000	0.000000	
6417000	-9.424910	116	26.868059	11.446098	0.469021	0.530979	1.000000	0.000000	
6418000	-10.509567	30	52.108247	61.212138	0.499975	0.500025	1.000000	0.000000	
6419000	-9.267154	472	8.466086	16.382343	0.362714	0.637286	1.000000	0.000000	
6420000	-9.227205	369	23.673901	19.364038	0.482469	0.517531	1.000000	0.000000	
6421000	-10.904625	106	74.034642	99.932583	0.499997	0.500003	1.000000	0.000000	
6422000	-10.567936	141	51.364564	79.204543	0.498695	0.501305	1.000000	0.000000	
6423000	-11.280316	494	53.119876	32.755351	0.499757	0.500243	1.000000	0.000000	
6424000	-9.876532	226	24.481664	37.010172	0.498491	0.501509	1.000000	0.000000	
6425000	-10.791672	305	49.802979	70.343092	0.499883	0.500117	1.000000	0.000000	
6426000	-8.948493	339	20.590151	9.670740	0.489162	0.510838	1.000000	0.000000	
6427000	-9.867247	47	21.349239	39.365631	0.489967	0.510033	1.000000	0.000000	
6428000	-8.978727	350	20.999390	9.693769	0.475692	0.524308	1.000000	0.000000	
6429000	-8.228396	352	9.593749	10.177480	0.406549	0.593451	1.000000	0.000000	
6430000	-9.291657	266	21.154049	10.596746	0.481524	0.518476	1.000000	0.000000	
6431000	-8.524357	420	16.329907	16.633592	0.414249	0.585751	1.000000	0.000000	
6432000	-10.654623	330	41.773371	23.943012	0.496813	0.503187	1.000000	0.000000	
6433000	-8.854493	81	9.094726	14.475024	0.365702	0.634298	1.000000	0.000000	
6434000	-9.077248	242	13.242623	23.181095	0.432322	0.567678	1.000000	0.000000	
6435000	-10.420204	244	41.030665	39.367800	0.499034	0.500966	1.000000	0.000000	
6436000	-9.472715	280	11.930963	23.072900	0.423753	0.576247	1.000000	0.000000	
6437000	-9.941513	320	29.770543	47.264919	0.497792	0.502208	1.000000	0.000000	
6438000	-8.229421	251	6.440961	8.523890	0.228668	0.771332	1.000000	0.000000	
6439000	-11.154038	295	55.112613	51.634471	0.499525	0.500475	1.000000	0.000000	
6440000	-10.162414	329	33.162124	22.288023	0.497233	0.502767	1.000000	0.000000	
6441000	-8.746051	326	9.859354	19.535666	0.350745	0.649255	1.000000	0.000000	
6442000	-7.574522	190	6.337643	5.199640	0.186468	0.813532	1.000000	0.000000	
6443000	-10.135760	342	58.323094	64.187068	0.499995	0.500005	1.000000	0.000000	
6444000	-9.588791	53	24.734894	12.219227	0.468073	0.531927	1.000000	0.000000	
6445000	-10.087427	276	8.024106	21.931462	0.350332	0.649668	1.000000	0.000000	
6446000	-9.238379	307	12.203308	23.420786	0.454216	0.545784	1.000000	0.000000	
6447000	-8.829520	95	24.662185	14.324529	0.461161	0.538839	1.000000	0.000000	
6448000	-10.211769	143	13.085803	32.688980	0.488106	0.511894	1.000000	0.000000	
6449000	-9.693914	42	27.792115	15.555375	0.484326	0.515674	1.000000	0.000000	
6450000	-11.009856	17	33.621300	13.321704	0.474240	0.525760	1.000000	0.000000	
6451000	-8.523044	466	13.263615	5.943615	0.388731	0.611269	1.000000	0.000000	
6452000	-7.851374	378	15.634973	11.515638	0.415886	0.584114	1.000000	0.000000	
6453000	-7.454340	389	6.766988	7.456646	0.144617	0.855383	1.000000	0.000000	
6454000	-9.971884	195	14.517121	1.984007	0.418189	0.581811	1.000000	0.000000	
6455000	-8.181905	274	3.742617	9.041721	0.092619	0.907381	1.000000	0.000000	
6456000	-10.473671	435	43.336040	45.839453	0.499806	0.500194	1.000000	0.000000	
6457000	-7.908625	225	9.951069	12.640496	0.413475	0.586525	1.000000	0.000000	
6458000	-11.371790	241	80.741086	56.296325	0.499992	0.500008	1.000000	0.000000	
6459000	-10.576497	439	73.741804	85.142825	0.499999	0.500001	1.000000	0.000000	
6460000	-11.157771	186	42.854865	94.109699	0.499977	0.500023	1.000000	0.000000	
6461000	-7.926134	190	14.418389	14.454074	0.407171	0.592829	1.000000	0.000000	
6462000	-7.906603	41	11.338180	5.969102	0.363754	0.636246	1.000000	0.000000	
6463000	-10.786098	173	28.141748	63.920772	0.499297	0.500703	1.000000	0.000000	
6464000	-8.527220	63	16.157605	22.311764	0.409825	0.590175	1.000000	0.000000	
6465000	-8.845733	324	14.386880	15.055486	0.469332	0.530668	1.000000	0.000000	
6466000	-10.049741	227	37.239145	33.426208	0.498984	0.501016	1.000000	0.000000	
6467000	-8.605926	273	10.257089	12.360875	0.393463	0.606537	1.000000	0.000000	
6468000	-7.850766	72	11.233512	6.440104	0.404098	0.595902	1.000000	0.000000	
6469000	-9.277877	139	25.029545	23.393109	0.492957	0.507043	1.000000	0.000000	
6470000	-8.282592	246	8.628337	10.386539	0.339503	0.660497	1.000000	0.000000	
6471000	-9.343994	92	17.792836	27.963391	0.414471	0.585529	1.000000	0.000000	
6472000	-8.140833	90	5.386739	5.112768	0.186564	0.813436	1.000000	0.000000	
6473000	-8.643427	388	15.969168	14.301738	0.465561	0.534439	1.000000	0.000000	
6474000	-9.480728	372	23.453266	36.807763	0.472407	0.527593	1.000000	0.000000	
6475000	-9.184350	277	21.272400	11.318129	0.461631	0.538369	1.000000	0.000000	
6476000	-11.136747	492	55.602897	82.377942	0.500000	0.500000	1.000000	0.000000	
6477000	-8.047965	302	4.836372	2.760142	0.128147	0.871853	1.000000	0.000000	
6478000	-11.114635	118	71.120884	96.920422	0.500000	0.500000	1.000000	0.000000	
6479000	-8.185863	240	14.801573	11.522854	0.412346	0.587654	1.000000	0.000000	
6480000	-8.506839	458	23.970893	12.285995	0.469840	0.530160	1.000000	0.000000	
6481000	-8.984007	435	18.672993	7.228455	0.466173	0.533827	1.000000	0.000000	
6482000	-9.031741	275	12.675432	20.669554	0.472026	0.527974	1.000000	0.000000	
6483000	-9.975446	49	19.146167	46.582047	0.484233	0.515767	1.000000	0.000000	
6484000	-10.754503	199	63.664518	71.470562	0.500000	0.500000	1.000000	0.000000	
6485000	-11.558052	150	86.131844	89.790655	0.499997	0.500003	1.000000	0.000000	
6486000	-9.242797	107	15.959609	25.395455	0.482601	0.517399	1.000000	0.000000	
6487000	-8.906974	441	4.418272	6.495874	0.158754	0.841246	1.000000	0.000000	
6488000	-8.186294	409	12.376448	9.413948	0.424850	0.575150	1.000000	0.000000	
6489000	-10.770507	348	64.902326	82.217554	0.499991	0.500009	1.000000	0.000000	
6490000	-7.920796	37	11.484776	8.809012	0.360708	0.639292	1.000000	0.000000	
6491000	-11.025633	193	60.115240	88.519679	0.499995	0.500005	1.000000	0.000000	
6492000	-8.201212	201	1.611597	6.278754	0.019479	0.980521	1.000000	0.000000	
6493000	-11.780921	10	95.598141	67.484932	0.500000	0.500000	1.000000	0.000000	
6494000	-8.030983	227	6.291610	3.360705	0.222201	0.777799	1.000000	0.000000	
6495000	-8.426992	81	5.677985	8.755917	0.224875	0.775125	1.000000	0.000000	
6496000	-10.619986	242	43.740712	53.247873	0.499415	0.500585	1.000000	0.000000	
6497000	-9.436877	316	24.581563	19.395184	0.476185	0.523815	1.000000	0.000000	
6498000	-10.713170	285	45.529269	26.713312	0.499705	0.500295	1.000000	0.000000	
6499000	-8.318643	354	11.970397	6.143950	0.453726	0.546274	1.000000	0.000000	
6500000	-11.003560	345	76.895680	70.029647	0.499999	0.500001	1.000000	0.000000	
6501000	-7.874983	92	4.607931	3.467514	0.074286	0.925714	1.000000	0.000000	
6502000	-9.455612	313	21.008584	3.213426	0.426568	0.573432	1.000000	0.000000	
6503000	-10.210440	67	10.360937	29.595116	0.448321	0.551679	1.000000	0.000000	
6504000	-9.350815	156	31.409357	23.601451	0.491489	0.508511	1.000000	0.000000	
6505000	-11.039306	435	74.212251	91.364177	0.500000	0.500000	1.000000	0.000000	
6506000	-8.155789	485	10.901080	10.021812	0.396519	0.603481	1.000000	0.000000	
6507000	-7.979206	58	10.306326	9.473371	0.332594	0.667406	1.000000	0.000000	
6508000	-8.809058	287	20.779010	11.371928	0.447730	0.552270	1.000000	0.000000	
6509000	-11.160549	366	56.155832	62.395244	0.499945	0.500055	1.000000	0.000000	
6510000	-9.179056	402	27.098119	14.199601	0.478507	0.521493	1.000000	0.000000	
6511000	-11.186781	263	16.887072	45.892547	0.494080	0.505920	1.000000	0.000000	
6512000	-9.917393	132	48.695743	46.185704	0.499588	0.500412	1.000000	0.000000	
6513000	-9.063769	141	24.064911	26.821348	0.438694	0.561306	1.000000	0.000000	
6514000	-8.871670	297	17.612526	16.676947	0.472909	0.527091	1.000000	0.000000	
6515000	-7.678988	302	3.755517	5.004470	0.078171	0.921829	1.000000	0.000000	
6516000	-8.585033	40	18.907187	25.736234	0.483180	0.516820	1.000000	0.000000	
6517000	-10.687288	330	33.690353	54.845122	0.499019	0.500981	1.000000	0.000000	
6518000	-7.759650	47	11.926170	10.661285	0.359603	0.640397	1.000000	0.000000	
6519000	-8.584772	62	17.585207	7.447813	0.448254	0.551746	1.000000	0.000000	
6520000	-10.090064	84	46.334076	54.931056	0.499803	0.500197	1.000000	0.000000	
6521000	-9.617430	6	30.539766	35.416977	0.493348	0.506652	1.000000	0.000000	
6522000	-7.740548	245	7.033062	4.248214	0.285997	0.714003	1.000000	0.000000	
6523000	-11.193532	406	69.158284	56.202267	0.499999	0.500001	1.000000	0.000000	
6524000	-7.901525	84	4.334827	2.321250	0.163981	0.836019	1.000000	0.000000	
6525000	-10.199408	291	42.923324	41.082345	0.499430	0.500570	1.000000	0.000000	
6526000	-9.525909	390	15.358630	27.090573	0.487773	0.512227	1.000000	0.000000	
6527000	-8.666245	8	2.648843	9.006373	0.124957	0.875043	1.000000	0.000000	
6528000	-11.322083	58	71.583848	61.713672	0.499965	0.500035	1.000000	0.000000	
6529000	-11.856293	361	69.968604	32.984351	0.499980	0.500020	1.000000	0.000000	
6530000	-8.195255	263	3.102507	4.749471	0.076532	0.923468	1.000000	0.000000	
6531000	-11.227372	394	82.058396	80.283027	0.499992	0.500008	1.000000	0.000000	
6532000	-10.255527	25	16.672411	36.149237	0.473793	0.526207	1.000000	0.000000	
6533000	-10.668250	253	45.221220	75.089913	0.499842	0.500158	1.000000	0.000000	
6534000	-8.098857	299	11.883201	14.407299	0.420750	0.579250	1.000000	0.000000	
6535000	-9.203729	444	22.625333	17.718855	0.482648	0.517352	1.000000	0.000000	
6536000	-7.833189	225	12.834163	7.393173	0.429433	0.570567	1.000000	0.000000	
6537000	-9.254884	277	14.428623	21.152473	0.446694	0.553306	1.000000	0.000000	
6538000	-8.423323	180	12.024225	13.927123	0.397313	0.602687	1.000000	0.000000	
6539000	-11.328966	59	79.826783	72.875480	0.499997	0.500003	1.000000	0.000000	
6540000	-9.867348	32	33.803321	36.561352	0.497931	0.502069	1.000000	0.000000	
6541000	-8.473472	200	2.667805	9.603823	0.065747	0.934253	1.000000	0.000000	
6542000	-8.215684	219	2.616293	2.999505	0.081177	0.918823	1.000000	0.000000	
6543000	-7.914090	373	9.854668	3.204015	0.346726	0.653274	1.000000	0.000000	
6544000	-9.141163	355	23.107743	19.263670	0.471071	0.528929	1.000000	0.000000	
6545000	-10.708275	252	47.381311	39.709457	0.499810	0.500190	1.000000	0.000000	
6546000	-9.953132	293	37.396639	39.926295	0.499773	0.500227	1.000000	0.000000	
6547000	-7.129611	428	10.659605	5.239764	0.308807	0.691193	1.000000	0.000000	
6548000	-8.387624	207	20.043553	6.290129	0.441382	0.558618	1.000000	0.000000	
6549000	-10.903179	437	85.121416	93.131795	0.500000	0.500000	1.000000	0.000000	
6550000	-10.944893	78	65.685287	83.226992	0.499978	0.500022	1.000000	0.000000	
6551000	-9.604581	431	31.140242	26.976576	0.493052	0.506948	1.000000	0.000000	
6552000	-8.583170	406	2.167708	3.106001	0.060960	0.939040	1.000000	0.000000	
6553000	-9.431672	468	19.536019	7.655249	0.456808	0.543192	1.000000	0.000000	
6554000	-7.817452	255	10.438084	10.041917	0.345868	0.654132	1.000000	0.000000	
6555000	-10.449658	221	47.405090	69.580868	0.499981	0.500019	1.000000	0.000000	
6556000	-8.679602	313	23.141292	8.950281	0.435462	0.564538	1.000000	0.000000	
6557000	-11.821285	354	53.380600	23.663499	0.499974	0.500026	1.000000	0.000000	
6558000	-10.097307	169	48.198865	45.616007	0.499951	0.500049	1.000000	0.000000	
6559000	-7.876453	40	11.972779	16.554805	0.423157	0.576843	1.000000	0.000000	
6560000	-11.371690	230	21.376971	59.087695	0.498807	0.501193	1.000000	0.000000	
6561000	-7.808267	281	2.039974	4.573933	0.021913	0.978087	1.000000	0.000000	
6562000	-11.237841	487	30.341727	6.122831	0.490155	0.509845	1.000000	0.000000	
6563000	-9.842528	157	20.695620	36.578328	0.496498	0.503502	1.000000	0.000000	
6564000	-9.085369	364	17.763182	22.590456	0.441110	0.558890	1.000000	0.000000	
6565000	-8.414466	183	7.530464	8.351583	0.223052	0.776948	1.000000	0.000000	
6566000	-9.958330	419	24.240381	35.255002	0.497932	0.502068	1.000000	0.000000	
6567000	-7.984558	352	7.238169	3.314089	0.304264	0.695736	1.000000	0.000000	
6568000	-9.469259	98	13.241643	1.888544	0.425751	0.574249	1.000000	0.000000	
6569000	-10.334156	96	60.855466	65.302564	0.499948	0.500052	1.000000	0.000000	
6570000	-7.848058	447	3.057765	7.939914	0.040873	0.959127	1.000000	0.000000	
6571000	-9.260633	286	27.045407	13.576123	0.467195	0.532805	1.000000	0.000000	
6572000	-9.460901	434	20.496981	21.736435	0.487475	0.512525	1.000000	0.000000	
6573000	-9.263669	321	30.304571	31.317309	0.499490	0.500510	1.000000	0.000000	
6574000	-8.012005	305	9.302397	5.821528	0.268012	0.731988	1.000000	0.000000	
6575000	-10.910001	125	67.019914	83.590539	0.500000	0.500000	1.000000	0.000000	
6576000	-10.672910	72	49.073954	36.507715	0.499897	0.500103	1.000000	0.000000	
6577000	-9.049000	277	6.397584	14.159203	0.285377	0.714623	1.000000	0.000000	
6578000	-11.995971	177	29.028043	79.728766	0.499976	0.500024	1.000000	0.000000	
6579000	-10.154232	470	28.972251	40.610476	0.496721	0.503279	1.000000	0.000000	
6580000	-11.815650	244	13.836065	0.148610	0.911306	0.088694	1.000000	0.000000	
6581000	-9.834350	15	0.476756	4.557758	0.001864	0.998136	1.000000	0.000000	
6582000	-8.297464	332	13.899758	6.664420	0.387681	0.612319	1.000000	0.000000	
6583000	-10.234721	111	7.840047	28.011627	0.401449	0.598551	1.000000	0.000000	
6584000	-9.072081	20	9.173951	0.792098	0.527390	0.472610	1.000000	0.000000	
6585000	-8.847580	433	17.899352	11.010628	0.481490	0.518510	1.000000	0.000000	
6586000	-10.638735	182	16.084037	47.375327	0.499016	0.500984	1.000000	0.000000	
6587000	-9.709827	361	21.195830	36.234491	0.496789	0.503211	1.000000	0.000000	
6588000	-8.537441	217	16.675852	9.998983	0.432775	0.567225	1.000000	0.000000	
6589000	-9.452607	90	23.596125	28.656951	0.492375	0.507625	1.000000	0.000000	
6590000	-7.350983	480	6.387338	5.610047	0.241168	0.758832	1.000000	0.000000	
6591000	-7.828290	245	10.977423	7.978079	0.374231	0.625769	1.000000	0.000000	
6592000	-11.510435	101	89.535806	59.771598	0.499997	0.500003	1.000000	0.000000	
6593000	-8.492272	131	18.022680	14.015224	0.417242	0.582758	1.000000	0.000000	
6594000	-7.866370	333	3.082069	7.417831	0.125455	0.874545	1.000000	0.000000	
6595000	-7.895819	489	13.212715	7.115542	0.419625	0.580375	1.000000	0.000000	
6596000	-9.825638	243	35.346273	31.633302	0.499659	0.500341	1.000000	0.000000	
6597000	-8.123956	22	8.136630	11.836179	0.232766	0.767234	1.000000	0.000000	
6598000	-8.353072	327	2.458378	5.936412	0.056066	0.943934	1.000000	0.000000	
6599000	-10.407072	195	37.629315	47.712315	0.498570	0.501430	1.000000	0.000000	
6600000	-11.179823	330	34.057609	68.603272	0.499603	0.500397	1.000000	0.000000	
6601000	-7.011404	428	9.666404	5.991148	0.283976	0.716024	1.000000	0.000000	
6602000	-7.338913	89	5.835549	5.329515	0.231662	0.768338	1.000000	0.000000	
6603000	-9.401906	190	21.673067	37.318884	0.487842	0.512158	1.000000	0.000000	
6604000	-10.926940	158	39.093415	19.944150	0.498352	0.501648	1.000000	0.000000	
6605000	-9.785393	143	14.849706	30.396521	0.489132	0.510868	1.000000	0.000000	
6606000	-10.056465	364	31.207834	44.304868	0.493289	0.506711	1.000000	0.000000	
6607000	-10.637860	365	32.410706	19.501170	0.496584	0.503416	1.000000	0.000000	
6608000	-8.613525	304	5.635420	8.662381	0.254043	0.745957	1.000000	0.000000	
6609000	-7.998956	393	3.949605	2.675883	0.120384	0.879616	1.000000	0.000000	
6610000	-8.742768	68	19.217145	10.613547	0.443051	0.556949	1.000000	0.000000	
6611000	-9.163292	342	30.467454	39.255281	0.499113	0.500887	1.000000	0.000000	
6612000	-9.448657	289	9.968078	1.215786	0.633396	0.366604	1.000000	0.000000	
6613000	-9.254362	349	24.174139	29.765122	0.485581	0.514419	1.000000	0.000000	
6614000	-9.683005	472	27.749321	27.665971	0.493667	0.506333	1.000000	0.000000	
6615000	-8.222431	219	16.561351	14.510761	0.425456	0.574544	1.000000	0.000000	
6616000	-10.123145	143	23.749643	41.032766	0.498604	0.501396	1.000000	0.000000	
6617000	-7.928172	206	6.127556	4.920996	0.245499	0.754501	1.000000	0.000000	
6618000	-9.605724	224	27.670573	5.828037	0.460916	0.539084	1.000000	0.000000	
6619000	-9.697410	212	26.592843	20.063688	0.471380	0.528620	1.000000	0.000000	
6620000	-9.082053	325	2.247958	6.963129	0.089135	0.910865	1.000000	0.000000	
6621000	-11.130646	375	55.780223	36.645058	0.499306	0.500694	1.000000	0.000000	
6622000	-7.466340	412	7.182537	6.811054	0.254583	0.745417	1.000000	0.000000	
6623000	-8.703704	244	9.100197	2.647033	0.330541	0.669459	1.000000	0.000000	
6624000	-8.126889	60	3.373117	3.416085	0.123000	0.877000	1.000000	0.000000	
6625000	-9.112404	133	4.765584	13.183746	0.178006	0.821994	1.000000	0.000000	
6626000	-8.655109	232	12.015087	18.619880	0.415652	0.584348	1.000000	0.000000	
6627000	-8.883990	402	21.393682	7.725291	0.452380	0.547620	1.000000	0.000000	
6628000	-7.517124	46	10.701730	5.917048	0.270140	0.729860	1.000000	0.000000	
6629000	-8.502233	455	9.005597	1.937463	0.550527	0.449473	1.000000	0.000000	
6630000	-11.130730	324	51.910392	63.397527	0.499994	0.500006	1.000000	0.000000	
6631000	-7.790175	285	5.049637	3.570922	0.229198	0.770802	1.000000	0.000000	
6632000	-11.964340	243	73.253971	36.732858	0.499997	0.500003	1.000000	0.000000	
6633000	-9.259090	205	15.397481	26.073090	0.478193	0.521807	1.000000	0.000000	
6634000	-8.150132	189	14.213351	4.095003	0.444490	0.555510	1.000000	0.000000	
6635000	-7.863838	274	6.397212	3.478485	0.211224	0.788776	1.000000	0.000000	
6636000	-10.854174	205	62.292281	81.206319	0.499998	0.500002	1.000000	0.000000	
6637000	-7.548770	378	12.095969	7.863763	0.368703	0.631297	1.000000	0.000000	
6638000	-10.602516	399	47.098926	35.417098	0.498494	0.501506	1.000000	0.000000	
6639000	-8.593111	49	23.817401	11.601585	0.443053	0.556947	1.000000	0.000000	
6640000	-9.546566	257	16.422688	35.219039	0.485943	0.514057	1.000000	0.000000	
6641000	-8.320250	254	10.347416	8.275369	0.387992	0.612008	1.000000	0.000000	
6642000	-10.433538	349	26.695261	56.221469	0.497798	0.502202	1.000000	0.000000	
6643000	-10.917121	450	49.024207	88.867146	0.499964	0.500036	1.000000	0.000000	
6644000	-8.797179	423	10.246178	2.860896	0.383429	0.616571	1.000000	0.000000	
6645000	-13.317370	168	97.595379	44.340370	0.500000	0.500000	1.000000	0.000000	
6646000	-7.767330	186	5.603005	2.731387	0.280227	0.719773	1.000000	0.000000	
6647000	-8.710790	108	8.574213	14.039490	0.415610	0.584390	1.000000	0.000000	
6648000	-7.886331	53	8.615304	7.803839	0.291827	0.708173	1.000000	0.000000	
6649000	-8.599101	309	6.951810	12.348227	0.269142	0.730858	1.000000	0.000000	
6650000	-11.043311	252	51.692070	35.790016	0.499831	0.500169	1.000000	0.000000	
6651000	-8.811310	388	15.977950	18.237885	0.474017	0.525983	1.000000	0.000000	
6652000	-8.123743	94	6.047154	2.861788	0.198306	0.801694	1.000000	0.000000	
6653000	-9.999992	452	35.756641	42.097644	0.498643	0.501357	1.000000	0.000000	
6654000	-8.424474	143	11.875486	15.361039	0.449208	0.550792	1.000000	0.000000	
6655000	-9.063869	440	18.623348	5.948742	0.454354	0.545646	1.000000	0.000000	
6656000	-11.133575	350	58.383873	39.934667	0.499935	0.500065	1.000000	0.000000	
6657000	-7.836937	359	9.437383	3.462446	0.482380	0.517620	1.000000	0.000000	
6658000	-10.822394	200	49.223261	32.118937	0.499017	0.500983	1.000000	0.000000	
6659000	-7.635487	225	2.740865	4.439549	0.099091	0.900909	1.000000	0.000000	
6660000	-10.519693	491	40.159342	34.490153	0.498830	0.501170	1.000000	0.000000	
6661000	-9.453900	100	24.594598	21.727928	0.484392	0.515608	1.000000	0.000000	
6662000	-7.778565	181	13.786137	10.618991	0.367794	0.632206	1.000000	0.000000	
6663000	-11.225847	219	90.676515	91.154850	0.499990	0.500010	1.000000	0.000000	
6664000	-7.827569	488	8.162017	3.293993	0.386924	0.613076	1.000000	0.000000	
6665000	-9.588673	312	24.364242	23.611903	0.481348	0.518652	1.000000	0.000000	
6666000	-10.515730	30	53.861325	53.508905	0.499962	0.500038	1.000000	0.000000	
6667000	-8.939748	219	25.014610	16.252608	0.466417	0.533583	1.000000	0.000000	
6668000	-11.001767	65	13.556237	39.608536	0.476854	0.523146	1.000000	0.000000	
6669000	-9.668656	242	7.586683	23.045418	0.349652	0.650348	1.000000	0.000000	
6670000	-12.508042	52	65.622220	31.533720	0.499928	0.500072	1.000000	0.000000	
6671000	-12.100725	149	5.937304	33.871534	0.281407	0.718593	1.000000	0.000000	
6672000	-8.076829	281	5.419547	10.243919	0.146900	0.853100	1.000000	0.000000	
6673000	-9.202857	455	1.659985	6.756628	0.035627	0.964373	1.000000	0.000000	
6674000	-8.941856	408	4.112623	10.036450	0.156594	0.843406	1.000000	0.000000	
6675000	-8.876040	248	18.255095	14.838598	0.442014	0.557986	1.000000	0.000000	
6676000	-8.319443	305	4.485179	11.298871	0.138715	0.861285	1.000000	0.000000	
6677000	-8.143260	233	12.681723	15.277333	0.372659	0.627341	1.000000	0.000000	
6678000	-7.935042	479	7.470885	4.228912	0.290965	0.709035	1.000000	0.000000	
6679000	-12.157797	339	78.375234	42.024267	0.500000	0.500000	1.000000	0.000000	
6680000	-10.279440	201	11.667889	31.642720	0.449751	0.550249	1.000000	0.000000	
6681000	-8.051764	407	12.009614	14.139441	0.462176	0.537824	1.000000	0.000000	
6682000	-8.286937	424	8.137921	12.455476	0.352775	0.647225	1.000000	0.000000	
6683000	-9.595222	164	37.716626	42.114168	0.499699	0.500301	1.000000	0.000000	
6684000	-8.008151	452	4.367059	3.764878	0.147558	0.852442	1.000000	0.000000	
6685000	-10.108472	280	27.618317	43.074373	0.494589	0.505411	1.000000	0.000000	
6686000	-7.357665	295	1.866941	5.386558	0.018900	0.981100	1.000000	0.000000	
6687000	-8.919258	12	22.255658	15.573814	0.479770	0.520230	1.000000	0.000000	
6688000	-8.177648	5	12.860814	12.046890	0.399314	0.600686	1.000000	0.000000	
