Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_fossilised_run1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2507157252
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_fossilised_run1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	1
	FNode	5	Sheep Goat Cow Buffalo Pronghorn 
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - uniform 0.00 100.00 
        qGD - uniform 0.00 100.00 
Node reconstruction / fossilisation:
	Fossil Node01 FNode D 
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	Node01 P(D)	Node01 P(G)	
19000	-8.742576	380	19.734191	16.364046	0.447404	0.552596	1.000000	0.000000	
20000	-8.917420	410	7.968872	1.568384	0.408471	0.591529	1.000000	0.000000	
21000	-9.188995	347	19.808210	10.378628	0.465809	0.534191	1.000000	0.000000	
22000	-8.742530	152	4.475630	9.853092	0.163966	0.836034	1.000000	0.000000	
23000	-10.582352	162	60.889814	63.441949	0.499973	0.500027	1.000000	0.000000	
24000	-8.097263	336	11.913125	13.623688	0.415021	0.584979	1.000000	0.000000	
25000	-9.446433	480	23.774933	38.531141	0.495650	0.504350	1.000000	0.000000	
26000	-11.017021	22	30.958054	63.951776	0.497649	0.502351	1.000000	0.000000	
27000	-7.837385	209	11.314876	9.397961	0.345702	0.654298	1.000000	0.000000	
28000	-7.803003	332	9.726540	11.349459	0.343028	0.656972	1.000000	0.000000	
29000	-10.544209	49	45.683985	88.197994	0.499859	0.500141	1.000000	0.000000	
30000	-10.472820	389	82.995246	83.647722	0.499848	0.500152	1.000000	0.000000	
31000	-10.866105	134	72.205743	90.357801	0.500000	0.500000	1.000000	0.000000	
32000	-7.720123	102	5.795842	10.332309	0.193539	0.806461	1.000000	0.000000	
33000	-8.871908	270	17.457617	4.175958	0.451195	0.548805	1.000000	0.000000	
34000	-10.451486	48	12.667764	32.519646	0.461127	0.538873	1.000000	0.000000	
35000	-7.778611	400	9.455171	15.824583	0.240805	0.759195	1.000000	0.000000	
36000	-10.828392	394	58.565882	78.986777	0.499947	0.500053	1.000000	0.000000	
37000	-10.763002	259	33.325273	65.071606	0.499390	0.500610	1.000000	0.000000	
38000	-8.567640	264	21.914220	20.422561	0.487280	0.512720	1.000000	0.000000	
39000	-8.823511	225	15.714820	22.754732	0.483198	0.516802	1.000000	0.000000	
40000	-8.265342	69	11.756742	5.147822	0.355757	0.644243	1.000000	0.000000	
41000	-10.013386	365	18.591857	4.687369	0.457631	0.542369	1.000000	0.000000	
42000	-9.879310	78	27.421148	15.639797	0.473833	0.526167	1.000000	0.000000	
43000	-10.933034	100	47.527694	88.213565	0.499974	0.500026	1.000000	0.000000	
44000	-12.619218	368	25.527135	91.365920	0.499754	0.500246	1.000000	0.000000	
45000	-11.283758	76	53.770771	99.719963	0.499992	0.500008	1.000000	0.000000	
46000	-9.417480	345	9.786365	1.600671	0.431196	0.568804	1.000000	0.000000	
47000	-7.924872	370	5.522079	5.907128	0.220340	0.779660	1.000000	0.000000	
48000	-8.518701	414	8.490636	10.394544	0.334235	0.665765	1.000000	0.000000	
49000	-8.223716	250	3.093831	7.913118	0.102817	0.897183	1.000000	0.000000	
50000	-11.678187	408	21.802453	66.298587	0.498885	0.501115	1.000000	0.000000	
51000	-8.318879	459	5.410760	8.626119	0.242711	0.757289	1.000000	0.000000	
52000	-8.249685	190	3.657496	9.548769	0.095356	0.904644	1.000000	0.000000	
53000	-8.608231	73	9.498578	16.201253	0.335425	0.664575	1.000000	0.000000	
54000	-9.526055	175	20.514834	23.716120	0.489711	0.510289	1.000000	0.000000	
55000	-7.887079	79	10.952616	15.614347	0.369644	0.630356	1.000000	0.000000	
56000	-10.110195	236	33.452828	14.212416	0.494247	0.505753	1.000000	0.000000	
57000	-10.025314	305	12.375853	28.896154	0.440619	0.559381	1.000000	0.000000	
58000	-8.237207	424	12.940661	6.503226	0.417399	0.582601	1.000000	0.000000	
59000	-10.666968	451	65.895915	64.359706	0.499981	0.500019	1.000000	0.000000	
60000	-9.118604	228	17.195873	8.347697	0.455042	0.544958	1.000000	0.000000	
61000	-9.603635	188	3.761941	12.955797	0.192499	0.807501	1.000000	0.000000	
62000	-10.533490	389	42.549291	88.134972	0.498648	0.501352	1.000000	0.000000	
63000	-8.589219	175	1.350215	3.203513	0.020080	0.979920	1.000000	0.000000	
64000	-10.100184	124	30.396710	34.685541	0.499102	0.500898	1.000000	0.000000	
65000	-9.928820	170	23.762586	41.232217	0.495856	0.504144	1.000000	0.000000	
66000	-7.695441	164	12.166512	10.620159	0.416599	0.583401	1.000000	0.000000	
67000	-7.525304	342	15.267186	11.413371	0.448340	0.551660	1.000000	0.000000	
68000	-9.329838	243	5.010265	15.684981	0.357259	0.642741	1.000000	0.000000	
69000	-9.186035	64	22.312596	27.923411	0.479388	0.520612	1.000000	0.000000	
70000	-8.935281	93	20.667921	21.792599	0.477725	0.522275	1.000000	0.000000	
71000	-7.834567	124	12.057379	6.497408	0.403381	0.596619	1.000000	0.000000	
72000	-10.635691	403	24.359579	7.074985	0.488304	0.511696	1.000000	0.000000	
73000	-9.945531	283	19.968193	40.996966	0.491055	0.508945	1.000000	0.000000	
74000	-7.892860	60	8.903826	9.687299	0.382072	0.617928	1.000000	0.000000	
75000	-11.841311	23	32.971035	91.877033	0.500000	0.500000	1.000000	0.000000	
76000	-7.875542	447	16.920067	9.710745	0.361425	0.638575	1.000000	0.000000	
77000	-8.187609	42	6.912431	1.874278	0.439687	0.560313	1.000000	0.000000	
78000	-8.163155	326	12.316669	12.496368	0.353726	0.646274	1.000000	0.000000	
79000	-9.134774	371	8.819793	17.579106	0.398352	0.601648	1.000000	0.000000	
80000	-10.467556	31	47.051827	42.531457	0.499864	0.500136	1.000000	0.000000	
81000	-8.900838	364	19.423071	16.265337	0.434607	0.565393	1.000000	0.000000	
82000	-8.092413	141	13.717513	7.694691	0.269144	0.730856	1.000000	0.000000	
83000	-8.576259	378	8.603433	17.172694	0.331847	0.668153	1.000000	0.000000	
84000	-12.025486	388	40.319426	14.255504	0.497916	0.502084	1.000000	0.000000	
85000	-9.831674	478	20.642804	35.969466	0.495096	0.504904	1.000000	0.000000	
86000	-8.090315	432	12.511707	6.941532	0.396043	0.603957	1.000000	0.000000	
87000	-10.416121	445	2.453490	14.513013	0.098466	0.901534	1.000000	0.000000	
88000	-10.593346	427	49.559072	50.796685	0.499816	0.500184	1.000000	0.000000	
89000	-7.130703	428	2.367393	4.433966	0.033651	0.966349	1.000000	0.000000	
90000	-7.783706	174	13.638592	6.758073	0.401928	0.598072	1.000000	0.000000	
91000	-7.823840	168	5.493527	4.578651	0.253630	0.746370	1.000000	0.000000	
92000	-8.740955	481	13.073703	16.514076	0.481634	0.518366	1.000000	0.000000	
93000	-10.322452	14	32.379170	43.907298	0.499458	0.500542	1.000000	0.000000	
94000	-8.062768	330	4.413158	3.360322	0.186498	0.813502	1.000000	0.000000	
95000	-11.968812	185	31.832528	10.709052	0.491088	0.508912	1.000000	0.000000	
96000	-14.506644	338	7.767998	62.532385	0.476135	0.523865	1.000000	0.000000	
97000	-8.298077	9	15.773459	11.748634	0.440518	0.559482	1.000000	0.000000	
98000	-8.630157	251	2.829781	4.602228	0.061041	0.938959	1.000000	0.000000	
99000	-9.455358	92	19.143466	30.227335	0.429011	0.570989	1.000000	0.000000	
100000	-8.427308	26	1.351428	4.219871	0.018382	0.981618	1.000000	0.000000	
101000	-8.419055	369	1.069902	5.171422	0.010738	0.989262	1.000000	0.000000	
102000	-7.557782	281	4.639093	5.911930	0.098792	0.901208	1.000000	0.000000	
103000	-8.561769	181	21.701236	10.606665	0.437833	0.562167	1.000000	0.000000	
104000	-8.055299	453	3.231506	2.803178	0.072398	0.927602	1.000000	0.000000	
105000	-8.141517	34	5.573670	2.342118	0.285768	0.714232	1.000000	0.000000	
106000	-7.894563	208	11.380073	8.230224	0.426191	0.573809	1.000000	0.000000	
107000	-9.800764	131	35.794665	28.205449	0.488615	0.511385	1.000000	0.000000	
108000	-9.051585	31	8.288184	1.931913	0.337788	0.662212	1.000000	0.000000	
109000	-9.285350	432	4.318598	1.274223	0.372358	0.627642	1.000000	0.000000	
110000	-10.818683	438	22.563864	54.683752	0.497569	0.502431	1.000000	0.000000	
111000	-10.618283	175	23.558690	48.779950	0.499158	0.500842	1.000000	0.000000	
112000	-8.669701	424	17.892707	12.318770	0.459996	0.540004	1.000000	0.000000	
113000	-10.494748	288	16.310029	34.291874	0.495707	0.504293	1.000000	0.000000	
114000	-8.778002	37	19.687645	7.021678	0.447408	0.552592	1.000000	0.000000	
115000	-9.171167	489	23.856349	25.180491	0.492229	0.507771	1.000000	0.000000	
116000	-8.577075	107	16.785463	5.063471	0.451471	0.548529	1.000000	0.000000	
117000	-10.362634	174	50.398156	73.911820	0.499898	0.500102	1.000000	0.000000	
118000	-11.090440	184	76.945810	90.053881	0.500000	0.500000	1.000000	0.000000	
119000	-8.249605	413	9.230904	4.143040	0.304661	0.695339	1.000000	0.000000	
120000	-8.549120	102	17.227318	20.200999	0.448846	0.551154	1.000000	0.000000	
121000	-8.924985	458	22.954124	27.509318	0.486301	0.513699	1.000000	0.000000	
122000	-8.479763	297	14.065557	6.292566	0.439183	0.560817	1.000000	0.000000	
123000	-10.229724	97	41.247023	29.578029	0.499579	0.500421	1.000000	0.000000	
124000	-11.701287	249	23.297512	71.519165	0.498033	0.501967	1.000000	0.000000	
125000	-10.459328	389	82.916071	96.062756	0.499911	0.500089	1.000000	0.000000	
126000	-10.111117	363	24.386071	43.291012	0.496991	0.503009	1.000000	0.000000	
127000	-7.747680	2	4.961568	7.613702	0.220156	0.779844	1.000000	0.000000	
128000	-9.238964	391	21.668666	21.950590	0.496981	0.503019	1.000000	0.000000	
129000	-8.543372	370	16.102434	15.695577	0.463218	0.536782	1.000000	0.000000	
130000	-8.674040	140	12.670056	20.559087	0.431336	0.568664	1.000000	0.000000	
131000	-9.895294	69	2.889830	15.204693	0.115149	0.884851	1.000000	0.000000	
132000	-8.807568	132	20.458430	28.150664	0.481242	0.518758	1.000000	0.000000	
133000	-11.712221	40	48.233111	12.760202	0.497943	0.502057	1.000000	0.000000	
134000	-8.286510	22	2.354801	7.877884	0.029693	0.970307	1.000000	0.000000	
135000	-10.141817	429	38.956214	15.335911	0.492751	0.507249	1.000000	0.000000	
136000	-8.349105	64	16.328007	8.354828	0.406468	0.593532	1.000000	0.000000	
137000	-8.639620	154	9.339371	15.084340	0.383353	0.616647	1.000000	0.000000	
138000	-7.939849	219	3.112834	4.630493	0.086297	0.913703	1.000000	0.000000	
139000	-9.940402	248	32.173968	27.456105	0.492633	0.507367	1.000000	0.000000	
140000	-12.749411	226	72.522309	30.481370	0.499987	0.500013	1.000000	0.000000	
141000	-9.277241	14	8.434713	15.274949	0.385887	0.614113	1.000000	0.000000	
142000	-9.014392	469	11.205666	21.493644	0.371461	0.628539	1.000000	0.000000	
143000	-8.099684	484	6.347975	11.088495	0.290199	0.709801	1.000000	0.000000	
144000	-7.673328	190	12.027478	10.792794	0.358434	0.641566	1.000000	0.000000	
145000	-8.697344	427	12.470369	16.026040	0.425915	0.574085	1.000000	0.000000	
146000	-7.840067	217	7.997754	5.647662	0.276142	0.723858	1.000000	0.000000	
147000	-8.604560	7	15.633841	11.797741	0.454406	0.545594	1.000000	0.000000	
148000	-8.322242	256	3.494109	7.872751	0.123179	0.876821	1.000000	0.000000	
149000	-9.000980	447	27.642284	24.893407	0.464235	0.535765	1.000000	0.000000	
150000	-9.989274	33	32.857040	26.925313	0.498801	0.501199	1.000000	0.000000	
151000	-9.319433	380	23.869644	26.043445	0.478701	0.521299	1.000000	0.000000	
152000	-11.047266	411	52.682922	41.674993	0.499900	0.500100	1.000000	0.000000	
153000	-10.923604	452	85.632309	91.400824	0.499999	0.500001	1.000000	0.000000	
154000	-10.517942	190	45.390328	79.921285	0.499900	0.500100	1.000000	0.000000	
155000	-7.845873	76	13.252464	8.071550	0.373995	0.626005	1.000000	0.000000	
156000	-7.751371	332	6.478448	10.284761	0.245645	0.754355	1.000000	0.000000	
157000	-8.989303	92	18.610957	21.762051	0.401914	0.598086	1.000000	0.000000	
158000	-9.706285	471	27.327486	36.075130	0.484621	0.515379	1.000000	0.000000	
159000	-10.334867	278	67.200489	62.705060	0.499989	0.500011	1.000000	0.000000	
160000	-10.369447	318	16.551626	41.300216	0.461479	0.538521	1.000000	0.000000	
161000	-11.996681	432	86.199991	45.726626	0.499933	0.500067	1.000000	0.000000	
162000	-8.953817	5	20.986692	11.453181	0.459036	0.540964	1.000000	0.000000	
163000	-8.682401	287	18.777631	8.722113	0.429686	0.570314	1.000000	0.000000	
164000	-7.756921	12	3.193925	8.715446	0.112493	0.887507	1.000000	0.000000	
165000	-9.113328	111	13.407906	26.743987	0.453351	0.546649	1.000000	0.000000	
166000	-8.262182	9	2.753767	3.006389	0.064165	0.935835	1.000000	0.000000	
167000	-10.827063	260	9.940578	32.614330	0.485725	0.514275	1.000000	0.000000	
168000	-7.839486	381	6.145879	5.331063	0.236623	0.763377	1.000000	0.000000	
169000	-11.305302	161	52.945509	43.954454	0.499958	0.500042	1.000000	0.000000	
170000	-10.669979	248	44.693217	76.902175	0.499898	0.500102	1.000000	0.000000	
171000	-10.183900	285	42.726354	40.606832	0.499885	0.500115	1.000000	0.000000	
172000	-11.596119	371	9.832592	40.024217	0.481080	0.518920	1.000000	0.000000	
173000	-10.473962	334	16.508939	44.131341	0.481876	0.518124	1.000000	0.000000	
174000	-8.982769	223	21.263315	11.319811	0.452252	0.547748	1.000000	0.000000	
175000	-8.376160	58	5.796961	11.728396	0.209234	0.790766	1.000000	0.000000	
176000	-9.774998	140	18.753107	2.934991	0.564114	0.435886	1.000000	0.000000	
177000	-8.075851	172	7.480629	10.438475	0.271386	0.728614	1.000000	0.000000	
178000	-9.231958	375	14.737449	3.421123	0.382762	0.617238	1.000000	0.000000	
179000	-11.451920	411	95.629856	92.825006	0.500000	0.500000	1.000000	0.000000	
180000	-7.664049	18	4.986554	10.856743	0.114163	0.885837	1.000000	0.000000	
181000	-8.434290	75	5.144365	1.955398	0.238668	0.761332	1.000000	0.000000	
182000	-10.748079	305	43.232153	65.994375	0.499727	0.500273	1.000000	0.000000	
183000	-11.907653	137	23.647828	77.830976	0.499799	0.500201	1.000000	0.000000	
184000	-9.254220	112	23.128782	35.227214	0.491664	0.508336	1.000000	0.000000	
185000	-8.837978	451	14.243184	18.737925	0.442847	0.557153	1.000000	0.000000	
186000	-7.959944	397	12.629806	12.980388	0.422798	0.577202	1.000000	0.000000	
187000	-8.151603	324	8.037512	6.598540	0.385714	0.614286	1.000000	0.000000	
188000	-11.468656	328	92.467042	82.525547	0.500000	0.500000	1.000000	0.000000	
189000	-9.233858	414	2.957921	1.728582	0.099189	0.900811	1.000000	0.000000	
190000	-9.697128	310	12.229649	28.324459	0.435726	0.564274	1.000000	0.000000	
191000	-10.144689	400	50.860912	72.060685	0.498812	0.501188	1.000000	0.000000	
192000	-10.581177	272	46.274557	63.409189	0.499941	0.500059	1.000000	0.000000	
193000	-10.219813	106	43.547016	38.351266	0.498377	0.501623	1.000000	0.000000	
194000	-10.101989	338	36.591909	46.795730	0.497520	0.502480	1.000000	0.000000	
195000	-8.360231	249	10.052097	12.331413	0.348971	0.651029	1.000000	0.000000	
196000	-8.395846	21	11.548715	14.544106	0.437043	0.562957	1.000000	0.000000	
197000	-8.336894	354	13.152824	10.009520	0.469306	0.530694	1.000000	0.000000	
198000	-7.747938	85	9.123066	7.818371	0.270510	0.729490	1.000000	0.000000	
199000	-7.996653	114	12.238792	16.835976	0.399951	0.600049	1.000000	0.000000	
200000	-8.065783	232	15.376481	8.038223	0.413076	0.586924	1.000000	0.000000	
201000	-11.032776	88	60.299972	70.963851	0.499980	0.500020	1.000000	0.000000	
202000	-6.957633	400	3.904731	6.175803	0.050567	0.949433	1.000000	0.000000	
203000	-9.154142	257	6.769986	19.352537	0.350451	0.649549	1.000000	0.000000	
204000	-7.371453	207	4.611066	4.004390	0.137615	0.862385	1.000000	0.000000	
205000	-8.238011	81	10.560853	7.805537	0.370608	0.629392	1.000000	0.000000	
206000	-10.389626	273	39.985674	51.726398	0.499885	0.500115	1.000000	0.000000	
207000	-7.611094	421	6.831255	9.388762	0.287477	0.712523	1.000000	0.000000	
208000	-8.551424	21	17.218612	10.673498	0.463412	0.536588	1.000000	0.000000	
209000	-11.041853	56	68.278107	66.812242	0.499946	0.500054	1.000000	0.000000	
210000	-8.230353	453	11.388888	3.157395	0.379466	0.620534	1.000000	0.000000	
211000	-7.361386	46	8.121076	7.047903	0.204809	0.795191	1.000000	0.000000	
212000	-10.124098	248	36.488750	36.478122	0.497146	0.502854	1.000000	0.000000	
213000	-9.329437	164	33.851655	33.678240	0.499053	0.500947	1.000000	0.000000	
214000	-7.779464	73	8.097777	7.990589	0.261151	0.738849	1.000000	0.000000	
215000	-12.859171	271	19.434344	81.324436	0.499528	0.500472	1.000000	0.000000	
216000	-7.650820	171	5.757962	4.360592	0.217208	0.782792	1.000000	0.000000	
217000	-9.025744	38	22.137782	8.570328	0.481699	0.518301	1.000000	0.000000	
218000	-10.643976	409	42.776759	69.610557	0.499981	0.500019	1.000000	0.000000	
219000	-9.767271	312	21.835571	29.943479	0.483383	0.516617	1.000000	0.000000	
220000	-8.659769	143	18.870862	12.605617	0.478318	0.521682	1.000000	0.000000	
221000	-7.708019	5	3.813925	6.673686	0.111622	0.888378	1.000000	0.000000	
222000	-9.017531	227	17.795518	22.184704	0.478239	0.521761	1.000000	0.000000	
223000	-9.019921	491	11.710648	1.567419	0.505667	0.494333	1.000000	0.000000	
224000	-8.314433	47	18.777729	11.914121	0.437476	0.562524	1.000000	0.000000	
225000	-7.612558	269	6.478640	5.727177	0.165333	0.834667	1.000000	0.000000	
226000	-11.077095	479	38.693774	17.117224	0.495090	0.504910	1.000000	0.000000	
227000	-11.046319	162	55.000002	34.791651	0.499670	0.500330	1.000000	0.000000	
228000	-7.911487	435	9.214269	8.528345	0.366924	0.633076	1.000000	0.000000	
229000	-8.221643	3	1.597979	5.720595	0.018469	0.981531	1.000000	0.000000	
230000	-11.162578	202	36.212759	88.154156	0.499972	0.500028	1.000000	0.000000	
231000	-9.824948	170	18.613045	37.251086	0.490049	0.509951	1.000000	0.000000	
232000	-10.044186	372	49.175496	42.408971	0.496483	0.503517	1.000000	0.000000	
233000	-11.032330	344	47.392518	20.665004	0.495811	0.504189	1.000000	0.000000	
234000	-8.875581	183	7.936625	13.187460	0.262706	0.737294	1.000000	0.000000	
235000	-9.663571	415	19.134910	30.096200	0.490916	0.509084	1.000000	0.000000	
236000	-8.603504	466	15.980226	10.839765	0.437984	0.562016	1.000000	0.000000	
237000	-10.191011	148	22.318680	43.406086	0.495863	0.504137	1.000000	0.000000	
238000	-11.561212	454	74.947944	74.738183	0.500000	0.500000	1.000000	0.000000	
239000	-7.481292	112	10.847031	8.883593	0.348270	0.651730	1.000000	0.000000	
240000	-10.925935	124	20.095639	1.739350	0.470215	0.529785	1.000000	0.000000	
241000	-10.500238	445	68.868098	86.558275	0.499998	0.500002	1.000000	0.000000	
242000	-10.232244	250	34.835645	32.627365	0.498369	0.501631	1.000000	0.000000	
243000	-9.333098	111	31.278741	29.703378	0.494179	0.505821	1.000000	0.000000	
244000	-11.973008	39	2.930511	21.910887	0.176256	0.823744	1.000000	0.000000	
245000	-9.787312	482	35.187807	28.183489	0.496898	0.503102	1.000000	0.000000	
246000	-8.012613	468	8.659666	7.766661	0.327060	0.672940	1.000000	0.000000	
247000	-10.860041	3	36.771050	84.980202	0.499589	0.500411	1.000000	0.000000	
248000	-8.485286	477	12.368646	7.489493	0.401300	0.598700	1.000000	0.000000	
249000	-8.012854	219	14.472804	12.478286	0.405396	0.594604	1.000000	0.000000	
250000	-10.995404	285	23.498000	59.513321	0.499785	0.500215	1.000000	0.000000	
251000	-8.084795	429	17.485728	13.958020	0.442526	0.557474	1.000000	0.000000	
252000	-8.803803	173	15.716822	18.031217	0.451769	0.548231	1.000000	0.000000	
253000	-10.982286	109	53.427808	98.806900	0.500000	0.500000	1.000000	0.000000	
254000	-10.656278	354	47.449250	59.582325	0.499999	0.500001	1.000000	0.000000	
255000	-8.334787	467	15.975046	11.925998	0.382392	0.617608	1.000000	0.000000	
256000	-10.265229	56	29.336998	46.643164	0.496094	0.503906	1.000000	0.000000	
257000	-9.974673	115	34.385437	40.130613	0.498650	0.501350	1.000000	0.000000	
258000	-11.594866	14	56.816474	34.041551	0.499905	0.500095	1.000000	0.000000	
259000	-7.595496	431	10.005429	5.547628	0.299940	0.700060	1.000000	0.000000	
260000	-8.860007	73	18.825202	11.022006	0.430284	0.569716	1.000000	0.000000	
261000	-8.040040	458	18.484483	10.396298	0.442231	0.557769	1.000000	0.000000	
262000	-9.977375	87	40.048520	45.650423	0.498076	0.501924	1.000000	0.000000	
263000	-11.236547	153	13.231560	43.361870	0.494717	0.505283	1.000000	0.000000	
264000	-10.279890	151	20.716204	47.141469	0.494550	0.505450	1.000000	0.000000	
265000	-10.642666	180	42.953464	61.371692	0.499810	0.500190	1.000000	0.000000	
266000	-7.703084	373	8.355022	3.431667	0.305091	0.694909	1.000000	0.000000	
267000	-12.793394	275	96.156068	45.982860	0.500000	0.500000	1.000000	0.000000	
268000	-10.919619	165	69.530237	84.212835	0.499994	0.500006	1.000000	0.000000	
269000	-7.414644	482	5.926880	5.386693	0.205450	0.794550	1.000000	0.000000	
270000	-8.460417	396	14.645669	10.249771	0.448885	0.551115	1.000000	0.000000	
271000	-8.458264	306	8.573108	16.386429	0.277864	0.722136	1.000000	0.000000	
272000	-7.790683	59	3.691660	2.358791	0.107234	0.892766	1.000000	0.000000	
273000	-8.322696	227	5.661787	10.548685	0.244897	0.755103	1.000000	0.000000	
274000	-11.358717	394	41.673970	16.430757	0.492782	0.507218	1.000000	0.000000	
275000	-7.636650	314	11.950626	6.070533	0.401763	0.598237	1.000000	0.000000	
276000	-8.333929	198	2.580823	8.115886	0.095490	0.904510	1.000000	0.000000	
277000	-9.306492	46	38.305704	35.497854	0.491928	0.508072	1.000000	0.000000	
278000	-7.540954	138	7.609031	9.166096	0.279365	0.720635	1.000000	0.000000	
279000	-8.240512	249	9.646211	10.684350	0.335439	0.664561	1.000000	0.000000	
280000	-9.671866	95	33.979942	45.711137	0.496190	0.503810	1.000000	0.000000	
281000	-8.326617	457	7.987258	14.466945	0.289817	0.710183	1.000000	0.000000	
282000	-7.263562	241	5.573779	5.260230	0.179835	0.820165	1.000000	0.000000	
283000	-8.666615	210	12.602877	14.305828	0.444074	0.555926	1.000000	0.000000	
284000	-8.868146	333	14.340896	26.187331	0.484698	0.515302	1.000000	0.000000	
285000	-10.021253	411	18.472733	32.062085	0.491769	0.508231	1.000000	0.000000	
286000	-8.333880	102	15.333910	6.572141	0.394988	0.605012	1.000000	0.000000	
287000	-11.467500	17	85.348309	78.364765	0.499946	0.500054	1.000000	0.000000	
288000	-10.675467	291	58.957627	60.007872	0.499970	0.500030	1.000000	0.000000	
289000	-8.748454	279	12.069295	7.398108	0.415503	0.584497	1.000000	0.000000	
290000	-10.661746	419	44.014284	65.583009	0.499984	0.500016	1.000000	0.000000	
291000	-7.803975	135	10.457069	12.590765	0.406094	0.593906	1.000000	0.000000	
292000	-7.697700	229	8.588673	10.207954	0.320354	0.679646	1.000000	0.000000	
293000	-8.582713	115	19.116399	12.088131	0.460998	0.539002	1.000000	0.000000	
294000	-10.134044	68	5.301223	20.128578	0.259481	0.740519	1.000000	0.000000	
295000	-7.920923	62	10.657148	4.882263	0.383395	0.616605	1.000000	0.000000	
296000	-9.465678	161	18.035781	19.115584	0.482217	0.517783	1.000000	0.000000	
297000	-10.781469	142	57.496663	80.712447	0.500000	0.500000	1.000000	0.000000	
298000	-7.759991	245	5.118830	3.919141	0.201231	0.798769	1.000000	0.000000	
299000	-11.833466	376	40.463920	91.152626	0.499906	0.500094	1.000000	0.000000	
300000	-8.303328	21	7.626300	12.489793	0.361295	0.638705	1.000000	0.000000	
301000	-9.161316	124	1.047198	7.539880	0.021009	0.978991	1.000000	0.000000	
302000	-7.494250	439	8.132307	5.241397	0.279902	0.720098	1.000000	0.000000	
303000	-10.674270	30	58.722650	70.525893	0.499994	0.500006	1.000000	0.000000	
304000	-10.439375	218	4.367321	20.059858	0.185631	0.814369	1.000000	0.000000	
305000	-8.071708	86	14.260037	9.294843	0.407495	0.592505	1.000000	0.000000	
306000	-8.410446	148	8.915715	8.206782	0.362791	0.637209	1.000000	0.000000	
307000	-8.696426	79	27.082939	13.933611	0.474330	0.525670	1.000000	0.000000	
308000	-10.980948	424	18.280304	52.033490	0.496657	0.503343	1.000000	0.000000	
309000	-10.966434	499	31.367227	69.548365	0.499592	0.500408	1.000000	0.000000	
310000	-8.888185	439	24.490893	6.873978	0.468577	0.531423	1.000000	0.000000	
311000	-10.883944	381	50.935583	68.011691	0.499983	0.500017	1.000000	0.000000	
