Options:
Model:                           Discrete: Independent
Tree File Name:                  Primates.trees
Data File Name:                  Primates.txt
Log File Name:                   Primates_discrete_independent.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3674852225
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Schedule File:                   Primates_discrete_independent.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     4
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    alpha1                       None
    beta1                        None
    alpha2                       None
    beta2                        None
Prior Information:
    Prior Categories:            100
    Priors
        alpha1 - exp 10.00 
        beta1 - exp 10.00 
        alpha2 - exp 10.00 
        beta2 - exp 10.00 
Tree Information
     Trees:                      500
     Taxa:                       60
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	alpha1	beta1	alpha2	beta2	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	
203000	-43.521895	223	0.737844	0.858425	4.917506	1.181320	0.895385	0.076915	0.025509	0.002191	
204000	-39.655657	187	0.764475	2.614491	3.410115	2.871377	0.610343	0.175789	0.166044	0.047823	
205000	-41.581867	352	0.890355	1.923426	2.891645	4.578778	0.628507	0.308327	0.042376	0.020789	
206000	-42.100774	198	0.347066	4.823926	4.721218	4.758407	0.111807	0.059886	0.539397	0.288910	
207000	-42.288662	147	1.367394	8.509641	1.925113	1.037832	0.417184	0.024284	0.527808	0.030724	
208000	-41.893695	478	1.968899	3.864154	1.790133	2.663051	0.497466	0.218032	0.197807	0.086696	
209000	-41.933318	162	0.519156	2.941388	3.092271	0.491900	0.488533	0.005116	0.501102	0.005248	
210000	-40.124906	183	0.794462	5.201785	1.729668	2.448084	0.307432	0.140009	0.379658	0.172901	
211000	-41.725329	404	0.780140	2.189155	5.408136	4.740369	0.600852	0.304685	0.062680	0.031784	
212000	-43.282921	245	0.326211	7.758197	3.211920	2.472064	0.159889	0.045193	0.619744	0.175174	
213000	-44.448338	296	2.381461	4.204522	3.141240	3.313491	0.415434	0.228341	0.229876	0.126350	
214000	-42.450849	119	0.592815	2.185844	3.249388	4.162057	0.514858	0.298614	0.118056	0.068472	
215000	-40.274435	147	1.088603	1.315944	1.938726	0.747026	0.940877	0.021987	0.036288	0.000848	
216000	-42.806316	210	2.011689	2.527029	4.287413	3.771355	0.584415	0.261311	0.106607	0.047668	
217000	-44.046494	213	1.883544	5.885174	4.337534	3.405029	0.347497	0.146075	0.356548	0.149880	
218000	-41.256454	132	0.365584	2.626011	2.324832	1.832986	0.580956	0.088153	0.287297	0.043594	
219000	-42.388006	218	0.507595	3.463724	3.332325	0.652117	0.430675	0.006619	0.554187	0.008518	
220000	-41.586243	174	0.713099	0.722747	3.108207	2.454549	0.723334	0.252715	0.017750	0.006201	
221000	-40.669906	187	1.337208	1.303806	1.330046	2.554535	0.670979	0.278068	0.036024	0.014929	
222000	-42.659402	274	1.229578	3.535215	2.281699	2.511292	0.442994	0.173433	0.275654	0.107919	
223000	-41.092626	246	0.685977	2.551967	3.635934	4.535194	0.396852	0.284631	0.185484	0.133033	
224000	-40.063971	198	1.477354	4.756360	2.310983	1.112946	0.553310	0.012602	0.424421	0.009667	
225000	-44.655402	251	0.562306	6.691726	5.890820	3.217870	0.124584	0.067124	0.525281	0.283011	
226000	-40.903161	204	1.083609	6.670680	1.999484	1.949303	0.400942	0.081066	0.430874	0.087118	
227000	-41.366692	458	2.250476	2.929747	3.030975	4.283176	0.610069	0.252175	0.097467	0.040288	
228000	-40.124601	458	1.378696	1.295707	3.429291	2.349583	0.856526	0.115263	0.024865	0.003346	
229000	-44.233945	481	2.320113	9.959690	5.293681	2.950169	0.429424	0.096889	0.386485	0.087201	
230000	-39.675346	208	0.803422	3.019380	2.408705	2.570936	0.468711	0.185005	0.248285	0.098000	
231000	-46.138587	142	1.802433	5.379423	0.385659	4.679777	0.033322	0.472288	0.032582	0.461808	
232000	-41.720613	371	0.949430	4.803463	5.409831	1.357730	0.511334	0.036558	0.421942	0.030167	
233000	-40.444490	481	1.281814	1.369592	1.700277	1.564743	0.900332	0.069629	0.027883	0.002156	
234000	-42.087536	479	1.835521	1.542797	1.219311	2.108274	0.659721	0.292014	0.033457	0.014809	
235000	-45.164402	267	0.104063	5.105253	7.376898	2.686322	0.011460	0.003577	0.750664	0.234299	
236000	-41.557192	230	1.041564	6.049910	1.097482	0.966624	0.494206	0.024538	0.458492	0.022764	
237000	-39.991956	68	1.791713	2.782865	3.400218	4.184124	0.794027	0.145121	0.051449	0.009403	
238000	-43.806133	135	1.454208	1.758294	1.639232	1.603549	0.577036	0.255533	0.116043	0.051388	
239000	-41.347095	303	0.825049	5.238121	2.743079	0.515269	0.465040	0.003756	0.526947	0.004256	
240000	-41.200512	189	1.971707	3.790477	2.601541	2.629567	0.545650	0.165696	0.221416	0.067237	
241000	-42.122081	111	0.727082	0.965746	4.342235	1.122227	0.917113	0.050389	0.030806	0.001693	
242000	-44.556082	223	0.834059	4.692558	4.625807	5.795527	0.267664	0.227680	0.272696	0.231960	
243000	-43.372116	210	0.328468	6.339326	2.679626	1.527058	0.184455	0.015808	0.736607	0.063129	
244000	-46.629655	431	1.672595	12.132754	2.852875	5.594768	0.228377	0.222816	0.277785	0.271022	
245000	-43.189338	406	1.009150	0.423761	4.677902	5.127669	0.551119	0.444206	0.002589	0.002087	
246000	-41.456186	111	0.999099	1.060840	3.917136	2.610468	0.764817	0.199192	0.028555	0.007437	
247000	-41.886023	64	0.909337	0.278152	3.629840	3.524032	0.677680	0.320019	0.001563	0.000738	
248000	-41.764442	124	2.535083	1.430228	2.007423	2.407315	0.680753	0.275120	0.031426	0.012701	
249000	-43.010088	239	1.868079	4.253544	4.153721	0.792341	0.674816	0.013643	0.305367	0.006174	
250000	-42.774276	366	0.804621	2.517191	4.951818	4.994425	0.503675	0.293830	0.127889	0.074607	
251000	-43.553406	82	0.678561	2.484585	2.386271	5.510879	0.349611	0.352452	0.148366	0.149571	
252000	-43.325703	229	1.311034	7.868401	3.200692	4.688397	0.354637	0.151486	0.346056	0.147821	
253000	-40.208302	394	1.448745	0.672824	2.935049	2.470702	0.835028	0.158026	0.005840	0.001105	
254000	-43.212336	175	0.395527	6.245642	3.345186	1.438006	0.163923	0.010301	0.776952	0.048824	
255000	-43.295364	89	0.833090	4.453436	4.588497	0.900801	0.460096	0.013981	0.510413	0.015510	
256000	-42.981729	281	0.678008	3.929267	1.256487	0.465232	0.503365	0.002749	0.491203	0.002683	
257000	-42.292747	494	1.437866	1.000798	3.038833	3.234660	0.876742	0.118007	0.004629	0.000623	
258000	-42.953894	245	1.951399	1.464043	5.764043	0.635029	0.926523	0.016391	0.056093	0.000992	
259000	-45.039458	151	1.598647	9.505184	3.843895	3.880028	0.346278	0.135491	0.372486	0.145745	
260000	-42.965338	338	2.191877	2.932903	4.273566	3.356879	0.469053	0.255982	0.177885	0.097079	
261000	-41.074780	423	0.823520	1.710882	4.135002	0.574454	0.933221	0.008265	0.058000	0.000514	
262000	-42.511524	138	0.346198	2.580362	1.379490	1.670268	0.277689	0.096724	0.463975	0.161612	
263000	-44.162340	480	0.958339	0.212345	5.387564	2.234342	0.860254	0.139057	0.000593	0.000096	
264000	-41.446402	43	2.636261	1.848695	2.774873	4.302706	0.601766	0.328421	0.045164	0.024649	
265000	-40.765869	423	0.647777	2.166997	2.665933	0.086797	0.889615	0.000146	0.110221	0.000018	
266000	-44.641640	153	2.191420	3.192861	7.174735	5.259064	0.461382	0.311176	0.135831	0.091610	
267000	-44.843409	1	0.414986	0.545368	5.383914	6.145779	0.561067	0.428359	0.005996	0.004578	
268000	-43.889614	32	2.063564	4.401028	3.139276	0.051337	0.628992	0.000090	0.370866	0.000053	
269000	-43.134716	162	2.399527	5.849584	2.180215	2.282500	0.413889	0.134514	0.340828	0.110769	
270000	-44.286513	475	0.435129	0.602209	3.820622	5.583882	0.597545	0.388146	0.008675	0.005635	
271000	-45.280984	9	0.558529	7.789328	0.545050	2.969618	0.017265	0.092843	0.139536	0.750356	
272000	-43.553997	316	1.540646	1.561941	2.786344	3.913683	0.634118	0.311913	0.036175	0.017794	
273000	-46.318823	478	3.983520	0.204328	2.263392	1.888760	0.852931	0.146024	0.000892	0.000153	
274000	-43.624315	285	1.368922	2.780620	1.291664	0.017676	0.758432	0.000006	0.241560	0.000002	
275000	-42.642692	86	1.510371	1.085968	4.423604	0.133215	0.967677	0.000552	0.031753	0.000018	
276000	-43.671004	20	1.949691	3.296481	3.827599	1.214488	0.652585	0.048038	0.278851	0.020527	
277000	-41.888720	456	1.810910	4.406517	4.432246	2.888168	0.403549	0.187527	0.279187	0.129737	
278000	-42.517692	137	0.393252	5.026956	3.957780	0.728899	0.312916	0.007361	0.664101	0.015622	
279000	-40.109811	371	1.763013	2.998687	2.072569	0.800575	0.762072	0.022173	0.209654	0.006100	
280000	-41.382603	22	0.541241	3.119986	2.477029	2.171686	0.570112	0.170501	0.199672	0.059715	
281000	-42.103819	138	0.427193	3.814153	4.208042	0.891158	0.235002	0.006930	0.736354	0.021715	
282000	-40.321370	246	0.971432	2.425037	3.141025	0.595796	0.743797	0.015793	0.235411	0.004999	
283000	-41.058636	396	1.255613	0.763124	2.679798	1.601645	0.905272	0.083391	0.010381	0.000956	
284000	-41.683526	117	1.848961	0.780082	2.402207	2.876111	0.590989	0.373659	0.021658	0.013694	
285000	-40.437919	31	0.817678	3.685962	4.472254	1.124483	0.688578	0.039125	0.257658	0.014640	
286000	-42.184983	163	1.625243	1.506615	5.624550	2.876964	0.722415	0.217466	0.046209	0.013910	
287000	-38.378057	43	1.510282	2.068174	2.926133	0.293433	0.913893	0.001943	0.083985	0.000179	
288000	-40.477179	359	1.311351	5.920438	1.636196	3.048304	0.321876	0.190558	0.306256	0.181311	
289000	-41.723894	25	1.203839	1.317844	4.120483	5.547869	0.542047	0.418307	0.022377	0.017269	
290000	-43.686258	484	0.858782	3.208024	1.941813	4.452226	0.386215	0.341250	0.144690	0.127845	
291000	-42.010977	299	0.614911	3.106651	4.069693	1.732842	0.713825	0.056134	0.213270	0.016771	
292000	-46.513811	245	0.991924	2.719314	6.073188	11.935785	0.407385	0.393949	0.100998	0.097667	
293000	-39.326578	97	0.951291	2.515611	2.473686	2.038611	0.717225	0.122599	0.136794	0.023383	
294000	-43.495687	166	1.322618	7.211475	3.279023	1.317548	0.380508	0.026554	0.554260	0.038679	
295000	-41.667364	183	1.609591	2.170905	0.478815	3.297221	0.182186	0.716490	0.020541	0.080783	
296000	-39.698051	38	0.576620	4.725155	2.706520	1.414671	0.359282	0.023266	0.579899	0.037553	
297000	-39.956619	58	1.950134	2.076157	2.432148	2.175570	0.807159	0.107598	0.075216	0.010027	
298000	-42.655407	25	1.516784	2.584929	6.475755	3.023288	0.610700	0.219734	0.124699	0.044867	
299000	-42.597227	235	0.382424	5.294503	2.111750	0.214331	0.199210	0.000285	0.799360	0.001145	
300000	-40.761730	208	0.638347	0.585545	3.275540	2.206504	0.793977	0.193094	0.010400	0.002529	
301000	-43.081710	322	0.750673	1.351499	2.926804	1.622691	0.794808	0.110900	0.082747	0.011546	
302000	-42.851454	288	1.778382	2.580708	2.156534	1.677093	0.737546	0.100888	0.142124	0.019441	
303000	-41.538293	27	0.484084	1.508317	2.668770	0.220089	0.945025	0.001470	0.053422	0.000083	
304000	-40.204570	198	1.452984	2.247440	2.024911	1.863537	0.796586	0.090731	0.101161	0.011522	
305000	-39.561600	404	0.794361	3.171610	2.298677	1.653857	0.740488	0.065418	0.178339	0.015755	
306000	-38.973010	312	0.802978	1.319371	2.416951	2.196666	0.807732	0.167435	0.020569	0.004264	
307000	-40.131486	69	1.196554	1.202095	2.262561	3.116469	0.579979	0.344335	0.047490	0.028195	
308000	-40.828227	246	2.046021	2.917382	3.410643	2.318342	0.566583	0.185517	0.186752	0.061148	
309000	-40.462421	379	0.989517	2.182064	1.268233	4.014086	0.217248	0.588985	0.052212	0.141554	
310000	-43.517172	9	0.995446	3.204859	4.026600	1.024751	0.481667	0.026799	0.465628	0.025906	
311000	-40.319764	97	2.074425	4.615705	2.650617	2.211367	0.537455	0.106282	0.297443	0.058820	
312000	-41.579700	318	0.899513	3.270081	3.078843	2.798153	0.436439	0.187162	0.263430	0.112969	
313000	-43.961848	239	1.409899	3.584003	4.214315	5.203223	0.459200	0.267370	0.172810	0.100619	
314000	-43.235082	458	0.834895	9.110789	3.372985	4.734166	0.293085	0.136369	0.389375	0.181171	
315000	-44.570185	62	1.469482	7.628061	1.984231	1.428135	0.351636	0.053963	0.515319	0.079083	
316000	-44.737156	452	3.710746	5.496115	1.532426	1.845315	0.465360	0.153781	0.286262	0.094597	
317000	-43.920632	136	2.716210	3.935656	5.139245	1.825996	0.639216	0.063245	0.270750	0.026788	
318000	-42.316433	124	1.428393	1.719130	0.345931	1.827232	0.301287	0.633313	0.021083	0.044317	
319000	-43.712254	475	1.623155	3.917917	1.005576	1.825220	0.493703	0.197623	0.220436	0.088238	
320000	-39.568868	187	0.964353	2.671540	3.423375	2.750113	0.629498	0.170580	0.157298	0.042624	
321000	-41.998951	12	1.301512	4.454190	1.401934	2.637688	0.371901	0.220881	0.255481	0.151737	
322000	-40.607745	394	0.874592	0.795247	4.136513	4.120857	0.706093	0.283710	0.007274	0.002923	
323000	-41.673589	191	0.507743	2.067695	2.810481	2.374136	0.579606	0.209472	0.154929	0.055992	
324000	-41.188939	481	1.062545	2.023196	1.939852	0.131110	0.923225	0.000230	0.076526	0.000019	
325000	-43.620733	203	0.948803	1.819649	1.320044	4.254575	0.433592	0.477714	0.042200	0.046494	
326000	-42.160667	30	1.806692	0.457463	3.179971	3.703781	0.619774	0.375759	0.002781	0.001686	
327000	-44.544448	203	0.705828	0.844113	2.575285	0.004125	0.982710	0.000000	0.017290	0.000000	
328000	-41.585739	120	0.981770	4.123295	3.372191	2.039664	0.624427	0.082597	0.258749	0.034227	
329000	-41.697272	475	0.915911	1.473119	4.415119	1.774345	0.812402	0.109189	0.069119	0.009290	
330000	-45.187213	67	1.328361	6.142829	5.827625	2.687984	0.327454	0.140643	0.372089	0.159814	
331000	-39.236043	31	0.990037	2.895978	3.094181	1.606400	0.745824	0.071463	0.166738	0.015976	
332000	-41.931722	161	2.535326	1.128899	3.208386	1.382164	0.856700	0.095498	0.043008	0.004794	
333000	-39.585493	97	0.694044	2.092815	3.156489	0.414253	0.878869	0.004420	0.116126	0.000584	
334000	-41.749130	404	2.087402	1.622752	1.325130	1.881219	0.797516	0.150354	0.043860	0.008269	
335000	-40.254396	58	1.005685	1.340613	3.853100	3.020130	0.781363	0.182032	0.029688	0.006916	
336000	-41.718224	42	1.409142	1.965902	3.302753	3.070077	0.617796	0.246760	0.096785	0.038658	
337000	-41.989676	12	1.117264	0.377745	3.950947	2.798377	0.753961	0.242790	0.002458	0.000791	
338000	-42.766434	413	1.823701	2.637883	4.321456	5.643757	0.495873	0.341227	0.096497	0.066403	
339000	-42.418919	310	2.425452	2.807443	3.132981	4.398631	0.509951	0.295276	0.123350	0.071423	
340000	-41.895963	282	0.896333	5.569601	4.579068	2.061917	0.492562	0.064488	0.391670	0.051279	
341000	-40.287343	204	0.893643	1.807738	4.234239	1.117294	0.855437	0.045049	0.094535	0.004978	
342000	-43.054719	309	2.012176	2.044013	5.947476	3.017623	0.682613	0.232426	0.063380	0.021580	
343000	-39.378930	201	1.595300	3.117268	3.465065	0.851039	0.785474	0.018357	0.191688	0.004480	
344000	-42.104285	319	1.358923	1.678168	3.313643	5.462511	0.568450	0.373652	0.034935	0.022963	
345000	-40.963094	187	1.183101	6.105319	2.695654	1.149506	0.541825	0.033294	0.400285	0.024597	
346000	-44.482345	352	2.828572	0.448526	6.579056	3.471058	0.773156	0.224569	0.001763	0.000512	
347000	-42.542707	319	1.199393	3.196746	1.223087	2.035426	0.591619	0.177840	0.177258	0.053284	
348000	-42.466950	95	1.215973	2.110712	1.216089	2.369577	0.450446	0.372309	0.097039	0.080206	
349000	-45.488352	421	2.126772	1.938580	0.610178	2.711705	0.335530	0.557457	0.040209	0.066804	
350000	-42.987032	50	2.400839	5.819488	3.612598	1.743436	0.458412	0.098178	0.365196	0.078214	
351000	-39.946602	183	0.996209	1.160472	1.842867	2.944388	0.617818	0.356327	0.016397	0.009457	
352000	-41.309176	180	0.811901	1.018724	3.096611	3.163611	0.659383	0.293097	0.032897	0.014623	
353000	-42.648884	249	0.412514	6.181749	2.518988	2.732702	0.114487	0.059316	0.544230	0.281967	
354000	-42.888797	432	0.365871	2.479216	1.660125	0.429917	0.404642	0.002290	0.589731	0.003338	
355000	-42.743837	349	0.835104	1.922001	2.781193	3.816075	0.579642	0.284582	0.091066	0.044710	
356000	-42.842319	30	1.199748	3.431539	7.129953	4.736003	0.405392	0.279314	0.186675	0.128618	
357000	-40.663398	7	1.836213	2.487033	2.713359	2.161578	0.606618	0.182280	0.162325	0.048776	
358000	-40.571207	48	0.740920	1.608530	3.328188	1.266119	0.932705	0.025671	0.040509	0.001115	
359000	-41.684730	263	1.760937	5.964453	4.284287	1.379680	0.520987	0.021930	0.438620	0.018463	
360000	-42.952094	241	2.399973	4.926247	2.391226	0.573172	0.550792	0.006513	0.437521	0.005174	
361000	-45.239809	134	2.265620	4.769035	2.597824	4.962004	0.366062	0.272726	0.206995	0.154217	
362000	-41.864905	30	1.470666	3.681111	1.080991	2.298351	0.354625	0.328319	0.164634	0.152422	
363000	-45.991429	416	0.884350	1.138550	7.593675	2.861018	0.659934	0.294831	0.031267	0.013969	
364000	-38.480826	43	1.065792	3.182168	1.914882	1.501723	0.717728	0.060142	0.204955	0.017174	
365000	-43.560232	327	2.186776	3.272447	5.020482	1.478449	0.566468	0.084994	0.303066	0.045472	
366000	-41.066164	379	2.005221	3.826103	4.276505	4.496400	0.332793	0.293633	0.198464	0.175111	
367000	-39.243172	43	0.794832	5.338343	1.991557	0.711321	0.474064	0.006767	0.511862	0.007306	
368000	-40.068806	97	1.681540	1.861445	3.979424	1.342613	0.863178	0.058055	0.073803	0.004964	
369000	-44.747692	298	2.007942	6.887299	3.723447	5.766497	0.333669	0.230448	0.257820	0.178063	
370000	-40.074913	359	1.156595	0.518585	1.541968	2.846913	0.638509	0.357380	0.002636	0.001475	
371000	-39.719385	43	2.659248	2.300742	2.935023	1.833807	0.806654	0.085623	0.097386	0.010337	
372000	-42.750024	203	0.995949	0.780912	4.064585	0.966203	0.956866	0.029000	0.013718	0.000416	
373000	-43.855407	349	1.428581	2.747272	4.065519	5.469570	0.465593	0.323380	0.124532	0.086495	
374000	-42.023616	232	2.052286	4.751858	3.741099	2.515848	0.537361	0.131853	0.265613	0.065174	
375000	-40.898209	340	1.809179	3.317708	3.572505	3.055094	0.574843	0.188222	0.178491	0.058444	
376000	-42.193316	414	1.128857	4.186889	1.704954	0.867272	0.822121	0.005545	0.171180	0.001155	
377000	-41.503796	481	0.816834	4.327664	3.559009	0.088290	0.628181	0.000086	0.371682	0.000051	
378000	-42.589267	429	1.429178	2.562177	5.200265	5.618917	0.479584	0.370849	0.084345	0.065222	
379000	-41.896356	481	1.596340	0.586163	1.526780	1.849287	0.878961	0.116241	0.004238	0.000560	
380000	-41.269193	163	0.797788	1.880852	4.844060	2.313091	0.720299	0.135913	0.120963	0.022824	
381000	-43.467871	303	3.068512	3.555900	3.817705	3.592665	0.560664	0.206950	0.169734	0.062651	
382000	-44.135744	243	0.577991	5.369738	1.492636	3.052162	0.174986	0.113878	0.430788	0.280348	
383000	-40.899340	314	1.254815	4.949791	3.151846	3.613621	0.241247	0.164127	0.353875	0.240751	
384000	-45.757662	106	1.174735	7.864668	1.894695	1.107594	0.316643	0.017934	0.629755	0.035668	
385000	-42.394867	189	2.392033	6.658627	2.918439	2.858594	0.426072	0.139591	0.327154	0.107183	
386000	-40.342542	481	1.446406	3.299352	2.262024	0.345164	0.810516	0.001543	0.187583	0.000357	
387000	-42.155860	383	0.349744	4.283642	1.966882	3.007668	0.068533	0.066902	0.437487	0.427078	
388000	-43.287435	363	0.635778	3.281987	4.002626	3.822090	0.396159	0.159904	0.316277	0.127660	
389000	-42.390044	153	1.943561	3.337905	4.321551	1.193972	0.712000	0.036548	0.239174	0.012277	
390000	-44.882564	12	0.053111	1.925651	2.934729	0.345846	0.068572	0.000259	0.927664	0.003505	
391000	-40.832947	340	0.864143	3.911309	0.987348	2.154750	0.423676	0.201680	0.253820	0.120824	
392000	-41.787891	7	1.002115	3.499841	2.172889	4.954143	0.279116	0.309835	0.194805	0.216245	
393000	-42.387076	226	0.289678	2.703860	4.338306	1.104948	0.600570	0.019340	0.368232	0.011858	
394000	-40.979787	411	0.542103	3.586978	2.669991	4.204335	0.146206	0.143328	0.358763	0.351703	
395000	-41.561260	136	0.466462	3.541231	3.370636	3.781429	0.194305	0.089366	0.490660	0.225669	
396000	-45.780696	244	2.475703	3.395653	7.270505	7.066460	0.350372	0.324660	0.168673	0.156295	
397000	-38.645533	43	0.977381	4.107332	2.118226	1.468890	0.602888	0.044645	0.328166	0.024301	
398000	-41.155076	161	0.833080	2.430485	1.506656	2.624126	0.449376	0.324046	0.131647	0.094931	
399000	-42.648970	104	0.884939	2.788790	3.276973	2.988629	0.601752	0.190894	0.157417	0.049937	
400000	-41.910484	162	1.366180	0.750387	2.470089	2.634079	0.711044	0.270141	0.013635	0.005180	
401000	-41.134035	245	1.792761	3.308936	3.144763	3.953743	0.485443	0.284488	0.145059	0.085010	
402000	-42.742608	44	1.423104	2.884900	4.602699	2.082699	0.559324	0.136198	0.244854	0.059623	
403000	-44.134545	409	0.517069	0.751679	2.078206	0.187174	0.956770	0.002067	0.041075	0.000089	
404000	-42.638633	155	1.840910	2.385182	4.408298	3.001092	0.518405	0.274872	0.135094	0.071630	
405000	-43.431200	69	0.207717	4.405006	0.999753	4.326507	0.056381	0.088886	0.331741	0.522992	
406000	-44.029229	309	0.617585	5.719379	5.346668	0.821206	0.332952	0.006695	0.647337	0.013016	
407000	-40.388662	230	2.167093	2.254988	3.446370	1.520188	0.830043	0.060853	0.101651	0.007452	
408000	-44.095466	188	1.839034	4.684289	2.254839	1.190570	0.454823	0.078405	0.398138	0.068634	
409000	-41.693746	201	2.198230	3.339312	2.899980	4.299929	0.538908	0.249767	0.144400	0.066925	
410000	-41.907248	229	2.436405	5.629829	3.903398	2.123757	0.585103	0.058725	0.323685	0.032487	
411000	-41.180047	25	1.849161	3.350308	2.073614	2.739424	0.526310	0.216464	0.182264	0.074963	
412000	-41.855854	399	2.276803	3.122522	3.415151	3.252461	0.631727	0.180787	0.145770	0.041716	
413000	-42.348530	170	0.973042	5.020412	4.454153	3.247484	0.294071	0.147399	0.372047	0.186483	
414000	-40.366956	229	1.083611	2.329996	2.391125	0.589022	0.895311	0.005247	0.098862	0.000579	
415000	-48.379003	312	5.010929	1.343377	6.515015	3.156405	0.747081	0.214333	0.029984	0.008602	
416000	-46.018241	420	3.916162	6.163185	4.099341	2.673042	0.419773	0.139788	0.330410	0.110029	
417000	-45.588114	80	0.486748	5.766641	4.307168	0.437327	0.258030	0.001625	0.735712	0.004633	
418000	-39.792650	97	1.523282	4.454603	2.948525	0.519224	0.632482	0.004974	0.359715	0.002829	
419000	-40.910397	31	1.056632	4.077862	4.109949	0.153730	0.703379	0.000760	0.295542	0.000319	
420000	-44.138448	340	1.795580	9.146450	4.591144	2.505146	0.400267	0.094318	0.409032	0.096383	
421000	-41.617454	138	0.599980	1.299990	2.836862	4.261895	0.528776	0.386638	0.048860	0.035726	
422000	-43.295336	119	1.155086	2.273485	1.796227	0.071846	0.853601	0.000117	0.146262	0.000020	
423000	-40.948104	319	1.760240	3.245140	3.482838	0.591312	0.789781	0.005007	0.203919	0.001293	
424000	-42.753802	119	1.361725	0.953221	1.436934	1.782096	0.760163	0.215016	0.019348	0.005473	
425000	-45.964854	446	1.290467	2.871120	4.040389	8.217247	0.375890	0.359520	0.135240	0.129350	
426000	-41.626020	298	1.100757	1.447457	2.893970	0.429793	0.937140	0.007030	0.055414	0.000416	
427000	-43.399803	470	1.718159	4.882087	3.388376	1.991645	0.579629	0.054184	0.334882	0.031305	
428000	-41.302922	354	1.315695	1.149060	3.425576	1.890305	0.795463	0.151992	0.044116	0.008429	
429000	-39.043963	43	1.884261	0.383535	2.465559	0.695194	0.984496	0.012752	0.002717	0.000035	
430000	-41.964667	177	1.390602	2.623752	3.725264	0.220204	0.801054	0.001450	0.197140	0.000357	
431000	-45.329854	231	4.448830	5.217298	2.486538	0.983570	0.595571	0.029348	0.357465	0.017615	
432000	-41.634045	255	1.088527	3.091006	2.893873	2.474075	0.630125	0.118900	0.211135	0.039840	
433000	-39.682942	58	1.173767	2.012801	1.618396	0.722187	0.905374	0.010944	0.082683	0.000999	
434000	-42.070031	181	0.886290	3.058345	3.608907	2.938090	0.382006	0.200660	0.273612	0.143722	
435000	-43.526032	287	1.194461	1.658637	3.548020	4.442875	0.476602	0.379786	0.079924	0.063688	
436000	-41.133618	48	1.036984	1.439581	2.949288	3.400394	0.758357	0.212622	0.022666	0.006355	
437000	-42.860334	50	1.558173	1.851890	4.098488	0.623747	0.883596	0.018791	0.095580	0.002033	
438000	-48.769374	300	1.195459	3.764302	8.913655	13.515238	0.288378	0.286720	0.213064	0.211838	
439000	-43.485884	471	1.586641	7.894583	2.231392	2.911986	0.384301	0.090767	0.424637	0.100294	
440000	-47.697745	308	3.832409	1.385953	3.338294	4.172757	0.550518	0.382518	0.039511	0.027453	
441000	-44.140043	312	3.630601	7.629230	4.335411	4.475102	0.401554	0.181097	0.287631	0.129718	
442000	-41.298576	23	0.978207	5.292565	2.586781	4.162985	0.204883	0.149455	0.373331	0.272331	
443000	-42.545871	162	1.200901	0.874943	4.964168	3.423211	0.656496	0.316258	0.018388	0.008858	
444000	-40.654890	26	0.985022	2.295538	3.477833	2.799347	0.666473	0.193678	0.108360	0.031489	
445000	-41.505721	432	1.064445	4.511058	3.290414	3.164161	0.256243	0.137799	0.394051	0.211907	
446000	-41.630610	109	0.996746	1.987698	4.937182	4.189408	0.614900	0.281063	0.071400	0.032636	
447000	-41.837084	450	1.584382	2.524385	4.115778	2.219060	0.666881	0.148471	0.151025	0.033623	
448000	-42.330381	7	0.865660	6.310004	1.936876	3.853544	0.185208	0.183942	0.316507	0.314343	
449000	-43.258547	64	2.339856	4.818001	1.353622	1.615894	0.530645	0.106604	0.302068	0.060684	
450000	-44.043575	278	1.797486	3.602074	5.908133	5.112420	0.472617	0.271282	0.162707	0.093394	
451000	-42.779151	214	1.028457	5.459849	3.981838	2.502994	0.333429	0.104621	0.427738	0.134212	
452000	-43.182525	203	1.032385	4.439334	5.481653	4.858319	0.367694	0.223265	0.254505	0.154536	
453000	-46.527827	314	0.113874	9.260649	4.285984	5.408625	0.009593	0.008498	0.520666	0.461244	
454000	-42.859476	44	1.540267	1.798659	3.791507	3.991701	0.532037	0.338740	0.078954	0.050269	
455000	-41.478532	64	0.450797	0.942575	3.512116	1.435680	0.887571	0.085312	0.024739	0.002378	
456000	-46.667474	65	2.459916	0.055195	2.264506	1.613854	0.889184	0.110754	0.000055	0.000007	
457000	-42.199202	427	1.366489	3.656848	1.298814	2.203964	0.477849	0.235537	0.191983	0.094631	
458000	-42.478358	396	1.559115	0.773539	5.557846	4.009855	0.688029	0.300468	0.008007	0.003497	
459000	-40.666158	48	1.178919	1.206226	2.819258	1.971471	0.907168	0.073679	0.017714	0.001439	
460000	-41.501965	440	1.325573	3.311520	5.472981	2.347457	0.574631	0.168751	0.198365	0.058253	
