Default schedule
Rate	71.43
CV	28.57
Rate Tried	% Accepted	CV Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
449	0.327394	151	0.456954	0.814570	600	0.360000	0.360000	0.317791	
526	0.326996	174	0.465517	0.814570	700	0.361429	0.361429	0.317838	
589	0.317487	211	0.454976	0.814570	800	0.353750	0.353750	0.317822	
662	0.306647	238	0.445378	0.814570	900	0.343333	0.343333	0.317770	
741	0.296896	259	0.451737	0.814570	1000	0.337000	0.337000	0.317736	
74	0.378378	26	0.269231	0.814570	100	0.350000	0.350000	0.317765	
138	0.347826	62	0.322581	0.814570	200	0.340000	0.340000	0.317776	
217	0.382488	83	0.337349	0.814570	300	0.370000	0.370000	0.317877	
295	0.359322	105	0.390476	0.814570	400	0.367500	0.367500	0.317915	
368	0.336957	132	0.409091	0.814570	500	0.356000	0.356000	0.317907	
445	0.352809	155	0.400000	0.814570	600	0.365000	0.365000	0.317990	
517	0.334623	183	0.382514	0.814570	700	0.347143	0.347143	0.317920	
591	0.333333	209	0.397129	0.814570	800	0.350000	0.350000	0.317967	
673	0.341753	227	0.400881	0.814570	900	0.356667	0.356667	0.318049	
749	0.337784	251	0.406375	0.814570	1000	0.355000	0.355000	0.318069	
76	0.250000	24	0.541667	0.814570	100	0.320000	0.320000	0.318070	
154	0.253247	46	0.521739	0.814570	200	0.315000	0.315000	0.318063	
222	0.261261	78	0.538462	0.814570	300	0.333333	0.333333	0.318109	
303	0.257426	97	0.567010	0.814570	400	0.332500	0.332500	0.318120	
375	0.242667	125	0.568000	0.814570	500	0.324000	0.324000	0.318095	
443	0.239278	157	0.566879	0.814570	600	0.325000	0.325000	0.318106	
522	0.254789	178	0.561798	0.814570	700	0.332857	0.332857	0.318160	
599	0.253756	201	0.537313	0.814570	800	0.325000	0.325000	0.318118	
672	0.250000	228	0.526316	0.814570	900	0.320000	0.320000	0.318084	
748	0.244652	252	0.523810	0.814570	1000	0.315000	0.315000	0.318041	
68	0.250000	32	0.625000	0.814570	100	0.370000	0.370000	0.318087	
137	0.248175	63	0.587302	0.814570	200	0.355000	0.355000	0.318107	
212	0.250000	88	0.568182	0.814570	300	0.343333	0.343333	0.318108	
288	0.250000	112	0.491071	0.814570	400	0.317500	0.317500	0.318040	
361	0.243767	139	0.510791	0.814570	500	0.318000	0.318000	0.318041	
438	0.226027	162	0.506173	0.814570	600	0.301667	0.301667	0.317955	
508	0.222441	192	0.484375	0.814570	700	0.294286	0.294286	0.317895	
575	0.227826	225	0.457778	0.814570	800	0.292500	0.292500	0.317862	
651	0.231951	249	0.465863	0.814570	900	0.296667	0.296667	0.317873	
721	0.242718	279	0.469534	0.814570	1000	0.306000	0.306000	0.317936	
72	0.250000	28	0.464286	0.814570	100	0.310000	0.310000	0.317929	
136	0.257353	64	0.453125	0.814570	200	0.320000	0.320000	0.317939	
206	0.242718	94	0.489362	0.814570	300	0.320000	0.320000	0.317941	
280	0.260714	120	0.475000	0.814570	400	0.325000	0.325000	0.317961	
353	0.266289	147	0.482993	0.814570	500	0.330000	0.330000	0.317988	
430	0.265116	170	0.464706	0.814570	600	0.321667	0.321667	0.317955	
511	0.254403	189	0.460317	0.814570	700	0.310000	0.310000	0.317887	
579	0.262522	221	0.457014	0.814570	800	0.316250	0.316250	0.317924	
655	0.258015	245	0.444898	0.814570	900	0.308889	0.308889	0.317865	
726	0.257576	274	0.445255	0.814570	1000	0.309000	0.309000	0.317858	
80	0.250000	20	0.350000	0.814570	100	0.270000	0.270000	0.317817	
153	0.274510	47	0.446809	0.814570	200	0.315000	0.315000	0.317853	
224	0.316964	76	0.407895	0.814570	300	0.340000	0.340000	0.317916	
288	0.291667	112	0.446429	0.814570	400	0.335000	0.335000	0.317918	
358	0.279330	142	0.436620	0.814570	500	0.324000	0.324000	0.317885	
426	0.302817	174	0.431034	0.814570	600	0.340000	0.340000	0.317973	
497	0.287726	203	0.418719	0.814570	700	0.325714	0.325714	0.317906	
568	0.295775	232	0.422414	0.814570	800	0.332500	0.332500	0.317959	
644	0.299689	256	0.425781	0.814570	900	0.335556	0.335556	0.317996	
703	0.287340	297	0.447811	0.814570	1000	0.335000	0.335000	0.318006	
74	0.229730	26	0.538462	0.814570	100	0.310000	0.310000	0.317999	
142	0.295775	58	0.482759	0.814570	200	0.350000	0.350000	0.318061	
221	0.271493	79	0.493671	0.814570	300	0.330000	0.330000	0.318037	
285	0.301754	115	0.478261	0.814570	400	0.352500	0.352500	0.318124	
351	0.299145	149	0.483221	0.814570	500	0.354000	0.354000	0.318160	
419	0.279236	181	0.486188	0.814570	600	0.341667	0.341667	0.318128	
487	0.285421	213	0.497653	0.814570	700	0.350000	0.350000	0.318198	
557	0.281867	243	0.502058	0.814570	800	0.348750	0.348750	0.318216	
628	0.289809	272	0.503676	0.814570	900	0.354444	0.354444	0.318286	
705	0.283688	295	0.511864	0.814570	1000	0.351000	0.351000	0.318288	
66	0.287879	34	0.352941	0.814570	100	0.310000	0.310000	0.318281	
137	0.226277	63	0.412698	0.814570	200	0.285000	0.285000	0.318231	
210	0.247619	90	0.444444	0.814570	300	0.306667	0.306667	0.318258	
280	0.257143	120	0.425000	0.814570	400	0.307500	0.307500	0.318251	
352	0.250000	148	0.425676	0.814570	500	0.302000	0.302000	0.318219	
423	0.243499	177	0.451977	0.814570	600	0.305000	0.305000	0.318220	
490	0.244898	210	0.438095	0.814570	700	0.302857	0.302857	0.318196	
553	0.253165	247	0.417004	0.814570	800	0.303750	0.303750	0.318189	
617	0.257699	283	0.402827	0.814570	900	0.303333	0.303333	0.318174	
690	0.263768	310	0.406452	0.814570	1000	0.308000	0.308000	0.318201	
70	0.142857	30	0.633333	0.814570	100	0.290000	0.290000	0.318177	
147	0.231293	53	0.566038	0.814570	200	0.320000	0.320000	0.318204	
213	0.239437	87	0.528736	0.814570	300	0.323333	0.323333	0.318214	
290	0.241379	110	0.518182	0.814570	400	0.317500	0.317500	0.318198	
361	0.229917	139	0.517986	0.814570	500	0.310000	0.310000	0.318166	
436	0.238532	164	0.548780	0.814570	600	0.323333	0.323333	0.318227	
514	0.245136	186	0.553763	0.814570	700	0.327143	0.327143	0.318253	
576	0.237847	224	0.531250	0.814570	800	0.320000	0.320000	0.318213	
640	0.239063	260	0.530769	0.814570	900	0.323333	0.323333	0.318240	
708	0.230226	292	0.520548	0.814570	1000	0.315000	0.315000	0.318174	
83	0.289157	17	0.470588	0.814570	100	0.320000	0.320000	0.318175	
153	0.267974	47	0.489362	0.814570	200	0.320000	0.320000	0.318177	
222	0.234234	78	0.435897	0.814570	300	0.286667	0.286667	0.318095	
287	0.275261	113	0.424779	0.814570	400	0.317500	0.317500	0.318172	
353	0.288952	147	0.442177	0.814570	500	0.334000	0.334000	0.318240	
420	0.290476	180	0.455556	0.814570	600	0.340000	0.340000	0.318283	
492	0.292683	208	0.451923	0.814570	700	0.340000	0.340000	0.318301	
566	0.289753	234	0.461538	0.814570	800	0.340000	0.340000	0.318320	
647	0.285935	253	0.454545	0.814570	900	0.333333	0.333333	0.318288	
715	0.296503	285	0.452632	0.814570	1000	0.341000	0.341000	0.318364	
70	0.342857	30	0.466667	0.814570	100	0.380000	0.380000	0.318415	
141	0.333333	59	0.457627	0.814570	200	0.370000	0.370000	0.318450	
212	0.377358	88	0.409091	0.814570	300	0.386667	0.386667	0.318534	
283	0.356890	117	0.452991	0.814570	400	0.385000	0.385000	0.318585	
363	0.322314	137	0.481752	0.814570	500	0.366000	0.366000	0.318562	
429	0.312354	171	0.497076	0.814570	600	0.365000	0.365000	0.318596	
502	0.298805	198	0.474747	0.814570	700	0.348571	0.348571	0.318539	
575	0.297391	225	0.484444	0.814570	800	0.350000	0.350000	0.318574	
646	0.306502	254	0.484252	0.814570	900	0.356667	0.356667	0.318649	
710	0.314085	290	0.486207	0.814570	1000	0.364000	0.364000	0.318741	
68	0.308824	32	0.406250	0.814570	100	0.340000	0.340000	0.318759	
145	0.331034	55	0.418182	0.814570	200	0.355000	0.355000	0.318801	
221	0.348416	79	0.367089	0.814570	300	0.353333	0.353333	0.318827	
288	0.357639	112	0.392857	0.814570	400	0.367500	0.367500	0.318902	
365	0.361644	135	0.407407	0.814570	500	0.374000	0.374000	0.318969	
436	0.332569	164	0.408537	0.814570	600	0.353333	0.353333	0.318912	
516	0.341085	184	0.429348	0.814570	700	0.364286	0.364286	0.319003	
585	0.312821	215	0.432558	0.814570	800	0.345000	0.345000	0.318914	
658	0.303951	242	0.413223	0.814570	900	0.333333	0.333333	0.318849	
731	0.307798	269	0.420074	0.814570	1000	0.338000	0.338000	0.318899	
81	0.481481	19	0.473684	0.814570	100	0.480000	0.480000	0.319031	
150	0.420000	50	0.500000	0.814570	200	0.440000	0.440000	0.319097	
228	0.315789	72	0.458333	0.814570	300	0.350000	0.350000	0.318975	
303	0.290429	97	0.484536	0.814570	400	0.337500	0.337500	0.318960	
378	0.283069	122	0.475410	0.814570	500	0.330000	0.330000	0.318944	
459	0.287582	141	0.468085	0.814570	600	0.330000	0.330000	0.318953	
529	0.296786	171	0.467836	0.814570	700	0.338571	0.338571	0.319011	
604	0.299669	196	0.469388	0.814570	800	0.341250	0.341250	0.319045	
674	0.296736	226	0.451327	0.814570	900	0.335556	0.335556	0.319021	
742	0.295148	258	0.476744	0.814570	1000	0.342000	0.342000	0.319087	
75	0.413333	25	0.480000	0.814570	100	0.430000	0.430000	0.319177	
153	0.313725	47	0.553191	0.814570	200	0.370000	0.370000	0.319169	
227	0.264317	73	0.506849	0.814570	300	0.323333	0.323333	0.319097	
291	0.298969	109	0.532110	0.814570	400	0.362500	0.362500	0.319228	
361	0.304709	139	0.510791	0.814570	500	0.362000	0.362000	0.319261	
439	0.307517	161	0.496894	0.814570	600	0.358333	0.358333	0.319277	
514	0.295720	186	0.494624	0.814570	700	0.348571	0.348571	0.319254	
585	0.287179	215	0.502326	0.814570	800	0.345000	0.345000	0.319254	
657	0.275495	243	0.497942	0.814570	900	0.335556	0.335556	0.319206	
732	0.267760	268	0.503731	0.814570	1000	0.331000	0.331000	0.319183	
66	0.272727	34	0.470588	0.814570	100	0.340000	0.340000	0.319200	
137	0.328467	63	0.492063	0.814570	200	0.380000	0.380000	0.319281	
201	0.318408	99	0.484848	0.814570	300	0.373333	0.373333	0.319314	
271	0.313653	129	0.449612	0.814570	400	0.357500	0.357500	0.319306	
342	0.330409	158	0.436709	0.814570	500	0.364000	0.364000	0.319363	
416	0.334135	184	0.418478	0.814570	600	0.360000	0.360000	0.319379	
481	0.338877	219	0.410959	0.814570	700	0.361429	0.361429	0.319420	
553	0.345389	247	0.421053	0.814570	800	0.368750	0.368750	0.319501	
626	0.317891	274	0.441606	0.814570	900	0.355556	0.355556	0.319445	
693	0.314574	307	0.449511	0.814570	1000	0.356000	0.356000	0.319477	
73	0.219178	27	0.555556	0.814570	100	0.310000	0.310000	0.319470	
144	0.256944	56	0.464286	0.814570	200	0.315000	0.315000	0.319470	
214	0.228972	86	0.465116	0.814570	300	0.296667	0.296667	0.319423	
287	0.240418	113	0.451327	0.814570	400	0.300000	0.300000	0.319415	
363	0.231405	137	0.452555	0.814570	500	0.292000	0.292000	0.319368	
426	0.239437	174	0.454023	0.814570	600	0.301667	0.301667	0.319392	
492	0.250000	208	0.461538	0.814570	700	0.312857	0.312857	0.319441	
569	0.251318	231	0.458874	0.814570	800	0.311250	0.311250	0.319425	
648	0.266975	252	0.464286	0.814570	900	0.322222	0.322222	0.319497	
714	0.268908	286	0.465035	0.814570	1000	0.325000	0.325000	0.319521	
67	0.313433	33	0.393939	0.814570	100	0.340000	0.340000	0.319538	
142	0.274648	58	0.465517	0.814570	200	0.330000	0.330000	0.319538	
212	0.268868	88	0.443182	0.814570	300	0.320000	0.320000	0.319522	
284	0.299296	116	0.456897	0.814570	400	0.345000	0.345000	0.319602	
347	0.299712	153	0.470588	0.814570	500	0.352000	0.352000	0.319650	
414	0.294686	186	0.451613	0.814570	600	0.343333	0.343333	0.319634	
489	0.298569	211	0.464455	0.814570	700	0.348571	0.348571	0.319682	
563	0.287744	237	0.476793	0.814570	800	0.343750	0.343750	0.319674	
637	0.279435	263	0.479087	0.814570	900	0.337778	0.337778	0.319651	
707	0.278642	293	0.488055	0.814570	1000	0.340000	0.340000	0.319683	
73	0.191781	27	0.407407	0.814570	100	0.250000	0.250000	0.319628	
146	0.150685	54	0.462963	0.814570	200	0.235000	0.235000	0.319549	
216	0.175926	84	0.500000	0.814570	300	0.266667	0.266667	0.319558	
292	0.188356	108	0.490741	0.814570	400	0.270000	0.270000	0.319527	
365	0.186301	135	0.437037	0.814570	500	0.254000	0.254000	0.319425	
438	0.212329	162	0.425926	0.814570	600	0.270000	0.270000	0.319449	
515	0.236893	185	0.421622	0.814570	700	0.285714	0.285714	0.319496	
586	0.250853	214	0.425234	0.814570	800	0.297500	0.297500	0.319544	
652	0.259202	248	0.447581	0.814570	900	0.311111	0.311111	0.319622	
724	0.270718	276	0.452899	0.814570	1000	0.321000	0.321000	0.319693	
71	0.197183	29	0.482759	0.814570	100	0.280000	0.280000	0.319662	
142	0.183099	58	0.431034	0.814570	200	0.255000	0.255000	0.319592	
219	0.214612	81	0.407407	0.814570	300	0.266667	0.266667	0.319569	
286	0.202797	114	0.429825	0.814570	400	0.267500	0.267500	0.319530	
354	0.203390	146	0.438356	0.814570	500	0.272000	0.272000	0.319507	
429	0.212121	171	0.432749	0.814570	600	0.275000	0.275000	0.319484	
499	0.220441	201	0.427861	0.814570	700	0.280000	0.280000	0.319477	
574	0.222997	226	0.433628	0.814570	800	0.282500	0.282500	0.319462	
641	0.221529	259	0.440154	0.814570	900	0.284444	0.284444	0.319447	
711	0.227848	289	0.453287	0.814570	1000	0.293000	0.293000	0.319486	
76	0.289474	24	0.458333	0.814570	100	0.330000	0.330000	0.319494	
148	0.283784	52	0.403846	0.814570	200	0.315000	0.315000	0.319479	
218	0.288991	82	0.402439	0.814570	300	0.320000	0.320000	0.319487	
292	0.263699	108	0.425926	0.814570	400	0.307500	0.307500	0.319449	
362	0.254144	138	0.442029	0.814570	500	0.306000	0.306000	0.319434	
434	0.248848	166	0.463855	0.814570	600	0.308333	0.308333	0.319434	
516	0.251938	184	0.451087	0.814570	700	0.304286	0.304286	0.319404	
591	0.257191	209	0.425837	0.814570	800	0.301250	0.301250	0.319374	
666	0.258258	234	0.423077	0.814570	900	0.301111	0.301111	0.319359	
744	0.258065	256	0.417969	0.814570	1000	0.299000	0.299000	0.319328	
74	0.270270	26	0.230769	0.814570	100	0.260000	0.260000	0.319283	
138	0.224638	62	0.419355	0.814570	200	0.285000	0.285000	0.319276	
210	0.195238	90	0.422222	0.814570	300	0.263333	0.263333	0.319199	
287	0.181185	113	0.469027	0.814570	400	0.262500	0.262500	0.319154	
360	0.225000	140	0.457143	0.814570	500	0.290000	0.290000	0.319216	
433	0.247113	167	0.437126	0.814570	600	0.300000	0.300000	0.319240	
511	0.270059	189	0.449735	0.814570	700	0.318571	0.318571	0.319324	
581	0.290878	219	0.433790	0.814570	800	0.330000	0.330000	0.319394	
650	0.295385	250	0.432000	0.814570	900	0.333333	0.333333	0.319425	
729	0.279835	271	0.439114	0.814570	1000	0.323000	0.323000	0.319356	
71	0.295775	29	0.344828	0.814570	100	0.310000	0.310000	0.319349	
134	0.223881	66	0.484848	0.814570	200	0.310000	0.310000	0.319342	
207	0.260870	93	0.494624	0.814570	300	0.333333	0.333333	0.319388	
274	0.284672	126	0.492063	0.814570	400	0.350000	0.350000	0.319450	
354	0.310734	146	0.479452	0.814570	500	0.360000	0.360000	0.319511	
432	0.280093	168	0.470238	0.814570	600	0.333333	0.333333	0.319420	
505	0.273267	195	0.451282	0.814570	700	0.322857	0.322857	0.319375	
579	0.271157	221	0.461538	0.814570	800	0.323750	0.323750	0.319383	
651	0.262673	249	0.461847	0.814570	900	0.317778	0.317778	0.319346	
726	0.253444	274	0.463504	0.814570	1000	0.311000	0.311000	0.319293	
81	0.259259	19	0.578947	0.814570	100	0.320000	0.320000	0.319294	
164	0.286585	36	0.500000	0.814570	200	0.325000	0.325000	0.319302	
234	0.252137	66	0.454545	0.814570	300	0.296667	0.296667	0.319242	
307	0.241042	93	0.473118	0.814570	400	0.295000	0.295000	0.319220	
377	0.257294	123	0.471545	0.814570	500	0.310000	0.310000	0.319258	
448	0.245536	152	0.480263	0.814570	600	0.305000	0.305000	0.319228	
523	0.235182	177	0.474576	0.814570	700	0.295714	0.295714	0.319169	
597	0.234506	203	0.487685	0.814570	800	0.298750	0.298750	0.319169	
661	0.240545	239	0.510460	0.814570	900	0.312222	0.312222	0.319245	
734	0.231608	266	0.503759	0.814570	1000	0.304000	0.304000	0.319178	
70	0.271429	30	0.433333	0.814570	100	0.320000	0.320000	0.319179	
141	0.205674	59	0.491525	0.814570	200	0.290000	0.290000	0.319134	
209	0.210526	91	0.527473	0.814570	300	0.306667	0.306667	0.319150	
280	0.242857	120	0.483333	0.814570	400	0.315000	0.315000	0.319166	
347	0.253602	153	0.464052	0.814570	500	0.318000	0.318000	0.319174	
418	0.263158	182	0.461538	0.814570	600	0.323333	0.323333	0.319197	
492	0.274390	208	0.451923	0.814570	700	0.327143	0.327143	0.319220	
563	0.277087	237	0.438819	0.814570	800	0.325000	0.325000	0.319213	
635	0.261417	265	0.430189	0.814570	900	0.311111	0.311111	0.319124	
707	0.254597	293	0.433447	0.814570	1000	0.307000	0.307000	0.319087	
78	0.230769	22	0.318182	0.814570	100	0.250000	0.250000	0.319036	
151	0.198675	49	0.551020	0.814570	200	0.285000	0.285000	0.319036	
229	0.235808	71	0.549296	0.814570	300	0.310000	0.310000	0.319067	
298	0.275168	102	0.460784	0.814570	400	0.322500	0.322500	0.319097	
370	0.270270	130	0.476923	0.814570	500	0.324000	0.324000	0.319105	
443	0.264108	157	0.452229	0.814570	600	0.313333	0.313333	0.319062	
518	0.260618	182	0.428571	0.814570	700	0.304286	0.304286	0.319010	
593	0.249578	207	0.454106	0.814570	800	0.302500	0.302500	0.318989	
668	0.245509	232	0.431034	0.814570	900	0.293333	0.293333	0.318915	
744	0.243280	256	0.453125	0.814570	1000	0.297000	0.297000	0.318924	
67	0.253731	33	0.636364	0.814570	100	0.380000	0.380000	0.318969	
125	0.240000	75	0.573333	0.814570	200	0.365000	0.365000	0.318992	
194	0.252577	106	0.509434	0.814570	300	0.343333	0.343333	0.318978	
271	0.232472	129	0.488372	0.814570	400	0.315000	0.315000	0.318912	
335	0.244776	165	0.490909	0.814570	500	0.326000	0.326000	0.318950	
406	0.226601	194	0.479381	0.814570	600	0.308333	0.308333	0.318877	
475	0.265263	225	0.471111	0.814570	700	0.331429	0.331429	0.318988	
550	0.278182	250	0.456000	0.814570	800	0.333750	0.333750	0.319011	
626	0.276358	274	0.459854	0.814570	900	0.332222	0.332222	0.319012	
697	0.285509	303	0.471947	0.814570	1000	0.342000	0.342000	0.319093	
72	0.180556	28	0.428571	0.814570	100	0.250000	0.250000	0.319042	
146	0.212329	54	0.462963	0.814570	200	0.280000	0.280000	0.319036	
223	0.251121	77	0.493506	0.814570	300	0.313333	0.313333	0.319081	
285	0.270175	115	0.504348	0.814570	400	0.337500	0.337500	0.319147	
360	0.261111	140	0.521429	0.814570	500	0.334000	0.334000	0.319148	
429	0.258741	171	0.532164	0.814570	600	0.336667	0.336667	0.319170	
506	0.254941	194	0.515464	0.814570	700	0.327143	0.327143	0.319134	
576	0.256944	224	0.513393	0.814570	800	0.328750	0.328750	0.319150	
641	0.249610	259	0.509653	0.814570	900	0.324444	0.324444	0.319128	
711	0.271449	289	0.494810	0.814570	1000	0.336000	0.336000	0.319217	
73	0.301370	27	0.407407	0.814570	100	0.330000	0.330000	0.319225	
146	0.280822	54	0.444444	0.814570	200	0.325000	0.325000	0.319225	
224	0.272321	76	0.421053	0.814570	300	0.310000	0.310000	0.319197	
298	0.238255	102	0.421569	0.814570	400	0.285000	0.285000	0.319117	
370	0.208108	130	0.438462	0.814570	500	0.268000	0.268000	0.319030	
440	0.215909	160	0.425000	0.814570	600	0.271667	0.271667	0.319009	
510	0.215686	190	0.431579	0.814570	700	0.274286	0.274286	0.318988	
586	0.226962	214	0.429907	0.814570	800	0.281250	0.281250	0.318996	
657	0.228311	243	0.440329	0.814570	900	0.285556	0.285556	0.318997	
722	0.232687	278	0.460432	0.814570	1000	0.296000	0.296000	0.319048	
76	0.223684	24	0.458333	0.814570	100	0.280000	0.280000	0.319020	
147	0.258503	53	0.433962	0.814570	200	0.305000	0.305000	0.319028	
219	0.223744	81	0.469136	0.814570	300	0.290000	0.290000	0.318985	
287	0.222997	113	0.513274	0.814570	400	0.305000	0.305000	0.319008	
359	0.236769	141	0.503546	0.814570	500	0.312000	0.312000	0.319023	
434	0.253456	166	0.481928	0.814570	600	0.316667	0.316667	0.319038	
507	0.266272	193	0.492228	0.814570	700	0.328571	0.328571	0.319096	
576	0.279514	224	0.486607	0.814570	800	0.337500	0.337500	0.319155	
640	0.275000	260	0.469231	0.814570	900	0.331111	0.331111	0.319127	
705	0.283688	295	0.461017	0.814570	1000	0.336000	0.336000	0.319170	
70	0.242857	30	0.600000	0.814570	100	0.350000	0.350000	0.319193	
143	0.237762	57	0.649123	0.814570	200	0.355000	0.355000	0.319222	
213	0.225352	87	0.643678	0.814570	300	0.346667	0.346667	0.319230	
290	0.227586	110	0.572727	0.814570	400	0.322500	0.322500	0.319180	
367	0.228883	133	0.563910	0.814570	500	0.318000	0.318000	0.319166	
445	0.231461	155	0.541935	0.814570	600	0.311667	0.311667	0.319138	
516	0.248062	184	0.543478	0.814570	700	0.325714	0.325714	0.319203	
582	0.250859	218	0.536697	0.814570	800	0.328750	0.328750	0.319225	
648	0.259259	252	0.527778	0.814570	900	0.334444	0.334444	0.319269	
710	0.256338	290	0.520690	0.814570	1000	0.333000	0.333000	0.319269	
75	0.306667	25	0.400000	0.814570	100	0.330000	0.330000	0.319277	
140	0.357143	60	0.466667	0.814570	200	0.390000	0.390000	0.319370	
215	0.395349	85	0.447059	0.814570	300	0.410000	0.410000	0.319463	
274	0.339416	126	0.500000	0.814570	400	0.390000	0.390000	0.319471	
335	0.310448	165	0.490909	0.814570	500	0.370000	0.370000	0.319450	
419	0.288783	181	0.475138	0.814570	600	0.345000	0.345000	0.319379	
497	0.275654	203	0.453202	0.814570	700	0.327143	0.327143	0.319308	
568	0.294014	232	0.461207	0.814570	800	0.342500	0.342500	0.319401	
637	0.288854	263	0.429658	0.814570	900	0.330000	0.330000	0.319338	
709	0.290550	291	0.408935	0.814570	1000	0.325000	0.325000	0.319310	
71	0.211268	29	0.413793	0.814570	100	0.270000	0.270000	0.319275	
134	0.268657	66	0.454545	0.814570	200	0.330000	0.330000	0.319325	
206	0.296117	94	0.531915	0.814570	300	0.370000	0.370000	0.319417	
276	0.297101	124	0.500000	0.814570	400	0.360000	0.360000	0.319425	
344	0.281977	156	0.500000	0.814570	500	0.350000	0.350000	0.319418	
417	0.282974	183	0.486339	0.814570	600	0.345000	0.345000	0.319419	
493	0.286004	207	0.512077	0.814570	700	0.352857	0.352857	0.319476	
551	0.284936	249	0.510040	0.814570	800	0.355000	0.355000	0.319511	
621	0.278583	279	0.508961	0.814570	900	0.350000	0.350000	0.319504	
690	0.271014	310	0.500000	0.814570	1000	0.342000	0.342000	0.319470	
72	0.416667	28	0.607143	0.814570	100	0.470000	0.470000	0.319576	
129	0.387597	71	0.521127	0.814570	200	0.435000	0.435000	0.319632	
209	0.334928	91	0.450549	0.814570	300	0.370000	0.370000	0.319576	
279	0.351254	121	0.446281	0.814570	400	0.380000	0.380000	0.319640	
350	0.362857	150	0.406667	0.814570	500	0.376000	0.376000	0.319668	
422	0.364929	178	0.404494	0.814570	600	0.376667	0.376667	0.319710	
490	0.342857	210	0.414286	0.814570	700	0.364286	0.364286	0.319689	
560	0.321429	240	0.416667	0.814570	800	0.350000	0.350000	0.319641	
626	0.314696	274	0.427007	0.814570	900	0.348889	0.348889	0.319655	
699	0.313305	301	0.435216	0.814570	1000	0.350000	0.350000	0.319683	
72	0.263889	28	0.535714	0.814570	100	0.340000	0.340000	0.319697	
137	0.218978	63	0.460317	0.814570	200	0.295000	0.295000	0.319649	
204	0.264706	96	0.427083	0.814570	300	0.316667	0.316667	0.319677	
280	0.264286	120	0.425000	0.814570	400	0.312500	0.312500	0.319663	
351	0.259259	149	0.429530	0.814570	500	0.310000	0.310000	0.319649	
427	0.278689	173	0.421965	0.814570	600	0.320000	0.320000	0.319684	
507	0.254438	193	0.435233	0.814570	700	0.304286	0.304286	0.319608	
579	0.262522	221	0.457014	0.814570	800	0.316250	0.316250	0.319664	
646	0.258514	254	0.464567	0.814570	900	0.316667	0.316667	0.319664	
719	0.262865	281	0.451957	0.814570	1000	0.316000	0.316000	0.319658	
75	0.333333	25	0.320000	0.814570	100	0.330000	0.330000	0.319665	
145	0.331034	55	0.345455	0.814570	200	0.335000	0.335000	0.319679	
215	0.325581	85	0.400000	0.814570	300	0.346667	0.346667	0.319714	
291	0.329897	109	0.422018	0.814570	400	0.355000	0.355000	0.319755	
370	0.310811	130	0.453846	0.814570	500	0.348000	0.348000	0.319756	
449	0.293987	151	0.430464	0.814570	600	0.328333	0.328333	0.319694	
529	0.272212	171	0.421053	0.814570	700	0.308571	0.308571	0.319604	
607	0.271829	193	0.419689	0.814570	800	0.307500	0.307500	0.319590	
683	0.265007	217	0.428571	0.814570	900	0.304444	0.304444	0.319563	
750	0.261333	250	0.440000	0.814570	1000	0.306000	0.306000	0.319563	
71	0.211268	29	0.413793	0.814570	100	0.270000	0.270000	0.319529	
146	0.287671	54	0.407407	0.814570	200	0.320000	0.320000	0.319564	
214	0.285047	86	0.395349	0.814570	300	0.316667	0.316667	0.319557	
272	0.297794	128	0.453125	0.814570	400	0.347500	0.347500	0.319640	
343	0.294461	157	0.445860	0.814570	500	0.342000	0.342000	0.319640	
406	0.290640	194	0.463918	0.814570	600	0.346667	0.346667	0.319675	
474	0.301688	226	0.451327	0.814570	700	0.350000	0.350000	0.319710	
546	0.300366	254	0.452756	0.814570	800	0.348750	0.348750	0.319723	
615	0.302439	285	0.459649	0.814570	900	0.352222	0.352222	0.319765	
687	0.299854	313	0.460064	0.814570	1000	0.350000	0.350000	0.319772	
72	0.208333	28	0.357143	0.814570	100	0.250000	0.250000	0.319724	
148	0.182432	52	0.346154	0.814570	200	0.225000	0.225000	0.319642	
216	0.245370	84	0.380952	0.814570	300	0.283333	0.283333	0.319697	
291	0.302405	109	0.385321	0.814570	400	0.325000	0.325000	0.319786	
357	0.330532	143	0.349650	0.814570	500	0.336000	0.336000	0.319827	
428	0.315421	172	0.366279	0.814570	600	0.330000	0.330000	0.319814	
502	0.308765	198	0.378788	0.814570	700	0.328571	0.328571	0.319814	
579	0.300518	221	0.384615	0.814570	800	0.323750	0.323750	0.319793	
641	0.296412	259	0.413127	0.814570	900	0.330000	0.330000	0.319834	
716	0.286313	284	0.415493	0.814570	1000	0.323000	0.323000	0.319794	
70	0.328571	30	0.400000	0.814570	100	0.350000	0.350000	0.319814	
138	0.311594	62	0.387097	0.814570	200	0.335000	0.335000	0.319814	
213	0.272300	87	0.425287	0.814570	300	0.316667	0.316667	0.319787	
281	0.313167	119	0.462185	0.814570	400	0.357500	0.357500	0.319896	
354	0.313559	146	0.445205	0.814570	500	0.352000	0.352000	0.319903	
426	0.307512	174	0.442529	0.814570	600	0.346667	0.346667	0.319903	
501	0.301397	199	0.447236	0.814570	700	0.342857	0.342857	0.319903	
572	0.286713	228	0.456140	0.814570	800	0.335000	0.335000	0.319876	
649	0.288136	251	0.454183	0.814570	900	0.334444	0.334444	0.319883	
