Default schedule
Rate	71.43
CV	28.57
Rate Tried	% Accepted	CV Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
582	0.226804	218	0.500000	0.814570	800	0.301250	0.301250	0.294852	
644	0.229814	256	0.480469	0.814570	900	0.301111	0.301111	0.294866	
723	0.224066	277	0.487365	0.814570	1000	0.297000	0.297000	0.294770	
78	0.410256	22	0.409091	0.814570	100	0.410000	0.410000	0.295089	
143	0.370629	57	0.421053	0.814570	200	0.385000	0.385000	0.295268	
215	0.316279	85	0.470588	0.814570	300	0.360000	0.360000	0.295309	
286	0.304196	114	0.456140	0.814570	400	0.347500	0.347500	0.295349	
353	0.297450	147	0.476190	0.814570	500	0.350000	0.350000	0.295526	
422	0.291469	178	0.471910	0.814570	600	0.345000	0.345000	0.295593	
492	0.290650	208	0.471154	0.814570	700	0.344286	0.344286	0.295714	
562	0.275801	238	0.462185	0.814570	800	0.331250	0.331250	0.295563	
632	0.280063	268	0.451493	0.814570	900	0.331111	0.331111	0.295656	
700	0.270000	300	0.440000	0.814570	1000	0.321000	0.321000	0.295479	
74	0.216216	26	0.423077	0.814570	100	0.270000	0.270000	0.295410	
148	0.195946	52	0.519231	0.814570	200	0.280000	0.280000	0.295395	
221	0.203620	79	0.544304	0.814570	300	0.293333	0.293333	0.295461	
294	0.227891	106	0.509434	0.814570	400	0.302500	0.302500	0.295554	
363	0.264463	137	0.474453	0.814570	500	0.322000	0.322000	0.295832	
442	0.278281	158	0.493671	0.814570	600	0.335000	0.335000	0.296109	
516	0.277132	184	0.478261	0.814570	700	0.330000	0.330000	0.296119	
588	0.280612	212	0.495283	0.814570	800	0.337500	0.337500	0.296368	
655	0.274809	245	0.489796	0.814570	900	0.333333	0.333333	0.296377	
720	0.266667	280	0.467857	0.814570	1000	0.323000	0.323000	0.296203	
66	0.348485	34	0.500000	0.814570	100	0.400000	0.400000	0.296475	
140	0.250000	60	0.516667	0.814570	200	0.330000	0.330000	0.296380	
215	0.227907	85	0.541176	0.814570	300	0.316667	0.316667	0.296363	
294	0.251701	106	0.509434	0.814570	400	0.320000	0.320000	0.296451	
375	0.240000	125	0.472000	0.814570	500	0.298000	0.298000	0.296226	
446	0.242152	154	0.461039	0.814570	600	0.298333	0.298333	0.296236	
516	0.238372	184	0.467391	0.814570	700	0.298571	0.298571	0.296246	
584	0.232877	216	0.472222	0.814570	800	0.297500	0.297500	0.296229	
656	0.236280	244	0.463115	0.814570	900	0.297778	0.297778	0.296239	
722	0.235457	278	0.471223	0.814570	1000	0.301000	0.301000	0.296326	
70	0.100000	30	0.600000	0.814570	100	0.250000	0.250000	0.296207	
146	0.164384	54	0.462963	0.814570	200	0.245000	0.245000	0.296064	
225	0.186667	75	0.440000	0.814570	300	0.250000	0.250000	0.295972	
300	0.210000	100	0.480000	0.814570	400	0.277500	0.277500	0.296135	
368	0.244565	132	0.469697	0.814570	500	0.304000	0.304000	0.296423	
439	0.236902	161	0.478261	0.814570	600	0.301667	0.301667	0.296407	
508	0.236220	192	0.468750	0.814570	700	0.300000	0.300000	0.296391	
577	0.235702	223	0.461883	0.814570	800	0.298750	0.298750	0.296374	
646	0.239938	254	0.452756	0.814570	900	0.300000	0.300000	0.296409	
718	0.249304	282	0.457447	0.814570	1000	0.308000	0.308000	0.296618	
78	0.358974	22	0.545455	0.814570	100	0.400000	0.400000	0.296875	
154	0.324675	46	0.413043	0.814570	200	0.345000	0.345000	0.296858	
230	0.339130	70	0.442857	0.814570	300	0.363333	0.363333	0.297114	
306	0.297386	94	0.436170	0.814570	400	0.330000	0.330000	0.296948	
378	0.288360	122	0.459016	0.814570	500	0.330000	0.330000	0.297030	
448	0.270089	152	0.460526	0.814570	600	0.318333	0.318333	0.296938	
517	0.274662	183	0.497268	0.814570	700	0.332857	0.332857	0.297241	
594	0.265993	206	0.504854	0.814570	800	0.327500	0.327500	0.297223	
669	0.270553	231	0.523810	0.814570	900	0.335556	0.335556	0.297474	
742	0.257412	258	0.542636	0.814570	1000	0.331000	0.331000	0.297456	
77	0.285714	23	0.347826	0.814570	100	0.300000	0.300000	0.297462	
158	0.265823	42	0.333333	0.814570	200	0.280000	0.280000	0.297371	
227	0.246696	73	0.397260	0.814570	300	0.283333	0.283333	0.297354	
303	0.250825	97	0.391753	0.814570	400	0.285000	0.285000	0.297336	
374	0.240642	126	0.380952	0.814570	500	0.276000	0.276000	0.297198	
445	0.253933	155	0.412903	0.814570	600	0.295000	0.295000	0.297421	
514	0.250973	186	0.424731	0.814570	700	0.297143	0.297143	0.297451	
579	0.248705	221	0.434389	0.814570	800	0.300000	0.300000	0.297505	
644	0.251553	256	0.421875	0.814570	900	0.300000	0.300000	0.297511	
713	0.256662	287	0.442509	0.814570	1000	0.310000	0.310000	0.297755	
74	0.189189	26	0.346154	0.814570	100	0.230000	0.230000	0.297594	
133	0.278195	67	0.402985	0.814570	200	0.320000	0.320000	0.297860	
204	0.245098	96	0.416667	0.814570	300	0.300000	0.300000	0.297771	
276	0.246377	124	0.467742	0.814570	400	0.315000	0.315000	0.297918	
355	0.250704	145	0.475862	0.814570	500	0.316000	0.316000	0.297969	
423	0.250591	177	0.508475	0.814570	600	0.326667	0.326667	0.298162	
499	0.270541	201	0.492537	0.814570	700	0.334286	0.334286	0.298354	
575	0.271304	225	0.497778	0.814570	800	0.335000	0.335000	0.298451	
651	0.259601	249	0.493976	0.814570	900	0.324444	0.324444	0.298315	
722	0.256233	278	0.485612	0.814570	1000	0.320000	0.320000	0.298272	
75	0.253333	25	0.400000	0.814570	100	0.290000	0.290000	0.298253	
148	0.209459	52	0.480769	0.814570	200	0.280000	0.280000	0.298188	
223	0.210762	77	0.441558	0.814570	300	0.270000	0.270000	0.298076	
288	0.215278	112	0.428571	0.814570	400	0.275000	0.275000	0.298058	
355	0.219718	145	0.468966	0.814570	500	0.292000	0.292000	0.298200	
426	0.211268	174	0.431034	0.814570	600	0.275000	0.275000	0.297952	
494	0.222672	206	0.422330	0.814570	700	0.281429	0.281429	0.298002	
572	0.218531	228	0.421053	0.814570	800	0.276250	0.276250	0.297870	
644	0.218944	256	0.425781	0.814570	900	0.277778	0.277778	0.297852	
716	0.231844	284	0.408451	0.814570	1000	0.282000	0.282000	0.297902	
73	0.301370	27	0.333333	0.814570	100	0.310000	0.310000	0.297930	
150	0.246667	50	0.460000	0.814570	200	0.300000	0.300000	0.297912	
213	0.276995	87	0.402299	0.814570	300	0.313333	0.313333	0.298007	
277	0.292419	123	0.455285	0.814570	400	0.342500	0.342500	0.298304	
340	0.264706	160	0.468750	0.814570	500	0.330000	0.330000	0.298263	
414	0.265700	186	0.483871	0.814570	600	0.333333	0.333333	0.298379	
484	0.270661	216	0.490741	0.814570	700	0.338571	0.338571	0.298539	
559	0.259392	241	0.493776	0.814570	800	0.330000	0.330000	0.298475	
633	0.257504	267	0.498127	0.814570	900	0.328889	0.328889	0.298523	
698	0.255014	302	0.496689	0.814570	1000	0.328000	0.328000	0.298571	
85	0.247059	15	0.733333	0.814570	100	0.320000	0.320000	0.298619	
154	0.266234	46	0.673913	0.814570	200	0.360000	0.360000	0.298843	
224	0.267857	76	0.631579	0.814570	300	0.360000	0.360000	0.298978	
294	0.275510	106	0.518868	0.814570	400	0.340000	0.340000	0.298936	
365	0.293151	135	0.496296	0.814570	500	0.348000	0.348000	0.299114	
434	0.274194	166	0.506024	0.814570	600	0.338333	0.338333	0.299094	
503	0.284294	197	0.517766	0.814570	700	0.350000	0.350000	0.299359	
570	0.278947	230	0.513043	0.814570	800	0.346250	0.346250	0.299404	
640	0.281250	260	0.507692	0.814570	900	0.346667	0.346667	0.299514	
708	0.278249	292	0.517123	0.814570	1000	0.348000	0.348000	0.299646	
73	0.301370	27	0.703704	0.814570	100	0.410000	0.410000	0.299885	
145	0.255172	55	0.600000	0.814570	200	0.350000	0.350000	0.299864	
214	0.266355	86	0.593023	0.814570	300	0.360000	0.360000	0.300037	
288	0.260417	112	0.598214	0.814570	400	0.355000	0.355000	0.300123	
368	0.285326	132	0.590909	0.814570	500	0.366000	0.366000	0.300359	
435	0.296552	165	0.563636	0.814570	600	0.370000	0.370000	0.300551	
506	0.296443	194	0.556701	0.814570	700	0.368571	0.368571	0.300679	
580	0.286207	220	0.550000	0.814570	800	0.358750	0.358750	0.300656	
652	0.294479	248	0.540323	0.814570	900	0.362222	0.362222	0.300846	
728	0.300824	272	0.536765	0.814570	1000	0.365000	0.365000	0.301036	
71	0.338028	29	0.482759	0.814570	100	0.380000	0.380000	0.301204	
142	0.359155	58	0.517241	0.814570	200	0.405000	0.405000	0.301477	
216	0.314815	84	0.440476	0.814570	300	0.350000	0.350000	0.301347	
275	0.287273	125	0.464000	0.814570	400	0.342500	0.342500	0.301386	
347	0.268012	153	0.490196	0.814570	500	0.336000	0.336000	0.301404	
420	0.271429	180	0.488889	0.814570	600	0.336667	0.336667	0.301485	
490	0.279592	210	0.490476	0.814570	700	0.342857	0.342857	0.301650	
563	0.266430	237	0.497890	0.814570	800	0.335000	0.335000	0.301605	
636	0.261006	264	0.503788	0.814570	900	0.332222	0.332222	0.301622	
712	0.258427	288	0.503472	0.814570	1000	0.329000	0.329000	0.301619	
69	0.289855	31	0.580645	0.814570	100	0.380000	0.380000	0.301782	
137	0.211679	63	0.587302	0.814570	200	0.330000	0.330000	0.301736	
206	0.199029	94	0.563830	0.814570	300	0.313333	0.313333	0.301691	
275	0.218182	125	0.568000	0.814570	400	0.327500	0.327500	0.301833	
346	0.222543	154	0.538961	0.814570	500	0.320000	0.320000	0.301808	
413	0.220339	187	0.518717	0.814570	600	0.313333	0.313333	0.301763	
477	0.241090	223	0.520179	0.814570	700	0.330000	0.330000	0.302027	
557	0.240575	243	0.522634	0.814570	800	0.326250	0.326250	0.302022	
631	0.242472	269	0.513011	0.814570	900	0.323333	0.323333	0.302018	
702	0.236467	298	0.526846	0.814570	1000	0.323000	0.323000	0.302055	
68	0.191176	32	0.437500	0.814570	100	0.270000	0.270000	0.301990	
143	0.230769	57	0.491228	0.814570	200	0.305000	0.305000	0.302067	
215	0.241860	85	0.411765	0.814570	300	0.290000	0.290000	0.301982	
288	0.225694	112	0.428571	0.814570	400	0.282500	0.282500	0.301897	
358	0.245810	142	0.436620	0.814570	500	0.300000	0.300000	0.302034	
425	0.258824	175	0.451429	0.814570	600	0.315000	0.315000	0.302212	
495	0.266667	205	0.458537	0.814570	700	0.322857	0.322857	0.302348	
571	0.262697	229	0.449782	0.814570	800	0.316250	0.316250	0.302283	
640	0.267188	260	0.457692	0.814570	900	0.322222	0.322222	0.302419	
715	0.257343	285	0.463158	0.814570	1000	0.316000	0.316000	0.302334	
75	0.333333	25	0.480000	0.814570	100	0.370000	0.370000	0.302469	
141	0.312057	59	0.508475	0.814570	200	0.370000	0.370000	0.302604	
216	0.328704	84	0.523810	0.814570	300	0.383333	0.383333	0.302817	
284	0.334507	116	0.482759	0.814570	400	0.377500	0.377500	0.302930	
353	0.317280	147	0.462585	0.814570	500	0.360000	0.360000	0.302905	
429	0.317016	171	0.461988	0.814570	600	0.358333	0.358333	0.302998	
501	0.311377	199	0.482412	0.814570	700	0.360000	0.360000	0.303130	
569	0.298770	231	0.493506	0.814570	800	0.355000	0.355000	0.303163	
638	0.289969	262	0.496183	0.814570	900	0.350000	0.350000	0.303177	
710	0.280282	290	0.496552	0.814570	1000	0.343000	0.343000	0.303131	
68	0.294118	32	0.625000	0.814570	100	0.400000	0.400000	0.303321	
137	0.255474	63	0.523810	0.814570	200	0.340000	0.340000	0.303275	
207	0.260870	93	0.516129	0.814570	300	0.340000	0.340000	0.303347	
280	0.253571	120	0.491667	0.814570	400	0.325000	0.325000	0.303301	
355	0.233803	145	0.517241	0.814570	500	0.316000	0.316000	0.303256	
430	0.244186	170	0.488235	0.814570	600	0.313333	0.313333	0.303250	
504	0.250000	196	0.484694	0.814570	700	0.315714	0.315714	0.303302	
576	0.250000	224	0.473214	0.814570	800	0.312500	0.312500	0.303276	
647	0.242658	253	0.478261	0.814570	900	0.308889	0.308889	0.303231	
722	0.252078	278	0.474820	0.814570	1000	0.314000	0.314000	0.303340	
75	0.346667	25	0.480000	0.814570	100	0.380000	0.380000	0.303487	
139	0.323741	61	0.409836	0.814570	200	0.350000	0.350000	0.303519	
204	0.289216	96	0.427083	0.814570	300	0.333333	0.333333	0.303512	
271	0.287823	129	0.410853	0.814570	400	0.327500	0.327500	0.303525	
344	0.284884	156	0.429487	0.814570	500	0.330000	0.330000	0.303594	
419	0.291169	181	0.436464	0.814570	600	0.335000	0.335000	0.303701	
497	0.291751	203	0.418719	0.814570	700	0.328571	0.328571	0.303675	
562	0.295374	238	0.407563	0.814570	800	0.328750	0.328750	0.303725	
633	0.309637	267	0.415730	0.814570	900	0.341111	0.341111	0.303983	
708	0.303672	292	0.410959	0.814570	1000	0.335000	0.335000	0.303938	
72	0.180556	28	0.535714	0.814570	100	0.280000	0.280000	0.303893	
146	0.212329	54	0.500000	0.814570	200	0.290000	0.290000	0.303885	
216	0.217593	84	0.476190	0.814570	300	0.290000	0.290000	0.303859	
292	0.226027	108	0.462963	0.814570	400	0.290000	0.290000	0.303833	
364	0.236264	136	0.448529	0.814570	500	0.294000	0.294000	0.303845	
427	0.243560	173	0.508671	0.814570	600	0.320000	0.320000	0.304117	
500	0.250000	200	0.525000	0.814570	700	0.328571	0.328571	0.304259	
573	0.249564	227	0.541850	0.814570	800	0.332500	0.332500	0.304362	
645	0.248062	255	0.533333	0.814570	900	0.328889	0.328889	0.304354	
717	0.246862	283	0.544170	0.814570	1000	0.331000	0.331000	0.304439	
77	0.220779	23	0.521739	0.814570	100	0.290000	0.290000	0.304412	
150	0.293333	50	0.460000	0.814570	200	0.335000	0.335000	0.304552	
218	0.279817	82	0.451220	0.814570	300	0.326667	0.326667	0.304562	
283	0.261484	117	0.435897	0.814570	400	0.312500	0.312500	0.304498	
358	0.262570	142	0.429577	0.814570	500	0.310000	0.310000	0.304490	
429	0.282051	171	0.467836	0.814570	600	0.335000	0.335000	0.304775	
502	0.266932	198	0.489899	0.814570	700	0.330000	0.330000	0.304766	
580	0.255172	220	0.486364	0.814570	800	0.318750	0.318750	0.304648	
653	0.258806	247	0.477733	0.814570	900	0.318889	0.318889	0.304676	
722	0.272853	278	0.485612	0.814570	1000	0.332000	0.332000	0.304940	
76	0.381579	24	0.375000	0.814570	100	0.380000	0.380000	0.305076	
144	0.361111	56	0.303571	0.814570	200	0.345000	0.345000	0.305085	
220	0.340909	80	0.362500	0.814570	300	0.346667	0.346667	0.305166	
289	0.297578	111	0.351351	0.814570	400	0.312500	0.312500	0.304994	
355	0.323944	145	0.393103	0.814570	500	0.344000	0.344000	0.305292	
430	0.332558	170	0.423529	0.814570	600	0.358333	0.358333	0.305516	
497	0.313883	203	0.428571	0.814570	700	0.347143	0.347143	0.305470	
564	0.296099	236	0.440678	0.814570	800	0.338750	0.338750	0.305425	
641	0.296412	259	0.440154	0.814570	900	0.337778	0.337778	0.305469	
722	0.296399	278	0.438849	0.814570	1000	0.336000	0.336000	0.305495	
77	0.285714	23	0.043478	0.814570	100	0.230000	0.230000	0.305360	
148	0.351351	52	0.269231	0.814570	200	0.330000	0.330000	0.305582	
217	0.322581	83	0.289157	0.814570	300	0.313333	0.313333	0.305536	
280	0.346429	120	0.308333	0.814570	400	0.335000	0.335000	0.305704	
346	0.326590	154	0.344156	0.814570	500	0.332000	0.332000	0.305729	
417	0.302158	183	0.344262	0.814570	600	0.315000	0.315000	0.305595	
491	0.287169	209	0.368421	0.814570	700	0.311429	0.311429	0.305568	
566	0.277385	234	0.380342	0.814570	800	0.307500	0.307500	0.305523	
641	0.271451	259	0.393822	0.814570	900	0.306667	0.306667	0.305513	
719	0.258693	281	0.419929	0.814570	1000	0.304000	0.304000	0.305468	
70	0.214286	30	0.666667	0.814570	100	0.350000	0.350000	0.305546	
146	0.164384	54	0.611111	0.814570	200	0.285000	0.285000	0.305397	
225	0.186667	75	0.573333	0.814570	300	0.283333	0.283333	0.305352	
297	0.212121	103	0.553398	0.814570	400	0.300000	0.300000	0.305430	
377	0.222812	123	0.552846	0.814570	500	0.304000	0.304000	0.305456	
444	0.225225	156	0.551282	0.814570	600	0.310000	0.310000	0.305516	
518	0.241313	182	0.521978	0.814570	700	0.314286	0.314286	0.305575	
591	0.250423	209	0.488038	0.814570	800	0.312500	0.312500	0.305566	
653	0.252680	247	0.489879	0.814570	900	0.317778	0.317778	0.305660	
729	0.263374	271	0.483395	0.814570	1000	0.323000	0.323000	0.305771	
66	0.333333	34	0.294118	0.814570	100	0.320000	0.320000	0.305795	
139	0.338129	61	0.344262	0.814570	200	0.340000	0.340000	0.305888	
213	0.389671	87	0.425287	0.814570	300	0.400000	0.400000	0.306255	
284	0.401408	116	0.396552	0.814570	400	0.400000	0.400000	0.306416	
339	0.410029	161	0.372671	0.814570	500	0.398000	0.398000	0.306559	
411	0.396594	189	0.370370	0.814570	600	0.388333	0.388333	0.306616	
477	0.356394	223	0.363229	0.814570	700	0.358571	0.358571	0.306400	
548	0.339416	252	0.400794	0.814570	800	0.358750	0.358750	0.306491	
616	0.326299	284	0.404930	0.814570	900	0.351111	0.351111	0.306463	
692	0.322254	308	0.415584	0.814570	1000	0.351000	0.351000	0.306537	
71	0.225352	29	0.344828	0.814570	100	0.260000	0.260000	0.306458	
139	0.194245	61	0.377049	0.814570	200	0.250000	0.250000	0.306346	
212	0.226415	88	0.352273	0.814570	300	0.263333	0.263333	0.306319	
278	0.244604	122	0.360656	0.814570	400	0.280000	0.280000	0.306358	
351	0.262108	149	0.389262	0.814570	500	0.300000	0.300000	0.306482	
420	0.266667	180	0.400000	0.814570	600	0.306667	0.306667	0.306538	
490	0.269388	210	0.414286	0.814570	700	0.312857	0.312857	0.306611	
562	0.256228	238	0.420168	0.814570	800	0.305000	0.305000	0.306517	
637	0.260597	263	0.422053	0.814570	900	0.307778	0.307778	0.306556	
711	0.270042	289	0.408304	0.814570	1000	0.310000	0.310000	0.306595	
76	0.289474	24	0.583333	0.814570	100	0.360000	0.360000	0.306684	
149	0.288591	51	0.568627	0.814570	200	0.360000	0.360000	0.306772	
221	0.303167	79	0.506329	0.814570	300	0.356667	0.356667	0.306844	
291	0.319588	109	0.467890	0.814570	400	0.360000	0.360000	0.306949	
366	0.322404	134	0.462687	0.814570	500	0.360000	0.360000	0.307036	
437	0.345538	163	0.484663	0.814570	600	0.383333	0.383333	0.307355	
507	0.351085	193	0.471503	0.814570	700	0.384286	0.384286	0.307491	
583	0.332762	217	0.479263	0.814570	800	0.372500	0.372500	0.307462	
652	0.306748	248	0.463710	0.814570	900	0.350000	0.350000	0.307236	
729	0.301783	271	0.446494	0.814570	1000	0.341000	0.341000	0.307159	
81	0.135802	19	0.473684	0.814570	100	0.200000	0.200000	0.306984	
145	0.248276	55	0.581818	0.814570	200	0.340000	0.340000	0.307266	
211	0.251185	89	0.539326	0.814570	300	0.336667	0.336667	0.307303	
286	0.227273	114	0.552632	0.814570	400	0.320000	0.320000	0.307243	
352	0.244318	148	0.567568	0.814570	500	0.340000	0.340000	0.307426	
420	0.254762	180	0.555556	0.814570	600	0.345000	0.345000	0.307527	
488	0.264344	212	0.556604	0.814570	700	0.352857	0.352857	0.307677	
561	0.274510	239	0.548117	0.814570	800	0.356250	0.356250	0.307794	
633	0.276461	267	0.543071	0.814570	900	0.355556	0.355556	0.307863	
702	0.280627	298	0.550336	0.814570	1000	0.361000	0.361000	0.308027	
70	0.314286	30	0.466667	0.814570	100	0.360000	0.360000	0.308111	
135	0.318519	65	0.523077	0.814570	200	0.385000	0.385000	0.308275	
211	0.260664	89	0.516854	0.814570	300	0.336667	0.336667	0.308165	
278	0.241007	122	0.516393	0.814570	400	0.325000	0.325000	0.308136	
347	0.224784	153	0.516340	0.814570	500	0.314000	0.314000	0.308075	
415	0.245783	185	0.481081	0.814570	600	0.318333	0.318333	0.308126	
491	0.232179	209	0.488038	0.814570	700	0.308571	0.308571	0.308033	
561	0.231729	239	0.493724	0.814570	800	0.310000	0.310000	0.308052	
626	0.220447	274	0.492701	0.814570	900	0.303333	0.303333	0.307960	
701	0.221113	299	0.484950	0.814570	1000	0.300000	0.300000	0.307900	
71	0.197183	29	0.724138	0.814570	100	0.350000	0.350000	0.307967	
136	0.286765	64	0.531250	0.814570	200	0.365000	0.365000	0.308081	
218	0.293578	82	0.512195	0.814570	300	0.353333	0.353333	0.308115	
289	0.294118	111	0.558559	0.814570	400	0.367500	0.367500	0.308276	
359	0.325905	141	0.517730	0.814570	500	0.380000	0.380000	0.308468	
428	0.338785	172	0.505814	0.814570	600	0.386667	0.386667	0.308643	
498	0.321285	202	0.470297	0.814570	700	0.364286	0.364286	0.308519	
568	0.315141	232	0.487069	0.814570	800	0.365000	0.365000	0.308616	
640	0.310937	260	0.488462	0.814570	900	0.362222	0.362222	0.308665	
710	0.308451	290	0.482759	0.814570	1000	0.359000	0.359000	0.308698	
66	0.272727	34	0.382353	0.814570	100	0.310000	0.310000	0.308700	
142	0.352113	58	0.379310	0.814570	200	0.360000	0.360000	0.308858	
210	0.285714	90	0.400000	0.814570	300	0.320000	0.320000	0.308751	
281	0.259786	119	0.436975	0.814570	400	0.312500	0.312500	0.308722	
351	0.253561	149	0.456376	0.814570	500	0.314000	0.314000	0.308739	
419	0.248210	181	0.469613	0.814570	600	0.315000	0.315000	0.308757	
493	0.245436	207	0.458937	0.814570	700	0.308571	0.308571	0.308697	
554	0.252708	246	0.443089	0.814570	800	0.311250	0.311250	0.308730	
626	0.250799	274	0.456204	0.814570	900	0.313333	0.313333	0.308763	
705	0.239716	295	0.464407	0.814570	1000	0.306000	0.306000	0.308657	
64	0.250000	36	0.666667	0.814570	100	0.400000	0.400000	0.308797	
130	0.276923	70	0.485714	0.814570	200	0.350000	0.350000	0.308784	
196	0.244898	104	0.480769	0.814570	300	0.326667	0.326667	0.308740	
264	0.276515	136	0.477941	0.814570	400	0.345000	0.345000	0.308879	
338	0.292899	162	0.462963	0.814570	500	0.348000	0.348000	0.308957	
412	0.317961	188	0.436170	0.814570	600	0.355000	0.355000	0.309081	
483	0.308489	217	0.447005	0.814570	700	0.351429	0.351429	0.309112	
557	0.305206	243	0.444444	0.814570	800	0.347500	0.347500	0.309129	
625	0.313600	275	0.461818	0.814570	900	0.358889	0.358889	0.309343	
702	0.314815	298	0.473154	0.814570	1000	0.362000	0.362000	0.309465	
66	0.303030	34	0.411765	0.814570	100	0.340000	0.340000	0.309511	
141	0.326241	59	0.406780	0.814570	200	0.350000	0.350000	0.309587	
221	0.276018	79	0.392405	0.814570	300	0.306667	0.306667	0.309452	
291	0.271478	109	0.403670	0.814570	400	0.307500	0.307500	0.309453	
364	0.258242	136	0.433824	0.814570	500	0.306000	0.306000	0.309439	
434	0.246544	166	0.409639	0.814570	600	0.291667	0.291667	0.309305	
502	0.235060	198	0.439394	0.814570	700	0.292857	0.292857	0.309291	
581	0.237522	219	0.447489	0.814570	800	0.295000	0.295000	0.309292	
655	0.247328	245	0.453061	0.814570	900	0.303333	0.303333	0.309383	
725	0.244138	275	0.461818	0.814570	1000	0.304000	0.304000	0.309383	
71	0.295775	29	0.482759	0.814570	100	0.350000	0.350000	0.309444	
141	0.241135	59	0.474576	0.814570	200	0.310000	0.310000	0.309385	
212	0.240566	88	0.534091	0.814570	300	0.326667	0.326667	0.309460	
286	0.244755	114	0.526316	0.814570	400	0.325000	0.325000	0.309476	
356	0.250000	144	0.527778	0.814570	500	0.330000	0.330000	0.309536	
424	0.264151	176	0.545455	0.814570	600	0.346667	0.346667	0.309714	
498	0.267068	202	0.554455	0.814570	700	0.350000	0.350000	0.309803	
578	0.264706	222	0.567568	0.814570	800	0.348750	0.348750	0.309848	
654	0.255352	246	0.552846	0.814570	900	0.336667	0.336667	0.309745	
725	0.246897	275	0.549091	0.814570	1000	0.330000	0.330000	0.309687	
77	0.207792	23	0.521739	0.814570	100	0.280000	0.280000	0.309643	
150	0.213333	50	0.560000	0.814570	200	0.300000	0.300000	0.309658	
222	0.265766	78	0.564103	0.814570	300	0.343333	0.343333	0.309834	
296	0.263514	104	0.548077	0.814570	400	0.337500	0.337500	0.309849	
362	0.254144	138	0.528986	0.814570	500	0.330000	0.330000	0.309835	
436	0.259174	164	0.500000	0.814570	600	0.325000	0.325000	0.309821	
503	0.266402	197	0.502538	0.814570	700	0.332857	0.332857	0.309923	
581	0.282272	219	0.493151	0.814570	800	0.340000	0.340000	0.310039	
651	0.282642	249	0.506024	0.814570	900	0.344444	0.344444	0.310141	
720	0.284722	280	0.517857	0.814570	1000	0.350000	0.350000	0.310271	
68	0.191176	32	0.406250	0.814570	100	0.260000	0.260000	0.310198	
136	0.198529	64	0.437500	0.814570	200	0.275000	0.275000	0.310169	
207	0.188406	93	0.440860	0.814570	300	0.266667	0.266667	0.310082	
277	0.209386	123	0.471545	0.814570	400	0.290000	0.290000	0.310154	
343	0.215743	157	0.445860	0.814570	500	0.288000	0.288000	0.310111	
420	0.230952	180	0.438889	0.814570	600	0.293333	0.293333	0.310125	
487	0.248460	213	0.455399	0.814570	700	0.311429	0.311429	0.310282	
559	0.241503	241	0.460581	0.814570	800	0.307500	0.307500	0.310239	
631	0.253566	269	0.457249	0.814570	900	0.314444	0.314444	0.310325	
700	0.258571	300	0.466667	0.814570	1000	0.321000	0.321000	0.310424	
71	0.267606	29	0.517241	0.814570	100	0.340000	0.340000	0.310466	
143	0.230769	57	0.543860	0.814570	200	0.320000	0.320000	0.310451	
216	0.245370	84	0.547619	0.814570	300	0.330000	0.330000	0.310508	
289	0.259516	111	0.495495	0.814570	400	0.325000	0.325000	0.310507	
355	0.287324	145	0.489655	0.814570	500	0.346000	0.346000	0.310676	
430	0.288372	170	0.476471	0.814570	600	0.341667	0.341667	0.310690	
503	0.286282	197	0.467005	0.814570	700	0.337143	0.337143	0.310689	
580	0.289655	220	0.463636	0.814570	800	0.337500	0.337500	0.310730	
648	0.296296	252	0.476190	0.814570	900	0.346667	0.346667	0.310884	
719	0.294854	281	0.469751	0.814570	1000	0.344000	0.344000	0.310897	
71	0.239437	29	0.448276	0.814570	100	0.300000	0.300000	0.310882	
145	0.303448	55	0.509091	0.814570	200	0.360000	0.360000	0.311035	
215	0.288372	85	0.482353	0.814570	300	0.343333	0.343333	0.311034	
291	0.285223	109	0.495413	0.814570	400	0.342500	0.342500	0.311074	
358	0.284916	142	0.507042	0.814570	500	0.348000	0.348000	0.311156	
430	0.274419	170	0.529412	0.814570	600	0.346667	0.346667	0.311197	
504	0.293651	196	0.505102	0.814570	700	0.352857	0.352857	0.311307	
578	0.307958	222	0.513514	0.814570	800	0.365000	0.365000	0.311500	
647	0.312210	253	0.498024	0.814570	900	0.364444	0.364444	0.311567	
717	0.317992	283	0.505300	0.814570	1000	0.371000	0.371000	0.311732	
69	0.304348	31	0.612903	0.814570	100	0.400000	0.400000	0.311854	
131	0.297710	69	0.536232	0.814570	200	0.380000	0.380000	0.311921	
208	0.283654	92	0.543478	0.814570	300	0.363333	0.363333	0.311946	
280	0.285714	120	0.500000	0.814570	400	0.350000	0.350000	0.311943	
354	0.268362	146	0.506849	0.814570	500	0.338000	0.338000	0.311913	
425	0.270588	175	0.497143	0.814570	600	0.336667	0.336667	0.311938	
500	0.282000	200	0.500000	0.814570	700	0.344286	0.344286	0.312045	
575	0.269565	225	0.471111	0.814570	800	0.326250	0.326250	0.311891	
647	0.261206	253	0.486166	0.814570	900	0.324444	0.324444	0.311889	
729	0.257888	271	0.498155	0.814570	1000	0.323000	0.323000	0.311886	
74	0.243243	26	0.461538	0.814570	100	0.300000	0.300000	0.311870	
