Options:
Model:                           MultiState
Tree File Name:                  Bird.trees
Data File Name:                  BirdTerritory.txt
Log File Name:                   BirdTerritory_covarionOFF_run2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2760883259
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   100
Iterations:                      200500
Burn in:                         500
MCMC ML Start:                   False
Schedule File:                   BirdTerritory_covarionOFF_run2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    q01                          None
    q10                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 100.00 
        q10 - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       5669
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	q01	q10	Root P(0)	Root P(1)	
79400	-1936.059885	1	8.475533	20.167202	0.216386	0.783614	
79500	-1935.238591	1	8.377891	18.295115	0.256151	0.743849	
79600	-1934.981007	1	7.839460	20.083671	0.171884	0.828116	
79700	-1934.612400	1	7.568401	19.576631	0.160755	0.839245	
79800	-1934.667442	1	7.309310	18.050743	0.165999	0.834001	
79900	-1935.216822	1	8.339502	18.034735	0.261421	0.738579	
80000	-1934.560207	1	7.325609	18.871859	0.154304	0.845696	
80100	-1937.817886	1	9.150463	19.061403	0.314598	0.685402	
80200	-1937.471879	1	8.685539	21.024924	0.217709	0.782291	
80300	-1934.695426	1	7.231597	18.360854	0.155419	0.844581	
80400	-1935.382270	1	8.259667	19.888304	0.204569	0.795431	
80500	-1937.760232	1	9.143631	18.917346	0.319852	0.680148	
80600	-1934.391117	1	7.523037	18.715516	0.169972	0.830028	
80700	-1934.480037	1	7.904697	18.824297	0.196970	0.803030	
80800	-1936.170218	1	8.719638	18.892146	0.272328	0.727672	
80900	-1934.961838	1	8.231917	18.182516	0.244383	0.755617	
81000	-1934.734899	1	7.417058	17.657257	0.182376	0.817624	
81100	-1934.733916	1	8.116178	18.869022	0.213825	0.786175	
81200	-1934.978942	1	7.351066	17.386756	0.183204	0.816796	
81300	-1934.782117	1	7.346466	17.697478	0.175762	0.824238	
81400	-1935.562167	1	8.470272	17.915388	0.281599	0.718401	
81500	-1936.724292	1	8.744993	20.011316	0.242437	0.757563	
81600	-1934.470443	1	7.855593	19.002558	0.189575	0.810425	
81700	-1934.734663	1	7.619113	19.811220	0.161129	0.838871	
81800	-1934.908844	1	8.155271	17.926812	0.244966	0.755034	
81900	-1934.672011	1	8.015749	19.201256	0.198310	0.801690	
82000	-1935.117483	1	7.882579	20.219572	0.173005	0.826995	
82100	-1934.422771	1	7.636331	18.164798	0.189105	0.810895	
82200	-1935.552025	1	6.958260	19.782396	0.123922	0.876078	
82300	-1935.535142	1	7.778273	16.640775	0.252794	0.747206	
82400	-1934.387852	1	7.542709	18.788657	0.170177	0.829823	
82500	-1935.244108	1	7.411661	20.364354	0.143463	0.856537	
82600	-1934.542520	1	7.811542	19.341003	0.180453	0.819547	
82700	-1934.449009	1	7.425944	18.642025	0.164339	0.835661	
82800	-1934.515963	1	7.502872	19.292391	0.160165	0.839835	
82900	-1936.577927	1	7.310747	21.454853	0.130906	0.869094	
83000	-1934.546763	1	7.350435	18.964185	0.154669	0.845331	
83100	-1934.619890	1	7.533337	17.728994	0.190500	0.809500	
83200	-1934.880656	1	7.968315	19.776314	0.184848	0.815152	
83300	-1934.627391	1	7.914839	19.370891	0.187489	0.812511	
83400	-1935.069163	1	7.578339	17.083010	0.212955	0.787045	
83500	-1935.198532	1	7.332234	17.146677	0.187638	0.812362	
83600	-1935.278062	1	8.322778	19.462424	0.218132	0.781868	
83700	-1934.717770	1	7.470038	17.617140	0.187776	0.812224	
83800	-1934.571112	1	8.003154	18.741816	0.206990	0.793010	
83900	-1935.312035	1	8.336047	17.769623	0.271606	0.728394	
84000	-1934.460077	1	7.691429	18.045027	0.196506	0.803494	
84100	-1934.427813	1	7.781692	18.998157	0.184036	0.815964	
84200	-1935.158100	1	8.256403	19.492924	0.211925	0.788075	
84300	-1935.155247	1	7.263249	17.305476	0.177761	0.822239	
84400	-1934.972292	1	7.071174	18.470465	0.143504	0.856496	
84500	-1935.228531	1	8.373743	18.299225	0.255555	0.744445	
84600	-1934.504199	1	7.824969	19.208635	0.183603	0.816397	
84700	-1934.464163	1	7.655786	18.026444	0.193886	0.806114	
84800	-1935.642626	1	7.930098	16.621655	0.273391	0.726609	
84900	-1935.121145	1	7.074493	17.907032	0.151883	0.848117	
85000	-1935.511557	1	8.329453	17.393368	0.287713	0.712287	
85100	-1934.472847	1	7.584850	19.252015	0.166095	0.833905	
85200	-1935.728568	1	7.807537	20.895646	0.161272	0.838728	
85300	-1934.883476	1	7.637665	20.033692	0.159753	0.840247	
85400	-1936.011479	1	7.935353	16.333996	0.289734	0.710266	
85500	-1934.603674	1	7.663177	17.707368	0.202585	0.797415	
85600	-1935.421487	1	7.881865	20.559406	0.169064	0.830936	
85700	-1934.757500	1	7.980721	17.742279	0.232712	0.767288	
85800	-1936.296685	1	7.758802	21.372338	0.154606	0.845394	
85900	-1934.529017	1	7.570951	19.394619	0.163239	0.836761	
86000	-1935.398102	1	7.683854	20.623199	0.156576	0.843424	
86100	-1934.628718	1	7.717769	19.613111	0.169985	0.830015	
86200	-1936.400574	1	8.786740	18.251995	0.305655	0.694345	
86300	-1935.650333	1	7.655084	20.862489	0.152851	0.847149	
86400	-1935.070426	1	8.292926	19.010985	0.226157	0.773843	
86500	-1934.852137	1	8.042344	17.695522	0.240907	0.759093	
86600	-1937.021136	1	8.967528	18.570003	0.313704	0.686296	
86700	-1934.868195	1	7.468225	19.935285	0.150633	0.849367	
86800	-1936.880451	1	8.298425	16.052564	0.365392	0.634608	
86900	-1935.780588	1	8.428306	17.320538	0.304466	0.695534	
87000	-1939.406288	1	6.532806	22.058718	0.094064	0.905936	
87100	-1935.210869	1	8.342620	18.076672	0.260191	0.739809	
87200	-1934.371859	1	7.610965	18.801342	0.174856	0.825144	
87300	-1935.041942	1	7.168730	17.695527	0.162213	0.837787	
87400	-1934.730794	1	8.061231	18.042943	0.231253	0.768747	
87500	-1935.058793	1	8.222216	19.410899	0.210804	0.789196	
87600	-1937.372548	1	8.228932	15.670156	0.383835	0.616165	
87700	-1936.543185	1	6.688061	20.059455	0.108745	0.891255	
87800	-1934.682749	1	8.092584	18.644704	0.217227	0.782773	
87900	-1936.385241	1	7.012573	20.904140	0.119411	0.880589	
88000	-1934.968161	1	7.286809	17.514238	0.174954	0.825046	
88100	-1935.531637	1	6.900558	19.435499	0.123681	0.876319	
88200	-1934.658760	1	7.308641	19.229298	0.148766	0.851234	
88300	-1937.152928	1	8.943281	19.547280	0.274208	0.725792	
88400	-1937.319956	1	7.555423	22.063809	0.139819	0.860181	
88500	-1935.049310	1	8.201235	17.775812	0.255615	0.744385	
88600	-1935.722301	1	8.042584	20.698689	0.177623	0.822377	
88700	-1935.135344	1	8.138436	17.441270	0.261738	0.738262	
88800	-1937.695005	1	6.476503	20.464080	0.097077	0.902923	
88900	-1936.243579	1	8.693869	19.439434	0.252490	0.747510	
89000	-1935.786503	1	7.655089	16.431694	0.246978	0.753022	
89100	-1936.446343	1	6.642049	19.604412	0.109402	0.890598	
89200	-1936.002630	1	7.206206	20.883701	0.128977	0.871023	
89300	-1935.223415	1	7.791038	20.407890	0.165095	0.834905	
89400	-1937.996736	1	7.527784	22.454667	0.136693	0.863307	
89500	-1934.906170	1	7.953112	19.842756	0.182786	0.817214	
89600	-1934.557015	1	7.566736	17.830740	0.190918	0.809082	
89700	-1934.590999	1	8.005700	18.899337	0.203692	0.796308	
89800	-1935.656920	1	7.746086	20.854486	0.158084	0.841916	
89900	-1935.281562	1	8.396491	18.292935	0.258258	0.741742	
90000	-1936.897588	1	6.759442	16.810400	0.149191	0.850809	
90100	-1935.138366	1	7.917111	20.210598	0.175362	0.824638	
90200	-1935.902201	1	8.270252	20.515361	0.195264	0.804736	
90300	-1934.430536	1	7.809092	18.313585	0.200267	0.799733	
90400	-1935.991330	1	8.354266	20.425380	0.202663	0.797337	
90500	-1934.731955	1	7.746693	19.782131	0.169658	0.830342	
90600	-1934.951654	1	8.253529	18.595024	0.233725	0.766275	
90700	-1935.928984	1	7.343758	20.971549	0.135385	0.864615	
90800	-1934.609495	1	8.000844	18.216537	0.220148	0.779852	
90900	-1936.879140	1	8.436078	21.095466	0.198813	0.801187	
91000	-1934.730171	1	7.205129	18.404038	0.153011	0.846989	
91100	-1934.647345	1	7.946326	19.347418	0.190246	0.809754	
91200	-1934.799406	1	7.188229	19.123549	0.142733	0.857267	
91300	-1935.684923	1	6.811772	19.087435	0.121977	0.878023	
91400	-1934.922143	1	7.989317	17.471552	0.243258	0.756742	
91500	-1934.960053	1	7.698345	17.191571	0.221733	0.778267	
91600	-1934.421229	1	7.549502	18.246958	0.180422	0.819578	
91700	-1935.565203	1	6.856642	18.242522	0.133316	0.866684	
91800	-1936.515676	1	7.940964	21.448871	0.164191	0.835809	
91900	-1934.958974	1	7.080961	18.926079	0.138603	0.861397	
92000	-1934.430928	1	7.781699	18.244084	0.199549	0.800451	
92100	-1935.523285	1	7.156578	17.089474	0.173999	0.826001	
92200	-1935.589479	1	7.108424	20.294354	0.127889	0.872111	
92300	-1936.430991	1	7.828787	16.006829	0.293552	0.706448	
92400	-1934.611785	1	7.313036	19.077617	0.150858	0.849142	
92500	-1936.484890	1	6.623071	19.528124	0.108997	0.891003	
92600	-1934.413892	1	7.512235	18.902984	0.166265	0.833735	
92700	-1940.726128	1	6.326943	15.680163	0.140845	0.859155	
92800	-1935.437258	1	8.314873	17.460932	0.282643	0.717357	
92900	-1936.211305	1	7.808561	16.144375	0.282396	0.717604	
93000	-1934.924713	1	7.548452	20.067637	0.154022	0.845978	
93100	-1934.627085	1	7.549210	19.594253	0.159327	0.840673	
93200	-1934.823278	1	7.142632	18.775733	0.144056	0.855944	
93300	-1934.443058	1	7.436067	18.722107	0.163795	0.836205	
93400	-1934.446438	1	7.842997	18.336001	0.202668	0.797332	
93500	-1935.212718	1	7.027029	19.425870	0.130532	0.869468	
93600	-1934.924398	1	7.126216	19.182321	0.138467	0.861533	
93700	-1936.025428	1	7.784232	16.266229	0.272189	0.727811	
93800	-1934.407345	1	7.491605	18.546491	0.170545	0.829455	
93900	-1934.989839	1	7.253322	19.793288	0.139683	0.860317	
94000	-1934.838835	1	7.250274	19.500157	0.142349	0.857651	
94100	-1934.405171	1	7.498017	18.523509	0.171404	0.828596	
94200	-1934.460649	1	7.505150	18.165383	0.178594	0.821406	
94300	-1936.486952	1	6.617877	18.010169	0.122181	0.877819	
94400	-1934.500959	1	7.471687	19.193719	0.159445	0.840555	
94500	-1934.540127	1	7.450199	19.272300	0.157050	0.842950	
94600	-1937.490896	1	7.085330	21.849560	0.118468	0.881532	
94700	-1935.850324	1	8.214489	16.752308	0.305801	0.694199	
94800	-1935.795582	1	7.019870	20.322956	0.123214	0.876786	
94900	-1934.982713	1	7.883181	20.044909	0.175241	0.824759	
95000	-1934.857930	1	7.908338	19.831545	0.179844	0.820156	
95100	-1935.782893	1	6.897844	17.526493	0.146076	0.853924	
95200	-1934.697355	1	7.217245	18.531183	0.151978	0.848022	
95300	-1935.272201	1	6.940686	18.617404	0.133858	0.866142	
95400	-1935.862899	1	7.398828	16.483693	0.214951	0.785049	
95500	-1934.446902	1	7.795018	19.057508	0.183986	0.816014	
95600	-1934.963545	1	7.742552	20.120678	0.165268	0.834732	
95700	-1934.756586	1	8.018319	19.424306	0.194342	0.805658	
95800	-1935.819549	1	6.786189	19.290184	0.118917	0.881083	
95900	-1935.406473	1	8.354685	17.658805	0.278645	0.721355	
96000	-1935.651796	1	7.982071	20.697950	0.173799	0.826201	
96100	-1937.323344	1	8.655119	20.974781	0.216237	0.783763	
96200	-1935.025627	1	7.045717	18.490202	0.141675	0.858325	
96300	-1937.107061	1	8.439420	21.273894	0.196765	0.803235	
96400	-1934.493585	1	7.867193	19.070076	0.189215	0.810785	
96500	-1934.686805	1	7.746927	19.704882	0.170689	0.829311	
96600	-1937.104819	1	8.950189	19.372004	0.280629	0.719371	
96700	-1934.691310	1	8.061206	19.060784	0.204844	0.795156	
96800	-1935.736781	1	7.481470	20.898612	0.143081	0.856919	
96900	-1935.555916	1	8.500205	18.194737	0.273634	0.726366	
97000	-1934.381372	1	7.549749	18.731125	0.171620	0.828380	
97100	-1934.782334	1	7.903690	19.711695	0.181268	0.818732	
97200	-1934.898029	1	8.151005	17.937413	0.244135	0.755865	
97300	-1936.042537	1	6.733688	19.429803	0.115153	0.884847	
97400	-1935.529094	1	8.482873	18.120522	0.274573	0.725427	
97500	-1934.658626	1	7.654451	19.683934	0.164919	0.835081	
97600	-1936.321371	1	8.583331	20.132894	0.225825	0.774175	
97700	-1935.841323	1	8.396237	17.143434	0.309538	0.690462	
97800	-1934.941436	1	8.220044	18.177413	0.243303	0.756697	
97900	-1935.283859	1	8.403432	18.837849	0.241356	0.758644	
98000	-1935.187292	1	8.187686	17.482525	0.265913	0.734087	
98100	-1935.193189	1	8.040916	17.183631	0.260989	0.739011	
98200	-1937.327431	1	6.566684	17.121606	0.130780	0.869220	
98300	-1935.117838	1	7.770386	20.298226	0.165010	0.834990	
98400	-1934.419390	1	7.790269	18.324528	0.198399	0.801601	
98500	-1935.300276	1	7.244329	17.168053	0.179462	0.820538	
98600	-1936.269708	1	7.009687	20.792709	0.119877	0.880123	
98700	-1934.415259	1	7.787030	18.340737	0.197750	0.802250	
98800	-1936.743464	1	8.746415	20.032263	0.242067	0.757933	
98900	-1935.563384	1	8.476778	17.957368	0.280591	0.719409	
99000	-1935.450195	1	7.318555	20.491843	0.137414	0.862586	
99100	-1934.873478	1	7.297837	19.692142	0.143167	0.856833	
99200	-1934.619629	1	8.034627	18.853709	0.207136	0.792864	
99300	-1934.729240	1	7.194725	18.687103	0.148415	0.851585	
99400	-1934.749687	1	7.966021	19.538338	0.188458	0.811542	
99500	-1934.800960	1	8.164856	18.454273	0.229158	0.770842	
99600	-1936.581543	1	6.647038	19.890345	0.107818	0.892182	
99700	-1935.708737	1	8.571829	18.481403	0.270820	0.729180	
99800	-1936.439184	1	6.686365	19.891858	0.109677	0.890323	
99900	-1935.493387	1	8.091269	20.394613	0.184576	0.815424	
100000	-1935.268865	1	8.365501	18.049982	0.263793	0.736207	
100100	-1935.099884	1	7.357194	20.131646	0.142439	0.857561	
100200	-1934.617025	1	7.570633	19.586987	0.160769	0.839231	
100300	-1934.777381	1	8.053389	19.367536	0.198093	0.801907	
100400	-1934.598644	1	7.947559	19.203478	0.192933	0.807067	
100500	-1934.468959	1	7.431743	18.938697	0.160315	0.839685	
100600	-1936.029293	1	8.366191	20.438591	0.203331	0.796669	
100700	-1934.526829	1	7.343987	18.709862	0.157761	0.842239	
100800	-1935.198722	1	7.866494	16.995483	0.248005	0.751995	
100900	-1934.561844	1	7.986966	18.839937	0.203419	0.796581	
101000	-1936.503434	1	7.709851	15.948307	0.279497	0.720503	
101100	-1934.503816	1	7.666836	17.920920	0.197393	0.802607	
101200	-1935.150249	1	8.181665	17.525999	0.263352	0.736648	
101300	-1934.949575	1	7.307821	19.840945	0.142306	0.857694	
101400	-1934.432873	1	7.855164	18.697953	0.195576	0.804424	
101500	-1934.788829	1	7.258697	19.411409	0.143760	0.856240	
101600	-1935.384667	1	7.603421	20.608731	0.152096	0.847904	
101700	-1935.136452	1	8.341091	18.458661	0.246716	0.753284	
101800	-1934.782289	1	7.645258	19.887907	0.161869	0.838131	
101900	-1935.655326	1	6.852686	19.404717	0.121432	0.878568	
102000	-1938.535011	1	9.139027	20.443127	0.267740	0.732260	
102100	-1934.541738	1	7.858648	19.257717	0.185254	0.814746	
102200	-1935.502917	1	8.496997	18.669038	0.256126	0.743874	
102300	-1934.821240	1	7.800910	17.407949	0.225128	0.774872	
102400	-1936.778155	1	6.672364	20.296969	0.106682	0.893318	
102500	-1934.579228	1	7.669312	19.528840	0.167908	0.832092	
102600	-1935.353319	1	6.983390	17.865045	0.146433	0.853567	
102700	-1936.182217	1	7.267447	21.109974	0.130684	0.869316	
102800	-1934.634207	1	7.436603	17.818301	0.180387	0.819613	
102900	-1934.941226	1	7.958698	17.397389	0.242625	0.757375	
103000	-1936.566569	1	6.747553	17.162982	0.141954	0.858046	
103100	-1935.557448	1	7.266571	16.873808	0.189141	0.810859	
103200	-1937.927394	1	8.171176	22.190155	0.171471	0.828529	
103300	-1934.988547	1	7.150614	17.863156	0.157896	0.842104	
103400	-1935.823698	1	8.609936	18.805238	0.263529	0.736471	
103500	-1937.833321	1	7.163383	15.525844	0.227653	0.772347	
103600	-1935.318676	1	7.072212	17.557489	0.157729	0.842271	
103700	-1935.248768	1	7.789524	16.904733	0.242677	0.757323	
103800	-1935.145028	1	8.065476	20.004098	0.188297	0.811703	
103900	-1934.452633	1	7.714682	18.080006	0.197677	0.802323	
104000	-1936.060969	1	6.720340	18.096321	0.127058	0.872942	
104100	-1934.695518	1	8.098196	18.753762	0.215012	0.784988	
104200	-1934.397869	1	7.561142	18.922391	0.169350	0.830650	
104300	-1936.004857	1	6.706802	18.571444	0.121165	0.878835	
104400	-1936.025931	1	8.675657	18.361335	0.287461	0.712539	
104500	-1934.616719	1	8.038519	18.779905	0.209156	0.790844	
104600	-1934.876350	1	7.687441	17.293374	0.217205	0.782795	
104700	-1934.571795	1	7.609181	19.509511	0.164222	0.835778	
104800	-1935.514315	1	6.894327	19.344332	0.124120	0.875880	
104900	-1934.456678	1	7.681721	18.052228	0.195497	0.804503	
105000	-1936.696616	1	8.448110	16.416976	0.363064	0.636936	
105100	-1934.783897	1	7.430068	17.558163	0.185788	0.814212	
105200	-1935.935527	1	8.650959	18.639429	0.273824	0.726176	
105300	-1935.964800	1	8.600762	17.785020	0.303930	0.696070	
105400	-1934.684417	1	7.308988	19.306914	0.147894	0.852106	
105500	-1935.155934	1	7.980560	20.155439	0.180288	0.819712	
105600	-1934.454567	1	7.780920	18.145082	0.201876	0.798124	
105700	-1934.400567	1	7.748320	18.918738	0.182947	0.817053	
105800	-1934.715638	1	7.712220	19.770645	0.167557	0.832443	
105900	-1934.385954	1	7.542274	18.761984	0.170579	0.829421	
106000	-1934.506279	1	7.881978	19.076942	0.190223	0.809777	
106100	-1934.957216	1	7.561014	20.115759	0.154277	0.845723	
106200	-1935.014638	1	7.550141	17.155161	0.207824	0.792176	
106300	-1938.789589	1	8.489135	22.324054	0.188886	0.811114	
106400	-1935.049778	1	8.289575	18.295344	0.246691	0.753309	
106500	-1935.731629	1	8.039956	20.710818	0.177316	0.822684	
106600	-1934.537406	1	7.541203	19.392372	0.161340	0.838660	
106700	-1934.544510	1	7.337393	18.851065	0.155347	0.844653	
106800	-1935.899526	1	8.636140	18.422008	0.280402	0.719598	
106900	-1934.686402	1	7.287871	19.235762	0.147431	0.852569	
107000	-1935.297308	1	7.164033	17.332465	0.169130	0.830870	
107100	-1934.467912	1	7.899365	18.513936	0.203342	0.796658	
107200	-1934.443819	1	7.500086	19.034738	0.163502	0.836498	
107300	-1935.560301	1	7.615671	16.614351	0.234274	0.765726	
107400	-1936.388253	1	8.002649	21.307087	0.168980	0.831020	
107500	-1936.968112	1	6.493683	19.387834	0.103736	0.896264	
107600	-1936.907134	1	7.575488	21.805481	0.142179	0.857821	
107700	-1935.845622	1	8.579743	17.935889	0.294181	0.705819	
107800	-1934.987372	1	8.186404	17.858592	0.250833	0.749167	
107900	-1934.797312	1	7.725022	17.406229	0.217382	0.782618	
108000	-1935.125810	1	7.415317	20.229165	0.144826	0.855174	
108100	-1934.620715	1	8.025804	18.935345	0.204590	0.795410	
108200	-1934.750742	1	8.136765	18.530362	0.224333	0.775667	
108300	-1935.248038	1	7.867832	20.384909	0.170119	0.829881	
108400	-1935.357948	1	8.353182	17.750004	0.274498	0.725502	
108500	-1937.834872	1	8.248593	22.054296	0.176954	0.823046	
108600	-1935.237502	1	8.333589	19.302296	0.222693	0.777307	
108700	-1935.034552	1	7.057067	18.281142	0.145157	0.854843	
108800	-1936.416701	1	8.511220	16.807667	0.346342	0.653658	
108900	-1934.533814	1	7.735135	17.873371	0.204728	0.795272	
109000	-1935.196948	1	7.311716	20.192831	0.139411	0.860589	
109100	-1934.811512	1	7.176622	19.094134	0.142373	0.857627	
109200	-1936.167296	1	8.029037	16.282857	0.306580	0.693420	
109300	-1934.670867	1	7.231740	18.668534	0.151016	0.848984	
109400	-1937.108533	1	7.916303	21.870283	0.159648	0.840352	
109500	-1935.222920	1	7.220918	17.302422	0.174351	0.825649	
109600	-1936.579925	1	8.739293	17.414125	0.342589	0.657411	
109700	-1935.358524	1	7.034266	17.629455	0.153740	0.846260	
109800	-1937.676277	1	8.832156	16.494977	0.419101	0.580899	
109900	-1936.985960	1	6.592729	17.374096	0.128731	0.871269	
110000	-1934.736244	1	7.282690	19.359076	0.145738	0.854262	
110100	-1935.907148	1	6.968504	17.133843	0.158224	0.841776	
110200	-1934.485741	1	7.909020	18.405573	0.206768	0.793232	
110300	-1934.426222	1	7.786657	18.978590	0.184758	0.815242	
110400	-1934.571243	1	7.796270	19.431585	0.177956	0.822044	
110500	-1934.706875	1	8.057251	19.142122	0.202824	0.797176	
110600	-1936.581982	1	6.749587	20.378218	0.109828	0.890172	
110700	-1935.280889	1	7.899060	20.395034	0.171978	0.828022	
110800	-1936.594828	1	8.718625	19.945187	0.241653	0.758347	
110900	-1934.645976	1	7.377563	19.397679	0.151015	0.848985	
111000	-1934.480877	1	7.797346	19.181198	0.182038	0.817962	
111100	-1940.114798	1	6.016751	20.416152	0.078204	0.921796	
111200	-1936.857335	1	7.620563	15.752078	0.278050	0.721950	
111300	-1934.651442	1	8.035127	18.211447	0.223586	0.776414	
111400	-1934.936876	1	7.097830	19.000490	0.138769	0.861231	
111500	-1934.693318	1	8.038118	18.067892	0.228151	0.771849	
111600	-1935.441294	1	7.428354	16.805721	0.206818	0.793182	
111700	-1936.353804	1	8.422298	16.663834	0.342130	0.657870	
111800	-1936.915681	1	8.817192	19.936539	0.250843	0.749157	
111900	-1936.360187	1	6.826727	20.398812	0.113344	0.886656	
112000	-1934.469820	1	7.411125	18.819854	0.160644	0.839356	
112100	-1935.018563	1	7.497055	20.161792	0.150088	0.849912	
112200	-1934.682195	1	8.058036	19.039386	0.205036	0.794964	
112300	-1934.561768	1	7.318243	18.491382	0.159285	0.840715	
112400	-1937.578234	1	6.346200	18.727364	0.101333	0.898667	
112500	-1935.339547	1	8.264280	17.458039	0.276403	0.723597	
112600	-1936.207459	1	8.712995	18.047937	0.305789	0.694211	
112700	-1934.878121	1	7.941678	17.466634	0.238159	0.761841	
112800	-1934.389786	1	7.523478	18.589703	0.172113	0.827887	
112900	-1934.388058	1	7.768025	18.740295	0.187774	0.812226	
113000	-1934.589223	1	7.832369	19.427076	0.180579	0.819421	
113100	-1934.445601	1	7.616892	19.181982	0.169267	0.830733	
113200	-1936.265297	1	8.333093	16.573710	0.334328	0.665672	
113300	-1935.734783	1	8.524710	17.833628	0.291947	0.708053	
113400	-1935.123023	1	7.817689	20.277689	0.168186	0.831814	
113500	-1935.209075	1	6.999687	18.127014	0.143648	0.856352	
113600	-1934.657947	1	7.969763	17.943804	0.225130	0.774870	
113700	-1935.209541	1	6.968048	18.863104	0.132748	0.867252	
113800	-1935.666449	1	6.936739	17.536253	0.148561	0.851439	
113900	-1935.143097	1	8.070901	17.295136	0.259814	0.740186	
114000	-1938.195863	1	8.387010	15.358214	0.439325	0.560675	
114100	-1934.432225	1	7.503662	18.986837	0.164434	0.835566	
114200	-1934.524321	1	7.756625	17.911480	0.205680	0.794320	
114300	-1934.820493	1	8.157908	18.996150	0.214483	0.785517	
114400	-1936.805724	1	8.625511	16.722455	0.369659	0.630341	
114500	-1934.415554	1	7.710713	18.213602	0.194206	0.805794	
114600	-1938.059074	1	8.787570	16.067023	0.446099	0.553901	
114700	-1934.398124	1	7.784443	18.782538	0.188237	0.811763	
114800	-1934.697353	1	7.221443	18.459088	0.153285	0.846715	
114900	-1934.380696	1	7.757391	18.652001	0.188673	0.811327	
115000	-1934.524054	1	7.702993	19.394457	0.172048	0.827952	
115100	-1935.938235	1	8.068035	16.491875	0.299759	0.700241	
115200	-1935.613534	1	8.207699	16.979101	0.292388	0.707612	
115300	-1934.829931	1	8.169568	18.293991	0.234389	0.765611	
115400	-1936.406881	1	8.774234	18.045068	0.313745	0.686255	
115500	-1934.455117	1	7.676776	18.055780	0.194989	0.805011	
115600	-1934.719292	1	8.092823	18.254066	0.227967	0.772033	
115700	-1934.546016	1	7.688822	19.451764	0.170270	0.829730	
115800	-1934.789222	1	7.159956	18.715518	0.145874	0.854126	
115900	-1935.182468	1	8.360896	18.429625	0.249735	0.750265	
116000	-1935.396689	1	7.773338	16.760200	0.246863	0.753137	
116100	-1935.328599	1	8.333378	19.524400	0.217683	0.782317	
116200	-1935.448354	1	7.208205	20.328408	0.132813	0.867187	
116300	-1936.291214	1	6.630859	18.896861	0.114171	0.885829	
116400	-1938.196453	1	7.392807	15.179753	0.279468	0.720532	
116500	-1936.030778	1	7.787819	21.157856	0.157885	0.842115	
116600	-1935.629298	1	8.467491	19.499134	0.229878	0.770122	
116700	-1935.448418	1	8.036908	20.424228	0.180559	0.819441	
116800	-1935.953869	1	7.696601	21.117902	0.153113	0.846887	
116900	-1934.579317	1	7.331470	19.026790	0.152651	0.847349	
117000	-1934.630913	1	7.314165	19.157469	0.149955	0.850045	
117100	-1935.906892	1	6.788382	17.899626	0.133560	0.866440	
117200	-1937.054184	1	6.994741	21.415066	0.116113	0.883887	
117300	-1936.099288	1	8.677114	19.179775	0.258463	0.741537	
117400	-1934.711022	1	8.029544	19.269643	0.198079	0.801921	
117500	-1935.616114	1	7.680838	20.830145	0.154573	0.845427	
117600	-1934.907577	1	7.201533	17.844964	0.161864	0.838136	
117700	-1936.953925	1	8.594170	16.505808	0.380082	0.619918	
117800	-1934.982335	1	7.096051	18.161964	0.149388	0.850612	
117900	-1935.074194	1	7.100533	19.464136	0.134223	0.865777	
118000	-1934.483329	1	7.853097	18.186240	0.207269	0.792731	
118100	-1935.017534	1	7.190590	17.671192	0.164291	0.835709	
118200	-1934.575574	1	7.542223	17.810032	0.189321	0.810679	
118300	-1934.941918	1	7.390333	17.381144	0.186715	0.813285	
118400	-1934.826600	1	7.433540	19.836202	0.149603	0.850397	
118500	-1935.076243	1	7.080435	17.983573	0.151070	0.848930	
118600	-1934.538862	1	7.683021	17.841264	0.200848	0.799152	
118700	-1938.451565	1	6.235588	19.851379	0.089482	0.910518	
118800	-1934.657948	1	7.819293	19.590732	0.177182	0.822818	
118900	-1936.361676	1	7.244747	16.274932	0.206051	0.793949	
119000	-1934.503395	1	7.369041	18.760569	0.158695	0.841305	
119100	-1935.754090	1	7.916904	20.851565	0.168178	0.831822	
119200	-1937.177422	1	6.555447	20.237261	0.101660	0.898340	
119300	-1934.569983	1	7.306020	18.610145	0.156685	0.843315	
119400	-1935.484419	1	6.877304	19.066373	0.125684	0.874316	
119500	-1934.412948	1	7.622494	19.060887	0.171481	0.828519	
119600	-1937.981660	1	6.460413	20.699787	0.095379	0.904621	
119700	-1935.865598	1	6.768569	19.253581	0.118306	0.881694	
119800	-1934.791036	1	7.206474	18.123319	0.157440	0.842560	
119900	-1934.539047	1	7.332435	18.691964	0.157253	0.842747	
120000	-1937.515550	1	9.091430	18.503352	0.332217	0.667783	
120100	-1935.851193	1	8.614402	18.299181	0.282777	0.717223	
120200	-1935.872213	1	8.628882	18.714517	0.268695	0.731305	
