Options:
Model:                           MultiState
Tree File Name:                  Bird.trees
Data File Name:                  BirdTerritory.txt
Log File Name:                   BirdTerritory_covarionOFF_run2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2760883259
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   100
Iterations:                      200500
Burn in:                         500
MCMC ML Start:                   False
Schedule File:                   BirdTerritory_covarionOFF_run2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1
Using a covarion model:          False
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    q01                          None
    q10                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 100.00 
        q10 - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       5669
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	q01	q10	Root P(0)	Root P(1)	
38500	-1936.449710	1	7.938447	21.402004	0.164434	0.835566	
38600	-1934.539536	1	7.789211	17.905391	0.208849	0.791151	
38700	-1936.581997	1	7.556221	21.581924	0.142485	0.857515	
38800	-1935.682725	1	7.520202	20.867410	0.145391	0.854609	
38900	-1936.699657	1	7.188138	21.423931	0.125133	0.874867	
39000	-1934.415298	1	7.496101	18.852288	0.165927	0.834073	
39100	-1935.624624	1	7.372709	16.694541	0.204844	0.795156	
39200	-1937.385909	1	8.061112	21.951524	0.167060	0.832940	
39300	-1935.004416	1	7.130440	19.433799	0.136179	0.863821	
39400	-1935.634269	1	7.705594	16.548175	0.247956	0.752044	
39500	-1936.561214	1	8.358489	20.973689	0.195104	0.804896	
39600	-1934.804314	1	7.169091	18.324027	0.151807	0.848193	
39700	-1935.370620	1	7.605411	16.779082	0.226580	0.773420	
39800	-1935.102616	1	7.015914	18.419739	0.140740	0.859260	
39900	-1938.031138	1	9.186114	19.271498	0.310282	0.689718	
40000	-1938.338772	1	9.124298	16.918638	0.432823	0.567177	
40100	-1936.582239	1	6.913603	20.867908	0.114922	0.885078	
40200	-1934.597697	1	7.288153	18.508386	0.156995	0.843005	
40300	-1939.192622	1	9.247362	20.649401	0.272501	0.727499	
40400	-1934.593829	1	7.976895	19.077300	0.197654	0.802346	
40500	-1934.643765	1	7.511327	19.597300	0.156923	0.843077	
40600	-1935.199453	1	8.103830	20.005587	0.191010	0.808990	
40700	-1935.524028	1	6.978335	19.818066	0.124687	0.875313	
40800	-1935.333096	1	7.029753	17.689568	0.152395	0.847605	
40900	-1937.048585	1	8.877997	17.409237	0.362828	0.637172	
41000	-1934.787754	1	7.369157	17.644609	0.178733	0.821267	
41100	-1934.665362	1	8.008507	19.207412	0.197617	0.802383	
41200	-1934.506249	1	7.936264	18.440558	0.208318	0.791682	
41300	-1936.001160	1	7.849042	16.301462	0.279294	0.720706	
41400	-1934.767197	1	7.729122	17.450716	0.216384	0.783616	
41500	-1940.112499	1	6.082075	20.878164	0.079300	0.920700	
41600	-1935.277109	1	8.395632	18.920062	0.238237	0.761763	
41700	-1936.909632	1	8.900108	19.349489	0.276090	0.723910	
41800	-1934.874834	1	7.423036	19.898751	0.148357	0.851643	
41900	-1934.681656	1	7.476734	17.671843	0.187036	0.812964	
42000	-1934.584970	1	7.785260	17.798287	0.211463	0.788537	
42100	-1934.456470	1	7.676680	19.218376	0.172844	0.827156	
42200	-1935.912124	1	8.462558	17.252011	0.312814	0.687186	
42300	-1935.155533	1	7.399194	20.249202	0.143752	0.856248	
42400	-1935.368955	1	7.873533	20.511331	0.169068	0.830932	
42500	-1934.513555	1	7.814988	18.007310	0.208479	0.791521	
42600	-1934.392832	1	7.609017	18.955161	0.172193	0.827807	
42700	-1935.389767	1	7.570716	20.607267	0.150262	0.849738	
42800	-1935.053720	1	7.440471	17.187139	0.196373	0.803627	
42900	-1935.311460	1	7.368588	20.397603	0.140833	0.859167	
43000	-1934.713414	1	7.341723	17.842524	0.172393	0.827607	
43100	-1934.550776	1	7.605646	17.823291	0.194456	0.805544	
43200	-1934.409705	1	7.785793	18.880633	0.186483	0.813517	
43300	-1934.380029	1	7.662668	18.890081	0.177112	0.822888	
43400	-1935.559112	1	7.297606	16.831953	0.193228	0.806772	
43500	-1936.509895	1	6.791070	20.446338	0.111398	0.888602	
43600	-1936.840249	1	8.894517	17.992051	0.332138	0.667862	
43700	-1935.698504	1	8.477056	19.593785	0.228499	0.771501	
43800	-1936.488247	1	8.454209	20.703315	0.205659	0.794341	
43900	-1935.029872	1	7.591221	20.216501	0.155051	0.844949	
44000	-1937.023455	1	7.432983	21.837635	0.134925	0.865075	
44100	-1935.596087	1	6.907833	19.622330	0.122554	0.877446	
44200	-1935.386869	1	8.227682	17.292492	0.279421	0.720579	
44300	-1934.508471	1	7.584467	17.931418	0.190055	0.809945	
44400	-1934.581499	1	7.322095	18.983691	0.152610	0.847390	
44500	-1935.028880	1	8.261452	18.136209	0.249109	0.750891	
44600	-1934.881673	1	7.879659	19.903998	0.176880	0.823120	
44700	-1934.509559	1	7.359833	18.691237	0.159089	0.840911	
44800	-1934.965853	1	8.093415	19.654874	0.195979	0.804021	
44900	-1934.949361	1	7.085775	18.410472	0.145214	0.854786	
45000	-1934.559486	1	7.831552	19.355197	0.181663	0.818337	
45100	-1938.744040	1	7.049548	15.227028	0.227700	0.772300	
45200	-1936.504971	1	8.380454	16.452751	0.349786	0.650214	
45300	-1934.877646	1	8.152817	18.002542	0.242085	0.757915	
45400	-1935.518102	1	6.935989	19.615097	0.124073	0.875927	
45500	-1936.960167	1	6.817587	16.599133	0.157975	0.842025	
45600	-1935.123958	1	8.026849	17.249101	0.256473	0.743527	
45700	-1934.694348	1	7.600864	17.561063	0.200828	0.799172	
45800	-1934.816196	1	7.731520	19.921153	0.166927	0.833073	
45900	-1934.501302	1	7.519762	18.012068	0.182920	0.817080	
46000	-1934.395629	1	7.688443	18.291318	0.190624	0.809376	
46100	-1937.333820	1	6.526001	17.310222	0.125549	0.874451	
46200	-1939.838530	1	8.800270	15.003081	0.541846	0.458154	
46300	-1934.818740	1	7.161981	18.314587	0.151477	0.848523	
46400	-1934.471468	1	7.738898	19.226341	0.177091	0.822909	
46500	-1934.925168	1	7.181019	17.882252	0.159725	0.840275	
46600	-1934.562495	1	7.351930	18.245714	0.165645	0.834355	
46700	-1935.117507	1	8.046534	17.288082	0.257186	0.742814	
46800	-1936.009499	1	6.954102	17.067521	0.158482	0.841518	
46900	-1934.665218	1	8.061955	18.924614	0.207869	0.792131	
47000	-1937.774610	1	8.162857	15.396665	0.395409	0.604591	
47100	-1934.566513	1	7.910584	19.209580	0.189990	0.810010	
47200	-1934.639333	1	7.678984	17.643631	0.205800	0.794200	
47300	-1935.781908	1	8.161516	16.737084	0.299116	0.700884	
47400	-1934.428995	1	7.841995	18.474004	0.199367	0.800633	
47500	-1934.955607	1	7.396598	19.985678	0.145990	0.854010	
47600	-1934.661018	1	7.759697	17.633700	0.213799	0.786201	
47700	-1934.381234	1	7.549210	18.545631	0.174769	0.825231	
47800	-1935.559480	1	8.289120	17.215809	0.291167	0.708833	
47900	-1934.739929	1	7.871511	17.597354	0.226157	0.773843	
48000	-1935.021861	1	8.142506	19.621493	0.200328	0.799672	
48100	-1934.364444	1	7.662720	18.733153	0.179858	0.820142	
48200	-1936.016888	1	6.731384	19.336852	0.115745	0.884255	
48300	-1934.665119	1	7.236122	18.709549	0.150744	0.849256	
48400	-1935.759508	1	8.381914	17.206423	0.304164	0.695836	
48500	-1936.834544	1	6.817171	20.854638	0.110520	0.889480	
48600	-1935.697365	1	7.011114	17.246020	0.159177	0.840823	
48700	-1936.013459	1	8.558871	19.774597	0.231502	0.768498	
48800	-1936.348852	1	7.816674	21.392177	0.157648	0.842352	
48900	-1936.184503	1	8.057906	16.293496	0.310271	0.689729	
49000	-1934.764635	1	8.107647	19.094026	0.207998	0.792002	
49100	-1939.233647	1	6.242871	16.909550	0.114172	0.885828	
49200	-1935.116087	1	7.039517	19.232207	0.133038	0.866962	
49300	-1934.477050	1	7.589514	18.011255	0.188651	0.811349	
49400	-1935.931755	1	6.726984	18.585201	0.122130	0.877870	
49500	-1934.932195	1	8.229074	18.302990	0.240152	0.759848	
49600	-1935.651043	1	8.317495	17.171233	0.297250	0.702750	
49700	-1935.651956	1	7.571730	16.551810	0.231722	0.768278	
49800	-1935.756572	1	6.983630	20.173097	0.122400	0.877600	
49900	-1935.989914	1	7.527628	16.316810	0.236456	0.763544	
50000	-1935.031316	1	7.434947	20.129279	0.146834	0.853166	
50100	-1934.876180	1	7.957036	17.491794	0.238929	0.761071	
50200	-1936.176228	1	8.184689	16.429862	0.320902	0.679098	
50300	-1937.009724	1	7.957235	21.781755	0.162526	0.837474	
50400	-1935.177674	1	7.312021	20.169056	0.139627	0.860373	
50500	-1934.954281	1	7.618497	20.126315	0.157597	0.842403	
50600	-1934.647527	1	8.006621	19.154878	0.198492	0.801508	
50700	-1936.378019	1	7.242924	21.240500	0.128736	0.871264	
50800	-1934.711797	1	8.093441	18.942429	0.210153	0.789847	
50900	-1934.481135	1	7.605443	17.990983	0.190445	0.809555	
51000	-1934.480705	1	7.744077	19.249609	0.177092	0.822908	
51100	-1934.711623	1	7.365151	19.520538	0.148887	0.851113	
51200	-1935.167197	1	7.424289	17.076446	0.198032	0.801968	
51300	-1937.702010	1	9.068480	19.665039	0.283393	0.716607	
51400	-1934.534824	1	7.970878	18.730341	0.204496	0.795504	
51500	-1934.875523	1	7.298073	19.696343	0.143139	0.856861	
51600	-1934.379018	1	7.558831	18.527090	0.175815	0.824185	
51700	-1935.232662	1	8.337959	19.261166	0.224050	0.775950	
51800	-1935.177233	1	8.306818	19.291123	0.220610	0.779390	
51900	-1936.667869	1	8.547498	20.643774	0.213538	0.786462	
52000	-1936.551842	1	6.584304	19.287592	0.108790	0.891210	
52100	-1934.426129	1	7.825364	18.848266	0.190163	0.809837	
52200	-1934.965196	1	7.079485	18.947463	0.138279	0.861721	
52300	-1935.323010	1	8.189321	19.989468	0.197506	0.802494	
52400	-1936.729105	1	7.206229	16.082083	0.209032	0.790968	
52500	-1934.789044	1	7.161667	18.775707	0.145225	0.854775	
52600	-1935.383299	1	7.441718	20.538710	0.143683	0.856317	
52700	-1934.652286	1	7.308780	18.098679	0.165103	0.834897	
52800	-1934.740252	1	7.340174	17.790533	0.173325	0.826675	
52900	-1934.659471	1	7.330458	18.002030	0.168453	0.831547	
53000	-1937.062877	1	8.197725	15.828072	0.365701	0.634299	
53100	-1934.847581	1	8.193603	18.757262	0.223571	0.776429	
53200	-1936.737717	1	6.849459	20.851371	0.112022	0.887978	
53300	-1934.517162	1	7.944185	18.836642	0.199940	0.800060	
53400	-1937.046774	1	8.571541	20.941086	0.210589	0.789411	
53500	-1938.463999	1	7.272467	15.141289	0.263504	0.736496	
53600	-1935.874717	1	6.742074	18.751356	0.121331	0.878669	
53700	-1935.253945	1	6.993926	18.037689	0.144552	0.855448	
53800	-1935.340614	1	7.256955	17.102921	0.182164	0.817836	
53900	-1934.954663	1	7.084348	18.944088	0.138601	0.861399	
54000	-1934.625701	1	7.941180	17.954662	0.221971	0.778029	
54100	-1936.313365	1	7.339010	21.279691	0.133269	0.866731	
54200	-1934.542244	1	7.907680	19.135346	0.191120	0.808880	
54300	-1934.544253	1	7.334373	18.478912	0.160581	0.839419	
54400	-1934.508817	1	7.789640	19.279086	0.179874	0.820126	
54500	-1934.545036	1	7.336067	18.452594	0.161111	0.838889	
54600	-1935.117006	1	7.002352	18.620626	0.137455	0.862545	
54700	-1935.826718	1	8.019975	20.822556	0.174813	0.825187	
54800	-1935.104833	1	7.605996	17.036705	0.217355	0.782645	
54900	-1934.875443	1	8.202394	18.360539	0.235645	0.764355	
55000	-1937.193415	1	9.000679	19.012534	0.299211	0.700789	
55100	-1936.033484	1	6.853067	20.086482	0.116502	0.883498	
55200	-1934.801162	1	7.879380	19.777029	0.178631	0.821369	
55300	-1934.717190	1	7.296549	19.354902	0.146610	0.853390	
55400	-1934.959148	1	7.734285	17.199503	0.225262	0.774738	
55500	-1936.059282	1	6.951075	20.439681	0.119083	0.880917	
55600	-1937.276503	1	9.031052	18.760483	0.313090	0.686910	
55700	-1936.314456	1	7.020331	20.855680	0.120043	0.879957	
55800	-1934.676915	1	8.050604	19.058953	0.204007	0.795993	
55900	-1934.362376	1	7.635714	18.581237	0.180606	0.819394	
56000	-1935.283921	1	8.209166	19.880014	0.200845	0.799155	
56100	-1935.891937	1	8.449000	20.029632	0.216886	0.783114	
56200	-1935.226208	1	7.339140	17.107287	0.189307	0.810693	
56300	-1935.237214	1	8.385388	18.434304	0.252164	0.747836	
56400	-1936.170124	1	7.551859	16.185231	0.245465	0.754535	
56500	-1937.009118	1	6.894597	21.191115	0.112512	0.887488	
56600	-1936.180597	1	6.811310	20.118732	0.114268	0.885732	
56700	-1935.327146	1	6.928077	18.972555	0.129374	0.870626	
56800	-1934.526137	1	7.817819	19.286920	0.181779	0.818221	
56900	-1937.226065	1	6.639817	20.665736	0.103376	0.896624	
57000	-1935.621606	1	8.450595	19.572330	0.226678	0.773322	
57100	-1936.695383	1	6.588913	17.825460	0.122674	0.877326	
57200	-1935.611224	1	7.537107	16.596902	0.225951	0.774049	
57300	-1935.149342	1	7.097561	19.612334	0.132711	0.867289	
57400	-1935.249789	1	6.965307	19.073798	0.130447	0.869553	
57500	-1934.506889	1	7.390627	18.329235	0.166989	0.833011	
57600	-1937.629664	1	6.794801	21.455141	0.106962	0.893038	
57700	-1934.380592	1	7.547792	18.572678	0.174186	0.825814	
57800	-1935.055463	1	7.048037	19.072525	0.135123	0.864877	
57900	-1934.606752	1	7.727124	19.565267	0.171264	0.828736	
58000	-1935.707448	1	8.036931	16.655001	0.286189	0.713811	
58100	-1934.393787	1	7.762848	18.425594	0.193828	0.806172	
58200	-1936.358390	1	8.535550	20.342535	0.217886	0.782114	
58300	-1936.192948	1	6.717873	17.818917	0.130342	0.869658	
58400	-1935.236961	1	7.309446	20.238833	0.138909	0.861091	
58500	-1936.224839	1	8.632395	17.461705	0.324869	0.675131	
58600	-1934.749539	1	7.615252	17.471974	0.204660	0.795340	
58700	-1937.055078	1	7.178625	15.919987	0.212286	0.787714	
58800	-1935.358164	1	7.704154	20.580086	0.158159	0.841841	
58900	-1936.467854	1	8.366445	16.459323	0.347127	0.652873	
59000	-1934.731946	1	7.398652	19.623759	0.149768	0.850232	
59100	-1934.616635	1	7.691800	19.599349	0.168450	0.831550	
59200	-1935.148899	1	8.347248	18.758159	0.238160	0.761840	
59300	-1934.563120	1	7.318875	18.828201	0.154459	0.845541	
59400	-1934.547269	1	7.328639	18.521184	0.159535	0.840465	
59500	-1935.200156	1	8.322475	19.262721	0.222645	0.777355	
59600	-1934.563474	1	7.884649	19.265292	0.187054	0.812946	
59700	-1935.423916	1	7.552247	20.635921	0.148986	0.851014	
59800	-1935.233598	1	7.632874	20.455284	0.155178	0.844822	
59900	-1936.530993	1	8.695927	19.956888	0.239352	0.760648	
60000	-1934.818366	1	7.632603	17.371226	0.209292	0.790708	
60100	-1935.211463	1	8.311666	17.885180	0.264029	0.735971	
60200	-1934.615478	1	7.365410	18.017368	0.170781	0.829219	
60300	-1935.180286	1	7.845685	20.325015	0.169407	0.830593	
60400	-1935.432407	1	8.453642	19.006643	0.241405	0.758595	
60500	-1936.589814	1	8.782832	17.649518	0.335327	0.664673	
60600	-1934.704854	1	7.665120	17.534065	0.207609	0.792391	
60700	-1936.249043	1	6.741001	19.889329	0.112318	0.887682	
60800	-1934.499115	1	7.702649	19.331018	0.172953	0.827047	
60900	-1934.609932	1	7.327705	18.164949	0.165305	0.834695	
61000	-1938.509163	1	7.310732	15.094493	0.272281	0.727719	
61100	-1935.082025	1	7.440126	20.198121	0.146498	0.853502	
61200	-1936.502477	1	8.524721	20.535329	0.213632	0.786368	
61300	-1935.189054	1	7.585198	16.956108	0.217948	0.782052	
61400	-1934.411797	1	7.663966	18.206974	0.190455	0.809545	
61500	-1934.861377	1	7.314109	19.705149	0.143974	0.856026	
61600	-1934.376452	1	7.607645	18.841208	0.173948	0.826052	
61700	-1937.067296	1	8.145376	21.663902	0.174219	0.825781	
61800	-1934.394997	1	7.777887	18.779680	0.187782	0.812218	
61900	-1935.163904	1	7.059504	19.478203	0.131833	0.868167	
62000	-1934.797223	1	7.983134	17.670289	0.235417	0.764583	
62100	-1934.674674	1	8.052990	18.209122	0.225390	0.774610	
62200	-1935.024822	1	7.143261	19.532968	0.135954	0.864046	
62300	-1934.424412	1	7.844434	18.603580	0.196705	0.803295	
62400	-1935.493039	1	6.867469	18.952776	0.126221	0.873779	
62500	-1934.803109	1	7.479633	19.846541	0.152223	0.847777	
62600	-1934.684800	1	7.437490	17.717101	0.182704	0.817296	
62700	-1938.690774	1	7.058530	15.240309	0.228197	0.771803	
62800	-1937.975193	1	8.623846	15.801708	0.441193	0.558807	
62900	-1935.030743	1	7.047140	18.924111	0.136648	0.863352	
63000	-1937.909533	1	6.705558	21.454331	0.103073	0.896927	
63100	-1936.277300	1	6.931924	16.871049	0.160916	0.839084	
63200	-1935.878130	1	7.267981	16.599131	0.197479	0.802521	
63300	-1934.443834	1	7.708125	19.161040	0.175940	0.824060	
63400	-1934.510005	1	7.924494	18.329466	0.210046	0.789954	
63500	-1934.869302	1	7.125932	18.409453	0.147782	0.852218	
63600	-1934.754768	1	8.116240	18.247460	0.230477	0.769523	
63700	-1935.162355	1	8.186116	17.518307	0.264207	0.735793	
63800	-1934.564254	1	7.314436	18.516683	0.158640	0.841360	
63900	-1934.720971	1	7.311740	17.904773	0.168891	0.831109	
64000	-1934.612375	1	7.810059	17.765400	0.214791	0.785209	
64100	-1934.370068	1	7.636061	18.806215	0.176600	0.823400	
64200	-1934.507242	1	7.654813	17.912134	0.196557	0.803443	
64300	-1934.648476	1	7.627275	17.630126	0.201378	0.798622	
64400	-1934.419534	1	7.836195	18.584462	0.196437	0.803563	
64500	-1935.131105	1	7.702225	17.002601	0.228896	0.771104	
64600	-1936.843811	1	8.919211	18.454308	0.312936	0.687064	
64700	-1935.023528	1	7.716614	20.205409	0.162714	0.837286	
64800	-1937.475543	1	6.629564	16.747070	0.141159	0.858841	
64900	-1937.092509	1	7.409536	15.706675	0.250727	0.749273	
65000	-1935.536417	1	8.134772	20.371214	0.187859	0.812141	
65100	-1935.225877	1	7.871048	16.970241	0.249615	0.750385	
65200	-1934.539811	1	7.904573	19.136081	0.190868	0.809132	
65300	-1934.384202	1	7.556425	18.801009	0.170949	0.829051	
65400	-1936.044322	1	6.847202	20.078051	0.116270	0.883730	
65500	-1934.857264	1	7.202466	19.374895	0.140870	0.859130	
65600	-1937.219266	1	6.489122	19.886346	0.100515	0.899485	
65700	-1934.828663	1	7.713919	17.360144	0.217736	0.782264	
65800	-1937.717210	1	6.615471	16.605289	0.142810	0.857190	
65900	-1936.145064	1	7.353591	16.317114	0.216268	0.783732	
66000	-1936.853672	1	8.484237	16.357691	0.373189	0.626811	
66100	-1934.942715	1	7.903133	19.966466	0.177614	0.822386	
66200	-1934.677364	1	7.260130	19.068173	0.147706	0.852294	
66300	-1936.028655	1	7.126785	20.787700	0.125611	0.874389	
66400	-1934.922569	1	8.228578	18.875107	0.223739	0.776261	
66500	-1934.548792	1	7.524412	19.404076	0.160111	0.839889	
66600	-1935.525505	1	7.818766	16.662134	0.256903	0.743097	
66700	-1940.513471	1	9.556804	16.663787	0.514198	0.485802	
66800	-1934.980325	1	7.300884	19.876202	0.141587	0.858413	
66900	-1937.422336	1	6.784393	21.271935	0.107212	0.892788	
67000	-1934.733009	1	8.126001	18.557613	0.222581	0.777419	
67100	-1934.570632	1	7.864850	19.326653	0.184549	0.815451	
67200	-1935.871200	1	8.130823	16.616665	0.301588	0.698412	
67300	-1935.443676	1	8.364233	17.627911	0.281208	0.718792	
67400	-1935.072040	1	7.051628	19.171396	0.134319	0.865681	
67500	-1935.026523	1	7.321774	19.981003	0.141802	0.858198	
67600	-1935.438886	1	7.432805	20.589015	0.142799	0.857201	
67700	-1934.572932	1	7.360294	18.168561	0.167609	0.832391	
67800	-1934.719719	1	8.077545	19.086511	0.205651	0.794349	
67900	-1935.066887	1	7.943500	20.088332	0.178692	0.821308	
68000	-1935.196048	1	7.116065	17.605137	0.160037	0.839963	
68100	-1934.952089	1	8.077120	17.595295	0.248448	0.751552	
68200	-1934.478883	1	7.411041	18.895496	0.159554	0.840446	
68300	-1934.426896	1	7.633234	18.150188	0.189172	0.810828	
68400	-1934.757685	1	7.177729	18.687995	0.147335	0.852665	
68500	-1934.541743	1	7.527745	17.899007	0.186056	0.813944	
68600	-1934.718488	1	7.499497	19.724382	0.154741	0.845259	
68700	-1934.869450	1	7.138514	19.053269	0.140575	0.859425	
68800	-1934.457193	1	7.431550	18.853934	0.161517	0.838483	
68900	-1934.365795	1	7.624386	18.741558	0.176863	0.823137	
69000	-1935.421293	1	7.729075	20.637560	0.159076	0.840924	
69100	-1934.598477	1	7.352128	19.190863	0.151899	0.848101	
69200	-1934.461274	1	7.799051	19.107802	0.183412	0.816588	
69300	-1935.865000	1	6.782764	19.390559	0.117941	0.882059	
69400	-1934.369718	1	7.592864	18.731864	0.174722	0.825278	
69500	-1935.174464	1	8.171735	19.807812	0.199255	0.800745	
69600	-1934.932486	1	8.080043	19.627404	0.195446	0.804554	
69700	-1935.757083	1	8.374811	20.083788	0.209987	0.790013	
69800	-1935.931744	1	7.429942	21.037789	0.139399	0.860601	
69900	-1935.973753	1	8.064961	16.460490	0.301155	0.698845	
70000	-1934.761566	1	7.226197	18.117355	0.158909	0.841091	
70100	-1935.939598	1	8.651671	18.698250	0.271768	0.728232	
70200	-1937.199106	1	7.991795	15.612103	0.347298	0.652702	
70300	-1934.505494	1	7.713145	17.929742	0.201271	0.798729	
70400	-1934.517577	1	7.387724	19.004119	0.156537	0.843463	
70500	-1935.778095	1	7.414370	16.536547	0.214689	0.785311	
70600	-1934.855900	1	8.196645	18.793170	0.222919	0.777081	
70700	-1934.945612	1	7.700918	17.209108	0.221404	0.778596	
70800	-1938.006765	1	9.206685	18.497560	0.347223	0.652777	
70900	-1935.237484	1	7.776265	16.911179	0.240859	0.759141	
71000	-1935.079117	1	7.025927	18.420820	0.141343	0.858657	
71100	-1934.361907	1	7.638532	18.667561	0.179230	0.820770	
71200	-1934.798989	1	7.949532	17.606498	0.234040	0.765960	
71300	-1935.306569	1	8.325948	17.736022	0.271809	0.728191	
71400	-1934.940465	1	8.049679	17.554282	0.246912	0.753088	
71500	-1934.702739	1	7.731152	17.550186	0.213518	0.786482	
71600	-1934.652908	1	7.804522	19.596574	0.176079	0.823921	
71700	-1934.639196	1	7.368229	19.357911	0.150904	0.849096	
71800	-1934.768218	1	8.113886	19.070913	0.209025	0.790975	
71900	-1934.770376	1	7.619635	17.440592	0.205983	0.794017	
72000	-1936.414939	1	7.310260	16.174965	0.216970	0.783030	
72100	-1934.660422	1	8.045164	18.228027	0.224079	0.775921	
72200	-1935.956139	1	7.473508	21.081636	0.141379	0.858621	
72300	-1936.103055	1	8.564201	19.896648	0.229223	0.770777	
72400	-1935.690161	1	8.108212	20.579072	0.183331	0.816669	
72500	-1937.845438	1	8.124261	22.183045	0.168898	0.831102	
72600	-1934.712357	1	7.215937	18.905923	0.146959	0.853041	
72700	-1934.372015	1	7.676364	18.816909	0.179384	0.820616	
72800	-1934.933478	1	8.230837	18.920398	0.222795	0.777205	
72900	-1935.236675	1	7.381488	20.326528	0.142118	0.857882	
73000	-1934.402233	1	7.630642	18.252535	0.186749	0.813251	
73100	-1934.649354	1	7.985337	19.239516	0.195190	0.804810	
73200	-1935.519049	1	7.951952	20.597188	0.173023	0.826977	
73300	-1934.854159	1	7.214943	17.914763	0.161584	0.838416	
73400	-1934.555527	1	7.441694	17.994900	0.177078	0.822922	
73500	-1934.532204	1	7.937817	18.273420	0.212708	0.787292	
73600	-1937.954645	1	8.617276	21.564156	0.205158	0.794842	
73700	-1935.527056	1	8.500258	18.862251	0.250297	0.749703	
73800	-1934.734696	1	7.804277	19.745786	0.173965	0.826035	
73900	-1935.226467	1	7.172634	17.403999	0.168284	0.831716	
74000	-1936.977008	1	7.987063	21.740090	0.164500	0.835500	
74100	-1934.794577	1	8.164779	18.677681	0.222993	0.777007	
74200	-1935.467077	1	6.908415	18.072002	0.138656	0.861344	
74300	-1935.525016	1	6.988830	17.542602	0.152061	0.847939	
74400	-1935.089469	1	7.238356	19.917252	0.137741	0.862259	
74500	-1934.635077	1	7.882284	19.453474	0.183741	0.816259	
74600	-1934.529276	1	7.485396	19.303798	0.158894	0.841106	
74700	-1934.606211	1	7.326093	18.185711	0.164827	0.835173	
74800	-1935.212098	1	8.333530	19.227396	0.224466	0.775534	
74900	-1934.441021	1	7.449211	18.823953	0.163151	0.836849	
75000	-1935.238442	1	8.349946	19.197721	0.226658	0.773342	
75100	-1935.478131	1	7.264174	16.952134	0.186758	0.813242	
75200	-1937.125924	1	8.948648	19.439734	0.278220	0.721780	
75300	-1941.630089	1	6.040495	16.178053	0.112514	0.887486	
75400	-1936.840178	1	7.067671	21.370132	0.119695	0.880305	
75500	-1935.904591	1	8.466006	17.273696	0.312113	0.687887	
75600	-1934.585544	1	7.494441	17.838552	0.184663	0.815337	
75700	-1935.483640	1	8.489816	18.579189	0.258377	0.741623	
75800	-1934.749335	1	7.937403	17.675377	0.230417	0.769583	
75900	-1935.262109	1	8.382472	18.225617	0.259139	0.740861	
76000	-1937.872074	1	9.074163	17.273973	0.400373	0.599627	
76100	-1934.596815	1	7.606524	19.560876	0.163390	0.836610	
76200	-1934.567967	1	7.363319	19.122196	0.153449	0.846551	
76300	-1935.885237	1	6.969465	20.290855	0.120916	0.879084	
76400	-1934.591826	1	7.624905	19.554744	0.164657	0.835343	
76500	-1935.023674	1	7.224188	17.570192	0.168839	0.831161	
76600	-1936.202934	1	8.584483	19.962200	0.229526	0.770474	
76700	-1934.444276	1	7.476418	18.309533	0.173635	0.826365	
76800	-1934.544959	1	7.335510	18.459123	0.160969	0.839031	
76900	-1935.092629	1	8.283088	18.059807	0.254181	0.745819	
77000	-1935.087673	1	7.330475	20.078918	0.141416	0.858584	
77100	-1934.751104	1	7.187513	18.849579	0.145902	0.854098	
77200	-1935.136288	1	8.280832	19.323750	0.217622	0.782378	
77300	-1935.728210	1	7.921854	16.545105	0.276240	0.723760	
77400	-1935.268076	1	7.082948	19.776333	0.130517	0.869483	
77500	-1935.003217	1	7.052208	18.604700	0.140643	0.859357	
77600	-1935.796910	1	8.535239	17.755325	0.296921	0.703079	
77700	-1935.619740	1	6.861605	18.027915	0.136349	0.863651	
77800	-1934.886697	1	7.519614	17.327350	0.199786	0.800214	
77900	-1935.461343	1	6.944429	19.541925	0.125108	0.874892	
78000	-1934.421665	1	7.516531	18.313361	0.176589	0.823411	
78100	-1935.604971	1	7.373863	20.704548	0.138775	0.861225	
78200	-1935.701184	1	6.882461	17.727371	0.141908	0.858092	
78300	-1934.609992	1	7.332275	18.145938	0.165970	0.834030	
78400	-1934.714509	1	7.970771	19.450839	0.190286	0.809714	
78500	-1935.283564	1	7.156983	20.013212	0.132536	0.867464	
78600	-1934.677500	1	7.621201	19.715530	0.162404	0.837596	
78700	-1934.630855	1	7.281999	18.320651	0.159476	0.840524	
78800	-1934.551575	1	7.758865	17.849115	0.207568	0.792432	
78900	-1935.655524	1	8.487196	19.444554	0.232969	0.767031	
79000	-1937.291909	1	6.808674	16.382563	0.162283	0.837717	
79100	-1934.674933	1	7.343798	19.385645	0.149103	0.850897	
79200	-1934.452784	1	7.736515	19.167614	0.177858	0.822142	
79300	-1936.305467	1	6.795248	17.268475	0.143408	0.856592	
