Options:
Model:                           MultiState
Tree File Name:                  Bird.trees
Data File Name:                  BirdTerritory.txt
Log File Name:                   BirdTerritory_covarionON_run1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3092223893
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   100
Iterations:                      200500
Burn in:                         500
MCMC ML Start:                   False
Schedule File:                   BirdTerritory_covarionON_run1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    q01                          None
    q10                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 100.00 
        q10 - uniform 0.00 100.00 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       5669
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q01	q10	Covar On to Off	 Covar Off to On	Root P(0)	Root P(1)	
89500	-1769.404228	1	25.983896	37.435052	8.756528	8.756528	0.614984	0.385016	
89600	-1770.934267	1	27.140590	36.371776	12.250521	12.250521	0.652819	0.347181	
89700	-1771.302429	1	16.110654	90.905666	18.441683	18.441683	0.007619	0.992381	
89800	-1772.594843	1	13.470671	71.444414	13.696475	13.696475	0.018071	0.981929	
89900	-1768.687531	1	23.320335	35.483932	8.917751	8.917751	0.610082	0.389918	
90000	-1770.751130	1	23.910591	51.000848	13.111896	13.111896	0.437458	0.562542	
90100	-1768.697653	1	23.034464	38.762763	10.694013	10.694013	0.572634	0.427366	
90200	-1769.691474	1	21.392207	31.695129	9.652187	9.652187	0.627848	0.372152	
90300	-1768.812571	1	23.040777	39.123837	10.991109	10.991109	0.567750	0.432250	
90400	-1773.700790	1	16.697793	56.105632	13.692909	13.692909	0.176642	0.823358	
90500	-1770.852253	1	20.793197	51.764059	11.112279	11.112279	0.373689	0.626311	
90600	-1771.097564	1	12.115703	77.610554	17.061260	17.061260	0.004581	0.995419	
90700	-1771.978925	1	14.754379	72.423166	16.907193	16.907193	0.017043	0.982957	
90800	-1769.870711	1	24.807136	48.958074	11.551331	11.551331	0.495930	0.504070	
90900	-1771.305555	1	10.870678	81.130478	17.475371	17.475371	0.002255	0.997745	
91000	-1770.511400	1	20.390484	43.433932	12.193609	12.193609	0.439404	0.560596	
91100	-1770.495370	1	21.282442	34.566714	11.719116	11.719116	0.589586	0.410414	
91200	-1772.965751	1	30.637567	44.255459	12.242894	12.242894	0.617073	0.382927	
91300	-1769.773756	1	22.596428	35.019098	11.649674	11.649674	0.604307	0.395693	
91400	-1770.139795	1	20.413611	35.432779	10.688345	10.688345	0.567955	0.432045	
91500	-1772.115354	1	23.165133	60.272231	11.553454	11.553454	0.359044	0.640956	
91600	-1768.594936	1	23.781401	34.753196	9.684615	9.684615	0.621092	0.378908	
91700	-1768.823224	1	22.550414	35.068692	10.196741	10.196741	0.605238	0.394762	
91800	-1768.614972	1	23.751944	39.175642	9.505727	9.505727	0.581619	0.418381	
91900	-1769.049102	1	25.863931	34.864006	9.720562	9.720562	0.639574	0.360426	
92000	-1771.693322	1	19.171735	48.946956	12.880823	12.880823	0.313315	0.686685	
92100	-1771.040119	1	11.595490	82.006950	15.146659	15.146659	0.003283	0.996717	
92200	-1768.940816	1	24.618322	32.785394	9.138605	9.138605	0.645512	0.354488	
92300	-1770.397919	1	15.284302	87.651334	16.050592	16.050592	0.008239	0.991761	
92400	-1772.338862	1	10.419580	76.941395	17.528218	17.528218	0.002366	0.997634	
92500	-1770.254585	1	14.780307	84.159045	16.029701	16.029701	0.008597	0.991403	
92600	-1770.694151	1	14.876596	92.385531	17.464785	17.464785	0.005112	0.994888	
92700	-1771.228240	1	19.648989	42.393665	12.419125	12.419125	0.424283	0.575717	
92800	-1770.448526	1	13.452739	80.291596	16.937905	16.937905	0.006409	0.993591	
92900	-1771.851753	1	11.479009	75.953525	17.500354	17.500354	0.003862	0.996138	
93000	-1770.366465	1	23.970760	49.659394	9.793437	9.793437	0.494806	0.505194	
93100	-1770.607424	1	13.093331	89.080148	18.291926	18.291926	0.003309	0.996691	
93200	-1772.479502	1	11.278426	93.828787	15.029753	15.029753	0.001470	0.998530	
93300	-1772.556700	1	20.545742	59.413722	14.826545	14.826545	0.240475	0.759525	
93400	-1770.210431	1	12.986782	84.074138	16.220591	16.220591	0.004570	0.995430	
93500	-1768.611795	1	24.174458	36.975616	9.231108	9.231108	0.604731	0.395269	
93600	-1770.479738	1	25.690891	51.175553	11.565010	11.565010	0.491636	0.508364	
93700	-1770.995245	1	25.141751	42.353588	7.873081	7.873081	0.574269	0.425731	
93800	-1772.985913	1	28.868498	28.953770	7.971773	7.971773	0.728670	0.271330	
93900	-1769.657302	1	23.464438	44.934456	9.252844	9.252844	0.531197	0.468803	
94000	-1769.179722	1	24.066696	45.291295	11.144972	11.144972	0.521244	0.478756	
94100	-1769.080837	1	23.525486	32.648970	10.236428	10.236428	0.640240	0.359760	
94200	-1770.698044	1	20.753929	40.043189	8.088903	8.088903	0.542996	0.457004	
94300	-1770.751446	1	27.606812	32.509833	8.441253	8.441253	0.671147	0.328853	
94400	-1769.573074	1	22.333963	44.853672	11.928721	11.928721	0.482015	0.517985	
94500	-1771.504267	1	22.382216	26.023166	7.956524	7.956524	0.691320	0.308680	
94600	-1769.147828	1	23.802908	36.217951	11.317691	11.317691	0.607298	0.392702	
94700	-1769.575505	1	20.766281	40.268123	9.734082	9.734082	0.524268	0.475732	
94800	-1769.257498	1	23.312380	45.159866	11.474924	11.474924	0.505582	0.494418	
94900	-1768.849858	1	22.195599	40.290570	10.297668	10.297668	0.546364	0.453636	
95000	-1769.699580	1	24.971916	30.129991	9.642882	9.642882	0.679685	0.320315	
95100	-1770.489861	1	22.589399	48.206385	13.110149	13.110149	0.433338	0.566662	
95200	-1769.128945	1	23.313288	42.528111	9.340677	9.340677	0.548630	0.451370	
95300	-1770.615082	1	20.298070	47.800330	12.002916	12.002916	0.382132	0.617868	
95400	-1768.664773	1	24.435239	34.876094	9.890569	9.890569	0.626402	0.373598	
95500	-1768.911002	1	21.813865	36.367434	9.894388	9.894388	0.583691	0.416309	
95600	-1772.956016	1	20.453246	35.818986	6.404706	6.404706	0.586996	0.413004	
95700	-1770.328307	1	20.631888	47.570886	10.750791	10.750791	0.419651	0.580349	
95800	-1769.697622	1	26.824295	43.710057	10.556757	10.556757	0.573730	0.426270	
95900	-1770.484612	1	13.030004	83.764827	15.251713	15.251713	0.005155	0.994845	
96000	-1770.529827	1	24.834294	50.192790	12.679362	12.679362	0.472808	0.527192	
96100	-1769.660336	1	26.711095	33.883087	10.252936	10.252936	0.662378	0.337622	
96200	-1769.850842	1	23.670637	49.381441	11.682211	11.682211	0.467149	0.532851	
96300	-1769.560370	1	24.299507	41.131808	12.226465	12.226465	0.560555	0.439445	
96400	-1769.987615	1	27.056490	33.210323	8.938758	8.938758	0.662756	0.337244	
96500	-1771.364034	1	29.484377	43.100919	10.285259	10.285259	0.604892	0.395108	
96600	-1772.501797	1	18.089159	41.545796	9.059670	9.059670	0.439104	0.560896	
96700	-1769.082779	1	21.803836	33.670725	9.123914	9.123914	0.612420	0.387580	
96800	-1769.154162	1	22.286200	43.020832	9.863314	9.863314	0.523806	0.476194	
96900	-1771.118098	1	24.516021	45.994759	13.779146	13.779146	0.501893	0.498107	
97000	-1769.594035	1	22.116818	34.023276	7.878654	7.878654	0.612984	0.387016	
97100	-1770.173133	1	26.307738	31.680771	8.270436	8.270436	0.665234	0.334766	
97200	-1769.833678	1	22.122049	48.434172	10.986023	10.986023	0.449179	0.550821	
97300	-1768.583686	1	23.404337	35.451486	9.958127	9.958127	0.610932	0.389068	
97400	-1770.318396	1	22.182451	37.722740	12.517698	12.517698	0.562531	0.437469	
97500	-1768.879561	1	22.952672	41.867347	9.757735	9.757735	0.546629	0.453371	
97600	-1769.122387	1	24.408245	36.264792	8.390443	8.390443	0.611989	0.388011	
97700	-1769.544474	1	22.990600	47.420323	11.447317	11.447317	0.474889	0.525111	
97800	-1770.996812	1	20.383760	43.570273	8.696526	8.696526	0.492642	0.507358	
97900	-1769.292212	1	24.222321	39.876620	11.857490	11.857490	0.573830	0.426170	
98000	-1770.017885	1	23.364427	30.618134	10.732273	10.732273	0.662381	0.337619	
98100	-1769.059529	1	22.778299	41.580175	9.321266	9.321266	0.549786	0.450214	
98200	-1769.041311	1	24.342522	40.181913	11.485533	11.485533	0.573497	0.426503	
98300	-1768.592929	1	23.990998	39.936607	10.354685	10.354685	0.574951	0.425049	
98400	-1773.158673	1	20.916884	78.749306	15.069874	15.069874	0.081942	0.918058	
98500	-1770.263583	1	20.078660	40.834087	11.218229	11.218229	0.480439	0.519561	
98600	-1770.998126	1	27.240193	50.176348	10.458385	10.458385	0.530288	0.469712	
98700	-1768.768652	1	25.193534	35.664727	9.514990	9.514990	0.625272	0.374728	
98800	-1768.584947	1	22.981687	38.541270	9.715254	9.715254	0.577936	0.422064	
98900	-1772.901827	1	18.842683	76.676706	13.431155	13.431155	0.074635	0.925365	
99000	-1773.145430	1	18.559740	44.074048	13.793134	13.793134	0.332274	0.667726	
99100	-1770.922644	1	19.949859	48.234237	10.476232	10.476232	0.395852	0.604148	
99200	-1768.750451	1	25.053147	37.537925	10.468245	10.468245	0.608425	0.391575	
99300	-1770.018144	1	21.243380	34.707630	11.189866	11.189866	0.589023	0.410977	
99400	-1770.091837	1	25.074882	29.294705	8.403755	8.403755	0.680150	0.319850	
99500	-1772.598628	1	19.793905	65.572236	14.047322	14.047322	0.187829	0.812171	
99600	-1771.661146	1	12.280904	81.214692	19.298632	19.298632	0.003677	0.996323	
99700	-1770.948967	1	16.681285	82.829024	16.926706	16.926706	0.015298	0.984702	
99800	-1771.546616	1	12.805048	97.112837	16.635915	16.635915	0.002101	0.997899	
99900	-1771.650336	1	14.831805	83.199353	19.410371	19.410371	0.007551	0.992449	
100000	-1771.607551	1	22.726252	39.184879	7.021164	7.021164	0.579367	0.420633	
100100	-1773.065703	1	27.905562	56.382479	10.250922	10.250922	0.498762	0.501238	
100200	-1769.433137	1	26.800981	36.042351	10.162945	10.162945	0.639967	0.360033	
100300	-1770.509419	1	22.036146	44.847103	13.142337	13.142337	0.459628	0.540372	
100400	-1770.377362	1	14.270301	83.024895	15.363732	15.363732	0.008317	0.991683	
100500	-1770.413239	1	21.576096	34.962105	7.386752	7.386752	0.601322	0.398678	
100600	-1772.693755	1	24.474060	43.697009	7.196336	7.196336	0.562908	0.437092	
100700	-1772.118981	1	21.642117	60.570792	13.869472	13.869472	0.275504	0.724496	
100800	-1771.056657	1	27.027423	29.164421	8.540242	8.540242	0.705299	0.294701	
100900	-1770.915856	1	23.137829	39.300131	7.352603	7.352603	0.580910	0.419090	
101000	-1769.223896	1	23.640789	45.940621	10.820749	10.820749	0.510457	0.489543	
101100	-1770.782800	1	22.385305	46.342426	8.697249	8.697249	0.508213	0.491787	
101200	-1771.218574	1	29.163830	35.711665	10.876008	10.876008	0.684273	0.315727	
101300	-1770.271378	1	26.943580	31.954124	10.448253	10.448253	0.691290	0.308710	
101400	-1770.116353	1	22.118604	34.543589	11.741821	11.741821	0.602882	0.397118	
101500	-1768.851960	1	23.345374	40.548585	11.150588	11.150588	0.556805	0.443195	
101600	-1770.397294	1	25.815486	35.172573	7.677918	7.677918	0.627737	0.372263	
101700	-1769.231862	1	22.542866	39.170184	8.633280	8.633280	0.571754	0.428246	
101800	-1770.272591	1	20.804248	40.137921	8.459291	8.459291	0.539466	0.460534	
101900	-1771.875423	1	29.376384	38.759800	12.022074	12.022074	0.659187	0.340813	
102000	-1771.513894	1	24.193039	28.553798	11.323245	11.323245	0.702851	0.297149	
102100	-1769.465854	1	21.625626	35.608210	8.280204	8.280204	0.594237	0.405763	
102200	-1768.899652	1	22.232320	36.688267	8.923710	8.923710	0.589026	0.410974	
102300	-1769.326336	1	23.156512	36.656479	8.117573	8.117573	0.599477	0.400523	
102400	-1768.861461	1	24.366782	33.075424	9.080726	9.080726	0.640451	0.359549	
102500	-1770.020812	1	27.392855	33.601653	10.013775	10.013775	0.672670	0.327330	
102600	-1769.121057	1	24.992080	44.144073	10.353472	10.353472	0.550386	0.449614	
102700	-1768.859557	1	24.464565	42.076101	10.912481	10.912481	0.559068	0.440932	
102800	-1770.212354	1	24.858267	28.494808	9.270076	9.270076	0.694746	0.305254	
102900	-1772.505182	1	19.891842	86.415379	15.594571	15.594571	0.033141	0.966859	
103000	-1769.931211	1	22.954134	40.834571	12.607872	12.607872	0.538454	0.461546	
103100	-1769.545771	1	21.805521	31.061569	8.683260	8.683260	0.637674	0.362326	
103200	-1768.969027	1	24.011622	35.209662	8.459458	8.459458	0.617644	0.382356	
103300	-1769.874664	1	27.650040	36.906410	10.196190	10.196190	0.641144	0.358856	
103400	-1770.459084	1	26.618062	30.177468	8.619059	8.619059	0.688262	0.311738	
103500	-1768.950314	1	23.691065	34.335788	8.454522	8.454522	0.622527	0.377473	
103600	-1769.061331	1	23.653363	34.603605	8.294132	8.294132	0.619794	0.380206	
103700	-1774.148351	1	17.728689	56.533954	15.783052	15.783052	0.173465	0.826535	
103800	-1771.501727	1	17.709723	91.679848	16.638411	16.638411	0.012660	0.987340	
103900	-1771.748151	1	17.561214	94.549889	16.285769	16.285769	0.010796	0.989204	
104000	-1771.891507	1	12.132046	94.628761	15.367342	15.367342	0.001947	0.998053	
104100	-1772.354678	1	22.884541	24.869416	7.611125	7.611125	0.705925	0.294075	
104200	-1768.905443	1	25.309814	34.269811	9.587205	9.587205	0.639404	0.360596	
104300	-1770.515614	1	20.170954	34.172661	10.611642	10.611642	0.580012	0.419988	
104400	-1768.780315	1	23.232527	37.192701	10.822914	10.822914	0.590768	0.409232	
104500	-1768.842565	1	22.480805	41.088402	9.952422	9.952422	0.545466	0.454534	
104600	-1771.493772	1	19.944313	54.746517	12.025134	12.025134	0.303219	0.696781	
104700	-1771.666469	1	26.539630	48.116220	13.574506	13.574506	0.519306	0.480694	
104800	-1770.226792	1	24.769729	41.107585	12.853460	12.853460	0.566124	0.433876	
104900	-1768.982153	1	24.909851	42.972431	10.138525	10.138525	0.560183	0.439817	
105000	-1771.148531	1	20.812481	54.341063	12.477903	12.477903	0.323575	0.676425	
105100	-1770.380802	1	15.188048	88.228113	16.937549	16.937549	0.007216	0.992784	
105200	-1770.766245	1	14.145897	92.898337	17.911037	17.911037	0.003900	0.996100	
105300	-1770.658328	1	11.988194	83.738065	15.533766	15.533766	0.003355	0.996645	
105400	-1771.762108	1	10.294400	86.543087	18.347757	18.347757	0.001377	0.998623	
105500	-1770.579825	1	14.961567	91.771041	16.839464	16.839464	0.005599	0.994401	
105600	-1771.771991	1	25.041748	38.641916	13.841178	13.841178	0.597422	0.402578	
105700	-1770.931393	1	27.544065	45.250653	12.391181	12.391181	0.565769	0.434231	
105800	-1769.319542	1	23.390023	36.413924	11.545542	11.545542	0.599721	0.400279	
105900	-1773.096089	1	20.058659	46.179522	14.965558	14.965558	0.346702	0.653298	
106000	-1771.261752	1	27.360622	51.676112	10.914358	10.914358	0.517923	0.482077	
106100	-1770.094882	1	26.702737	47.103951	10.914868	10.914868	0.544378	0.455622	
106200	-1769.295026	1	21.200651	36.461004	10.249773	10.249773	0.571977	0.428023	
106300	-1770.785471	1	13.784345	86.478356	18.711950	18.711950	0.004687	0.995313	
106400	-1768.741693	1	24.732915	34.898020	9.204214	9.204214	0.627336	0.372664	
106500	-1769.347075	1	21.558187	41.718597	11.151770	11.151770	0.509745	0.490255	
106600	-1768.940232	1	21.958529	39.690421	9.648956	9.648956	0.553304	0.446696	
106700	-1769.646650	1	26.566258	39.169197	8.988130	8.988130	0.606532	0.393468	
106800	-1769.067985	1	21.819654	39.259988	9.291642	9.291642	0.557877	0.442123	
106900	-1772.491686	1	29.257641	44.978251	12.912157	12.912157	0.591616	0.408384	
107000	-1771.115588	1	25.941872	49.843635	13.089937	13.089937	0.494649	0.505351	
107100	-1772.120914	1	24.609975	27.722525	6.817484	6.817484	0.680199	0.319801	
107200	-1771.779517	1	23.473019	54.227752	14.096121	14.096121	0.377281	0.622719	
107300	-1770.629105	1	15.317722	79.644747	15.852723	15.852723	0.013766	0.986234	
107400	-1770.147168	1	26.466724	40.660721	8.590530	8.590530	0.594422	0.405578	
107500	-1768.673022	1	23.141770	40.826164	10.217393	10.217393	0.556193	0.443807	
107600	-1772.853114	1	9.531268	78.579726	15.548700	15.548700	0.001569	0.998431	
107700	-1770.769145	1	14.540541	92.880325	17.784026	17.784026	0.004436	0.995564	
107800	-1769.718049	1	25.297940	37.750072	11.960526	11.960526	0.610292	0.389708	
107900	-1771.627236	1	18.525390	43.987221	10.793955	10.793955	0.387512	0.612488	
108000	-1769.738346	1	21.226111	34.268116	10.664005	10.664005	0.595734	0.404266	
108100	-1770.842416	1	27.170458	42.881818	12.611113	12.611113	0.583092	0.416908	
108200	-1770.866001	1	23.911620	54.123039	12.460193	12.460193	0.414534	0.585466	
108300	-1775.113423	1	31.697811	28.558142	11.569626	11.569626	0.877866	0.122134	
108400	-1771.703973	1	23.128013	47.577385	14.408875	14.408875	0.441505	0.558495	
108500	-1769.856052	1	25.402282	48.314594	11.302369	11.302369	0.514079	0.485921	
108600	-1770.869296	1	25.238198	36.583564	12.878413	12.878413	0.623875	0.376125	
108700	-1771.678920	1	27.482277	47.733262	13.123968	13.123968	0.540057	0.459943	
108800	-1770.621553	1	20.572747	49.986591	11.515289	11.515289	0.376323	0.623677	
108900	-1769.864341	1	23.190238	49.468653	11.636502	11.636502	0.455578	0.544422	
109000	-1768.705891	1	23.704841	33.980475	9.049693	9.049693	0.626655	0.373345	
109100	-1771.021061	1	22.037891	35.745462	12.765243	12.765243	0.584319	0.415681	
109200	-1769.167072	1	22.338232	39.856367	11.401309	11.401309	0.545915	0.454085	
109300	-1770.965746	1	23.322374	29.057864	7.068553	7.068553	0.661638	0.338362	
109400	-1772.652344	1	31.073909	35.503553	9.659722	9.659722	0.707837	0.292163	
109500	-1769.872262	1	20.679954	42.123997	11.284970	11.284970	0.479876	0.520124	
109600	-1771.975287	1	26.553744	49.588736	13.761622	13.761622	0.503772	0.496228	
109700	-1770.856160	1	26.667831	42.089284	8.318776	8.318776	0.586101	0.413899	
109800	-1769.604309	1	21.929311	32.034180	8.052941	8.052941	0.628935	0.371065	
109900	-1770.342136	1	25.753390	29.937787	10.366910	10.366910	0.698815	0.301185	
110000	-1772.760235	1	18.733907	50.362740	14.190473	14.190473	0.264416	0.735584	
110100	-1776.411828	1	16.616532	89.155895	23.066835	23.066835	0.009085	0.990915	
110200	-1772.015471	1	21.329676	61.200019	13.090534	13.090534	0.276303	0.723697	
110300	-1771.628087	1	21.533603	55.403713	10.602623	10.602623	0.374156	0.625844	
110400	-1769.552136	1	21.718794	37.042561	11.367111	11.367111	0.568042	0.431958	
110500	-1770.283895	1	12.903491	82.164562	16.430566	16.430566	0.004883	0.995117	
110600	-1774.522330	1	21.418288	72.341562	17.298779	17.298779	0.117020	0.882980	
110700	-1770.839953	1	13.652841	84.590229	18.710509	18.710509	0.004950	0.995050	
110800	-1770.434332	1	15.059245	86.240574	15.521375	15.521375	0.008765	0.991235	
110900	-1770.729883	1	24.354725	52.277856	12.690362	12.690362	0.440609	0.559391	
111000	-1768.796851	1	24.535074	36.878532	10.762598	10.762598	0.609239	0.390761	
111100	-1771.375775	1	17.194124	92.879050	16.556973	16.556973	0.010412	0.989588	
111200	-1772.623043	1	18.486024	68.690053	14.284849	14.284849	0.115736	0.884264	
111300	-1770.753930	1	11.543238	84.156605	15.831150	15.831150	0.002676	0.997324	
111400	-1769.541287	1	23.233775	43.953659	12.185574	12.185574	0.510628	0.489372	
111500	-1773.461936	1	20.891057	70.739690	15.952344	15.952344	0.137090	0.862910	
111600	-1771.297881	1	15.400037	76.782484	17.231249	17.231249	0.014908	0.985092	
111700	-1770.454637	1	14.122505	87.056728	15.346638	15.346638	0.006222	0.993778	
111800	-1769.741627	1	24.365639	29.602217	9.575416	9.575416	0.678690	0.321310	
111900	-1771.760217	1	11.260238	87.395333	14.676669	14.676669	0.002141	0.997859	
112000	-1770.192010	1	14.078920	86.080635	16.024479	16.024479	0.006084	0.993916	
112100	-1770.727568	1	22.206596	48.893805	13.305339	13.305339	0.410649	0.589351	
112200	-1771.044736	1	19.607218	40.617032	8.690802	8.690802	0.505740	0.494260	
112300	-1772.014421	1	30.180198	42.849035	9.905848	9.905848	0.612531	0.387469	
112400	-1769.476310	1	26.768353	40.706008	9.822494	9.822494	0.597413	0.402587	
112500	-1768.595231	1	24.353055	35.341770	9.655577	9.655577	0.620919	0.379081	
112600	-1774.978793	1	25.972528	65.681252	10.586435	10.586435	0.403888	0.596112	
112700	-1769.693480	1	25.349781	43.962792	9.223135	9.223135	0.560993	0.439007	
112800	-1771.649937	1	19.556795	51.824616	10.745142	10.745142	0.342239	0.657761	
112900	-1769.308625	1	21.978897	34.164467	8.275006	8.275006	0.610369	0.389631	
113000	-1770.697624	1	25.899436	34.433175	12.195403	12.195403	0.657125	0.342875	
113100	-1768.919419	1	25.756290	39.149771	10.295901	10.295901	0.601040	0.398960	
113200	-1771.812902	1	27.778257	34.402680	7.592159	7.592159	0.646225	0.353775	
113300	-1769.599044	1	22.614218	33.991427	11.222469	11.222469	0.616528	0.383472	
113400	-1769.327726	1	25.340886	32.206403	8.805961	8.805961	0.655539	0.344461	
113500	-1768.714996	1	22.600205	39.693535	9.811524	9.811524	0.561722	0.438278	
113600	-1769.592725	1	26.504138	34.072103	10.424086	10.424086	0.658881	0.341119	
113700	-1768.863373	1	23.425247	43.113985	10.460928	10.460928	0.536996	0.463004	
113800	-1772.633679	1	12.775103	70.560603	14.364122	14.364122	0.013107	0.986893	
113900	-1769.757118	1	21.264405	37.695719	11.426666	11.426666	0.551112	0.448888	
114000	-1770.839893	1	21.593849	33.638554	11.985863	11.985863	0.605592	0.394408	
114100	-1770.780688	1	23.120244	53.591845	12.627260	12.627260	0.395972	0.604028	
114200	-1770.100397	1	20.793660	31.522415	9.585352	9.585352	0.623234	0.376766	
114300	-1769.960453	1	25.411134	31.010353	8.124963	8.124963	0.663242	0.336758	
114400	-1771.863140	1	16.863824	90.603183	14.416558	14.416558	0.013577	0.986423	
114500	-1770.282182	1	22.196691	46.904317	12.844692	12.844692	0.441430	0.558570	
114600	-1769.008106	1	24.101567	44.235117	10.399123	10.399123	0.537349	0.462651	
114700	-1768.949430	1	22.265665	40.619101	10.857123	10.857123	0.539881	0.460119	
114800	-1769.930739	1	25.328729	29.945518	9.838668	9.838668	0.687759	0.312241	
114900	-1770.752710	1	28.820213	39.215165	10.875447	10.875447	0.636426	0.363574	
115000	-1770.647233	1	20.303063	45.468053	9.618824	9.618824	0.454488	0.545512	
115100	-1773.841541	1	29.830054	39.023212	13.500866	13.500866	0.677436	0.322564	
115200	-1774.132682	1	18.522807	63.004310	16.846115	16.846115	0.130454	0.869546	
115300	-1770.943979	1	20.854261	41.889945	12.994879	12.994879	0.466800	0.533200	
115400	-1770.154369	1	20.217050	35.176346	8.556002	8.556002	0.580162	0.419838	
115500	-1770.622238	1	28.051248	42.771398	9.461793	9.461793	0.592409	0.407591	
115600	-1771.075771	1	15.305405	83.973111	14.323457	14.323457	0.012671	0.987329	
115700	-1771.226707	1	16.035081	92.300250	18.158073	18.158073	0.007036	0.992964	
115800	-1769.926261	1	20.175408	38.425655	9.585598	9.585598	0.534628	0.465372	
115900	-1769.591857	1	23.833771	31.031447	8.012012	8.012012	0.651088	0.348912	
116000	-1768.948379	1	23.286502	35.263574	10.797756	10.797756	0.611216	0.388784	
116100	-1769.224902	1	24.604456	36.414400	11.368728	11.368728	0.615048	0.384952	
116200	-1771.927360	1	21.385834	55.675437	10.365421	10.365421	0.373235	0.626765	
116300	-1770.744087	1	27.379244	33.952244	11.463061	11.463061	0.682100	0.317900	
116400	-1772.367390	1	15.325395	72.108456	17.404310	17.404310	0.020180	0.979820	
116500	-1771.978727	1	21.312614	51.586529	9.268685	9.268685	0.429746	0.570254	
116600	-1769.120229	1	25.654788	42.579666	10.670785	10.670785	0.570107	0.429893	
116700	-1771.003154	1	21.689080	54.955867	12.140736	12.140736	0.350574	0.649426	
116800	-1770.006017	1	27.724606	35.854664	9.508253	9.508253	0.647767	0.352233	
116900	-1769.991691	1	23.711612	37.448733	12.415218	12.415218	0.591568	0.408432	
117000	-1768.863482	1	23.042351	36.839443	8.696336	8.696336	0.596266	0.403734	
117100	-1769.991568	1	26.080197	47.364403	11.561013	11.561013	0.530583	0.469417	
117200	-1768.647782	1	22.557751	37.407032	9.580635	9.580635	0.583956	0.416044	
117300	-1771.531667	1	18.803259	34.140072	9.228334	9.228334	0.562420	0.437580	
117400	-1769.365942	1	21.212579	41.288836	9.925100	9.925100	0.520238	0.479762	
117500	-1768.851062	1	22.823876	39.516692	11.002577	11.002577	0.560284	0.439716	
117600	-1771.659917	1	18.486452	86.852276	15.989710	15.989710	0.021583	0.978417	
117700	-1771.778680	1	16.633186	73.391894	15.403216	15.403216	0.035596	0.964404	
117800	-1775.595806	1	21.563760	87.933796	19.374924	19.374924	0.032186	0.967814	
117900	-1771.181000	1	28.238636	38.241791	8.417793	8.417793	0.624137	0.375863	
118000	-1769.036857	1	24.577594	43.699547	11.036589	11.036589	0.544979	0.455021	
118100	-1768.662637	1	23.410351	36.116255	10.417058	10.417058	0.604292	0.395708	
118200	-1771.858857	1	21.418322	47.029263	8.341764	8.341764	0.488824	0.511176	
118300	-1771.750640	1	19.499272	55.455671	12.531887	12.531887	0.275609	0.724391	
118400	-1769.687841	1	20.524295	39.782171	10.326347	10.326347	0.518051	0.481949	
118500	-1771.350039	1	20.978477	55.659784	12.930728	12.930728	0.309304	0.690696	
118600	-1770.188076	1	23.150146	39.146531	12.754621	12.754621	0.561733	0.438267	
118700	-1768.962349	1	24.637325	39.582983	11.269688	11.269688	0.583780	0.416220	
118800	-1770.373727	1	27.425997	42.185706	9.147092	9.147092	0.591283	0.408717	
118900	-1770.472998	1	23.970893	41.855148	13.212291	13.212291	0.542612	0.457388	
119000	-1768.630810	1	23.303737	37.558514	9.190246	9.190246	0.591719	0.408281	
119100	-1771.097318	1	22.686914	26.531425	8.140767	8.140767	0.688977	0.311023	
119200	-1769.114842	1	25.026143	44.144224	10.678106	10.678106	0.549107	0.450893	
119300	-1769.370146	1	21.752927	44.239039	10.529516	10.529516	0.492271	0.507729	
119400	-1770.032423	1	27.525095	41.427616	11.160620	11.160620	0.600436	0.399564	
119500	-1770.282500	1	20.485877	35.103212	8.047130	8.047130	0.587001	0.412999	
119600	-1771.241101	1	27.892487	29.944327	8.878882	8.878882	0.713540	0.286460	
119700	-1769.007674	1	25.878879	36.775661	10.343725	10.343725	0.623839	0.376161	
119800	-1770.798094	1	28.065356	32.329751	10.365116	10.365116	0.704879	0.295121	
119900	-1773.414875	1	25.950225	49.503724	15.165118	15.165118	0.483717	0.516283	
120000	-1773.802492	1	14.858760	78.998433	20.967075	20.967075	0.009207	0.990793	
120100	-1770.243987	1	13.006938	84.560057	17.238742	17.238742	0.004207	0.995793	
120200	-1770.569937	1	15.275591	90.246914	16.056650	16.056650	0.007107	0.992893	
120300	-1772.246921	1	26.176011	54.980822	13.552368	13.552368	0.445346	0.554654	
120400	-1769.548698	1	22.151972	38.699732	8.326518	8.326518	0.572753	0.427247	
120500	-1772.862424	1	17.351982	67.176369	13.536869	13.536869	0.110449	0.889551	
120600	-1770.513596	1	12.982615	86.915781	18.171280	18.171280	0.003561	0.996439	
120700	-1770.372148	1	13.513929	90.477271	16.743972	16.743972	0.003739	0.996261	
