Options:
Model:                           MultiState
Tree File Name:                  Bird.trees
Data File Name:                  BirdTerritory.txt
Log File Name:                   BirdTerritory_covarionON_run1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            3092223893
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   100
Iterations:                      200500
Burn in:                         500
MCMC ML Start:                   False
Schedule File:                   BirdTerritory_covarionON_run1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               0,1
Using a covarion model:          True
Normalise Q Matrix:              False
Scale Tree:                      0.001000
Restrictions:
    q01                          None
    q10                          None
Prior Information:
    Prior Categories:            100
    Priors
        q01 - uniform 0.00 100.00 
        q10 - uniform 0.00 100.00 
        CVSwichRate - uniform 0.00 100.00 
Tree Information
     Trees:                      1
     Taxa:                       5669
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	q01	q10	Covar On to Off	 Covar Off to On	Root P(0)	Root P(1)	
26900	-1770.310013	1	20.927571	31.223352	10.071138	10.071138	0.627683	0.372317	
27000	-1770.191331	1	26.818036	34.320847	11.239077	11.239077	0.666257	0.333743	
27100	-1770.390632	1	24.878409	32.230196	7.408393	7.408393	0.644431	0.355569	
27200	-1773.640466	1	27.733411	59.707908	13.195098	13.195098	0.439522	0.560478	
27300	-1768.643358	1	23.160565	38.187574	9.289636	9.289636	0.584537	0.415463	
27400	-1769.552268	1	24.323601	47.286324	11.548077	11.548077	0.502919	0.497081	
27500	-1769.953237	1	24.731470	49.667758	10.908248	10.908248	0.494935	0.505065	
27600	-1768.996341	1	23.794461	42.836302	11.313979	11.313979	0.539639	0.460361	
27700	-1768.809356	1	23.468536	32.977929	9.590674	9.590674	0.634962	0.365038	
27800	-1769.410688	1	25.452584	32.175400	8.717427	8.717427	0.656252	0.343748	
27900	-1768.906984	1	22.144400	40.715059	10.469512	10.469512	0.539657	0.460343	
28000	-1772.945879	1	29.139902	50.733704	9.478176	9.478176	0.549608	0.450392	
28100	-1770.364187	1	12.739120	85.749974	17.661627	17.661627	0.003527	0.996473	
28200	-1770.962480	1	19.543175	36.484303	10.993491	10.993491	0.531145	0.468855	
28300	-1771.796535	1	24.099213	58.653712	12.768759	12.768759	0.372946	0.627054	
28400	-1770.321166	1	23.403349	27.828765	9.098693	9.098693	0.686312	0.313688	
28500	-1773.878870	1	20.855388	41.397810	6.630998	6.630998	0.545822	0.454178	
28600	-1769.344774	1	26.463243	41.410027	10.662174	10.662174	0.588808	0.411192	
28700	-1770.231001	1	20.969326	43.895874	9.201167	9.201167	0.495713	0.504287	
28800	-1768.647722	1	23.398481	38.774494	10.668025	10.668025	0.577504	0.422496	
28900	-1769.095127	1	22.749906	44.168884	10.928909	10.928909	0.510187	0.489813	
29000	-1770.481263	1	23.631420	45.202300	13.284311	13.284311	0.495361	0.504639	
29100	-1769.392517	1	21.037113	35.655901	9.016998	9.016998	0.584304	0.415696	
29200	-1769.650114	1	25.785841	32.023305	8.568942	8.568942	0.659604	0.340396	
29300	-1768.899743	1	25.167443	34.110844	9.291711	9.291711	0.638432	0.361568	
29400	-1769.939893	1	26.736693	45.956499	10.702023	10.702023	0.554679	0.445321	
29500	-1769.434761	1	25.079685	38.688364	8.470625	8.470625	0.598476	0.401524	
29600	-1770.758795	1	21.155283	51.375889	12.611707	12.611707	0.359941	0.640059	
29700	-1771.843568	1	24.277928	25.276552	8.687880	8.687880	0.723674	0.276326	
29800	-1768.689853	1	23.078642	40.391007	10.574574	10.574574	0.557496	0.442504	
29900	-1768.926153	1	23.200738	35.440785	10.782147	10.782147	0.608386	0.391614	
30000	-1771.601619	1	28.100893	31.105210	11.094691	11.094691	0.735937	0.264063	
30100	-1770.634485	1	26.454398	33.460679	11.713282	11.713282	0.675139	0.324861	
30200	-1768.854021	1	25.277993	40.768577	10.465540	10.465540	0.581930	0.418070	
30300	-1772.972765	1	17.036857	89.675718	13.339941	13.339941	0.017865	0.982135	
30400	-1771.970328	1	18.643069	34.433522	8.197140	8.197140	0.563818	0.436182	
30500	-1769.524923	1	26.955971	38.688031	9.556188	9.556188	0.614948	0.385052	
30600	-1769.653094	1	25.994126	38.264140	8.550494	8.550494	0.608275	0.391725	
30700	-1769.348462	1	22.740366	44.534138	11.673762	11.673762	0.498236	0.501764	
30800	-1771.508537	1	27.943955	36.001675	7.891872	7.891872	0.636414	0.363586	
30900	-1768.915902	1	23.324055	43.108551	10.070503	10.070503	0.538426	0.461574	
31000	-1769.370949	1	25.814526	32.413660	9.603142	9.603142	0.663191	0.336809	
31100	-1768.776262	1	23.444250	33.069575	9.330947	9.330947	0.633350	0.366650	
31200	-1771.130908	1	20.841448	31.028155	10.974051	10.974051	0.628317	0.371683	
31300	-1771.108017	1	19.534601	48.368333	11.967435	11.967435	0.349355	0.650645	
31400	-1770.102299	1	24.387580	44.601627	12.821554	12.821554	0.521565	0.478435	
31500	-1770.987538	1	23.500716	55.416653	11.706756	11.706756	0.404437	0.595563	
31600	-1768.522794	1	24.020154	36.205958	9.625015	9.625015	0.610023	0.389977	
31700	-1769.569834	1	23.614775	31.448688	10.534363	10.534363	0.654978	0.345022	
31800	-1769.466355	1	22.917783	30.946667	9.970962	9.970962	0.651393	0.348607	
31900	-1768.525451	1	23.989000	38.483495	9.791397	9.791397	0.589425	0.410575	
32000	-1770.768877	1	19.731018	46.858745	11.049490	11.049490	0.391864	0.608136	
32100	-1769.081650	1	25.399847	33.209614	9.672264	9.672264	0.651056	0.348944	
32200	-1769.276716	1	25.212992	45.051957	10.775129	10.775129	0.543223	0.456777	
32300	-1769.622910	1	25.459552	32.193486	8.344512	8.344512	0.653830	0.346170	
32400	-1771.624491	1	24.800641	36.283218	13.467880	13.467880	0.621919	0.378081	
32500	-1769.561305	1	26.625145	43.157807	10.757128	10.757128	0.575770	0.424230	
32600	-1771.234968	1	22.836677	53.761619	13.499065	13.499065	0.372273	0.627727	
32700	-1769.440764	1	26.929731	39.396938	10.098142	10.098142	0.610126	0.389874	
32800	-1770.108052	1	22.609436	30.935091	7.464417	7.464417	0.642240	0.357760	
32900	-1769.745571	1	22.563131	42.331381	8.683692	8.683692	0.544908	0.455092	
33000	-1771.962305	1	30.084737	37.447716	9.194861	9.194861	0.657092	0.342908	
33100	-1773.204923	1	22.460332	23.830700	9.040077	9.040077	0.726855	0.273145	
33200	-1769.478385	1	23.652865	44.082962	9.238370	9.238370	0.540866	0.459134	
33300	-1769.973663	1	27.350302	43.651115	10.766446	10.766446	0.579398	0.420602	
33400	-1770.556491	1	20.903379	49.879342	12.171113	12.171113	0.375775	0.624225	
33500	-1769.723176	1	21.425224	41.069051	8.878252	8.878252	0.537212	0.462788	
33600	-1771.500978	1	24.962471	53.336197	13.456191	13.456191	0.434870	0.565130	
33700	-1769.148895	1	22.219969	43.104686	9.986576	9.986576	0.520498	0.479502	
33800	-1769.194881	1	23.636506	39.883736	11.752726	11.752726	0.565452	0.434548	
33900	-1769.437713	1	26.820819	37.498398	10.498850	10.498850	0.627478	0.372522	
34000	-1770.304202	1	23.046313	50.945939	10.496192	10.496192	0.455052	0.544948	
34100	-1768.768596	1	25.338182	37.055133	10.128352	10.128352	0.615369	0.384631	
34200	-1768.860306	1	25.471975	38.801899	9.603329	9.603329	0.601053	0.398947	
34300	-1770.038188	1	24.382530	50.316219	11.572301	11.572301	0.474739	0.525261	
34400	-1768.823814	1	22.864473	35.405400	8.719808	8.719808	0.606884	0.393116	
34500	-1772.833958	1	19.863908	71.236635	14.045428	14.045428	0.136864	0.863136	
34600	-1771.999557	1	21.213202	61.071832	12.787870	12.787870	0.279615	0.720385	
34700	-1770.695400	1	22.740283	32.818039	12.029403	12.029403	0.632022	0.367978	
34800	-1769.085366	1	23.325343	44.475676	11.107616	11.107616	0.516439	0.483561	
34900	-1769.265430	1	22.564561	37.457653	8.343120	8.343120	0.587413	0.412587	
35000	-1769.178984	1	25.756343	39.527167	11.139481	11.139481	0.597795	0.402205	
35100	-1769.320096	1	24.685026	46.089597	10.859169	10.859169	0.526107	0.473893	
35200	-1769.861351	1	25.968173	40.654709	12.085401	12.085401	0.589266	0.410734	
35300	-1770.287577	1	25.193361	47.290780	12.652447	12.652447	0.509511	0.490489	
35400	-1768.876778	1	23.810135	37.040648	8.666502	8.666502	0.601284	0.398716	
35500	-1768.989437	1	23.359441	43.237175	9.865187	9.865187	0.539338	0.460662	
35600	-1769.229860	1	22.436348	31.580395	8.708821	8.708821	0.637884	0.362116	
35700	-1771.596571	1	24.687595	37.840404	6.981644	6.981644	0.600961	0.399039	
35800	-1773.355753	1	27.931909	50.322558	14.260886	14.260886	0.518151	0.481849	
35900	-1771.136512	1	21.723943	46.036849	13.730931	13.730931	0.426395	0.573605	
36000	-1769.518882	1	24.316139	39.410157	12.095644	12.095644	0.579461	0.420539	
36100	-1772.173525	1	10.896589	77.902563	14.446828	14.446828	0.003395	0.996605	
36200	-1771.412993	1	19.132306	44.905684	12.193250	12.193250	0.371795	0.628205	
36300	-1769.131924	1	25.293715	43.144881	11.029677	11.029677	0.559664	0.440336	
36400	-1769.684078	1	20.509736	37.582713	9.358416	9.358416	0.553321	0.446679	
36500	-1769.828619	1	27.436565	35.330122	9.650048	9.650048	0.650929	0.349071	
36600	-1769.428821	1	26.770962	40.805466	10.145312	10.145312	0.596873	0.403127	
36700	-1775.915673	1	14.514656	59.412429	16.165618	16.165618	0.063734	0.936266	
36800	-1769.726101	1	23.030318	47.339022	12.044346	12.044346	0.469179	0.530821	
36900	-1770.043961	1	27.189300	44.860305	11.006215	11.006215	0.567509	0.432491	
37000	-1772.682601	1	24.689102	36.332172	6.436631	6.436631	0.609921	0.390079	
37100	-1769.153498	1	24.078256	34.678665	11.007202	11.007202	0.626537	0.373463	
37200	-1771.079846	1	20.602302	33.417635	11.536872	11.536872	0.593425	0.406575	
37300	-1769.252842	1	25.260473	44.732129	10.846982	10.846982	0.546199	0.453801	
37400	-1772.239845	1	15.992098	94.254170	19.557980	19.557980	0.006113	0.993887	
37500	-1771.177033	1	14.061422	89.826926	14.637696	14.637696	0.005606	0.994394	
37600	-1772.573028	1	18.669945	89.706252	14.326795	14.326795	0.023725	0.976275	
37700	-1769.792885	1	20.725653	37.891443	8.755526	8.755526	0.558384	0.441616	
37800	-1769.760346	1	23.080633	47.561943	10.018479	10.018479	0.493775	0.506225	
37900	-1769.504560	1	23.807935	29.989845	9.391941	9.391941	0.667766	0.332234	
38000	-1769.001620	1	25.278778	41.574765	10.954579	10.954579	0.573743	0.426257	
38100	-1768.919263	1	24.899589	37.532250	10.962896	10.962896	0.607034	0.392966	
38200	-1768.792011	1	23.710774	33.090463	9.084742	9.084742	0.634893	0.365107	
38300	-1770.800605	1	28.080552	46.923421	10.771586	10.771586	0.561482	0.438518	
38400	-1770.207141	1	26.330899	48.708979	11.043116	11.043116	0.526212	0.473788	
38500	-1768.894926	1	23.974484	39.824582	11.271710	11.271710	0.572726	0.427274	
38600	-1769.816961	1	22.587114	48.991713	11.256729	11.256729	0.451110	0.548890	
38700	-1768.760326	1	23.197619	40.880517	9.652932	9.652932	0.559630	0.440370	
38800	-1770.104697	1	24.745992	30.206929	7.853876	7.853876	0.664200	0.335800	
38900	-1769.823623	1	23.604596	43.341776	12.593935	12.593935	0.521988	0.478012	
39000	-1768.851512	1	22.815059	40.581413	9.458070	9.458070	0.558406	0.441594	
39100	-1769.022912	1	23.225520	44.179748	10.361092	10.361092	0.524370	0.475630	
39200	-1769.615835	1	24.934156	44.262241	9.267676	9.267676	0.554379	0.445621	
39300	-1769.311324	1	25.162501	36.161806	8.398712	8.398712	0.618171	0.381829	
39400	-1770.109718	1	20.599320	45.163650	10.266266	10.266266	0.455093	0.544907	
39500	-1773.218342	1	29.889149	50.948369	9.825696	9.825696	0.553463	0.446537	
39600	-1769.260477	1	23.455019	32.136737	10.337003	10.337003	0.645159	0.354841	
39700	-1771.381026	1	24.994243	56.139069	12.127317	12.127317	0.427014	0.572986	
39800	-1770.425541	1	12.865928	82.250174	17.406797	17.406797	0.004516	0.995484	
39900	-1771.738986	1	17.704958	76.562569	15.231970	15.231970	0.039000	0.961000	
40000	-1769.411074	1	25.486065	34.026615	10.825197	10.825197	0.649232	0.350768	
40100	-1771.600905	1	10.554381	86.661581	18.456438	18.456438	0.001512	0.998488	
40200	-1770.685913	1	15.976075	81.936333	15.520784	15.520784	0.015167	0.984833	
40300	-1770.774739	1	27.775237	38.286185	11.954838	11.954838	0.638173	0.361827	
40400	-1770.204678	1	26.822394	47.307253	11.195057	11.195057	0.542872	0.457128	
40500	-1768.761263	1	24.982569	35.596828	9.254428	9.254428	0.623417	0.376583	
40600	-1772.376168	1	26.670928	53.847948	13.630033	13.630033	0.465603	0.534397	
40700	-1770.121122	1	24.026198	47.006883	12.743946	12.743946	0.488331	0.511669	
40800	-1768.578425	1	23.086571	37.511677	10.238629	10.238629	0.587253	0.412747	
40900	-1769.636346	1	22.651728	45.746581	9.678402	9.678402	0.506435	0.493565	
41000	-1771.324543	1	28.235599	38.339957	8.308225	8.308225	0.622730	0.377270	
41100	-1771.177823	1	29.016446	44.518935	11.137338	11.137338	0.590105	0.409895	
41200	-1768.678003	1	23.200819	40.910982	10.092141	10.092141	0.556937	0.443063	
41300	-1770.718649	1	24.861944	27.565719	9.507047	9.507047	0.709018	0.290982	
41400	-1768.729548	1	22.682198	38.800608	10.588576	10.588576	0.567712	0.432288	
41500	-1772.178523	1	18.886181	33.365304	10.722641	10.722641	0.563653	0.436347	
41600	-1772.003521	1	19.646589	57.274349	13.515144	13.515144	0.250631	0.749369	
41700	-1768.908692	1	23.606799	42.916883	11.028306	11.028306	0.537710	0.462290	
41800	-1770.210477	1	27.225854	32.859447	10.452042	10.452042	0.683910	0.316090	
41900	-1769.980330	1	21.076771	46.179808	11.602461	11.602461	0.434879	0.565121	
42000	-1769.595649	1	26.733924	33.674473	9.600183	9.600183	0.659873	0.340127	
42100	-1771.330209	1	27.628760	41.394691	12.815566	12.815566	0.604938	0.395062	
42200	-1769.402551	1	22.226939	44.763902	9.991808	9.991808	0.503857	0.496143	
42300	-1770.260204	1	23.894949	43.352592	8.360745	8.360745	0.554912	0.445088	
42400	-1769.316868	1	23.648338	42.649438	9.082598	9.082598	0.553445	0.446555	
42500	-1772.452069	1	20.999553	32.539817	12.694957	12.694957	0.609103	0.390897	
42600	-1770.877731	1	25.483584	46.950237	13.273877	13.273877	0.514076	0.485924	
42700	-1773.075401	1	15.236785	70.213845	13.021662	13.021662	0.045935	0.954065	
42800	-1770.655420	1	20.948786	51.236431	11.323207	11.323207	0.379345	0.620655	
42900	-1768.540723	1	23.606793	38.879035	10.249110	10.249110	0.580456	0.419544	
43000	-1773.053986	1	26.877158	60.124685	12.650184	12.650184	0.426211	0.573789	
43100	-1768.991721	1	25.241001	34.017111	9.038200	9.038200	0.638895	0.361105	
43200	-1770.296729	1	20.365782	40.867217	8.914513	8.914513	0.518139	0.481861	
43300	-1769.653752	1	24.898632	47.553401	10.439187	10.439187	0.520149	0.479851	
43400	-1770.447956	1	25.520532	29.322916	8.095497	8.095497	0.681160	0.318840	
43500	-1770.402215	1	22.919016	35.484232	7.246613	7.246613	0.607180	0.392820	
43600	-1769.368615	1	21.823754	44.030658	10.170290	10.170290	0.500698	0.499302	
43700	-1773.604960	1	30.429981	53.289510	11.816499	11.816499	0.537422	0.462578	
43800	-1773.089974	1	28.621567	26.821742	10.175846	10.175846	0.812942	0.187058	
43900	-1769.930514	1	26.930509	39.057249	11.538775	11.538775	0.616801	0.383199	
44000	-1771.186364	1	28.655229	43.121041	11.899591	11.899591	0.599655	0.400345	
44100	-1769.201812	1	25.294741	34.558808	8.582320	8.582320	0.632759	0.367241	
44200	-1770.481398	1	25.407270	51.608932	11.563083	11.563083	0.482896	0.517104	
44300	-1770.041695	1	23.067454	39.767882	7.936709	7.936709	0.575143	0.424857	
44400	-1768.654199	1	23.823109	36.883207	9.044306	9.044306	0.602486	0.397514	
44500	-1768.837849	1	24.804711	38.701370	10.931219	10.931219	0.594736	0.405264	
44600	-1769.102010	1	23.152869	38.219716	8.530159	8.530159	0.586238	0.413762	
44700	-1768.849277	1	22.674381	33.320636	9.512919	9.512919	0.624163	0.375837	
44800	-1770.555019	1	20.333214	33.805168	7.829734	7.829734	0.598556	0.401444	
44900	-1769.782375	1	23.937483	43.961576	8.878124	8.878124	0.547810	0.452190	
45000	-1772.141269	1	20.913982	33.165956	6.468862	6.468862	0.612087	0.387913	
45100	-1770.046364	1	25.228878	44.991485	9.040013	9.040013	0.553249	0.446751	
45200	-1771.596540	1	21.615618	28.309765	10.694855	10.694855	0.670129	0.329871	
45300	-1773.202468	1	18.131625	50.817903	9.878966	9.878966	0.325142	0.674858	
45400	-1770.456772	1	13.628090	91.301095	17.237422	17.237422	0.003644	0.996356	
45500	-1771.856912	1	18.306045	38.302526	9.824184	9.824184	0.479394	0.520606	
45600	-1769.557262	1	26.704431	42.204020	10.920353	10.920353	0.584460	0.415540	
45700	-1770.193246	1	27.631619	37.915946	8.980281	8.980281	0.624885	0.375115	
45800	-1770.308250	1	19.808926	36.798514	9.110658	9.110658	0.550962	0.449038	
45900	-1769.672712	1	20.767997	34.632226	8.747060	8.747060	0.592318	0.407682	
46000	-1770.073070	1	21.833552	43.131038	8.749316	8.749316	0.526088	0.473912	
46100	-1768.764818	1	23.478862	38.548153	10.961042	10.961042	0.579867	0.420133	
46200	-1769.335744	1	23.070021	46.210600	10.489236	10.489236	0.500611	0.499389	
46300	-1770.302404	1	22.503171	29.238431	7.632384	7.632384	0.657520	0.342480	
46400	-1770.936455	1	21.894271	28.235310	10.045675	10.045675	0.671833	0.328167	
46500	-1771.329565	1	11.303905	80.909578	18.136537	18.136537	0.002664	0.997336	
46600	-1769.118949	1	25.187779	42.481065	11.217009	11.217009	0.563594	0.436406	
46700	-1769.454991	1	21.813808	32.005160	8.411034	8.411034	0.628524	0.371476	
46800	-1769.823573	1	25.068549	48.650580	10.848693	10.848693	0.509893	0.490107	
46900	-1770.361061	1	12.393995	82.729835	16.425403	16.425403	0.003907	0.996093	
47000	-1771.339252	1	12.882456	78.037453	18.214198	18.214198	0.005572	0.994428	
47100	-1770.974008	1	27.362546	49.759445	10.446328	10.446328	0.534673	0.465327	
47200	-1768.747398	1	23.893670	35.773219	10.574944	10.574944	0.612959	0.387041	
47300	-1769.078753	1	26.209463	38.402552	9.880189	9.880189	0.611378	0.388622	
47400	-1771.210580	1	26.835544	48.775191	12.867397	12.867397	0.521651	0.478349	
47500	-1769.590991	1	24.587045	38.583287	12.071545	12.071545	0.592053	0.407947	
47600	-1771.847750	1	27.179658	30.740923	11.739059	11.739059	0.729810	0.270190	
47700	-1769.493585	1	22.034272	30.847596	8.774620	8.774620	0.641789	0.358211	
47800	-1769.523462	1	24.635337	39.777138	12.074446	12.074446	0.580185	0.419815	
47900	-1769.044684	1	22.035629	39.047222	10.932478	10.932478	0.552762	0.447238	
48000	-1769.771988	1	25.021871	47.742586	11.686418	11.686418	0.509783	0.490217	
48100	-1770.813783	1	28.455935	33.730088	9.127328	9.127328	0.676123	0.323877	
48200	-1768.776041	1	24.226489	33.938700	10.002717	10.002717	0.633657	0.366343	
48300	-1769.057682	1	25.212715	36.255166	10.894114	10.894114	0.623055	0.376945	
48400	-1770.117075	1	21.521313	33.235379	7.574041	7.574041	0.615200	0.384800	
48500	-1769.222072	1	23.926066	31.971112	8.357158	8.357158	0.644577	0.355423	
48600	-1768.742842	1	24.581627	39.089768	9.345067	9.345067	0.590806	0.409194	
48700	-1771.053832	1	28.163624	33.001929	8.507032	8.507032	0.672954	0.327046	
48800	-1768.780155	1	22.453548	37.707322	9.185860	9.185860	0.581351	0.418649	
48900	-1771.227761	1	26.863813	31.898424	7.608586	7.608586	0.661951	0.338049	
49000	-1769.643182	1	23.176118	34.121904	11.435210	11.435210	0.622156	0.377844	
49100	-1769.556181	1	27.060755	38.746831	9.654771	9.654771	0.615692	0.384308	
49200	-1769.209778	1	26.049316	35.086209	10.318599	10.318599	0.642099	0.357901	
49300	-1771.473660	1	28.912524	40.757120	12.057452	12.057452	0.627950	0.372050	
49400	-1768.727172	1	24.047583	40.835633	10.813787	10.813787	0.565571	0.434429	
49500	-1774.183122	1	17.400127	53.863023	10.071453	10.071453	0.277554	0.722446	
49600	-1769.029529	1	25.129171	35.301290	10.682351	10.682351	0.631211	0.368789	
49700	-1772.232991	1	18.214412	73.462902	15.565547	15.565547	0.056686	0.943314	
49800	-1769.249189	1	23.316710	37.947556	11.653209	11.653209	0.581868	0.418132	
49900	-1769.043359	1	23.872316	40.227379	11.538762	11.538762	0.566223	0.433777	
50000	-1769.217503	1	25.320549	38.540992	8.777251	8.777251	0.601505	0.398495	
50100	-1771.020146	1	13.917357	77.565137	14.665797	14.665797	0.011438	0.988562	
50200	-1771.184469	1	21.629170	55.784866	11.748572	11.748572	0.349408	0.650592	
50300	-1772.858883	1	26.999350	59.387863	12.185096	12.185096	0.440712	0.559288	
50400	-1771.516128	1	10.264952	87.168927	17.073119	17.073119	0.001305	0.998695	
50500	-1771.332597	1	15.750209	75.185255	15.201616	15.201616	0.023645	0.976355	
50600	-1769.439831	1	26.702069	37.326276	9.294879	9.294879	0.623277	0.376723	
50700	-1769.652595	1	22.986111	34.188037	11.427866	11.427866	0.619017	0.380983	
50800	-1768.930097	1	24.110755	42.259966	11.200786	11.200786	0.550925	0.449075	
50900	-1768.727975	1	24.435634	38.182878	10.781913	10.781913	0.595564	0.404436	
51000	-1772.373991	1	21.900723	63.647236	13.118277	13.118277	0.274294	0.725706	
51100	-1768.784551	1	24.408580	33.621546	9.728377	9.728377	0.637739	0.362261	
51200	-1768.851667	1	22.552617	38.364089	10.820969	10.820969	0.569266	0.430734	
51300	-1769.633308	1	27.243837	39.358821	10.467556	10.467556	0.614564	0.385436	
51400	-1770.864017	1	23.508885	46.293020	8.505308	8.505308	0.527833	0.472167	
51500	-1772.249779	1	30.101167	46.561400	11.359053	11.359053	0.585480	0.414520	
51600	-1769.599208	1	20.588742	38.600161	10.071288	10.071288	0.536760	0.463240	
51700	-1770.142155	1	24.251767	50.532909	11.943337	11.943337	0.465290	0.534710	
51800	-1768.515362	1	23.862868	36.257860	9.586508	9.586508	0.608078	0.391922	
51900	-1773.178849	1	21.020447	73.477778	14.707011	14.707011	0.135875	0.864125	
52000	-1772.456762	1	19.729532	88.174285	16.449148	16.449148	0.025995	0.974005	
52100	-1771.203385	1	16.375606	92.712304	17.670255	17.670255	0.007764	0.992236	
52200	-1774.464334	1	17.457036	81.825595	20.843066	20.843066	0.016192	0.983808	
52300	-1771.024935	1	23.054733	53.426270	10.333118	10.333118	0.435992	0.564008	
52400	-1768.894930	1	23.969555	35.605458	8.566415	8.566415	0.614198	0.385802	
52500	-1769.944512	1	22.986146	41.593050	8.306847	8.306847	0.558646	0.441354	
52600	-1770.536619	1	15.583612	89.270558	16.197431	16.197431	0.008153	0.991847	
52700	-1771.271074	1	17.059417	82.161024	17.258923	17.258923	0.017236	0.982764	
52800	-1771.690478	1	13.976378	98.571713	16.559399	16.559399	0.002926	0.997074	
52900	-1770.570798	1	23.766597	51.140570	12.826057	12.826057	0.435974	0.564026	
53000	-1769.794326	1	20.790146	43.058340	9.965587	9.965587	0.489615	0.510385	
53100	-1768.765478	1	22.535946	34.933072	9.937586	9.937586	0.606783	0.393217	
53200	-1769.136611	1	23.819465	42.163146	11.664557	11.664557	0.544774	0.455226	
53300	-1773.072604	1	19.055753	68.721720	12.844364	12.844364	0.163520	0.836480	
53400	-1769.483384	1	23.974559	46.239557	11.787068	11.787068	0.504475	0.495525	
53500	-1770.202809	1	27.423538	38.071673	11.464870	11.464870	0.633129	0.366871	
53600	-1770.978384	1	19.601768	42.822432	9.238530	9.238530	0.470858	0.529142	
53700	-1772.281015	1	25.897007	58.850681	11.709133	11.709133	0.430181	0.569819	
53800	-1769.302444	1	23.954165	39.981608	11.897647	11.897647	0.568675	0.431325	
53900	-1769.263172	1	21.731740	41.764775	11.117404	11.117404	0.513542	0.486458	
54000	-1770.230040	1	24.706089	48.016389	12.636446	12.636446	0.492859	0.507141	
54100	-1772.335666	1	13.425900	83.190002	20.424643	20.424643	0.004825	0.995175	
54200	-1771.713835	1	23.225455	50.302838	14.351831	14.351831	0.410816	0.589184	
54300	-1772.518157	1	18.867062	52.044411	14.059287	14.059287	0.256947	0.743053	
54400	-1768.894806	1	23.949424	42.231152	9.688019	9.688019	0.557139	0.442861	
54500	-1769.570330	1	26.027120	44.185020	9.845304	9.845304	0.563775	0.436225	
54600	-1769.022064	1	22.521809	41.689289	9.543254	9.543254	0.543417	0.456583	
54700	-1769.371750	1	23.329451	43.817358	11.936166	11.936166	0.516243	0.483757	
54800	-1770.698356	1	15.292898	78.927038	16.147889	16.147889	0.013862	0.986138	
54900	-1770.392207	1	14.045069	90.746539	17.058937	17.058937	0.004342	0.995658	
55000	-1774.108767	1	10.904264	75.632286	20.092082	20.092082	0.002980	0.997020	
55100	-1772.065049	1	15.241101	76.149429	13.429382	13.429382	0.024824	0.975176	
55200	-1770.635765	1	15.811941	85.707729	17.387835	17.387835	0.009710	0.990290	
55300	-1769.348270	1	21.099045	37.292411	9.128277	9.128277	0.567877	0.432123	
55400	-1771.291014	1	27.470529	49.974352	12.290082	12.290082	0.523791	0.476209	
55500	-1771.224846	1	19.293454	45.371219	12.076615	12.076615	0.374113	0.625887	
55600	-1770.744587	1	19.454259	41.066307	11.105089	11.105089	0.458023	0.541977	
55700	-1770.490228	1	20.883103	46.894801	12.509085	12.509085	0.404635	0.595365	
55800	-1769.073782	1	25.924445	36.166235	10.374590	10.374590	0.630247	0.369753	
55900	-1770.275426	1	26.150199	46.588198	12.270570	12.270570	0.534540	0.465460	
56000	-1771.278768	1	12.077916	78.354283	17.879594	17.879594	0.004144	0.995856	
56100	-1772.106304	1	17.946313	83.365023	18.138968	18.138968	0.019077	0.980923	
56200	-1771.984844	1	17.623141	74.129902	14.893942	14.893942	0.049506	0.950494	
56300	-1771.697415	1	10.291616	80.464740	16.795979	16.795979	0.001877	0.998123	
56400	-1768.975404	1	24.747934	39.570601	11.259117	11.259117	0.585300	0.414700	
56500	-1772.559740	1	24.996881	56.588114	9.792553	9.792553	0.460556	0.539444	
56600	-1769.837187	1	24.776799	36.607644	7.854990	7.854990	0.611167	0.388833	
56700	-1769.879262	1	20.628965	36.628823	8.569826	8.569826	0.571072	0.428928	
56800	-1769.314391	1	23.907980	45.199950	9.854543	9.854543	0.530301	0.469699	
56900	-1768.641421	1	24.478218	35.689771	9.276851	9.276851	0.618390	0.381610	
57000	-1770.400459	1	25.162725	41.635189	12.954209	12.954209	0.566319	0.433681	
57100	-1769.660224	1	23.883742	48.584717	11.225279	11.225279	0.485263	0.514737	
57200	-1769.458878	1	22.346354	42.151093	9.018966	9.018966	0.540696	0.459304	
57300	-1770.967566	1	22.655774	55.075202	11.442098	11.442098	0.390237	0.609763	
57400	-1768.925105	1	24.489900	32.624904	9.372408	9.372408	0.646900	0.353100	
57500	-1770.431128	1	25.458241	51.327516	11.474377	11.474377	0.487218	0.512782	
57600	-1770.542648	1	15.204643	87.139661	17.687369	17.687369	0.007349	0.992651	
57700	-1770.265548	1	14.530713	83.830094	17.005084	17.005084	0.007454	0.992546	
57800	-1771.434933	1	15.282649	79.531072	18.360471	18.360471	0.011127	0.988873	
57900	-1770.375255	1	12.825941	87.801505	16.007389	16.007389	0.003533	0.996467	
58000	-1770.650390	1	11.676910	84.874163	15.979932	15.979932	0.002684	0.997316	
58100	-1771.415662	1	14.509761	78.855196	13.902207	13.902207	0.014508	0.985492	
