Default schedule
Rate	100.00
Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
1000	0.209000	0.485915	1000	0.209000	0.209000	0.224476	
100	0.220000	0.485915	100	0.220000	0.220000	0.224471	
200	0.215000	0.485915	200	0.215000	0.215000	0.224455	
300	0.230000	0.485915	300	0.230000	0.230000	0.224494	
400	0.225000	0.485915	400	0.225000	0.225000	0.224478	
500	0.238000	0.485915	500	0.238000	0.238000	0.224549	
600	0.238333	0.485915	600	0.238333	0.238333	0.224566	
700	0.241429	0.485915	700	0.241429	0.241429	0.224604	
800	0.260000	0.485915	800	0.260000	0.260000	0.224782	
900	0.266667	0.485915	900	0.266667	0.266667	0.224885	
1000	0.266000	0.485915	1000	0.266000	0.266000	0.224922	
100	0.220000	0.485915	100	0.220000	0.220000	0.224917	
200	0.280000	0.485915	200	0.280000	0.280000	0.225041	
300	0.290000	0.485915	300	0.290000	0.290000	0.225132	
400	0.282500	0.485915	400	0.282500	0.282500	0.225169	
500	0.270000	0.485915	500	0.270000	0.270000	0.225163	
600	0.286667	0.485915	600	0.286667	0.286667	0.225318	
700	0.288571	0.485915	700	0.288571	0.288571	0.225398	
800	0.276250	0.485915	800	0.276250	0.276250	0.225360	
900	0.274444	0.485915	900	0.274444	0.274444	0.225397	
1000	0.270000	0.485915	1000	0.270000	0.270000	0.225402	
100	0.200000	0.485915	100	0.200000	0.200000	0.225375	
200	0.225000	0.485915	200	0.225000	0.225000	0.225401	
300	0.240000	0.485915	300	0.240000	0.240000	0.225448	
400	0.257500	0.485915	400	0.257500	0.257500	0.225538	
500	0.264000	0.485915	500	0.264000	0.264000	0.225606	
600	0.248333	0.485915	600	0.248333	0.248333	0.225547	
700	0.260000	0.485915	700	0.260000	0.260000	0.225658	
800	0.260000	0.485915	800	0.260000	0.260000	0.225694	
900	0.265556	0.485915	900	0.265556	0.265556	0.225783	
1000	0.260000	0.485915	1000	0.260000	0.260000	0.225766	
100	0.210000	0.485915	100	0.210000	0.210000	0.225749	
200	0.205000	0.485915	200	0.205000	0.205000	0.225722	
300	0.226667	0.485915	300	0.226667	0.226667	0.225769	
400	0.225000	0.485915	400	0.225000	0.225000	0.225763	
500	0.232000	0.485915	500	0.232000	0.232000	0.225799	
600	0.230000	0.485915	600	0.230000	0.230000	0.225793	
700	0.238571	0.485915	700	0.238571	0.238571	0.225860	
800	0.241250	0.485915	800	0.241250	0.241250	0.225895	
900	0.247778	0.485915	900	0.247778	0.247778	0.225973	
1000	0.248000	0.485915	1000	0.248000	0.248000	0.225998	
100	0.170000	0.485915	100	0.170000	0.170000	0.225939	
200	0.225000	0.485915	200	0.225000	0.225000	0.225996	
300	0.243333	0.485915	300	0.243333	0.243333	0.226052	
400	0.232500	0.485915	400	0.232500	0.232500	0.226025	
500	0.228000	0.485915	500	0.228000	0.228000	0.226008	
600	0.228333	0.485915	600	0.228333	0.228333	0.226012	
700	0.225714	0.485915	700	0.225714	0.225714	0.225996	
800	0.222500	0.485915	800	0.222500	0.222500	0.225969	
900	0.225556	0.485915	900	0.225556	0.225556	0.225994	
1000	0.228000	0.485915	1000	0.228000	0.228000	0.226018	
100	0.340000	0.485915	100	0.340000	0.340000	0.226136	
200	0.295000	0.485915	200	0.295000	0.295000	0.226160	
300	0.263333	0.485915	300	0.263333	0.263333	0.226133	
400	0.247500	0.485915	400	0.247500	0.247500	0.226107	
500	0.252000	0.485915	500	0.252000	0.252000	0.226152	
600	0.248333	0.485915	600	0.248333	0.248333	0.226155	
700	0.247143	0.485915	700	0.247143	0.247143	0.226170	
800	0.245000	0.485915	800	0.245000	0.245000	0.226174	
900	0.244444	0.485915	900	0.244444	0.244444	0.226188	
1000	0.240000	0.485915	1000	0.240000	0.240000	0.226161	
100	0.240000	0.485915	100	0.240000	0.240000	0.226175	
200	0.260000	0.485915	200	0.260000	0.260000	0.226230	
300	0.296667	0.485915	300	0.296667	0.296667	0.226376	
400	0.282500	0.485915	400	0.282500	0.282500	0.226390	
500	0.260000	0.485915	500	0.260000	0.260000	0.226333	
600	0.268333	0.485915	600	0.268333	0.268333	0.226418	
700	0.251429	0.485915	700	0.251429	0.251429	0.226340	
800	0.260000	0.485915	800	0.260000	0.260000	0.226435	
900	0.267778	0.485915	900	0.267778	0.267778	0.226540	
1000	0.271000	0.485915	1000	0.271000	0.271000	0.226614	
100	0.170000	0.485915	100	0.170000	0.170000	0.226557	
200	0.205000	0.485915	200	0.205000	0.205000	0.226570	
300	0.230000	0.485915	300	0.230000	0.230000	0.226624	
400	0.242500	0.485915	400	0.242500	0.242500	0.226678	
500	0.230000	0.485915	500	0.230000	0.230000	0.226631	
600	0.238333	0.485915	600	0.238333	0.238333	0.226684	
700	0.238571	0.485915	700	0.238571	0.238571	0.226698	
800	0.237500	0.485915	800	0.237500	0.237500	0.226701	
900	0.236667	0.485915	900	0.236667	0.236667	0.226704	
1000	0.239000	0.485915	1000	0.239000	0.239000	0.226738	
100	0.300000	0.485915	100	0.300000	0.300000	0.226811	
200	0.255000	0.485915	200	0.255000	0.255000	0.226794	
300	0.236667	0.485915	300	0.236667	0.236667	0.226767	
400	0.230000	0.485915	400	0.230000	0.230000	0.226751	
500	0.222000	0.485915	500	0.222000	0.222000	0.226714	
600	0.231667	0.485915	600	0.231667	0.231667	0.226767	
700	0.234286	0.485915	700	0.234286	0.234286	0.226790	
800	0.228750	0.485915	800	0.228750	0.228750	0.226754	
900	0.228889	0.485915	900	0.228889	0.228889	0.226757	
1000	0.230000	0.485915	1000	0.230000	0.230000	0.226770	
100	0.160000	0.485915	100	0.160000	0.160000	0.226704	
200	0.240000	0.485915	200	0.240000	0.240000	0.226796	
300	0.256667	0.485915	300	0.256667	0.256667	0.226859	
400	0.250000	0.485915	400	0.250000	0.250000	0.226862	
500	0.250000	0.485915	500	0.250000	0.250000	0.226884	
600	0.246667	0.485915	600	0.246667	0.246667	0.226888	
700	0.245714	0.485915	700	0.245714	0.245714	0.226900	
800	0.231250	0.485915	800	0.231250	0.231250	0.226805	
900	0.235556	0.485915	900	0.235556	0.235556	0.226848	
1000	0.237000	0.485915	1000	0.237000	0.237000	0.226870	
100	0.200000	0.485915	100	0.200000	0.200000	0.226844	
200	0.225000	0.485915	200	0.225000	0.225000	0.226867	
300	0.243333	0.485915	300	0.243333	0.243333	0.226919	
400	0.252500	0.485915	400	0.252500	0.252500	0.226970	
500	0.242000	0.485915	500	0.242000	0.242000	0.226944	
600	0.243333	0.485915	600	0.243333	0.243333	0.226967	
700	0.228571	0.485915	700	0.228571	0.228571	0.226882	
800	0.232500	0.485915	800	0.232500	0.232500	0.226914	
900	0.235556	0.485915	900	0.235556	0.235556	0.226946	
1000	0.236000	0.485915	1000	0.236000	0.236000	0.226959	
100	0.240000	0.485915	100	0.240000	0.240000	0.226972	
200	0.190000	0.485915	200	0.190000	0.190000	0.226887	
300	0.223333	0.485915	300	0.223333	0.223333	0.226948	
400	0.230000	0.485915	400	0.230000	0.230000	0.226971	
500	0.242000	0.485915	500	0.242000	0.242000	0.227032	
600	0.245000	0.485915	600	0.245000	0.245000	0.227063	
700	0.255714	0.485915	700	0.255714	0.255714	0.227153	
800	0.252500	0.485915	800	0.252500	0.252500	0.227156	
900	0.255556	0.485915	900	0.255556	0.255556	0.227207	
1000	0.260000	0.485915	1000	0.260000	0.260000	0.227277	
100	0.310000	0.485915	100	0.310000	0.310000	0.227356	
200	0.285000	0.485915	200	0.285000	0.285000	0.227387	
300	0.263333	0.485915	300	0.263333	0.263333	0.227380	
400	0.280000	0.485915	400	0.280000	0.280000	0.227479	
500	0.268000	0.485915	500	0.268000	0.268000	0.227472	
600	0.276667	0.485915	600	0.276667	0.276667	0.227560	
700	0.264286	0.485915	700	0.264286	0.264286	0.227524	
800	0.273750	0.485915	800	0.273750	0.273750	0.227631	
900	0.267778	0.485915	900	0.267778	0.267778	0.227624	
1000	0.258000	0.485915	1000	0.258000	0.258000	0.227569	
100	0.260000	0.485915	100	0.260000	0.260000	0.227600	
200	0.225000	0.485915	200	0.225000	0.225000	0.227564	
300	0.243333	0.485915	300	0.243333	0.243333	0.227614	
400	0.262500	0.485915	400	0.262500	0.262500	0.227702	
500	0.268000	0.485915	500	0.268000	0.268000	0.227761	
600	0.266667	0.485915	600	0.266667	0.266667	0.227791	
700	0.270000	0.485915	700	0.270000	0.270000	0.227850	
800	0.257500	0.485915	800	0.257500	0.257500	0.227796	
900	0.258889	0.485915	900	0.258889	0.258889	0.227835	
1000	0.257000	0.485915	1000	0.257000	0.257000	0.227847	
100	0.260000	0.485915	100	0.260000	0.260000	0.227877	
200	0.275000	0.485915	200	0.275000	0.275000	0.227936	
300	0.276667	0.485915	300	0.276667	0.276667	0.227985	
400	0.287500	0.485915	400	0.287500	0.287500	0.228071	
500	0.274000	0.485915	500	0.274000	0.274000	0.228064	
600	0.286667	0.485915	600	0.286667	0.286667	0.228178	
700	0.287143	0.485915	700	0.287143	0.287143	0.228236	
800	0.282500	0.485915	800	0.282500	0.282500	0.228256	
900	0.286667	0.485915	900	0.286667	0.286667	0.228342	
1000	0.283000	0.485915	1000	0.283000	0.283000	0.228362	
100	0.290000	0.485915	100	0.290000	0.290000	0.228420	
200	0.285000	0.485915	200	0.285000	0.285000	0.228468	
300	0.266667	0.485915	300	0.266667	0.266667	0.228469	
400	0.262500	0.485915	400	0.262500	0.262500	0.228489	
500	0.258000	0.485915	500	0.258000	0.258000	0.228500	
600	0.256667	0.485915	600	0.256667	0.256667	0.228520	
700	0.262857	0.485915	700	0.262857	0.262857	0.228587	
800	0.261250	0.485915	800	0.261250	0.261250	0.228606	
900	0.266667	0.485915	900	0.266667	0.266667	0.228682	
1000	0.271000	0.485915	1000	0.271000	0.271000	0.228757	
100	0.150000	0.485915	100	0.150000	0.150000	0.228684	
200	0.160000	0.485915	200	0.160000	0.160000	0.228630	
300	0.200000	0.485915	300	0.200000	0.200000	0.228677	
400	0.227500	0.485915	400	0.227500	0.227500	0.228753	
500	0.240000	0.485915	500	0.240000	0.240000	0.228809	
600	0.241667	0.485915	600	0.241667	0.241667	0.228828	
700	0.232857	0.485915	700	0.232857	0.232857	0.228784	
800	0.226250	0.485915	800	0.226250	0.226250	0.228739	
900	0.224444	0.485915	900	0.224444	0.224444	0.228721	
1000	0.224000	0.485915	1000	0.224000	0.224000	0.228713	
100	0.190000	0.485915	100	0.190000	0.190000	0.228678	
200	0.225000	0.485915	200	0.225000	0.225000	0.228707	
300	0.213333	0.485915	300	0.213333	0.213333	0.228671	
400	0.207500	0.485915	400	0.207500	0.207500	0.228636	
500	0.232000	0.485915	500	0.232000	0.232000	0.228729	
600	0.225000	0.485915	600	0.225000	0.225000	0.228693	
700	0.235714	0.485915	700	0.235714	0.235714	0.228758	
800	0.238750	0.485915	800	0.238750	0.238750	0.228787	
900	0.242222	0.485915	900	0.242222	0.242222	0.228824	
1000	0.244000	0.485915	1000	0.244000	0.244000	0.228852	
100	0.220000	0.485915	100	0.220000	0.220000	0.228844	
200	0.245000	0.485915	200	0.245000	0.245000	0.228882	
300	0.230000	0.485915	300	0.230000	0.230000	0.228856	
400	0.240000	0.485915	400	0.240000	0.240000	0.228893	
500	0.262000	0.485915	500	0.262000	0.262000	0.229002	
600	0.258333	0.485915	600	0.258333	0.258333	0.229012	
700	0.252857	0.485915	700	0.252857	0.252857	0.229004	
800	0.241250	0.485915	800	0.241250	0.241250	0.228942	
900	0.236667	0.485915	900	0.236667	0.236667	0.228916	
1000	0.231000	0.485915	1000	0.231000	0.231000	0.228872	
100	0.290000	0.485915	100	0.290000	0.290000	0.228927	
200	0.300000	0.485915	200	0.300000	0.300000	0.229000	
300	0.290000	0.485915	300	0.290000	0.290000	0.229037	
400	0.280000	0.485915	400	0.280000	0.280000	0.229055	
500	0.282000	0.485915	500	0.282000	0.282000	0.229110	
600	0.270000	0.485915	600	0.270000	0.270000	0.229093	
700	0.274286	0.485915	700	0.274286	0.274286	0.229156	
800	0.278750	0.485915	800	0.278750	0.278750	0.229229	
900	0.285556	0.485915	900	0.285556	0.285556	0.229328	
1000	0.278000	0.485915	1000	0.278000	0.278000	0.229310	
100	0.170000	0.485915	100	0.170000	0.170000	0.229258	
200	0.180000	0.485915	200	0.180000	0.180000	0.229223	
300	0.193333	0.485915	300	0.193333	0.193333	0.229214	
400	0.250000	0.485915	400	0.250000	0.250000	0.229384	
500	0.250000	0.485915	500	0.250000	0.250000	0.229402	
600	0.255000	0.485915	600	0.255000	0.255000	0.229447	
700	0.252857	0.485915	700	0.252857	0.252857	0.229457	
800	0.248750	0.485915	800	0.248750	0.248750	0.229448	
900	0.244444	0.485915	900	0.244444	0.244444	0.229431	
1000	0.241000	0.485915	1000	0.241000	0.241000	0.229414	
100	0.270000	0.485915	100	0.270000	0.270000	0.229450	
200	0.305000	0.485915	200	0.305000	0.305000	0.229547	
300	0.290000	0.485915	300	0.290000	0.290000	0.229574	
400	0.265000	0.485915	400	0.265000	0.265000	0.229539	
500	0.248000	0.485915	500	0.248000	0.248000	0.229496	
600	0.245000	0.485915	600	0.245000	0.245000	0.229496	
700	0.257143	0.485915	700	0.257143	0.257143	0.229585	
800	0.247500	0.485915	800	0.247500	0.247500	0.229541	
900	0.246667	0.485915	900	0.246667	0.246667	0.229550	
1000	0.244000	0.485915	1000	0.244000	0.244000	0.229542	
100	0.250000	0.485915	100	0.250000	0.250000	0.229560	
200	0.250000	0.485915	200	0.250000	0.250000	0.229578	
300	0.266667	0.485915	300	0.266667	0.266667	0.229639	
400	0.265000	0.485915	400	0.265000	0.265000	0.229666	
500	0.264000	0.485915	500	0.264000	0.264000	0.229692	
600	0.258333	0.485915	600	0.258333	0.258333	0.229693	
700	0.264286	0.485915	700	0.264286	0.264286	0.229754	
800	0.268750	0.485915	800	0.268750	0.268750	0.229815	
900	0.272222	0.485915	900	0.272222	0.272222	0.229876	
1000	0.283000	0.485915	1000	0.283000	0.283000	0.230007	
100	0.250000	0.485915	100	0.250000	0.250000	0.230024	
200	0.250000	0.485915	200	0.250000	0.250000	0.230041	
300	0.250000	0.485915	300	0.250000	0.250000	0.230059	
400	0.242500	0.485915	400	0.242500	0.242500	0.230050	
500	0.238000	0.485915	500	0.238000	0.238000	0.230041	
600	0.220000	0.485915	600	0.220000	0.220000	0.229955	
700	0.214286	0.485915	700	0.214286	0.214286	0.229912	
800	0.222500	0.485915	800	0.222500	0.222500	0.229955	
900	0.223333	0.485915	900	0.223333	0.223333	0.229955	
1000	0.222000	0.485915	1000	0.222000	0.222000	0.229938	
100	0.340000	0.485915	100	0.340000	0.340000	0.230032	
200	0.285000	0.485915	200	0.285000	0.285000	0.230032	
300	0.280000	0.485915	300	0.280000	0.280000	0.230067	
400	0.275000	0.485915	400	0.275000	0.275000	0.230093	
500	0.254000	0.485915	500	0.254000	0.254000	0.230041	
600	0.255000	0.485915	600	0.255000	0.255000	0.230067	
700	0.258571	0.485915	700	0.258571	0.258571	0.230109	
800	0.253750	0.485915	800	0.253750	0.253750	0.230101	
900	0.254444	0.485915	900	0.254444	0.254444	0.230126	
1000	0.252000	0.485915	1000	0.252000	0.252000	0.230126	
100	0.200000	0.485915	100	0.200000	0.200000	0.230101	
200	0.195000	0.485915	200	0.195000	0.195000	0.230066	
300	0.256667	0.485915	300	0.256667	0.256667	0.230194	
400	0.255000	0.485915	400	0.255000	0.255000	0.230211	
500	0.262000	0.485915	500	0.262000	0.262000	0.230262	
600	0.263333	0.485915	600	0.263333	0.263333	0.230296	
700	0.257143	0.485915	700	0.257143	0.257143	0.230287	
800	0.251250	0.485915	800	0.251250	0.251250	0.230270	
900	0.251111	0.485915	900	0.251111	0.251111	0.230286	
1000	0.251000	0.485915	1000	0.251000	0.251000	0.230303	
100	0.270000	0.485915	100	0.270000	0.270000	0.230337	
200	0.235000	0.485915	200	0.235000	0.235000	0.230311	
300	0.233333	0.485915	300	0.233333	0.233333	0.230311	
400	0.227500	0.485915	400	0.227500	0.227500	0.230294	
500	0.238000	0.485915	500	0.238000	0.238000	0.230336	
600	0.238333	0.485915	600	0.238333	0.238333	0.230344	
700	0.230000	0.485915	700	0.230000	0.230000	0.230301	
800	0.235000	0.485915	800	0.235000	0.235000	0.230335	
900	0.238889	0.485915	900	0.238889	0.238889	0.230368	
1000	0.243000	0.485915	1000	0.243000	0.243000	0.230410	
100	0.160000	0.485915	100	0.160000	0.160000	0.230351	
200	0.195000	0.485915	200	0.195000	0.195000	0.230350	
300	0.210000	0.485915	300	0.210000	0.210000	0.230359	
400	0.225000	0.485915	400	0.225000	0.225000	0.230392	
500	0.226000	0.485915	500	0.226000	0.226000	0.230391	
600	0.221667	0.485915	600	0.221667	0.221667	0.230366	
700	0.220000	0.485915	700	0.220000	0.220000	0.230349	
800	0.222500	0.485915	800	0.222500	0.222500	0.230357	
900	0.220000	0.485915	900	0.220000	0.220000	0.230332	
1000	0.225000	0.485915	1000	0.225000	0.225000	0.230365	
100	0.290000	0.485915	100	0.290000	0.290000	0.230414	
200	0.285000	0.485915	200	0.285000	0.285000	0.230456	
300	0.266667	0.485915	300	0.266667	0.266667	0.230455	
400	0.282500	0.485915	400	0.282500	0.282500	0.230538	
500	0.292000	0.485915	500	0.292000	0.292000	0.230620	
600	0.295000	0.485915	600	0.295000	0.295000	0.230686	
700	0.302857	0.485915	700	0.302857	0.302857	0.230785	
800	0.285000	0.485915	800	0.285000	0.285000	0.230727	
900	0.277778	0.485915	900	0.277778	0.277778	0.230718	
1000	0.271000	0.485915	1000	0.271000	0.271000	0.230701	
100	0.270000	0.485915	100	0.270000	0.270000	0.230733	
200	0.260000	0.485915	200	0.260000	0.260000	0.230749	
300	0.276667	0.485915	300	0.276667	0.276667	0.230814	
400	0.292500	0.485915	400	0.292500	0.292500	0.230904	
500	0.288000	0.485915	500	0.288000	0.288000	0.230936	
600	0.285000	0.485915	600	0.285000	0.285000	0.230968	
700	0.274286	0.485915	700	0.274286	0.274286	0.230951	
800	0.273750	0.485915	800	0.273750	0.273750	0.230983	
900	0.272222	0.485915	900	0.272222	0.272222	0.231007	
1000	0.270000	0.485915	1000	0.270000	0.270000	0.231023	
100	0.270000	0.485915	100	0.270000	0.270000	0.231055	
200	0.255000	0.485915	200	0.255000	0.255000	0.231062	
300	0.266667	0.485915	300	0.266667	0.266667	0.231110	
400	0.242500	0.485915	400	0.242500	0.242500	0.231060	
500	0.242000	0.485915	500	0.242000	0.242000	0.231068	
600	0.221667	0.485915	600	0.221667	0.221667	0.230977	
700	0.225714	0.485915	700	0.225714	0.225714	0.230992	
800	0.226250	0.485915	800	0.226250	0.226250	0.230992	
900	0.231111	0.485915	900	0.231111	0.231111	0.231023	
1000	0.254000	0.485915	1000	0.254000	0.254000	0.231210	
100	0.190000	0.485915	100	0.190000	0.190000	0.231176	
200	0.220000	0.485915	200	0.220000	0.220000	0.231191	
300	0.256667	0.485915	300	0.256667	0.256667	0.231271	
400	0.262500	0.485915	400	0.262500	0.262500	0.231311	
500	0.270000	0.485915	500	0.270000	0.270000	0.231367	
600	0.266667	0.485915	600	0.266667	0.266667	0.231382	
700	0.254286	0.485915	700	0.254286	0.254286	0.231340	
800	0.252500	0.485915	800	0.252500	0.252500	0.231347	
900	0.254444	0.485915	900	0.254444	0.254444	0.231378	
1000	0.252000	0.485915	1000	0.252000	0.252000	0.231377	
100	0.230000	0.485915	100	0.230000	0.230000	0.231376	
200	0.230000	0.485915	200	0.230000	0.230000	0.231375	
300	0.263333	0.485915	300	0.263333	0.263333	0.231454	
400	0.250000	0.485915	400	0.250000	0.250000	0.231437	
500	0.252000	0.485915	500	0.252000	0.252000	0.231460	
600	0.246667	0.485915	600	0.246667	0.246667	0.231451	
700	0.247143	0.485915	700	0.247143	0.247143	0.231466	
800	0.248750	0.485915	800	0.248750	0.248750	0.231489	
900	0.253333	0.485915	900	0.253333	0.253333	0.231535	
1000	0.256000	0.485915	1000	0.256000	0.256000	0.231574	
100	0.190000	0.485915	100	0.190000	0.190000	0.231541	
200	0.270000	0.485915	200	0.270000	0.270000	0.231636	
300	0.266667	0.485915	300	0.266667	0.266667	0.231658	
400	0.237500	0.485915	400	0.237500	0.237500	0.231593	
500	0.246000	0.485915	500	0.246000	0.246000	0.231632	
600	0.246667	0.485915	600	0.246667	0.246667	0.231646	
700	0.261429	0.485915	700	0.261429	0.261429	0.231740	
800	0.256250	0.485915	800	0.256250	0.256250	0.231731	
900	0.262222	0.485915	900	0.262222	0.262222	0.231793	
1000	0.261000	0.485915	1000	0.261000	0.261000	0.231808	
100	0.220000	0.485915	100	0.220000	0.220000	0.231798	
200	0.265000	0.485915	200	0.265000	0.265000	0.231860	
300	0.266667	0.485915	300	0.266667	0.266667	0.231890	
400	0.252500	0.485915	400	0.252500	0.252500	0.231873	
500	0.252000	0.485915	500	0.252000	0.252000	0.231887	
600	0.258333	0.485915	600	0.258333	0.258333	0.231933	
700	0.250000	0.485915	700	0.250000	0.250000	0.231908	
800	0.247500	0.485915	800	0.247500	0.247500	0.231907	
900	0.247778	0.485915	900	0.247778	0.247778	0.231921	
1000	0.249000	0.485915	1000	0.249000	0.249000	0.231943	
100	0.230000	0.485915	100	0.230000	0.230000	0.231942	
200	0.245000	0.485915	200	0.245000	0.245000	0.231964	
300	0.233333	0.485915	300	0.233333	0.233333	0.231946	
400	0.220000	0.485915	400	0.220000	0.220000	0.231906	
500	0.224000	0.485915	500	0.224000	0.224000	0.231912	
600	0.230000	0.485915	600	0.230000	0.230000	0.231934	
700	0.234286	0.485915	700	0.234286	0.234286	0.231956	
800	0.232500	0.485915	800	0.232500	0.232500	0.231947	
900	0.240000	0.485915	900	0.240000	0.240000	0.232000	
1000	0.235000	0.485915	1000	0.235000	0.235000	0.231967	
100	0.220000	0.485915	100	0.220000	0.220000	0.231958	
200	0.280000	0.485915	200	0.280000	0.280000	0.232042	
300	0.243333	0.485915	300	0.243333	0.243333	0.231994	
400	0.247500	0.485915	400	0.247500	0.247500	0.232015	
500	0.250000	0.485915	500	0.250000	0.250000	0.232037	
600	0.265000	0.485915	600	0.265000	0.265000	0.232121	
700	0.251429	0.485915	700	0.251429	0.251429	0.232073	
800	0.253750	0.485915	800	0.253750	0.253750	0.232102	
900	0.250000	0.485915	900	0.250000	0.250000	0.232093	
1000	0.260000	0.485915	1000	0.260000	0.260000	0.232184	
100	0.230000	0.485915	100	0.230000	0.230000	0.232183	
200	0.230000	0.485915	200	0.230000	0.230000	0.232181	
300	0.226667	0.485915	300	0.226667	0.226667	0.232171	
400	0.222500	0.485915	400	0.222500	0.222500	0.232154	
500	0.212000	0.485915	500	0.212000	0.212000	0.232106	
600	0.213333	0.485915	600	0.213333	0.213333	0.232097	
700	0.211429	0.485915	700	0.211429	0.211429	0.232072	
800	0.211250	0.485915	800	0.211250	0.211250	0.232055	
900	0.206667	0.485915	900	0.206667	0.206667	0.232007	
1000	0.206000	0.485915	1000	0.206000	0.206000	0.231983	
100	0.320000	0.485915	100	0.320000	0.320000	0.232050	
200	0.320000	0.485915	200	0.320000	0.320000	0.232118	
300	0.330000	0.485915	300	0.330000	0.330000	0.232209	
400	0.310000	0.485915	400	0.310000	0.310000	0.232222	
500	0.300000	0.485915	500	0.300000	0.300000	0.232243	
600	0.293333	0.485915	600	0.293333	0.293333	0.232265	
700	0.292857	0.485915	700	0.292857	0.292857	0.232309	
800	0.295000	0.485915	800	0.295000	0.295000	0.232368	
900	0.300000	0.485915	900	0.300000	0.300000	0.232450	
1000	0.293000	0.485915	1000	0.293000	0.293000	0.232449	
100	0.230000	0.485915	100	0.230000	0.230000	0.232447	
200	0.270000	0.485915	200	0.270000	0.270000	0.232506	
300	0.283333	0.485915	300	0.283333	0.283333	0.232565	
400	0.277500	0.485915	400	0.277500	0.277500	0.232586	
500	0.262000	0.485915	500	0.262000	0.262000	0.232561	
600	0.263333	0.485915	600	0.263333	0.263333	0.232589	
700	0.244286	0.485915	700	0.244286	0.244286	0.232512	
800	0.251250	0.485915	800	0.251250	0.251250	0.232563	
900	0.247778	0.485915	900	0.247778	0.247778	0.232553	
1000	0.240000	0.485915	1000	0.240000	0.240000	0.232506	
100	0.260000	0.485915	100	0.260000	0.260000	0.232527	
200	0.270000	0.485915	200	0.270000	0.270000	0.232563	
300	0.290000	0.485915	300	0.290000	0.290000	0.232636	
400	0.255000	0.485915	400	0.255000	0.255000	0.232574	
500	0.234000	0.485915	500	0.234000	0.234000	0.232511	
600	0.235000	0.485915	600	0.235000	0.235000	0.232517	
700	0.238571	0.485915	700	0.238571	0.238571	0.232538	
800	0.243750	0.485915	800	0.243750	0.243750	0.232574	
900	0.240000	0.485915	900	0.240000	0.240000	0.232557	
1000	0.242000	0.485915	1000	0.242000	0.242000	0.232577	
100	0.240000	0.485915	100	0.240000	0.240000	0.232583	
200	0.225000	0.485915	200	0.225000	0.225000	0.232566	
300	0.230000	0.485915	300	0.230000	0.230000	0.232571	
400	0.225000	0.485915	400	0.225000	0.225000	0.232554	
500	0.240000	0.485915	500	0.240000	0.240000	0.232605	
600	0.241667	0.485915	600	0.241667	0.241667	0.232618	
700	0.245714	0.485915	700	0.245714	0.245714	0.232646	
800	0.250000	0.485915	800	0.250000	0.250000	0.232681	
900	0.257778	0.485915	900	0.257778	0.257778	0.232747	
1000	0.260000	0.485915	1000	0.260000	0.260000	0.232782	
100	0.360000	0.485915	100	0.360000	0.360000	0.232877	
200	0.265000	0.485915	200	0.265000	0.265000	0.232830	
300	0.250000	0.485915	300	0.250000	0.250000	0.232820	
400	0.222500	0.485915	400	0.222500	0.222500	0.232751	
500	0.222000	0.485915	500	0.222000	0.222000	0.232742	
600	0.231667	0.485915	600	0.231667	0.231667	0.232777	
700	0.245714	0.485915	700	0.245714	0.245714	0.232849	
800	0.247500	0.485915	800	0.247500	0.247500	0.232869	
900	0.245556	0.485915	900	0.245556	0.245556	0.232867	
1000	0.249000	0.485915	1000	0.249000	0.249000	0.232902	
100	0.220000	0.485915	100	0.220000	0.220000	0.232892	
200	0.235000	0.485915	200	0.235000	0.235000	0.232905	
300	0.233333	0.485915	300	0.233333	0.233333	0.232903	
400	0.227500	0.485915	400	0.227500	0.227500	0.232886	
500	0.218000	0.485915	500	0.218000	0.218000	0.232847	
600	0.223333	0.485915	600	0.223333	0.223333	0.232860	
700	0.215714	0.485915	700	0.215714	0.215714	0.232813	
800	0.230000	0.485915	800	0.230000	0.230000	0.232885	
900	0.236667	0.485915	900	0.236667	0.236667	0.232927	
1000	0.240000	0.485915	1000	0.240000	0.240000	0.232954	
100	0.250000	0.485915	100	0.250000	0.250000	0.232967	
200	0.220000	0.485915	200	0.220000	0.220000	0.232935	
300	0.226667	0.485915	300	0.226667	0.226667	0.232940	
400	0.212500	0.485915	400	0.212500	0.212500	0.232894	
500	0.232000	0.485915	500	0.232000	0.232000	0.232951	
600	0.240000	0.485915	600	0.240000	0.240000	0.232985	
700	0.235714	0.485915	700	0.235714	0.235714	0.232968	
800	0.228750	0.485915	800	0.228750	0.228750	0.232930	
900	0.226667	0.485915	900	0.226667	0.226667	0.232913	
1000	0.239000	0.485915	1000	0.239000	0.239000	0.232998	
100	0.250000	0.485915	100	0.250000	0.250000	0.233011	
200	0.260000	0.485915	200	0.260000	0.260000	0.233038	
300	0.273333	0.485915	300	0.273333	0.273333	0.233086	
400	0.250000	0.485915	400	0.250000	0.250000	0.233048	
500	0.230000	0.485915	500	0.230000	0.230000	0.232987	
600	0.230000	0.485915	600	0.230000	0.230000	0.232985	
700	0.234286	0.485915	700	0.234286	0.234286	0.233005	
800	0.232500	0.485915	800	0.232500	0.232500	0.232995	
900	0.236667	0.485915	900	0.236667	0.236667	0.233022	
1000	0.242000	0.485915	1000	0.242000	0.242000	0.233064	
