Default schedule
Rate	100.00
Rate Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
900	0.248889	0.485915	900	0.248889	0.248889	0.204919	
1000	0.252000	0.485915	1000	0.252000	0.252000	0.205082	
100	0.270000	0.485915	100	0.270000	0.270000	0.205223	
200	0.310000	0.485915	200	0.310000	0.310000	0.205537	
300	0.293333	0.485915	300	0.293333	0.293333	0.205654	
400	0.280000	0.485915	400	0.280000	0.280000	0.205728	
500	0.266000	0.485915	500	0.266000	0.266000	0.205738	
600	0.245000	0.485915	600	0.245000	0.245000	0.205596	
700	0.230000	0.485915	700	0.230000	0.230000	0.205456	
800	0.231250	0.485915	800	0.231250	0.231250	0.205530	
900	0.228889	0.485915	900	0.228889	0.228889	0.205539	
1000	0.228000	0.485915	1000	0.228000	0.228000	0.205570	
100	0.240000	0.485915	100	0.240000	0.240000	0.205643	
200	0.250000	0.485915	200	0.250000	0.250000	0.205758	
300	0.243333	0.485915	300	0.243333	0.243333	0.205810	
400	0.235000	0.485915	400	0.235000	0.235000	0.205818	
500	0.226000	0.485915	500	0.226000	0.226000	0.205785	
600	0.220000	0.485915	600	0.220000	0.220000	0.205752	
700	0.220000	0.485915	700	0.220000	0.220000	0.205782	
800	0.217500	0.485915	800	0.217500	0.217500	0.205770	
900	0.211111	0.485915	900	0.211111	0.211111	0.205674	
1000	0.219000	0.485915	1000	0.219000	0.219000	0.205850	
100	0.220000	0.485915	100	0.220000	0.220000	0.205879	
200	0.215000	0.485915	200	0.215000	0.215000	0.205888	
300	0.226667	0.485915	300	0.226667	0.226667	0.205979	
400	0.242500	0.485915	400	0.242500	0.242500	0.206153	
500	0.256000	0.485915	500	0.256000	0.256000	0.206367	
600	0.258333	0.485915	600	0.258333	0.258333	0.206498	
700	0.257143	0.485915	700	0.257143	0.257143	0.206587	
800	0.258750	0.485915	800	0.258750	0.258750	0.206717	
900	0.265556	0.485915	900	0.265556	0.265556	0.206949	
1000	0.254000	0.485915	1000	0.254000	0.254000	0.206833	
100	0.310000	0.485915	100	0.310000	0.310000	0.207043	
200	0.280000	0.485915	200	0.280000	0.280000	0.207130	
300	0.273333	0.485915	300	0.273333	0.273333	0.207237	
400	0.265000	0.485915	400	0.265000	0.265000	0.207303	
500	0.260000	0.485915	500	0.260000	0.260000	0.207370	
600	0.258333	0.485915	600	0.258333	0.258333	0.207455	
700	0.267143	0.485915	700	0.267143	0.267143	0.207682	
800	0.276250	0.485915	800	0.276250	0.276250	0.207948	
900	0.272222	0.485915	900	0.272222	0.272222	0.208012	
1000	0.285000	0.485915	1000	0.285000	0.285000	0.208396	
100	0.190000	0.485915	100	0.190000	0.190000	0.208359	
200	0.205000	0.485915	200	0.205000	0.205000	0.208382	
300	0.260000	0.485915	300	0.260000	0.260000	0.208704	
400	0.245000	0.485915	400	0.245000	0.245000	0.208686	
500	0.242000	0.485915	500	0.242000	0.242000	0.208729	
600	0.236667	0.485915	600	0.236667	0.236667	0.208731	
700	0.237143	0.485915	700	0.237143	0.237143	0.208793	
800	0.250000	0.485915	800	0.250000	0.250000	0.209051	
900	0.250000	0.485915	900	0.250000	0.250000	0.209131	
1000	0.257000	0.485915	1000	0.257000	0.257000	0.209349	
100	0.210000	0.485915	100	0.210000	0.210000	0.209350	
200	0.195000	0.485915	200	0.195000	0.195000	0.209293	
300	0.196667	0.485915	300	0.196667	0.196667	0.209275	
400	0.240000	0.485915	400	0.240000	0.240000	0.209587	
500	0.252000	0.485915	500	0.252000	0.252000	0.209763	
600	0.245000	0.485915	600	0.245000	0.245000	0.209763	
700	0.240000	0.485915	700	0.240000	0.240000	0.209764	
800	0.235000	0.485915	800	0.235000	0.235000	0.209745	
900	0.234444	0.485915	900	0.234444	0.234444	0.209784	
1000	0.235000	0.485915	1000	0.235000	0.235000	0.209842	
100	0.270000	0.485915	100	0.270000	0.270000	0.209958	
200	0.220000	0.485915	200	0.220000	0.220000	0.209881	
300	0.230000	0.485915	300	0.230000	0.230000	0.209958	
400	0.230000	0.485915	400	0.230000	0.230000	0.209996	
500	0.226000	0.485915	500	0.226000	0.226000	0.209996	
600	0.228333	0.485915	600	0.228333	0.228333	0.210053	
700	0.230000	0.485915	700	0.230000	0.230000	0.210110	
800	0.237500	0.485915	800	0.237500	0.237500	0.210261	
900	0.234444	0.485915	900	0.234444	0.234444	0.210261	
1000	0.230000	0.485915	1000	0.230000	0.230000	0.210222	
100	0.210000	0.485915	100	0.210000	0.210000	0.210222	
200	0.210000	0.485915	200	0.210000	0.210000	0.210222	
300	0.196667	0.485915	300	0.196667	0.196667	0.210146	
400	0.215000	0.485915	400	0.215000	0.215000	0.210258	
500	0.226000	0.485915	500	0.226000	0.226000	0.210370	
600	0.231667	0.485915	600	0.231667	0.231667	0.210462	
700	0.237143	0.485915	700	0.237143	0.237143	0.210573	
800	0.235000	0.485915	800	0.235000	0.235000	0.210591	
900	0.232222	0.485915	900	0.232222	0.232222	0.210590	
1000	0.249000	0.485915	1000	0.249000	0.249000	0.210941	
100	0.220000	0.485915	100	0.220000	0.220000	0.210957	
200	0.235000	0.485915	200	0.235000	0.235000	0.211029	
300	0.233333	0.485915	300	0.233333	0.233333	0.211064	
400	0.232500	0.485915	400	0.232500	0.232500	0.211099	
500	0.236000	0.485915	500	0.236000	0.236000	0.211170	
600	0.236667	0.485915	600	0.236667	0.236667	0.211223	
700	0.254286	0.485915	700	0.254286	0.254286	0.211495	
800	0.252500	0.485915	800	0.252500	0.252500	0.211547	
900	0.247778	0.485915	900	0.247778	0.247778	0.211544	
1000	0.240000	0.485915	1000	0.240000	0.240000	0.211469	
100	0.240000	0.485915	100	0.240000	0.240000	0.211521	
200	0.250000	0.485915	200	0.250000	0.250000	0.211608	
300	0.246667	0.485915	300	0.246667	0.246667	0.211660	
400	0.240000	0.485915	400	0.240000	0.240000	0.211675	
500	0.246000	0.485915	500	0.246000	0.246000	0.211780	
600	0.245000	0.485915	600	0.245000	0.245000	0.211831	
700	0.251429	0.485915	700	0.251429	0.251429	0.211971	
800	0.251250	0.485915	800	0.251250	0.251250	0.212039	
900	0.257778	0.485915	900	0.257778	0.257778	0.212214	
1000	0.257000	0.485915	1000	0.257000	0.257000	0.212282	
100	0.200000	0.485915	100	0.200000	0.200000	0.212260	
200	0.230000	0.485915	200	0.230000	0.230000	0.212345	
300	0.250000	0.485915	300	0.250000	0.250000	0.212483	
400	0.212500	0.485915	400	0.212500	0.212500	0.212283	
500	0.218000	0.485915	500	0.218000	0.218000	0.212333	
600	0.238333	0.485915	600	0.238333	0.238333	0.212558	
700	0.230000	0.485915	700	0.230000	0.230000	0.212501	
800	0.233750	0.485915	800	0.233750	0.233750	0.212584	
900	0.230000	0.485915	900	0.230000	0.230000	0.212562	
1000	0.232000	0.485915	1000	0.232000	0.232000	0.212628	
100	0.320000	0.485915	100	0.320000	0.320000	0.212816	
200	0.300000	0.485915	200	0.300000	0.300000	0.212933	
300	0.260000	0.485915	300	0.260000	0.260000	0.212876	
400	0.242500	0.485915	400	0.242500	0.242500	0.212836	
500	0.248000	0.485915	500	0.248000	0.248000	0.212935	
600	0.245000	0.485915	600	0.245000	0.245000	0.212965	
700	0.245714	0.485915	700	0.245714	0.245714	0.213029	
800	0.243750	0.485915	800	0.243750	0.243750	0.213059	
900	0.245556	0.485915	900	0.245556	0.245556	0.213140	
1000	0.248000	0.485915	1000	0.248000	0.248000	0.213238	
100	0.190000	0.485915	100	0.190000	0.190000	0.213198	
200	0.200000	0.485915	200	0.200000	0.200000	0.213192	
300	0.196667	0.485915	300	0.196667	0.196667	0.213152	
400	0.215000	0.485915	400	0.215000	0.215000	0.213250	
500	0.220000	0.485915	500	0.220000	0.220000	0.213295	
600	0.218333	0.485915	600	0.218333	0.218333	0.213290	
700	0.225714	0.485915	700	0.225714	0.225714	0.213386	
800	0.225000	0.485915	800	0.225000	0.225000	0.213398	
900	0.224444	0.485915	900	0.224444	0.224444	0.213409	
1000	0.227000	0.485915	1000	0.227000	0.227000	0.213471	
100	0.210000	0.485915	100	0.210000	0.210000	0.213465	
200	0.245000	0.485915	200	0.245000	0.245000	0.213577	
300	0.243333	0.485915	300	0.243333	0.243333	0.213622	
400	0.252500	0.485915	400	0.252500	0.252500	0.213734	
500	0.252000	0.485915	500	0.252000	0.252000	0.213795	
600	0.256667	0.485915	600	0.256667	0.256667	0.213906	
700	0.247143	0.485915	700	0.247143	0.247143	0.213866	
800	0.238750	0.485915	800	0.238750	0.238750	0.213809	
900	0.240000	0.485915	900	0.240000	0.240000	0.213870	
1000	0.242000	0.485915	1000	0.242000	0.242000	0.213946	
100	0.220000	0.485915	100	0.220000	0.220000	0.213957	
200	0.230000	0.485915	200	0.230000	0.230000	0.214000	
300	0.236667	0.485915	300	0.236667	0.236667	0.214059	
400	0.257500	0.485915	400	0.257500	0.257500	0.214235	
500	0.262000	0.485915	500	0.262000	0.262000	0.214344	
600	0.246667	0.485915	600	0.246667	0.246667	0.214270	
700	0.241429	0.485915	700	0.241429	0.241429	0.214263	
800	0.236250	0.485915	800	0.236250	0.236250	0.214240	
900	0.241111	0.485915	900	0.241111	0.241111	0.214348	
1000	0.244000	0.485915	1000	0.244000	0.244000	0.214439	
100	0.210000	0.485915	100	0.210000	0.210000	0.214432	
200	0.245000	0.485915	200	0.245000	0.245000	0.214539	
300	0.243333	0.485915	300	0.243333	0.243333	0.214581	
400	0.210000	0.485915	400	0.210000	0.210000	0.214410	
500	0.228000	0.485915	500	0.228000	0.228000	0.214549	
600	0.216667	0.485915	600	0.216667	0.216667	0.214461	
700	0.202857	0.485915	700	0.202857	0.202857	0.214308	
800	0.201250	0.485915	800	0.201250	0.201250	0.214268	
900	0.204444	0.485915	900	0.204444	0.204444	0.214294	
1000	0.204000	0.485915	1000	0.204000	0.204000	0.214271	
100	0.200000	0.485915	100	0.200000	0.200000	0.214248	
200	0.200000	0.485915	200	0.200000	0.200000	0.214225	
300	0.226667	0.485915	300	0.226667	0.226667	0.214330	
400	0.235000	0.485915	400	0.235000	0.235000	0.214404	
500	0.248000	0.485915	500	0.248000	0.248000	0.214541	
600	0.261667	0.485915	600	0.261667	0.261667	0.214725	
700	0.265714	0.485915	700	0.265714	0.265714	0.214845	
800	0.255000	0.485915	800	0.255000	0.255000	0.214790	
900	0.262222	0.485915	900	0.262222	0.262222	0.214957	
1000	0.261000	0.485915	1000	0.261000	0.261000	0.215012	
100	0.170000	0.485915	100	0.170000	0.170000	0.214941	
200	0.235000	0.485915	200	0.235000	0.235000	0.215076	
300	0.236667	0.485915	300	0.236667	0.236667	0.215115	
400	0.225000	0.485915	400	0.225000	0.225000	0.215075	
500	0.242000	0.485915	500	0.242000	0.242000	0.215225	
600	0.238333	0.485915	600	0.238333	0.238333	0.215232	
700	0.228571	0.485915	700	0.228571	0.228571	0.215161	
800	0.232500	0.485915	800	0.232500	0.232500	0.215232	
900	0.233333	0.485915	900	0.233333	0.233333	0.215270	
1000	0.232000	0.485915	1000	0.232000	0.232000	0.215278	
100	0.330000	0.485915	100	0.330000	0.330000	0.215457	
200	0.275000	0.485915	200	0.275000	0.275000	0.215464	
300	0.223333	0.485915	300	0.223333	0.223333	0.215315	
400	0.220000	0.485915	400	0.220000	0.220000	0.215307	
500	0.230000	0.485915	500	0.230000	0.230000	0.215392	
600	0.248333	0.485915	600	0.248333	0.248333	0.215585	
700	0.245714	0.485915	700	0.245714	0.245714	0.215607	
800	0.248750	0.485915	800	0.248750	0.248750	0.215691	
900	0.254444	0.485915	900	0.254444	0.254444	0.215821	
1000	0.258000	0.485915	1000	0.258000	0.258000	0.215935	
100	0.260000	0.485915	100	0.260000	0.260000	0.216003	
200	0.285000	0.485915	200	0.285000	0.285000	0.216147	
300	0.256667	0.485915	300	0.256667	0.256667	0.216122	
400	0.252500	0.485915	400	0.252500	0.252500	0.216159	
500	0.256000	0.485915	500	0.256000	0.256000	0.216241	
600	0.263333	0.485915	600	0.263333	0.263333	0.216369	
700	0.267143	0.485915	700	0.267143	0.267143	0.216481	
800	0.268750	0.485915	800	0.268750	0.268750	0.216577	
900	0.266667	0.485915	900	0.266667	0.266667	0.216628	
1000	0.267000	0.485915	1000	0.267000	0.267000	0.216709	
100	0.320000	0.485915	100	0.320000	0.320000	0.216865	
200	0.275000	0.485915	200	0.275000	0.275000	0.216885	
300	0.273333	0.485915	300	0.273333	0.273333	0.216965	
400	0.270000	0.485915	400	0.270000	0.270000	0.217030	
500	0.258000	0.485915	500	0.258000	0.258000	0.217019	
600	0.263333	0.485915	600	0.263333	0.263333	0.217129	
700	0.268571	0.485915	700	0.268571	0.268571	0.217253	
800	0.270000	0.485915	800	0.270000	0.270000	0.217347	
900	0.262222	0.485915	900	0.262222	0.262222	0.217321	
1000	0.257000	0.485915	1000	0.257000	0.257000	0.217310	
100	0.130000	0.485915	100	0.130000	0.130000	0.217180	
200	0.210000	0.485915	200	0.210000	0.210000	0.217288	
300	0.246667	0.485915	300	0.246667	0.246667	0.217441	
400	0.250000	0.485915	400	0.250000	0.250000	0.217504	
500	0.270000	0.485915	500	0.270000	0.270000	0.217700	
600	0.263333	0.485915	600	0.263333	0.263333	0.217719	
700	0.262857	0.485915	700	0.262857	0.262857	0.217781	
800	0.246250	0.485915	800	0.246250	0.246250	0.217652	
900	0.256667	0.485915	900	0.256667	0.256667	0.217832	
1000	0.263000	0.485915	1000	0.263000	0.263000	0.217982	
100	0.250000	0.485915	100	0.250000	0.250000	0.218029	
200	0.235000	0.485915	200	0.235000	0.235000	0.218032	
300	0.226667	0.485915	300	0.226667	0.226667	0.218020	
400	0.240000	0.485915	400	0.240000	0.240000	0.218111	
500	0.240000	0.485915	500	0.240000	0.240000	0.218143	
600	0.245000	0.485915	600	0.245000	0.245000	0.218218	
700	0.247143	0.485915	700	0.247143	0.247143	0.218279	
800	0.252500	0.485915	800	0.252500	0.252500	0.218383	
900	0.254444	0.485915	900	0.254444	0.254444	0.218458	
1000	0.253000	0.485915	1000	0.253000	0.253000	0.218490	
100	0.220000	0.485915	100	0.220000	0.220000	0.218492	
200	0.225000	0.485915	200	0.225000	0.225000	0.218508	
300	0.226667	0.485915	300	0.226667	0.226667	0.218525	
400	0.225000	0.485915	400	0.225000	0.225000	0.218527	
500	0.228000	0.485915	500	0.228000	0.228000	0.218558	
600	0.238333	0.485915	600	0.238333	0.238333	0.218661	
700	0.238571	0.485915	700	0.238571	0.238571	0.218691	
800	0.242500	0.485915	800	0.242500	0.242500	0.218765	
900	0.240000	0.485915	900	0.240000	0.240000	0.218767	
1000	0.242000	0.485915	1000	0.242000	0.242000	0.218825	
100	0.180000	0.485915	100	0.180000	0.180000	0.218770	
200	0.185000	0.485915	200	0.185000	0.185000	0.218729	
300	0.206667	0.485915	300	0.206667	0.206667	0.218774	
400	0.207500	0.485915	400	0.207500	0.207500	0.218761	
500	0.220000	0.485915	500	0.220000	0.220000	0.218834	
600	0.220000	0.485915	600	0.220000	0.220000	0.218835	
700	0.222857	0.485915	700	0.222857	0.222857	0.218865	
800	0.226250	0.485915	800	0.226250	0.226250	0.218909	
900	0.231111	0.485915	900	0.231111	0.231111	0.218981	
1000	0.230000	0.485915	1000	0.230000	0.230000	0.218983	
100	0.210000	0.485915	100	0.210000	0.210000	0.218970	
200	0.220000	0.485915	200	0.220000	0.220000	0.218986	
300	0.220000	0.485915	300	0.220000	0.220000	0.218987	
400	0.202500	0.485915	400	0.202500	0.202500	0.218890	
500	0.206000	0.485915	500	0.206000	0.206000	0.218892	
600	0.216667	0.485915	600	0.216667	0.216667	0.218963	
700	0.215714	0.485915	700	0.215714	0.215714	0.218951	
800	0.222500	0.485915	800	0.222500	0.222500	0.219022	
900	0.226667	0.485915	900	0.226667	0.226667	0.219079	
1000	0.227000	0.485915	1000	0.227000	0.227000	0.219094	
100	0.290000	0.485915	100	0.290000	0.290000	0.219193	
200	0.245000	0.485915	200	0.245000	0.245000	0.219166	
300	0.240000	0.485915	300	0.240000	0.240000	0.219181	
400	0.255000	0.485915	400	0.255000	0.255000	0.219293	
500	0.252000	0.485915	500	0.252000	0.252000	0.219321	
600	0.246667	0.485915	600	0.246667	0.246667	0.219322	
700	0.255714	0.485915	700	0.255714	0.255714	0.219447	
800	0.255000	0.485915	800	0.255000	0.255000	0.219489	
900	0.256667	0.485915	900	0.256667	0.256667	0.219558	
1000	0.250000	0.485915	1000	0.250000	0.250000	0.219518	
100	0.160000	0.485915	100	0.160000	0.160000	0.219436	
200	0.210000	0.485915	200	0.210000	0.210000	0.219492	
300	0.230000	0.485915	300	0.230000	0.230000	0.219560	
400	0.230000	0.485915	400	0.230000	0.230000	0.219575	
500	0.220000	0.485915	500	0.220000	0.220000	0.219521	
600	0.223333	0.485915	600	0.223333	0.223333	0.219549	
700	0.222857	0.485915	700	0.222857	0.222857	0.219549	
800	0.227500	0.485915	800	0.227500	0.227500	0.219604	
900	0.231111	0.485915	900	0.231111	0.231111	0.219659	
1000	0.234000	0.485915	1000	0.234000	0.234000	0.219713	
100	0.270000	0.485915	100	0.270000	0.270000	0.219781	
200	0.235000	0.485915	200	0.235000	0.235000	0.219754	
300	0.256667	0.485915	300	0.256667	0.256667	0.219862	
400	0.252500	0.485915	400	0.252500	0.252500	0.219890	
500	0.268000	0.485915	500	0.268000	0.268000	0.220037	
600	0.263333	0.485915	600	0.263333	0.263333	0.220064	
700	0.264286	0.485915	700	0.264286	0.264286	0.220131	
800	0.262500	0.485915	800	0.262500	0.262500	0.220171	
900	0.268889	0.485915	900	0.268889	0.268889	0.220304	
1000	0.270000	0.485915	1000	0.270000	0.270000	0.220384	
100	0.240000	0.485915	100	0.240000	0.240000	0.220410	
200	0.270000	0.485915	200	0.270000	0.270000	0.220516	
300	0.296667	0.485915	300	0.296667	0.296667	0.220688	
400	0.277500	0.485915	400	0.277500	0.277500	0.220687	
500	0.274000	0.485915	500	0.274000	0.274000	0.220739	
600	0.243333	0.485915	600	0.243333	0.243333	0.220566	
700	0.235714	0.485915	700	0.235714	0.235714	0.220525	
800	0.236250	0.485915	800	0.236250	0.236250	0.220551	
900	0.232222	0.485915	900	0.232222	0.232222	0.220524	
1000	0.237000	0.485915	1000	0.237000	0.237000	0.220602	
100	0.210000	0.485915	100	0.210000	0.210000	0.220588	
200	0.235000	0.485915	200	0.235000	0.235000	0.220640	
300	0.246667	0.485915	300	0.246667	0.246667	0.220705	
400	0.240000	0.485915	400	0.240000	0.240000	0.220704	
500	0.222000	0.485915	500	0.222000	0.222000	0.220611	
600	0.228333	0.485915	600	0.228333	0.228333	0.220663	
700	0.228571	0.485915	700	0.228571	0.228571	0.220675	
800	0.240000	0.485915	800	0.240000	0.240000	0.220804	
900	0.245556	0.485915	900	0.245556	0.245556	0.220894	
1000	0.239000	0.485915	1000	0.239000	0.239000	0.220841	
100	0.270000	0.485915	100	0.270000	0.270000	0.220905	
200	0.285000	0.485915	200	0.285000	0.285000	0.221007	
300	0.296667	0.485915	300	0.296667	0.296667	0.221136	
400	0.260000	0.485915	400	0.260000	0.260000	0.221044	
500	0.256000	0.485915	500	0.256000	0.256000	0.221068	
600	0.261667	0.485915	600	0.261667	0.261667	0.221157	
700	0.260000	0.485915	700	0.260000	0.260000	0.221194	
800	0.258750	0.485915	800	0.258750	0.258750	0.221231	
900	0.262222	0.485915	900	0.262222	0.262222	0.221319	
1000	0.252000	0.485915	1000	0.252000	0.252000	0.221241	
100	0.240000	0.485915	100	0.240000	0.240000	0.221265	
200	0.260000	0.485915	200	0.260000	0.260000	0.221340	
300	0.216667	0.485915	300	0.216667	0.216667	0.221223	
400	0.207500	0.485915	400	0.207500	0.207500	0.221171	
500	0.206000	0.485915	500	0.206000	0.206000	0.221144	
600	0.206667	0.485915	600	0.206667	0.206667	0.221130	
700	0.208571	0.485915	700	0.208571	0.208571	0.221128	
800	0.216250	0.485915	800	0.216250	0.216250	0.221190	
900	0.216667	0.485915	900	0.216667	0.216667	0.221189	
1000	0.221000	0.485915	1000	0.221000	0.221000	0.221238	
100	0.240000	0.485915	100	0.240000	0.240000	0.221261	
200	0.215000	0.485915	200	0.215000	0.215000	0.221222	
300	0.196667	0.485915	300	0.196667	0.196667	0.221145	
400	0.225000	0.485915	400	0.225000	0.225000	0.221257	
500	0.224000	0.485915	500	0.224000	0.224000	0.221255	
600	0.233333	0.485915	600	0.233333	0.233333	0.221329	
700	0.228571	0.485915	700	0.228571	0.228571	0.221302	
800	0.231250	0.485915	800	0.231250	0.231250	0.221338	
900	0.234444	0.485915	900	0.234444	0.234444	0.221386	
1000	0.237000	0.485915	1000	0.237000	0.237000	0.221435	
100	0.180000	0.485915	100	0.180000	0.180000	0.221383	
200	0.230000	0.485915	200	0.230000	0.230000	0.221456	
300	0.210000	0.485915	300	0.210000	0.210000	0.221392	
400	0.210000	0.485915	400	0.210000	0.210000	0.221378	
500	0.212000	0.485915	500	0.212000	0.212000	0.221376	
600	0.216667	0.485915	600	0.216667	0.216667	0.221399	
700	0.222857	0.485915	700	0.222857	0.222857	0.221447	
800	0.218750	0.485915	800	0.218750	0.218750	0.221408	
900	0.225556	0.485915	900	0.225556	0.225556	0.221481	
1000	0.224000	0.485915	1000	0.224000	0.224000	0.221466	
100	0.240000	0.485915	100	0.240000	0.240000	0.221489	
200	0.230000	0.485915	200	0.230000	0.230000	0.221487	
300	0.236667	0.485915	300	0.236667	0.236667	0.221522	
400	0.245000	0.485915	400	0.245000	0.245000	0.221582	
500	0.236000	0.485915	500	0.236000	0.236000	0.221556	
600	0.240000	0.485915	600	0.240000	0.240000	0.221603	
700	0.244286	0.485915	700	0.244286	0.244286	0.221662	
800	0.246250	0.485915	800	0.246250	0.246250	0.221709	
900	0.250000	0.485915	900	0.250000	0.250000	0.221780	
1000	0.263000	0.485915	1000	0.263000	0.263000	0.221973	
100	0.190000	0.485915	100	0.190000	0.190000	0.221934	
200	0.190000	0.485915	200	0.190000	0.190000	0.221895	
300	0.220000	0.485915	300	0.220000	0.220000	0.221966	
400	0.232500	0.485915	400	0.232500	0.232500	0.222024	
500	0.220000	0.485915	500	0.220000	0.220000	0.221961	
600	0.230000	0.485915	600	0.230000	0.230000	0.222031	
700	0.225714	0.485915	700	0.225714	0.225714	0.222005	
800	0.227500	0.485915	800	0.227500	0.227500	0.222026	
900	0.228889	0.485915	900	0.228889	0.228889	0.222048	
1000	0.233000	0.485915	1000	0.233000	0.233000	0.222106	
100	0.270000	0.485915	100	0.270000	0.270000	0.222163	
200	0.260000	0.485915	200	0.260000	0.260000	0.222197	
300	0.236667	0.485915	300	0.236667	0.236667	0.222158	
400	0.255000	0.485915	400	0.255000	0.255000	0.222264	
500	0.252000	0.485915	500	0.252000	0.252000	0.222285	
600	0.248333	0.485915	600	0.248333	0.248333	0.222294	
700	0.252857	0.485915	700	0.252857	0.252857	0.222363	
800	0.256250	0.485915	800	0.256250	0.256250	0.222432	
900	0.258889	0.485915	900	0.258889	0.258889	0.222500	
1000	0.256000	0.485915	1000	0.256000	0.256000	0.222509	
100	0.350000	0.485915	100	0.350000	0.350000	0.222661	
200	0.315000	0.485915	200	0.315000	0.315000	0.222729	
300	0.266667	0.485915	300	0.266667	0.266667	0.222666	
400	0.257500	0.485915	400	0.257500	0.257500	0.222675	
500	0.250000	0.485915	500	0.250000	0.250000	0.222672	
600	0.248333	0.485915	600	0.248333	0.248333	0.222692	
700	0.242857	0.485915	700	0.242857	0.242857	0.222677	
800	0.243750	0.485915	800	0.243750	0.243750	0.222710	
900	0.242222	0.485915	900	0.242222	0.242222	0.222718	
1000	0.243000	0.485915	1000	0.243000	0.243000	0.222750	
100	0.210000	0.485915	100	0.210000	0.210000	0.222735	
200	0.270000	0.485915	200	0.270000	0.270000	0.222861	
300	0.263333	0.485915	300	0.263333	0.263333	0.222893	
400	0.262500	0.485915	400	0.262500	0.262500	0.222936	
500	0.262000	0.485915	500	0.262000	0.262000	0.222980	
600	0.271667	0.485915	600	0.271667	0.271667	0.223093	
700	0.275714	0.485915	700	0.275714	0.275714	0.223183	
800	0.272500	0.485915	800	0.272500	0.272500	0.223214	
900	0.266667	0.485915	900	0.266667	0.266667	0.223210	
1000	0.275000	0.485915	1000	0.275000	0.275000	0.223358	
100	0.230000	0.485915	100	0.230000	0.230000	0.223366	
200	0.235000	0.485915	200	0.235000	0.235000	0.223385	
300	0.256667	0.485915	300	0.256667	0.256667	0.223474	
400	0.242500	0.485915	400	0.242500	0.242500	0.223446	
500	0.250000	0.485915	500	0.250000	0.250000	0.223512	
600	0.241667	0.485915	600	0.241667	0.241667	0.223485	
700	0.248571	0.485915	700	0.248571	0.248571	0.223561	
800	0.248750	0.485915	800	0.248750	0.248750	0.223592	
900	0.263333	0.485915	900	0.263333	0.263333	0.223772	
1000	0.272000	0.485915	1000	0.272000	0.272000	0.223917	
100	0.280000	0.485915	100	0.280000	0.280000	0.223981	
200	0.280000	0.485915	200	0.280000	0.280000	0.224046	
300	0.296667	0.485915	300	0.296667	0.296667	0.224167	
400	0.277500	0.485915	400	0.277500	0.277500	0.224162	
500	0.260000	0.485915	500	0.260000	0.260000	0.224123	
600	0.273333	0.485915	600	0.273333	0.273333	0.224255	
700	0.274286	0.485915	700	0.274286	0.274286	0.224319	
800	0.268750	0.485915	800	0.268750	0.268750	0.224325	
900	0.261111	0.485915	900	0.261111	0.261111	0.224298	
1000	0.258000	0.485915	1000	0.258000	0.258000	0.224304	
100	0.210000	0.485915	100	0.210000	0.210000	0.224288	
200	0.220000	0.485915	200	0.220000	0.220000	0.224295	
300	0.206667	0.485915	300	0.206667	0.206667	0.224244	
400	0.200000	0.485915	400	0.200000	0.200000	0.224194	
500	0.196000	0.485915	500	0.196000	0.196000	0.224144	
600	0.203333	0.485915	600	0.203333	0.203333	0.224162	
700	0.200000	0.485915	700	0.200000	0.200000	0.224112	
800	0.213750	0.485915	800	0.213750	0.213750	0.224209	
900	0.220000	0.485915	900	0.220000	0.220000	0.224261	
1000	0.232000	0.485915	1000	0.232000	0.232000	0.224391	
100	0.170000	0.485915	100	0.170000	0.170000	0.224330	
200	0.210000	0.485915	200	0.210000	0.210000	0.224358	
300	0.206667	0.485915	300	0.206667	0.206667	0.224331	
400	0.205000	0.485915	400	0.205000	0.205000	0.224304	
500	0.228000	0.485915	500	0.228000	0.228000	0.224411	
600	0.228333	0.485915	600	0.228333	0.228333	0.224417	
700	0.227143	0.485915	700	0.227143	0.227143	0.224412	
800	0.230000	0.485915	800	0.230000	0.230000	0.224441	
900	0.225556	0.485915	900	0.225556	0.225556	0.224402	
1000	0.227000	0.485915	1000	0.227000	0.227000	0.224420	
100	0.300000	0.485915	100	0.300000	0.300000	0.224504	
200	0.345000	0.485915	200	0.345000	0.345000	0.224687	
300	0.333333	0.485915	300	0.333333	0.333333	0.224782	
400	0.305000	0.485915	400	0.305000	0.305000	0.224776	
500	0.288000	0.485915	500	0.288000	0.288000	0.224771	
600	0.273333	0.485915	600	0.273333	0.273333	0.224744	
700	0.264286	0.485915	700	0.264286	0.264286	0.224727	
800	0.258750	0.485915	800	0.258750	0.258750	0.224722	
900	0.252222	0.485915	900	0.252222	0.252222	0.224695	
1000	0.245000	0.485915	1000	0.245000	0.245000	0.224646	
100	0.210000	0.485915	100	0.210000	0.210000	0.224630	
200	0.225000	0.485915	200	0.225000	0.225000	0.224647	
300	0.216667	0.485915	300	0.216667	0.216667	0.224620	
400	0.222500	0.485915	400	0.222500	0.222500	0.224636	
500	0.222000	0.485915	500	0.222000	0.222000	0.224631	
600	0.218333	0.485915	600	0.218333	0.218333	0.224605	
700	0.215714	0.485915	700	0.215714	0.215714	0.224578	
800	0.213750	0.485915	800	0.213750	0.213750	0.224551	
900	0.208889	0.485915	900	0.208889	0.208889	0.224492	
