Default schedule
Rate	83.33
Tree Move	16.67
Rate Tried	% Accepted	Tree Move Tried	% Accepted	Rates - Dev	Rates - Tried	Rates - Accepted	Sample Ave Acceptance	Total Ave Acceptance	
828	0.288647	172	0.866279	4.137361	828	0.288647	0.388000	0.444759	
812	0.268473	188	0.797872	4.137361	812	0.268473	0.368000	0.433795	
829	0.289505	171	0.748538	4.137361	829	0.289505	0.368000	0.425572	
825	0.292121	175	0.811429	4.137361	825	0.292121	0.383000	0.420842	
841	0.240190	159	0.874214	4.137361	841	0.240190	0.341000	0.412859	
842	0.321853	158	0.816456	4.137361	842	0.321853	0.400000	0.411690	
821	0.302071	179	0.871508	4.137361	821	0.302071	0.404000	0.411049	
833	0.294118	167	0.868263	4.137361	833	0.294118	0.390000	0.409430	
832	0.323317	168	0.863095	4.137361	832	0.323317	0.414000	0.409756	
844	0.297393	156	0.852564	4.137361	844	0.297393	0.384000	0.408039	
797	0.355082	203	0.793103	4.137361	797	0.355082	0.444000	0.410287	
823	0.328068	177	0.819209	4.137361	823	0.328068	0.415000	0.410564	
820	0.287805	180	0.838889	4.137361	820	0.287805	0.387000	0.409255	
844	0.291469	156	0.820513	4.137361	844	0.291469	0.374000	0.407400	
839	0.270560	161	0.819876	4.137361	839	0.270560	0.359000	0.404980	
825	0.266667	175	0.822857	4.137361	825	0.266667	0.364000	0.403028	
830	0.330120	170	0.911765	4.137361	830	0.330120	0.429000	0.404209	
819	0.293040	181	0.745856	4.137361	819	0.293040	0.375000	0.402939	
850	0.325882	150	0.846667	4.137361	850	0.325882	0.404000	0.402983	
862	0.300464	138	0.789855	4.137361	862	0.300464	0.368000	0.401584	
844	0.283175	156	0.846154	4.137361	844	0.283175	0.371000	0.400408	
810	0.277778	190	0.763158	4.137361	810	0.277778	0.370000	0.399282	
814	0.255528	186	0.752688	4.137361	814	0.255528	0.348000	0.397450	
850	0.294118	150	0.880000	4.137361	850	0.294118	0.382000	0.396917	
800	0.283750	200	0.760000	4.137361	800	0.283750	0.379000	0.396320	
840	0.303571	160	0.850000	4.137361	840	0.303571	0.391000	0.396149	
857	0.268378	143	0.860140	4.137361	857	0.268378	0.353000	0.394800	
850	0.285882	150	0.713333	4.137361	850	0.285882	0.350000	0.393443	
822	0.259124	178	0.808989	4.137361	822	0.259124	0.357000	0.392371	
841	0.315101	159	0.779874	4.137361	841	0.315101	0.389000	0.392275	
837	0.310633	163	0.858896	4.137361	837	0.310633	0.400000	0.392489	
837	0.335723	163	0.822086	4.137361	837	0.335723	0.415000	0.393097	
851	0.282021	149	0.751678	4.137361	851	0.282021	0.352000	0.392016	
849	0.276796	151	0.801325	4.137361	849	0.276796	0.356000	0.391093	
838	0.298329	162	0.820988	4.137361	838	0.298329	0.383000	0.390890	
822	0.296837	178	0.831461	4.137361	822	0.296837	0.392000	0.390917	
859	0.253783	141	0.744681	4.137361	859	0.253783	0.323000	0.389300	
838	0.294749	162	0.839506	4.137361	838	0.294749	0.383000	0.389154	
846	0.309693	154	0.779221	4.137361	846	0.309693	0.382000	0.388991	
841	0.306778	159	0.811321	4.137361	841	0.306778	0.387000	0.388947	
809	0.288010	191	0.795812	4.137361	809	0.288010	0.385000	0.388861	
858	0.356643	142	0.823944	4.137361	858	0.356643	0.423000	0.389587	
854	0.305621	146	0.821918	4.137361	854	0.305621	0.381000	0.389409	
831	0.294826	169	0.828402	4.137361	831	0.294826	0.385000	0.389319	
836	0.266746	164	0.817073	4.137361	836	0.266746	0.357000	0.388672	
838	0.293556	162	0.814815	4.137361	838	0.293556	0.378000	0.388463	
830	0.306024	170	0.794118	4.137361	830	0.306024	0.389000	0.388473	
817	0.318237	183	0.841530	4.137361	817	0.318237	0.414000	0.388955	
812	0.262315	188	0.813830	4.137361	812	0.262315	0.366000	0.388530	
831	0.288809	169	0.816568	4.137361	831	0.288809	0.378000	0.388338	
829	0.231604	171	0.865497	4.137361	829	0.231604	0.340000	0.387475	
817	0.275398	183	0.808743	4.137361	817	0.275398	0.373000	0.387221	
834	0.310552	166	0.831325	4.137361	834	0.310552	0.397000	0.387390	
840	0.294048	160	0.837500	4.137361	840	0.294048	0.381000	0.387282	
869	0.263521	131	0.870229	4.137361	869	0.263521	0.343000	0.386544	
839	0.293206	161	0.838509	4.137361	839	0.293206	0.381000	0.386453	
809	0.260816	191	0.769634	4.137361	809	0.260816	0.358000	0.385994	
824	0.281553	176	0.857955	4.137361	824	0.281553	0.383000	0.385946	
830	0.307229	170	0.817647	4.137361	830	0.307229	0.394000	0.386072	
817	0.291310	183	0.885246	4.137361	817	0.291310	0.400000	0.386286	
822	0.294404	178	0.820225	4.137361	822	0.294404	0.388000	0.386312	
830	0.291566	170	0.876471	4.137361	830	0.291566	0.391000	0.386382	
817	0.303550	183	0.819672	4.137361	817	0.303550	0.398000	0.386553	
823	0.291616	177	0.830508	4.137361	823	0.291616	0.387000	0.386560	
836	0.284689	164	0.823171	4.137361	836	0.284689	0.373000	0.386366	
840	0.278571	160	0.725000	4.137361	840	0.278571	0.350000	0.385854	
817	0.290086	183	0.814208	4.137361	817	0.290086	0.386000	0.385856	
852	0.301643	148	0.743243	4.137361	852	0.301643	0.367000	0.385597	
829	0.288299	171	0.830409	4.137361	829	0.288299	0.381000	0.385535	
848	0.266509	152	0.861842	4.137361	848	0.266509	0.357000	0.385155	
814	0.326781	186	0.784946	4.137361	814	0.326781	0.412000	0.385508	
835	0.304192	165	0.793939	4.137361	835	0.304192	0.385000	0.385501	
836	0.309809	164	0.695122	4.137361	836	0.309809	0.373000	0.385341	
816	0.268382	184	0.782609	4.137361	816	0.268382	0.363000	0.385058	
826	0.306295	174	0.781609	4.137361	826	0.306295	0.389000	0.385108	
831	0.310469	169	0.781065	4.137361	831	0.310469	0.390000	0.385168	
821	0.288672	179	0.748603	4.137361	821	0.288672	0.371000	0.384995	
827	0.301088	173	0.786127	4.137361	827	0.301088	0.385000	0.384995	
806	0.311414	194	0.896907	4.137361	806	0.311414	0.425000	0.385472	
830	0.263855	170	0.800000	4.137361	830	0.263855	0.355000	0.385113	
814	0.309582	186	0.827957	4.137361	814	0.309582	0.406000	0.385356	
843	0.300119	157	0.777070	4.137361	843	0.300119	0.375000	0.385237	
823	0.284326	177	0.802260	4.137361	823	0.284326	0.376000	0.385132	
858	0.303030	142	0.838028	4.137361	858	0.303030	0.379000	0.385063	
829	0.253317	171	0.847953	4.137361	829	0.253317	0.355000	0.384729	
812	0.309113	188	0.851064	4.137361	812	0.309113	0.411000	0.385018	
844	0.293839	156	0.756410	4.137361	844	0.293839	0.366000	0.384811	
844	0.300948	156	0.826923	4.137361	844	0.300948	0.383000	0.384792	
828	0.324879	172	0.825581	4.137361	828	0.324879	0.411000	0.385070	
836	0.271531	164	0.823171	4.137361	836	0.271531	0.362000	0.384828	
826	0.286925	174	0.787356	4.137361	826	0.286925	0.374000	0.384715	
826	0.267554	174	0.896552	4.137361	826	0.267554	0.377000	0.384635	
851	0.301998	149	0.865772	4.137361	851	0.301998	0.386000	0.384649	
826	0.311138	174	0.827586	4.137361	826	0.311138	0.401000	0.384814	
868	0.250000	132	0.787879	4.137361	868	0.250000	0.321000	0.384176	
830	0.295181	170	0.847059	4.137361	830	0.295181	0.389000	0.384224	
852	0.287559	148	0.716216	4.137361	852	0.287559	0.351000	0.383898	
812	0.289409	188	0.803191	4.137361	812	0.289409	0.386000	0.383919	
825	0.307879	175	0.771429	4.137361	825	0.307879	0.389000	0.383967	
823	0.290401	177	0.802260	4.137361	823	0.290401	0.381000	0.383939	
