Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_multistate_run2.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1977399206
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl_multistate_run2.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    qDG                          None
    qGD                          None
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 10.00 
        qGD - exp 10.00 
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	
5804000	-7.791490	257	9.454492	4.903061	0.355235	0.644765	
5805000	-7.824442	64	10.581937	6.158287	0.318444	0.681556	
5806000	-8.477258	286	9.708997	3.172041	0.410148	0.589852	
5807000	-8.392244	291	17.518622	11.547726	0.440167	0.559833	
5808000	-7.481004	369	5.538809	4.688892	0.185112	0.814888	
5809000	-8.275923	66	18.101447	9.380035	0.424004	0.575996	
5810000	-7.669298	134	12.189851	10.455225	0.414971	0.585029	
5811000	-8.835015	362	2.161335	4.793152	0.061379	0.938621	
5812000	-8.334836	216	9.812466	7.791816	0.358900	0.641100	
5813000	-7.634082	383	8.057120	5.597552	0.320515	0.679485	
5814000	-9.611762	72	0.851240	1.190474	0.008851	0.991149	
5815000	-8.438961	33	2.054602	2.991342	0.047729	0.952271	
5816000	-8.104556	242	1.269613	5.600695	0.011465	0.988535	
5817000	-7.526645	265	8.093296	6.683055	0.311423	0.688577	
5818000	-7.644604	242	7.925679	8.275307	0.252300	0.747700	
5819000	-7.538392	493	5.764747	8.049695	0.241909	0.758091	
5820000	-8.916960	80	12.825892	5.073984	0.383107	0.616893	
5821000	-9.747340	277	0.662664	7.668726	0.006156	0.993844	
5822000	-9.114133	61	2.271490	9.892138	0.035099	0.964901	
5823000	-7.844040	481	6.437746	4.082136	0.343248	0.656752	
5824000	-7.615423	349	9.827009	6.607519	0.294284	0.705716	
5825000	-8.559023	282	10.932479	3.474506	0.397965	0.602035	
5826000	-9.338484	387	22.345169	11.162350	0.445864	0.554136	
5827000	-10.839168	281	4.947520	23.048789	0.221717	0.778283	
5828000	-7.411685	296	4.646284	6.444224	0.171428	0.828572	
5829000	-9.217029	399	12.139548	2.080677	0.470598	0.529402	
5830000	-7.329507	112	6.305367	4.637369	0.208093	0.791907	
5831000	-7.902103	192	12.054657	11.038180	0.430766	0.569234	
5832000	-8.615789	220	7.605700	14.715051	0.329316	0.670684	
5833000	-8.043518	491	12.279318	7.335258	0.392806	0.607194	
5834000	-8.041530	465	3.304200	7.437927	0.128259	0.871741	
5835000	-7.906848	268	5.029619	4.747966	0.160768	0.839232	
5836000	-8.403539	220	2.755056	8.162786	0.077990	0.922010	
5837000	-7.897293	277	6.990129	6.643959	0.275057	0.724943	
5838000	-8.412912	406	2.511136	3.864909	0.080921	0.919079	
5839000	-8.060764	129	2.084306	2.982863	0.029031	0.970969	
5840000	-10.656787	64	23.099539	3.296088	0.467744	0.532256	
5841000	-7.899125	386	2.818211	6.013202	0.044010	0.955990	
5842000	-7.896376	314	12.600085	4.285465	0.414773	0.585227	
5843000	-7.689790	270	9.602383	11.242224	0.366840	0.633160	
5844000	-7.797110	210	6.760663	3.168373	0.346167	0.653833	
5845000	-9.360719	427	1.508422	8.812278	0.026820	0.973180	
5846000	-7.835970	428	1.190022	7.336208	0.010958	0.989042	
5847000	-9.369311	251	7.470930	0.962194	0.547736	0.452264	
5848000	-8.318814	133	3.183660	4.291369	0.064526	0.935474	
5849000	-7.999077	372	8.943134	10.477464	0.241891	0.758109	
5850000	-8.485853	328	8.144255	3.115402	0.286669	0.713331	
5851000	-8.370233	157	6.359404	1.433732	0.529077	0.470923	
5852000	-7.581941	101	9.042444	6.002349	0.336584	0.663416	
5853000	-8.850130	208	18.479767	6.557322	0.476297	0.523703	
5854000	-9.513434	441	2.102567	6.545814	0.042569	0.957431	
5855000	-7.909659	358	5.534022	6.254816	0.204598	0.795402	
5856000	-8.417981	162	3.106059	3.828726	0.072889	0.927111	
5857000	-7.700598	389	4.728053	4.318224	0.086043	0.913957	
5858000	-8.626438	410	6.442942	1.626159	0.339432	0.660568	
5859000	-7.819388	222	6.552675	4.754821	0.196777	0.803223	
5860000	-7.947986	473	4.996618	5.327070	0.143143	0.856857	
5861000	-8.256980	169	1.208646	3.001404	0.018226	0.981774	
5862000	-7.520026	295	2.322617	7.908176	0.032611	0.967389	
5863000	-8.067075	26	10.369278	14.604587	0.394799	0.605201	
5864000	-8.889555	106	5.251452	0.981459	0.374006	0.625994	
5865000	-8.094121	65	11.966929	8.243512	0.360390	0.639610	
5866000	-8.717570	94	12.190461	2.112664	0.446805	0.553195	
5867000	-7.918417	131	10.122425	9.387681	0.298773	0.701227	
5868000	-8.372050	487	7.498678	2.032461	0.379120	0.620880	
5869000	-7.424751	93	8.140106	4.950945	0.259546	0.740454	
5870000	-8.115920	342	6.777657	14.171942	0.335705	0.664295	
5871000	-7.912341	42	3.785049	5.191671	0.125480	0.874520	
5872000	-8.534585	99	6.673489	0.858802	0.649175	0.350825	
5873000	-8.463381	409	1.558420	3.255655	0.029895	0.970105	
5874000	-7.771590	109	3.605516	4.326681	0.128933	0.871067	
5875000	-8.380490	99	3.495698	2.743417	0.130747	0.869253	
5876000	-9.068931	315	8.352298	1.509414	0.369922	0.630078	
5877000	-8.077185	18	1.864145	2.099381	0.015411	0.984589	
5878000	-9.241761	354	1.670293	4.309428	0.060394	0.939606	
5879000	-8.169352	62	15.091400	8.858886	0.429376	0.570624	
5880000	-8.225753	187	5.693621	12.635893	0.176038	0.823962	
5881000	-7.971754	430	3.573478	4.644542	0.186707	0.813293	
5882000	-7.493883	138	2.701768	4.849637	0.057548	0.942452	
5883000	-8.730073	255	18.347417	5.869303	0.444196	0.555804	
5884000	-8.204690	354	7.509018	8.363204	0.395907	0.604093	
5885000	-8.046203	290	11.685269	8.180162	0.375038	0.624962	
5886000	-7.568364	373	8.652916	8.623311	0.332939	0.667061	
5887000	-8.804395	149	1.341248	7.660921	0.007036	0.992964	
5888000	-9.214524	298	4.926168	0.810035	0.371973	0.628027	
5889000	-7.758270	124	4.602648	7.488426	0.204891	0.795109	
5890000	-8.219301	492	3.525210	2.856303	0.150536	0.849464	
5891000	-7.692387	41	9.175498	10.100150	0.334421	0.665579	
5892000	-7.878546	282	7.364333	5.778639	0.302220	0.697780	
5893000	-8.497997	337	15.009905	7.195332	0.444956	0.555044	
5894000	-8.489887	437	9.764704	17.678186	0.398318	0.601682	
5895000	-7.874768	367	5.954900	10.088778	0.231108	0.768892	
5896000	-7.474679	66	4.757210	6.960695	0.130777	0.869223	
5897000	-8.328711	438	6.638210	2.081594	0.224350	0.775650	
5898000	-7.972060	109	10.495331	10.027645	0.403112	0.596888	
5899000	-9.612379	259	1.513615	1.749705	0.013386	0.986614	
5900000	-8.701042	9	2.215062	2.145501	0.043405	0.956595	
5901000	-7.922786	368	4.233997	2.689151	0.100696	0.899304	
5902000	-9.406138	288	5.289997	12.685939	0.323787	0.676213	
5903000	-8.626457	7	9.390789	15.931360	0.412592	0.587408	
5904000	-7.741471	302	7.049686	4.091322	0.202428	0.797572	
5905000	-7.817037	105	3.001459	3.992387	0.051380	0.948620	
5906000	-9.616963	457	7.325771	22.857354	0.328574	0.671426	
5907000	-9.363929	445	2.982765	11.374815	0.108964	0.891036	
5908000	-8.297177	177	11.611489	7.187354	0.402929	0.597071	
5909000	-8.030158	7	5.434891	8.129710	0.239683	0.760317	
5910000	-7.609833	199	5.316469	7.240889	0.257897	0.742103	
5911000	-9.429016	493	13.652441	1.464329	0.480862	0.519138	
5912000	-7.949236	469	8.563175	12.003864	0.256917	0.743083	
5913000	-7.635812	79	14.234027	13.072250	0.405559	0.594441	
5914000	-8.542973	112	16.986421	23.799801	0.465703	0.534297	
5915000	-8.587317	265	18.671095	6.642767	0.459582	0.540418	
5916000	-9.879188	429	17.417546	0.753162	0.688310	0.311690	
5917000	-8.290546	488	10.240682	2.546827	0.459769	0.540231	
5918000	-7.780175	102	12.240998	10.735104	0.364955	0.635045	
5919000	-8.531506	250	5.224936	11.826298	0.243718	0.756282	
5920000	-8.132891	488	14.219138	8.618971	0.452541	0.547459	
5921000	-8.723333	227	9.718545	2.345818	0.342372	0.657628	
5922000	-8.140316	459	6.019484	2.752246	0.274229	0.725771	
5923000	-8.146732	56	8.269743	12.196416	0.293033	0.706967	
5924000	-8.017615	440	8.156973	4.175752	0.320603	0.679397	
5925000	-7.693320	114	1.774733	5.617532	0.023805	0.976195	
5926000	-7.881249	146	6.256237	3.213939	0.222675	0.777325	
5927000	-8.801130	103	1.068534	2.628541	0.009731	0.990269	
5928000	-8.165462	43	10.883986	13.930418	0.457783	0.542217	
5929000	-8.323269	251	10.293623	13.257804	0.356886	0.643114	
5930000	-8.758858	322	3.905750	0.995663	0.192662	0.807338	
5931000	-9.511202	198	1.176974	0.936998	0.017495	0.982505	
5932000	-8.841797	73	5.302580	14.725927	0.193291	0.806709	
5933000	-7.333232	207	5.038022	4.089171	0.156700	0.843300	
5934000	-8.739807	26	4.518289	1.656070	0.179842	0.820158	
5935000	-9.559891	277	3.056893	0.889561	0.244811	0.755189	
5936000	-9.256873	403	0.765359	4.933811	0.011546	0.988454	
5937000	-8.118585	205	3.308613	8.681097	0.115823	0.884177	
5938000	-7.826443	306	10.233327	4.116661	0.265690	0.734310	
5939000	-8.517177	155	1.963079	5.076069	0.020857	0.979143	
5940000	-8.972969	462	11.472496	18.245104	0.389945	0.610055	
5941000	-7.872995	242	2.017218	6.439561	0.029314	0.970686	
5942000	-8.657250	383	11.775452	17.494772	0.438841	0.561159	
5943000	-7.777137	82	10.132534	3.757968	0.373826	0.626174	
5944000	-8.314044	473	12.803873	15.351813	0.388234	0.611766	
5945000	-10.004987	329	25.066914	8.816566	0.483996	0.516004	
5946000	-8.281398	105	5.260611	2.665201	0.136304	0.863696	
5947000	-7.768010	346	10.812232	5.163204	0.355826	0.644174	
5948000	-9.384687	250	9.333085	0.845585	0.506251	0.493749	
5949000	-8.591947	128	5.846079	2.636151	0.204761	0.795239	
5950000	-8.281007	298	7.338452	6.926710	0.296800	0.703200	
5951000	-8.673502	372	4.121208	2.869960	0.098914	0.901086	
5952000	-7.533752	460	11.565303	9.756827	0.382591	0.617409	
5953000	-8.025514	285	12.731234	6.967803	0.426605	0.573395	
5954000	-8.177758	312	3.763696	2.548524	0.093682	0.906318	
5955000	-8.039282	476	13.828784	10.448175	0.328711	0.671289	
5956000	-7.924377	390	7.440484	9.936426	0.341868	0.658132	
5957000	-9.506082	433	4.650485	0.944871	0.423799	0.576201	
5958000	-8.409649	344	1.432563	4.984507	0.012754	0.987246	
5959000	-9.066663	414	4.324592	11.840643	0.188105	0.811895	
5960000	-8.363449	372	11.265636	16.435402	0.319900	0.680100	
5961000	-7.689292	84	14.651766	12.735017	0.423097	0.576903	
5962000	-8.284104	189	0.839061	3.609997	0.011562	0.988438	
5963000	-7.978079	282	4.668199	4.167492	0.183104	0.816896	
5964000	-9.168301	255	13.834676	25.955169	0.451860	0.548140	
5965000	-7.564110	283	10.842460	4.397213	0.318251	0.681749	
5966000	-8.688537	271	5.837386	1.536160	0.283947	0.716053	
5967000	-7.770689	296	7.963958	12.274097	0.340264	0.659736	
5968000	-8.837388	488	2.164832	1.510425	0.085872	0.914128	
5969000	-8.381231	109	11.134424	14.216988	0.432290	0.567710	
5970000	-8.805784	77	26.272980	21.880587	0.491568	0.508432	
5971000	-7.282347	295	6.956502	4.096428	0.168365	0.831635	
5972000	-8.682707	128	8.875039	3.622952	0.284869	0.715131	
5973000	-8.065663	43	13.082151	11.772631	0.466362	0.533638	
5974000	-8.575167	190	3.505233	1.725055	0.091366	0.908634	
5975000	-7.768760	58	7.904888	8.106549	0.262433	0.737567	
5976000	-8.128460	442	4.929519	6.805095	0.211773	0.788227	
5977000	-8.131112	436	10.704770	8.981204	0.426473	0.573527	
5978000	-7.901149	6	11.375057	10.159621	0.338462	0.661538	
5979000	-8.365956	221	11.736960	6.115084	0.400434	0.599566	
5980000	-8.815343	325	22.259930	15.287539	0.491235	0.508765	
5981000	-9.127722	496	11.297288	4.029250	0.356098	0.643902	
5982000	-7.878027	290	6.588617	9.329001	0.255570	0.744430	
5983000	-7.774399	219	4.539401	6.861672	0.146170	0.853830	
5984000	-7.922345	229	2.744822	7.935955	0.071848	0.928152	
5985000	-9.051254	37	9.736178	19.719548	0.383250	0.616750	
5986000	-8.889128	55	0.795224	4.853565	0.004602	0.995398	
5987000	-9.571431	347	5.578520	16.111925	0.313679	0.686321	
5988000	-8.490101	305	14.465504	11.465267	0.389840	0.610160	
5989000	-7.695027	374	5.975256	5.479946	0.278599	0.721401	
5990000	-10.286189	17	6.307717	0.347189	0.850545	0.149455	
5991000	-7.597509	85	6.136266	4.174180	0.165590	0.834410	
5992000	-8.552657	132	1.169687	6.946530	0.011957	0.988043	
5993000	-8.033802	357	2.080271	8.382537	0.022350	0.977650	
5994000	-7.761912	465	5.468785	8.779022	0.246626	0.753374	
5995000	-8.447505	55	9.454682	2.272747	0.366796	0.633204	
5996000	-7.667777	389	16.152381	11.441736	0.353694	0.646306	
5997000	-8.454490	433	3.046593	3.616167	0.131328	0.868672	
5998000	-9.545618	323	0.970707	6.652473	0.004850	0.995150	
5999000	-7.891982	227	4.350290	5.796276	0.147949	0.852051	
6000000	-8.707660	175	3.324342	1.728548	0.092189	0.907811	
6001000	-7.781450	25	7.889275	2.716186	0.314266	0.685734	
6002000	-7.711545	181	10.228119	3.574528	0.306881	0.693119	
6003000	-8.815840	16	4.779127	3.197387	0.246908	0.753092	
6004000	-8.630756	439	27.129208	12.607086	0.481664	0.518336	
6005000	-7.937679	57	12.274279	10.628434	0.316207	0.683793	
6006000	-8.392341	163	7.915842	11.208880	0.304546	0.695454	
6007000	-8.044212	168	8.439129	9.901446	0.387935	0.612065	
6008000	-7.567849	296	2.943802	4.323703	0.079979	0.920021	
6009000	-8.353345	304	7.633633	5.595243	0.316725	0.683275	
6010000	-7.866481	413	4.362944	4.963639	0.120846	0.879154	
6011000	-7.983941	59	3.649535	1.976835	0.112477	0.887523	
6012000	-7.767827	42	5.023081	5.132009	0.195779	0.804221	
6013000	-10.846664	248	20.705337	3.632358	0.440031	0.559969	
6014000	-8.454570	491	8.957719	1.559910	0.452769	0.547231	
6015000	-8.001921	51	2.239430	4.643822	0.057834	0.942166	
6016000	-8.199879	57	4.605867	11.889395	0.103074	0.896926	
6017000	-8.937828	387	8.034674	2.339413	0.390633	0.609367	
6018000	-9.925354	18	28.908715	11.073686	0.451926	0.548074	
6019000	-7.886545	189	1.543257	4.727072	0.039702	0.960298	
6020000	-10.073052	443	25.752226	12.255387	0.494112	0.505888	
6021000	-9.675764	111	5.578624	20.138153	0.284589	0.715411	
6022000	-8.290493	289	7.015477	3.355012	0.310087	0.689913	
6023000	-7.602473	21	8.431813	4.504701	0.331308	0.668692	
6024000	-9.617580	144	1.334761	2.496756	0.025834	0.974166	
6025000	-9.963021	207	18.175169	1.397698	0.622608	0.377392	
6026000	-8.062620	313	1.845036	5.760588	0.019293	0.980707	
6027000	-7.991218	404	3.643042	5.491346	0.131701	0.868299	
6028000	-7.566275	93	7.836760	3.699955	0.248579	0.751421	
6029000	-7.882470	143	5.632202	4.679614	0.275993	0.724007	
6030000	-9.232463	464	9.527015	2.519351	0.332511	0.667489	
6031000	-8.049557	332	2.471819	7.853418	0.059249	0.940751	
6032000	-8.386529	126	15.233018	6.931499	0.415439	0.584561	
6033000	-8.944486	96	7.417334	18.883859	0.323414	0.676586	
6034000	-9.827957	223	6.843896	22.965309	0.330134	0.669866	
6035000	-8.760218	88	2.602897	8.293922	0.065815	0.934185	
6036000	-8.222620	491	10.907134	3.240959	0.394100	0.605900	
6037000	-8.024438	161	2.479173	4.539251	0.075497	0.924503	
6038000	-8.183611	4	14.086379	6.417979	0.401799	0.598201	
6039000	-8.270027	400	2.160094	1.408704	0.019711	0.980289	
6040000	-10.108617	164	4.888207	20.571763	0.332517	0.667483	
6041000	-8.939306	65	17.091774	6.282647	0.420330	0.579670	
6042000	-7.842832	102	12.304837	6.754905	0.353972	0.646028	
6043000	-7.625423	500	14.051894	8.567089	0.368191	0.631809	
6044000	-7.301400	229	5.796389	5.128134	0.197656	0.802344	
6045000	-7.917062	446	2.875868	3.475313	0.064826	0.935174	
6046000	-7.781067	319	11.661725	11.940645	0.427949	0.572051	
6047000	-7.637836	89	4.816385	8.200385	0.187714	0.812286	
6048000	-7.817952	369	3.334118	8.224573	0.098550	0.901450	
6049000	-7.046465	12	3.827235	5.120532	0.125157	0.874843	
6050000	-8.609896	456	1.959240	3.631940	0.030601	0.969399	
6051000	-9.423424	337	0.868847	7.036303	0.009409	0.990591	
6052000	-7.947220	151	8.803978	7.970241	0.293492	0.706508	
6053000	-7.560528	335	4.145026	3.721179	0.138946	0.861054	
6054000	-9.723978	320	15.473424	0.800968	0.679816	0.320184	
6055000	-7.237263	79	6.333519	5.686627	0.212581	0.787419	
6056000	-7.947826	75	3.437401	5.744977	0.127210	0.872790	
6057000	-8.405292	353	9.597309	13.228556	0.318400	0.681600	
6058000	-7.732856	127	8.014187	8.294562	0.272915	0.727085	
6059000	-8.379791	50	9.999814	14.065297	0.364131	0.635869	
6060000	-8.211561	100	13.166001	12.680985	0.411673	0.588327	
6061000	-9.182498	77	1.168953	2.825733	0.016685	0.983315	
6062000	-7.790344	62	3.737334	5.825843	0.114868	0.885132	
6063000	-7.687659	196	12.531202	6.184880	0.366035	0.633965	
6064000	-8.783982	445	15.428928	20.669653	0.459371	0.540629	
6065000	-8.497830	68	8.077578	14.306937	0.308740	0.691260	
6066000	-8.529713	278	6.916995	1.070493	0.380218	0.619782	
6067000	-10.292764	311	14.846147	36.535836	0.488939	0.511061	
6068000	-7.909877	75	8.698833	5.308380	0.339091	0.660909	
6069000	-10.014906	160	0.504136	5.543799	0.001752	0.998248	
6070000	-9.791170	4	18.457243	2.816734	0.525438	0.474562	
6071000	-7.975227	255	7.687152	2.706926	0.325573	0.674427	
6072000	-7.502804	310	5.692890	6.926173	0.174585	0.825415	
6073000	-7.938038	382	8.144153	8.183491	0.293515	0.706485	
6074000	-8.117440	164	2.386530	4.151198	0.060229	0.939771	
6075000	-8.551548	55	8.026772	15.817270	0.310524	0.689476	
6076000	-7.847909	56	8.603471	9.634357	0.285711	0.714289	
6077000	-10.424373	20	3.248180	16.981534	0.150115	0.849885	
6078000	-8.766291	179	2.036043	5.196998	0.033491	0.966509	
6079000	-9.318528	67	12.420533	1.179693	0.619177	0.380823	
6080000	-7.840447	52	7.561673	8.566072	0.305609	0.694391	
6081000	-8.451451	69	16.506971	13.432691	0.440852	0.559148	
6082000	-7.003277	400	8.149769	7.793564	0.171396	0.828604	
6083000	-7.381008	428	2.886048	8.347811	0.058320	0.941680	
6084000	-11.404202	476	1.004835	0.394172	0.010742	0.989258	
6085000	-8.569078	141	3.842833	14.872043	0.060004	0.939996	
6086000	-9.683104	297	1.083000	7.449525	0.018296	0.981704	
6087000	-9.106010	19	3.888448	1.650929	0.172313	0.827687	
6088000	-8.698458	122	2.610443	2.230846	0.054873	0.945127	
6089000	-7.884953	236	9.241355	8.633757	0.356824	0.643176	
6090000	-8.904144	173	0.590338	5.025543	0.002946	0.997054	
6091000	-8.187782	347	3.939742	5.129614	0.153049	0.846951	
6092000	-7.384872	207	12.192689	9.398446	0.358558	0.641442	
6093000	-7.883182	296	13.794149	7.404289	0.410626	0.589374	
6094000	-8.663096	193	5.126760	2.047533	0.257189	0.742811	
6095000	-8.028925	20	7.795743	11.045807	0.289733	0.710267	
6096000	-7.880844	178	5.453932	10.953274	0.261700	0.738300	
6097000	-7.951848	215	13.616668	11.663427	0.412364	0.587636	
6098000	-8.012792	462	1.587406	3.305424	0.015364	0.984636	
6099000	-8.019569	424	6.309584	2.546940	0.315723	0.684277	
6100000	-9.412175	356	10.981050	21.037209	0.480467	0.519533	
6101000	-8.830600	495	0.597128	2.395909	0.008116	0.991884	
6102000	-7.678664	196	13.166642	7.192532	0.371701	0.628299	
6103000	-10.033469	309	19.129692	5.065679	0.440750	0.559250	
6104000	-7.631195	207	2.354296	5.891957	0.039076	0.960924	
6105000	-8.323722	410	3.097663	1.757183	0.120363	0.879637	
6106000	-8.186173	42	2.691927	2.914410	0.074934	0.925066	
6107000	-7.953164	338	9.828117	9.605311	0.293437	0.706563	
6108000	-7.890528	156	11.432896	11.339499	0.370711	0.629289	
6109000	-9.457195	99	0.880632	2.846381	0.005333	0.994667	
6110000	-7.649060	76	5.604702	6.576657	0.173942	0.826058	
6111000	-8.244054	384	6.358513	11.833454	0.264781	0.735219	
6112000	-8.511541	271	8.508579	2.094919	0.351143	0.648857	
6113000	-7.468362	497	6.014839	3.824475	0.255092	0.744908	
6114000	-8.449184	140	7.650689	2.238951	0.476975	0.523025	
6115000	-7.906090	482	2.563602	7.445821	0.062254	0.937746	
6116000	-8.741995	27	12.432220	18.293365	0.468641	0.531359	
6117000	-8.782099	232	2.603772	10.934568	0.069311	0.930689	
6118000	-8.250043	25	15.160102	7.128296	0.395841	0.604159	
6119000	-7.422532	129	6.973686	6.968333	0.219488	0.780512	
6120000	-8.153470	375	1.994347	6.442654	0.027331	0.972669	
6121000	-7.287680	348	2.236621	6.066929	0.036001	0.963999	
6122000	-8.432391	155	12.989109	14.040157	0.372377	0.627623	
6123000	-7.930428	335	6.242009	8.794996	0.271024	0.728976	
6124000	-7.985749	367	2.773302	5.392332	0.064528	0.935472	
6125000	-8.256718	416	2.449156	4.187731	0.089413	0.910587	
6126000	-7.904337	468	5.439748	4.784060	0.210651	0.789349	
6127000	-9.212246	181	7.111982	19.841046	0.286459	0.713541	
6128000	-7.919528	52	9.665451	7.651155	0.352681	0.647319	
6129000	-8.159350	272	10.668642	3.617020	0.417241	0.582759	
6130000	-8.662195	482	5.618203	1.213892	0.331394	0.668606	
6131000	-7.886896	482	5.595005	10.533997	0.219322	0.780678	
6132000	-8.414883	263	14.091325	10.816645	0.420245	0.579755	
6133000	-7.745088	43	4.449649	2.137818	0.260155	0.739845	
6134000	-8.099692	424	2.825379	2.419458	0.104557	0.895443	
6135000	-9.608764	494	9.009125	19.542943	0.419799	0.580201	
6136000	-7.824000	258	10.575519	6.605851	0.334757	0.665243	
6137000	-7.700097	158	7.269815	3.555288	0.292481	0.707519	
6138000	-7.822207	51	8.733903	10.893491	0.367200	0.632800	
6139000	-8.179182	51	1.687721	4.380163	0.033640	0.966360	
6140000	-7.450161	389	6.989763	5.948218	0.157028	0.842972	
6141000	-7.592767	321	3.185067	3.403730	0.121276	0.878724	
6142000	-8.078349	292	6.784580	5.915709	0.209240	0.790760	
6143000	-7.720334	252	5.549832	7.550166	0.249197	0.750803	
6144000	-8.622597	26	1.633924	2.602431	0.024265	0.975735	
6145000	-8.582422	458	1.339371	6.631273	0.017291	0.982709	
6146000	-8.116028	273	5.269618	5.871389	0.202794	0.797206	
6147000	-8.046845	382	3.755427	4.272448	0.103049	0.896951	
6148000	-7.806759	62	10.962699	8.277225	0.375522	0.624478	
6149000	-8.031631	67	2.782571	4.020502	0.063540	0.936460	
6150000	-9.330865	357	0.888303	1.764242	0.003227	0.996773	
6151000	-8.293261	210	12.259272	5.596480	0.425655	0.574345	
6152000	-7.933346	319	6.610040	1.764663	0.457195	0.542805	
6153000	-8.576474	495	1.466788	6.152593	0.059682	0.940318	
