Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl_reduction_run1.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            2519532377
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      20005000
Burn in:                         5000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Zero Rates:                      Yes
Schedule File:                   Artiodactyl_reduction_run1.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Pis used in ancestral state estimation:      Yes
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    qDG                          RJ MCMC
    qGD                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	qDG	qGD	Root P(D)	Root P(G)	RJRates - Mean	
5032000	-7.811605	109	1	0	'0 0 	8.478788	8.478788	0.354657	0.645343	53.217803	
5033000	-7.564796	294	1	0	'0 0 	3.754319	3.754319	0.140759	0.859241	60.390380	
5034000	-9.240252	62	1	0	'0 0 	24.230707	24.230707	0.488070	0.511930	62.833333	
5035000	-9.294868	125	1	0	'0 0 	18.524522	18.524522	0.484898	0.515102	67.020980	
5036000	-8.321721	465	1	0	'0 0 	16.013703	16.013703	0.462588	0.537412	70.477002	
5037000	-9.896081	441	1	0	'0 0 	2.523236	2.523236	0.075372	0.924628	75.331347	
5038000	-9.918627	217	1	0	'0 0 	43.302918	43.302918	0.499313	0.500687	64.716767	
5039000	-9.903379	223	1	0	'0 0 	49.235903	49.235903	0.499511	0.500489	58.827418	
5040000	-8.681620	245	1	0	'0 0 	18.999443	18.999443	0.467936	0.532064	40.379974	
5041000	-8.666393	240	1	0	'0 0 	19.568019	19.568019	0.467232	0.532768	48.435099	
5042000	-8.255719	88	1	0	'0 0 	8.900158	8.900158	0.318827	0.681173	44.929016	
5043000	-7.915740	219	1	0	'0 0 	12.584495	12.584495	0.381241	0.618759	34.357853	
5044000	-8.272201	454	1	0	'0 0 	10.323042	10.323042	0.428575	0.571425	52.246095	
5045000	-10.043261	272	1	0	'0 0 	45.293355	45.293355	0.499749	0.500251	48.350866	
5046000	-8.106761	192	1	0	'0 0 	13.821659	13.821659	0.456042	0.543958	31.029824	
5047000	-9.841915	497	1	0	'0 0 	38.636577	38.636577	0.499511	0.500489	40.177419	
5048000	-10.044136	307	1	0	'0 0 	59.018134	59.018134	0.499969	0.500031	25.568058	
5049000	-8.253329	37	1	0	'0 0 	3.551870	3.551870	0.085305	0.914695	17.095997	
5050000	-7.697100	243	1	0	'0 0 	9.841468	9.841468	0.422003	0.577997	22.754254	
5051000	-7.579580	385	1	0	'0 0 	3.987149	3.987149	0.140617	0.859383	10.736305	
5052000	-8.739208	31	1	0	'0 0 	15.700700	15.700700	0.459842	0.540158	20.105493	
5053000	-8.567879	112	1	0	'0 0 	1.850142	1.850142	0.028467	0.971533	5.162491	
5054000	-7.705660	326	1	0	'0 0 	4.005924	4.005924	0.083705	0.916295	3.705318	
5055000	-12.646156	280	1	1	'Z 0 	0.000000	7.983375	0.000000	1.000000	5.132252	
5056000	-8.556818	77	1	0	'0 0 	21.419225	21.419225	0.485101	0.514899	5.930085	
5057000	-8.037749	380	1	0	'0 0 	10.540513	10.540513	0.323863	0.676137	20.297333	
5058000	-7.426910	349	1	0	'0 0 	6.021970	6.021970	0.172813	0.827187	37.058529	
5059000	-9.286985	292	1	0	'0 0 	22.729116	22.729116	0.479396	0.520604	60.749313	
5060000	-7.294001	500	1	0	'0 0 	8.799369	8.799369	0.265728	0.734272	49.330681	
5061000	-7.719032	94	1	0	'0 0 	8.147439	8.147439	0.250318	0.749682	66.520849	
5062000	-7.890993	378	1	0	'0 0 	13.788678	13.788678	0.402443	0.597557	53.206205	
5063000	-8.622584	169	1	0	'0 0 	19.423956	19.423956	0.487245	0.512755	46.169903	
5064000	-8.910381	482	1	0	'0 0 	22.526312	22.526312	0.483629	0.516371	35.417956	
5065000	-7.749144	117	1	0	'0 0 	7.024854	7.024854	0.306904	0.693096	28.944628	
5066000	-8.548162	353	1	0	'0 0 	14.437859	14.437859	0.400126	0.599874	19.996370	
5067000	-8.881219	370	1	0	'0 0 	21.075750	21.075750	0.486367	0.513633	13.125517	
5068000	-7.657095	403	1	0	'0 0 	4.780134	4.780134	0.240676	0.759324	16.970744	
5069000	-7.934824	191	1	0	'0 0 	9.791129	9.791129	0.239447	0.760553	13.500807	
5070000	-10.306965	227	1	0	'0 0 	0.878492	0.878492	0.007277	0.992723	12.306595	
5071000	-8.588568	441	1	0	'0 0 	12.239305	12.239305	0.405020	0.594980	9.261967	
5072000	-7.992055	406	1	0	'0 0 	5.058065	5.058065	0.232453	0.767547	20.067103	
5073000	-7.937102	317	1	0	'0 0 	9.018942	9.018942	0.365319	0.634681	25.701401	
5074000	-7.512433	96	1	0	'0 0 	9.456542	9.456542	0.311252	0.688748	25.720826	
5075000	-7.990044	54	1	0	'0 0 	11.923294	11.923294	0.434983	0.565017	45.929667	
5076000	-7.657955	189	1	0	'0 0 	11.536908	11.536908	0.441592	0.558408	40.231927	
5077000	-7.278486	79	1	0	'0 0 	8.428850	8.428850	0.284088	0.715912	54.638139	
5078000	-7.574351	307	1	0	'0 0 	5.001640	5.001640	0.191784	0.808216	64.889606	
5079000	-7.797996	307	1	0	'0 0 	9.476535	9.476535	0.358037	0.641963	61.177662	
5080000	-8.320176	95	1	0	'0 0 	4.347395	4.347395	0.110419	0.889581	71.092089	
5081000	-8.681920	248	1	0	'0 0 	16.380906	16.380906	0.434262	0.565738	64.761668	
5082000	-12.318048	235	1	1	'Z 0 	0.000000	6.606800	0.000000	1.000000	62.464168	
5083000	-7.870277	40	1	0	'0 0 	16.430833	16.430833	0.457247	0.542753	26.168762	
5084000	-8.732532	99	1	0	'0 0 	20.124325	20.124325	0.467610	0.532390	32.977566	
5085000	-8.499396	296	1	0	'0 0 	19.874686	19.874686	0.480522	0.519478	13.898737	
5086000	-8.825794	406	1	0	'0 0 	18.951970	18.951970	0.488237	0.511763	8.825988	
5087000	-7.734542	49	1	0	'0 0 	3.058725	3.058725	0.042723	0.957277	17.008980	
5088000	-7.864542	105	1	0	'0 0 	3.672605	3.672605	0.072903	0.927097	17.024430	
5089000	-7.584982	331	1	0	'0 0 	7.201944	7.201944	0.330364	0.669636	15.677035	
5090000	-8.349952	454	1	0	'0 0 	3.060159	3.060159	0.142785	0.857215	8.018335	
5091000	-7.815608	495	1	0	'0 0 	2.783285	2.783285	0.140187	0.859813	1.887538	
5092000	-8.191699	106	1	0	'0 0 	2.675906	2.675906	0.056559	0.943441	1.887025	
5093000	-8.586383	354	1	0	'0 0 	14.987985	14.987985	0.485449	0.514551	11.500707	
5094000	-8.217693	277	1	0	'0 0 	10.829268	10.829268	0.375175	0.624825	5.943301	
5095000	-8.132874	74	1	0	'0 0 	3.519773	3.519773	0.098978	0.901022	16.116233	
5096000	-7.272670	178	1	0	'0 0 	4.822355	4.822355	0.219206	0.780794	15.672256	
5097000	-8.317717	473	1	0	'0 0 	3.374941	3.374941	0.079408	0.920592	17.386260	
5098000	-7.687303	67	1	0	'0 0 	5.846371	5.846371	0.208186	0.791814	13.766392	
5099000	-7.925728	308	1	0	'0 0 	5.331656	5.331656	0.169852	0.830148	16.295350	
5100000	-8.022928	289	1	0	'0 0 	6.227533	6.227533	0.243868	0.756132	4.934525	
5101000	-7.671039	415	1	0	'0 0 	5.845022	5.845022	0.223101	0.776899	13.083961	
5102000	-8.123147	259	1	0	'0 0 	9.788842	9.788842	0.304800	0.695200	18.899262	
5103000	-7.684916	67	1	0	'0 0 	6.003470	6.003470	0.214992	0.785008	13.994631	
5104000	-8.848598	278	1	0	'0 0 	1.380608	1.380608	0.015581	0.984419	10.590066	
5105000	-7.451145	178	1	0	'0 0 	3.735354	3.735354	0.162694	0.837306	19.446285	
5106000	-8.297324	381	1	0	'0 0 	10.281591	10.281591	0.382064	0.617936	14.125501	
5107000	-8.885531	5	1	0	'0 0 	19.074208	19.074208	0.466246	0.533754	11.471854	
5108000	-7.977709	374	1	0	'0 0 	10.688404	10.688404	0.423012	0.576988	14.821268	
5109000	-7.396355	431	1	0	'0 0 	7.271828	7.271828	0.230031	0.769969	26.051391	
5110000	-9.058964	302	1	0	'0 0 	26.884896	26.884896	0.484681	0.515319	33.655636	
5111000	-9.325407	177	1	0	'0 0 	20.452866	20.452866	0.487750	0.512250	41.508213	
5112000	-8.175066	347	1	0	'0 0 	9.797681	9.797681	0.380966	0.619034	71.604622	
5113000	-7.433597	389	1	0	'0 0 	9.123085	9.123085	0.215888	0.784112	49.385983	
5114000	-8.613036	276	1	0	'0 0 	14.056404	14.056404	0.400756	0.599244	68.016008	
5115000	-8.199457	483	1	0	'0 0 	3.087402	3.087402	0.051697	0.948303	75.689178	
5116000	-10.256338	479	1	0	'0 0 	58.519814	58.519814	0.499946	0.500054	65.000341	
5117000	-8.143485	328	1	0	'0 0 	9.710609	9.710609	0.354256	0.645744	69.059999	
5118000	-8.752161	320	1	0	'0 0 	23.245178	23.245178	0.481553	0.518447	73.196220	
5119000	-7.689591	403	1	0	'0 0 	5.718346	5.718346	0.291202	0.708798	59.367914	
5120000	-8.462042	214	1	0	'0 0 	3.106854	3.106854	0.062633	0.937367	50.725478	
5121000	-9.863551	459	1	0	'0 0 	33.518894	33.518894	0.498837	0.501163	40.561238	
5122000	-8.394713	305	1	0	'0 0 	12.859533	12.859533	0.375784	0.624216	23.690769	
5123000	-8.715974	447	1	0	'0 0 	24.593184	24.593184	0.454041	0.545959	17.161026	
5124000	-7.912795	75	1	0	'0 0 	9.102479	9.102479	0.367005	0.632995	17.732544	
5125000	-8.522074	51	1	0	'0 0 	2.108307	2.108307	0.054798	0.945202	19.539061	
5126000	-9.697565	130	1	0	'0 0 	37.565207	37.565207	0.497975	0.502025	45.513129	
5127000	-8.580062	394	1	0	'0 0 	18.246133	18.246133	0.448705	0.551295	37.718970	
5128000	-7.611381	174	1	0	'0 0 	5.445974	5.445974	0.174727	0.825273	43.671673	
5129000	-7.596634	431	1	0	'0 0 	9.442486	9.442486	0.306182	0.693818	38.915472	
5130000	-7.499822	43	1	0	'0 0 	7.509787	7.509787	0.374694	0.625306	31.845391	
5131000	-9.426406	43	1	0	'0 0 	28.590368	28.590368	0.499367	0.500633	21.310991	
5132000	-7.588351	164	1	0	'0 0 	5.722382	5.722382	0.225723	0.774277	13.609403	
5133000	-7.150527	135	1	0	'0 0 	5.404016	5.404016	0.233865	0.766135	7.475134	
5134000	-7.628164	359	1	0	'0 0 	7.460960	7.460960	0.343921	0.656079	6.458837	
5135000	-8.475137	29	1	0	'0 0 	2.303103	2.303103	0.038256	0.961744	2.382473	
5136000	-8.444286	392	1	0	'0 0 	3.252725	3.252725	0.071936	0.928064	25.433867	
5137000	-7.822909	396	1	0	'0 0 	7.552187	7.552187	0.344092	0.655908	35.329044	
5138000	-7.295506	12	1	0	'0 0 	8.833962	8.833962	0.338033	0.661967	37.552866	
5139000	-8.513725	66	1	0	'0 0 	19.522620	19.522620	0.461367	0.538633	61.017034	
5140000	-8.242125	3	1	0	'0 0 	15.579418	15.579418	0.412827	0.587173	48.326052	
5141000	-7.775009	92	1	0	'0 0 	6.457652	6.457652	0.123678	0.876322	55.767572	
5142000	-8.592995	353	1	0	'0 0 	14.905008	14.905008	0.406566	0.593434	38.989671	
5143000	-9.431136	227	1	0	'0 0 	32.384675	32.384675	0.498148	0.501852	26.087824	
5144000	-8.527942	161	1	0	'0 0 	13.558839	13.558839	0.450816	0.549184	6.258469	
5145000	-7.947478	257	1	0	'0 0 	3.489550	3.489550	0.117269	0.882731	10.065780	
5146000	-7.376295	421	1	0	'0 0 	5.545246	5.545246	0.208096	0.791904	13.560522	
5147000	-9.271470	175	1	0	'0 0 	1.416919	1.416919	0.019555	0.980445	20.627683	
5148000	-7.486925	139	1	0	'0 0 	5.656083	5.656083	0.217506	0.782494	32.692272	
5149000	-7.888986	355	1	0	'0 0 	4.111360	4.111360	0.103769	0.896231	41.428829	
5150000	-9.474935	232	1	0	'0 0 	31.052075	31.052075	0.494562	0.505438	44.575699	
5151000	-7.301527	49	1	0	'0 0 	5.334288	5.334288	0.116212	0.883788	37.669650	
5152000	-8.816199	87	1	0	'0 0 	20.275187	20.275187	0.459981	0.540019	49.843546	
5153000	-9.975028	301	1	0	'0 0 	54.714771	54.714771	0.499984	0.500016	53.925149	
5154000	-7.943055	397	1	0	'0 0 	12.876538	12.876538	0.425009	0.574991	62.305742	
5155000	-8.065957	24	1	0	'0 0 	3.858762	3.858762	0.166748	0.833252	50.538883	
5156000	-8.296873	190	1	0	'0 0 	19.851139	19.851139	0.460590	0.539410	58.206511	
5157000	-7.730939	157	1	0	'0 0 	8.404555	8.404555	0.379259	0.620741	56.148579	
5158000	-9.063073	147	1	1	'0 Z 	8.354269	0.000000	1.000000	0.000000	47.476980	
5159000	-8.096413	331	1	0	'0 0 	14.591454	14.591454	0.451525	0.548475	69.709936	
5160000	-9.196773	379	1	0	'0 0 	30.508080	30.508080	0.494887	0.505113	63.560194	
5161000	-8.954351	318	1	0	'0 0 	28.719303	28.719303	0.476911	0.523089	68.627316	
5162000	-8.218558	318	1	0	'0 0 	12.050117	12.050117	0.327045	0.672955	83.165736	
5163000	-7.535621	134	1	0	'0 0 	9.498248	9.498248	0.365989	0.634011	87.534371	
5164000	-7.526294	21	1	0	'0 0 	3.385152	3.385152	0.118037	0.881963	96.517154	
5165000	-10.135638	458	1	0	'0 0 	1.001437	1.001437	0.015048	0.984952	91.528674	
5166000	-7.344134	49	1	0	'0 0 	8.827991	8.827991	0.239834	0.760166	88.793166	
5167000	-7.776862	446	1	0	'0 0 	11.455460	11.455460	0.361687	0.638313	88.713479	
5168000	-9.654536	286	1	0	'0 0 	42.803943	42.803943	0.497527	0.502473	88.695746	
5169000	-9.563427	96	1	0	'0 0 	42.111954	42.111954	0.498880	0.501120	92.288129	
5170000	-8.532907	101	1	0	'0 0 	19.218783	19.218783	0.472826	0.527174	86.941401	
5171000	-8.012338	440	1	0	'0 0 	6.881740	6.881740	0.278661	0.721339	76.731690	
5172000	-7.830499	220	1	0	'0 0 	4.831844	4.831844	0.154834	0.845166	73.555226	
5173000	-8.505257	95	1	0	'0 0 	19.512016	19.512016	0.448159	0.551841	66.216731	
5174000	-9.371725	269	1	0	'0 0 	32.929065	32.929065	0.489677	0.510323	76.026149	
5175000	-9.468903	140	1	0	'0 0 	39.596831	39.596831	0.498204	0.501796	68.748305	
5176000	-7.632333	488	1	0	'0 0 	5.523315	5.523315	0.268238	0.731762	65.239371	
5177000	-7.623119	319	1	0	'0 0 	5.157236	5.157236	0.243068	0.756932	63.691583	
5178000	-8.282527	225	1	0	'0 0 	16.122408	16.122408	0.473517	0.526483	54.898975	
5179000	-8.467256	193	1	0	'0 0 	16.389003	16.389003	0.454078	0.545922	59.651172	
5180000	-8.601449	27	1	0	'0 0 	15.833795	15.833795	0.477686	0.522314	44.379626	
5181000	-7.943507	59	1	0	'0 0 	14.099463	14.099463	0.425287	0.574713	25.632452	
5182000	-8.105005	217	1	0	'0 0 	10.714642	10.714642	0.362025	0.637975	4.083561	
5183000	-7.153433	295	1	0	'0 0 	3.497400	3.497400	0.056005	0.943995	1.893057	
5184000	-8.664516	3	1	0	'0 0 	2.035448	2.035448	0.036382	0.963618	9.647694	
5185000	-7.181171	342	1	0	'0 0 	6.149653	6.149653	0.244855	0.755145	3.767760	
5186000	-8.707527	81	1	0	'0 0 	14.401452	14.401452	0.434861	0.565139	6.914588	
5187000	-7.970149	157	1	0	'0 0 	11.427173	11.427173	0.434450	0.565550	3.573734	
5188000	-8.548708	143	1	0	'0 0 	17.279398	17.279398	0.479336	0.520664	16.015452	
5189000	-7.753492	391	1	0	'0 0 	4.649412	4.649412	0.245059	0.754941	4.034701	
5190000	-7.725302	390	1	0	'0 0 	3.215153	3.215153	0.118560	0.881440	4.605467	
5191000	-8.024156	208	1	0	'0 0 	11.889042	11.889042	0.443228	0.556772	7.151598	
5192000	-8.037144	236	1	0	'0 0 	4.975007	4.975007	0.197772	0.802228	2.106595	
5193000	-7.964894	237	1	0	'0 0 	8.785980	8.785980	0.259281	0.740719	11.138633	
5194000	-8.485563	234	1	0	'0 0 	16.162192	16.162192	0.463152	0.536848	18.913709	
5195000	-7.671681	118	1	0	'0 0 	6.757471	6.757471	0.278596	0.721404	22.092424	
5196000	-7.453964	130	1	0	'0 0 	6.404488	6.404488	0.237073	0.762927	6.934568	
5197000	-8.069775	235	1	0	'0 0 	9.658037	9.658037	0.398708	0.601292	10.014179	
5198000	-9.311605	308	1	0	'0 0 	1.446818	1.446818	0.017499	0.982501	4.989994	
5199000	-8.400691	94	1	0	'0 0 	2.954173	2.954173	0.053499	0.946501	9.506895	
5200000	-8.195993	146	1	0	'0 0 	2.829557	2.829557	0.062751	0.937249	8.768420	
5201000	-8.878430	339	1	0	'0 0 	2.042964	2.042964	0.076423	0.923577	8.879388	
5202000	-8.406087	179	1	0	'0 0 	8.556277	8.556277	0.307598	0.692402	13.253733	
5203000	-8.561929	67	1	0	'0 0 	17.508305	17.508305	0.459168	0.540832	5.637509	
5204000	-7.436858	121	1	0	'0 0 	7.554925	7.554925	0.319329	0.680671	22.554726	
5205000	-9.966058	253	1	0	'0 0 	45.510311	45.510311	0.499052	0.500948	25.600899	
5206000	-7.858809	338	1	0	'0 0 	8.437316	8.437316	0.251170	0.748830	6.516526	
5207000	-9.217152	429	1	1	'0 Z 	10.855010	0.000000	1.000000	0.000000	22.222836	
5208000	-7.445507	93	1	0	'0 0 	8.409193	8.409193	0.287283	0.712717	29.875084	
5209000	-7.902276	109	1	0	'0 0 	9.431281	9.431281	0.381427	0.618573	18.852497	
5210000	-9.850842	484	1	0	'0 0 	37.868039	37.868039	0.499331	0.500669	28.998107	
5211000	-8.178478	402	1	0	'0 0 	13.766828	13.766828	0.413658	0.586342	17.658768	
5212000	-7.904619	359	1	0	'0 0 	3.627604	3.627604	0.214637	0.785363	12.056818	
5213000	-7.724706	404	1	0	'0 0 	7.614064	7.614064	0.314891	0.685109	5.779748	
5214000	-7.568959	132	1	0	'0 0 	8.894431	8.894431	0.296705	0.703295	10.213993	
5215000	-7.461034	198	1	0	'0 0 	5.198019	5.198019	0.216263	0.783737	8.238977	
5216000	-8.435374	71	1	0	'0 0 	2.723714	2.723714	0.085449	0.914551	6.658107	
5217000	-7.508601	332	1	0	'0 0 	5.204123	5.204123	0.164538	0.835462	6.273947	
5218000	-7.973492	391	1	0	'0 0 	9.269775	9.269775	0.422574	0.577426	3.242891	
5219000	-8.054169	499	1	0	'0 0 	3.436145	3.436145	0.095213	0.904787	16.186063	
5220000	-8.137206	137	1	0	'0 0 	11.776663	11.776663	0.404191	0.595809	2.001140	
5221000	-8.383168	452	1	0	'0 0 	2.645027	2.645027	0.063862	0.936138	13.465901	
5222000	-8.064239	351	1	0	'0 0 	15.311026	15.311026	0.432200	0.567800	27.791701	
5223000	-8.353528	41	1	0	'0 0 	15.641696	15.641696	0.448333	0.551667	22.004922	
5224000	-8.469513	334	1	0	'0 0 	17.245238	17.245238	0.434754	0.565246	25.696170	
5225000	-7.729014	12	1	0	'0 0 	12.022543	12.022543	0.411963	0.588037	23.239397	
5226000	-7.443539	129	1	0	'0 0 	5.230082	5.230082	0.148071	0.851929	12.642490	
5227000	-8.963504	185	1	0	'0 0 	11.734506	11.734506	0.418932	0.581068	21.731741	
5228000	-8.030341	458	1	0	'0 0 	3.117978	3.117978	0.083700	0.916300	21.482938	
5229000	-7.431345	181	1	0	'0 0 	5.193379	5.193379	0.131501	0.868499	18.149999	
5230000	-7.783187	20	1	0	'0 0 	4.884012	4.884012	0.151701	0.848299	18.711979	
5231000	-8.126389	427	1	0	'0 0 	9.549977	9.549977	0.347461	0.652539	13.340115	
5232000	-8.218282	499	1	0	'0 0 	2.873528	2.873528	0.070276	0.929724	16.046487	
5233000	-6.925809	400	1	0	'0 0 	6.775754	6.775754	0.130734	0.869266	8.288881	
5234000	-7.984444	424	1	0	'0 0 	10.382033	10.382033	0.386753	0.613247	11.984281	
5235000	-7.760728	82	1	0	'0 0 	11.099062	11.099062	0.406913	0.593087	9.567859	
5236000	-9.197098	486	1	0	'0 0 	2.075422	2.075422	0.030027	0.969973	14.125529	
5237000	-7.416606	465	1	0	'0 0 	5.973620	5.973620	0.249032	0.750968	18.066591	
5238000	-7.790888	369	1	0	'0 0 	10.968003	10.968003	0.371226	0.628774	15.095586	
5239000	-7.994093	151	1	0	'0 0 	3.815030	3.815030	0.099718	0.900282	38.781134	
5240000	-7.812716	178	1	0	'0 0 	13.702431	13.702431	0.438072	0.561928	48.173045	
5241000	-9.134652	254	1	0	'0 0 	21.518511	21.518511	0.489130	0.510870	57.629517	
5242000	-7.943228	146	1	0	'0 0 	9.905897	9.905897	0.343201	0.656799	50.574957	
5243000	-8.273627	288	1	0	'0 0 	6.662236	6.662236	0.323838	0.676162	64.485144	
5244000	-7.412620	348	1	0	'0 0 	6.515579	6.515579	0.193077	0.806923	58.315295	
5245000	-8.488342	89	1	0	'0 0 	20.262025	20.262025	0.477699	0.522301	40.726754	
5246000	-8.744618	231	1	0	'0 0 	14.299467	14.299467	0.477276	0.522724	34.557115	
5247000	-8.893441	137	1	0	'0 0 	20.419217	20.419217	0.481089	0.518911	18.799943	
5248000	-8.084652	306	1	0	'0 0 	2.574129	2.574129	0.031677	0.968323	10.178073	
5249000	-8.210257	292	1	0	'0 0 	3.977468	3.977468	0.097199	0.902801	5.133697	
5250000	-8.037510	43	1	0	'0 0 	12.179205	12.179205	0.461768	0.538232	12.620652	
5251000	-7.444748	199	1	0	'0 0 	5.526895	5.526895	0.253072	0.746928	4.338534	
5252000	-7.452712	121	1	0	'0 0 	5.258729	5.258729	0.226834	0.773166	4.889035	
5253000	-7.631924	62	1	0	'0 0 	5.919161	5.919161	0.223324	0.776676	3.552400	
5254000	-7.806120	205	1	0	'0 0 	3.844342	3.844342	0.118124	0.881876	4.457579	
5255000	-7.847158	143	1	0	'0 0 	8.671400	8.671400	0.378078	0.621922	21.631977	
5256000	-8.004025	454	1	0	'0 0 	5.783474	5.783474	0.300349	0.699651	18.423771	
5257000	-7.358207	49	1	0	'0 0 	9.067712	9.067712	0.247530	0.752470	38.693886	
5258000	-7.671589	109	1	0	'0 0 	4.519036	4.519036	0.179191	0.820809	39.157493	
5259000	-7.688784	274	1	0	'0 0 	6.865285	6.865285	0.210097	0.789903	41.986505	
5260000	-8.309058	144	1	0	'0 0 	8.297597	8.297597	0.358558	0.641442	34.854716	
5261000	-8.124651	6	1	0	'0 0 	14.140012	14.140012	0.395832	0.604168	26.824377	
5262000	-8.466618	32	1	0	'0 0 	17.401920	17.401920	0.463235	0.536765	27.342366	
5263000	-8.228286	37	1	0	'0 0 	3.636555	3.636555	0.088858	0.911142	39.857682	
5264000	-7.550916	194	1	0	'0 0 	9.274163	9.274163	0.286322	0.713678	56.464832	
5265000	-8.631561	35	1	0	'0 0 	15.071130	15.071130	0.442741	0.557259	37.579984	
5266000	-9.170580	163	1	0	'0 0 	19.072436	19.072436	0.468967	0.531033	65.365818	
5267000	-7.545134	169	1	0	'0 0 	7.106680	7.106680	0.320263	0.679737	55.384234	
5268000	-7.983904	195	1	0	'0 0 	11.419224	11.419224	0.345144	0.654856	78.674485	
5269000	-8.215260	227	1	0	'0 0 	12.014962	12.014962	0.408288	0.591712	74.274590	
5270000	-7.902689	75	1	0	'0 0 	3.952696	3.952696	0.147020	0.852980	75.115106	
5271000	-7.955297	193	1	0	'0 0 	9.495756	9.495756	0.346440	0.653560	45.141538	
5272000	-7.469999	232	1	0	'0 0 	8.347651	8.347651	0.290434	0.709566	45.120802	
5273000	-8.022755	84	1	0	'0 0 	17.518228	17.518228	0.456853	0.543147	37.718846	
5274000	-7.547094	484	1	0	'0 0 	6.779401	6.779401	0.269403	0.730597	33.440362	
5275000	-8.274099	127	1	0	'0 0 	2.898744	2.898744	0.060101	0.939899	36.624630	
5276000	-9.154092	158	1	0	'0 0 	24.027383	24.027383	0.493348	0.506652	49.682167	
5277000	-7.807565	437	1	0	'0 0 	9.284444	9.284444	0.348376	0.651624	69.282779	
5278000	-7.734330	384	1	0	'0 0 	5.392721	5.392721	0.185691	0.814309	56.303577	
5279000	-10.631500	205	1	0	'0 0 	93.971436	93.971436	0.500000	0.500000	60.553583	
5280000	-10.194286	348	1	0	'0 0 	66.728842	66.728842	0.499977	0.500023	35.891318	
5281000	-9.138900	183	1	0	'0 0 	22.623568	22.623568	0.466086	0.533914	45.747166	
5282000	-8.081290	372	1	0	'0 0 	12.666423	12.666423	0.330768	0.669232	52.015055	
5283000	-8.554703	277	1	0	'0 0 	2.389090	2.389090	0.079114	0.920886	61.337598	
5284000	-7.961897	74	1	0	'0 0 	5.300418	5.300418	0.183347	0.816653	77.250453	
5285000	-7.920954	202	1	0	'0 0 	10.330172	10.330172	0.392041	0.607959	81.058051	
5286000	-8.815032	140	1	0	'0 0 	24.709169	24.709169	0.484394	0.515606	81.198198	
5287000	-8.582255	310	1	0	'0 0 	16.017230	16.017230	0.425769	0.574231	92.097444	
5288000	-8.432951	79	1	0	'0 0 	22.572899	22.572899	0.473069	0.526931	86.313706	
5289000	-7.852784	265	1	0	'0 0 	11.912088	11.912088	0.411299	0.588701	90.446018	
5290000	-7.987255	199	1	0	'0 0 	2.317254	2.317254	0.069163	0.930837	88.724886	
5291000	-8.101404	273	1	0	'0 0 	6.915304	6.915304	0.273636	0.726364	77.464707	
5292000	-7.921156	291	1	0	'0 0 	6.960130	6.960130	0.236894	0.763106	94.200521	
5293000	-8.168622	376	1	0	'0 0 	9.700695	9.700695	0.305968	0.694032	76.281671	
5294000	-9.425220	171	1	0	'0 0 	29.065982	29.065982	0.497161	0.502839	87.120264	
5295000	-8.229189	271	1	0	'0 0 	14.514893	14.514893	0.430769	0.569231	73.566512	
5296000	-7.600947	134	1	0	'0 0 	4.409539	4.409539	0.156069	0.843931	73.939819	
5297000	-9.059865	127	1	0	'0 0 	26.802441	26.802441	0.489307	0.510693	78.170954	
5298000	-8.083379	481	1	0	'0 0 	9.179483	9.179483	0.427522	0.572478	66.106182	
5299000	-8.589382	25	1	0	'0 0 	17.517109	17.517109	0.441913	0.558087	55.731506	
5300000	-7.880922	105	1	0	'0 0 	7.460909	7.460909	0.219309	0.780691	58.577089	
5301000	-9.334677	87	1	0	'0 0 	30.361059	30.361059	0.490299	0.509701	61.499488	
5302000	-8.011798	285	1	0	'0 0 	11.951394	11.951394	0.434607	0.565393	67.485988	
5303000	-8.594154	24	1	0	'0 0 	12.642958	12.642958	0.458889	0.541111	55.467506	
5304000	-7.543296	124	1	0	'0 0 	7.405913	7.405913	0.313401	0.686599	53.477913	
5305000	-8.701295	383	1	0	'0 0 	17.497830	17.497830	0.472437	0.527563	44.697512	
5306000	-8.498871	467	1	0	'0 0 	3.117333	3.117333	0.048646	0.951354	46.798332	
5307000	-8.880618	320	1	0	'0 0 	25.092428	25.092428	0.486279	0.513721	41.536263	
5308000	-8.093677	175	1	0	'0 0 	7.391222	7.391222	0.293596	0.706404	49.613762	
5309000	-8.312667	83	1	0	'0 0 	2.988225	2.988225	0.133523	0.866477	62.539688	
5310000	-10.083676	28	1	0	'0 0 	54.833821	54.833821	0.499820	0.500180	60.033131	
5311000	-7.565207	181	1	0	'0 0 	9.865269	9.865269	0.293680	0.706320	93.196623	
